batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,T_UM
34252,PSS,WW,Brown,Left,20.0,20.069,51.732
34252,PSS,WW,Brown,Right,20.0,20.029,51.081
34332,2S,EE,Perugia,Right,20.0,20.0,49.709
34332,2S,EE,Perugia,Left,20.0,20.0,48.532
34332,2S,WW,Perugia,Right,20.0,20.0,49.021
34332,2S,EE,Perugia,Left,20.0,20.0,48.018
34332,2S,EE,Perugia,Right,20.0,20.0,48.066
34332,2S,WW,Perugia,Right,20.0,20.0,48.248
34332,2S,WW,Perugia,Left,20.0,20.0,48.62
34332,2S,EE,Perugia,Right,20.0,20.0,49.125
34332,2S,EE,Perugia,Left,20.0,20.0,48.501
34332,2S,WW,Perugia,Right,20.0,20.0,49.243
34332,2S,WW,Perugia,Left,20.0,20.0,48.923
34332,2S,EE,Perugia,Right,20.0,20.0,48.299
34332,2S,EE,Perugia,Left,20.0,20.0,47.6
34332,2S,WW,Perugia,Left,20.0,20.0,48.95
34332,2S,WW,Perugia,Right,20.0,20.0,49.928
34332,2S,EE,Perugia,Left,20.0,20.0,48.206
34332,2S,EE,Perugia,Right,20.0,20.0,48.456
34332,2S,WW,Perugia,Right,20.0,20.0,48.61
34332,2S,WW,Perugia,Left,20.0,20.0,49.066
34332,2S,EE,Perugia,Right,20.0,20.0,47.26
34332,2S,EE,Perugia,Left,20.0,20.0,47.152
34332,2S,WW,Perugia,Left,20.0,20.0,48.97
34332,2S,WW,Perugia,Right,20.0,20.0,49.876
34332,2S,EE,Perugia,Left,20.0,20.0,48.331
34332,2S,EE,Perugia,Right,20.0,20.0,48.542
34332,2S,WW,Perugia,Right,20.0,20.0,48.327
34332,2S,WW,Perugia,Left,20.0,20.0,48.463
34332,2S,EE,Perugia,Left,20.0,20.0,47.955
34332,2S,EE,Perugia,Right,20.0,20.0,48.012
34332,2S,WW,Perugia,Right,20.0,20.0,49.09
34332,2S,WW,Perugia,Left,20.0,20.0,48.322
34332,2S,EE,Perugia,Left,20.0,20.0,48.032
34332,2S,EE,Perugia,Right,20.0,20.0,49.439
34332,2S,WW,Perugia,Right,20.0,20.0,49.413
34332,2S,WW,Perugia,Left,20.0,20.0,50.305
34332,2S,EE,Perugia,Left,20.0,20.0,49.344
34332,2S,EE,Perugia,Right,20.0,20.0,49.174
34332,2S,WW,Perugia,Left,20.0,20.0,49.804
34332,2S,WW,Perugia,Right,20.0,20.0,51.218
34346,2S,EE,Perugia,Right,20.0,20.0,50.806
34346,2S,EE,Perugia,Left,20.0,20.0,49.258
34346,2S,WW,Perugia,Right,20.0,20.0,49.031
34346,2S,WW,Perugia,Left,20.0,20.0,49.014
34346,2S,EE,Perugia,Right,20.0,20.0,48.345
34346,2S,EE,Perugia,Left,20.0,20.0,48.296
34346,2S,WW,Perugia,Left,20.0,20.0,48.571
34346,2S,WW,Perugia,Right,20.0,20.0,48.57
34346,2S,EE,Perugia,Right,20.0,20.0,48.011
34346,2S,EE,Perugia,Left,20.0,20.0,48.124
34346,2S,WW,Perugia,Left,20.0,20.0,48.348
34346,2S,WW,Perugia,Right,20.0,20.0,48.76
34346,2S,EE,Perugia,Left,20.0,20.0,47.958
34346,2S,EE,Perugia,Right,20.0,20.0,47.858
34346,2S,WW,Perugia,Left,20.0,20.0,48.065
34346,2S,EE,Perugia,Right,20.0,20.0,48.417
34346,2S,EE,Perugia,Left,20.0,20.0,48.32
34346,2S,WW,Perugia,Right,20.0,20.0,48.598
34346,2S,WW,Perugia,Left,20.0,20.0,48.413
34346,2S,EE,Perugia,Left,20.0,20.0,49.753
34346,2S,EE,Perugia,Right,20.0,20.0,48.693
34346,2S,WW,Perugia,Right,20.0,20.0,48.304
34346,2S,WW,Perugia,Left,20.0,20.0,47.777
34346,2S,EE,Perugia,Left,20.0,20.0,48.553
34346,2S,EE,Perugia,Right,20.0,20.0,49.135
34346,2S,WW,Perugia,Left,20.0,20.0,47.988
34346,2S,WW,Perugia,Right,20.0,20.0,49.009
34346,2S,EE,Perugia,Right,20.0,20.0,50.086
34346,2S,EE,Perugia,Left,20.0,20.0,49.927
34346,2S,WW,Perugia,Left,20.0,20.0,47.243
34346,2S,WW,Perugia,Right,20.0,20.0,48.642
34346,2S,EE,Perugia,Right,20.0,20.0,48.531
34346,2S,WW,Perugia,Right,20.0,20.0,48.675
34346,2S,WW,Perugia,Left,20.0,20.0,48.054
34346,2S,EE,Perugia,Left,20.0,20.0,48.27
34346,2S,EE,Perugia,Right,20.0,20.0,50.876
34346,2S,EE,Perugia,Left,20.0,20.0,48.788
34346,2S,WW,Perugia,Left,20.0,20.0,49.03
34346,2S,WW,Perugia,Right,20.0,20.0,48.935
34348,2S,EE,Perugia,Left,20.0,20.0,49.598
34348,2S,WW,Perugia,Left,20.0,20.0,53.702
34348,2S,EE,Perugia,Left,20.0,20.0,48.885
34348,2S,WW,Perugia,Left,20.0,20.0,52.08
34348,2S,EE,Perugia,Left,20.0,20.0,49.268
34348,2S,WW,Perugia,Left,20.0,20.0,53.132
34348,2S,EE,Perugia,Left,20.0,20.0,49.412
34348,2S,WW,Perugia,Left,20.0,20.0,53.412
34348,2S,EE,Perugia,Left,20.0,20.0,49.392
34348,2S,WW,Perugia,Left,20.0,20.0,53.433
34348,2S,EE,Perugia,Left,20.0,20.0,54.197
34348,2S,EE,Perugia,Left,20.0,20.0,49.636
34348,2S,EE,Perugia,Left,20.0,20.0,49.35
34348,2S,WW,Perugia,Left,20.0,20.0,53.88
34348,2S,EE,Perugia,Left,20.0,20.0,49.916
34348,2S,WW,Perugia,Left,20.0,20.0,52.406
34348,2S,EE,Perugia,Left,20.0,20.0,49.692
34348,2S,WW,Perugia,Left,20.0,20.0,53.821
34348,2S,EE,Perugia,Left,20.0,20.0,51.707
34348,2S,WW,Perugia,Left,20.0,20.0,54.183
34348,2S,EE,Perugia,Left,20.0,20.0,50.113
34348,2S,WW,Perugia,Left,20.0,20.0,54.234
34348,2S,EE,Perugia,Left,20.0,20.0,49.805
34348,2S,WW,Perugia,Left,20.0,20.0,52.713
34331,2S,EE,Brown,Left,20.0,20.153,49.376
34331,2S,WW,Brown,Right,20.0,20.068,51.638
34331,2S,WW,Brown,Left,20.0,20.134,53.519
34331,2S,WW,Brown,Right,20.0,20.071,50.73
34331,2S,EE,Brown,Right,20.0,20.139,52.341
34331,2S,WW,Brown,Right,20.0,20.088,50.718
34331,2S,WW,Brown,Right,20.0,20.07,51.451
34331,2S,EE,Brown,Right,20.0,20.131,51.499
34331,2S,WW,Brown,Right,20.0,20.074,52.126
34331,2S,EE,Brown,Right,20.0,20.006,54.049
34331,2S,WW,Brown,Right,20.0,20.043,50.836
34331,2S,EE,Brown,Right,20.0,20.099,52.821
34331,2S,WW,Brown,Right,20.0,20.041,49.309
34331,2S,EE,Brown,Right,20.0,20.003,53.243
34331,2S,WW,Brown,Right,20.0,20.019,51.192
34331,2S,EE,Brown,Right,20.0,20.078,51.968
34331,2S,WW,Brown,Right,20.0,20.025,52.05
34331,2S,EE,Brown,Right,20.0,20.004,52.781
34331,2S,WW,Brown,Right,20.0,20.001,52.005
34331,2S,EE,Brown,Right,20.0,20.008,53.231
34331,2S,WW,Brown,Right,20.0,20.0,49.994
34331,2S,EE,Brown,Right,20.0,19.999,52.01
34331,2S,WW,Brown,Right,20.0,20.001,50.266
34331,2S,EE,Brown,Right,20.0,20.004,51.257
34331,2S,WW,Brown,Right,20.0,20.002,49.602
34331,2S,EE,Brown,Right,20.0,20.037,50.667
34331,2S,WW,Brown,Right,20.0,20.063,52.193
34331,2S,EE,Brown,Right,20.0,20.139,50.303
34331,2S,WW,Brown,Right,20.0,20.071,49.654
34331,2S,EE,Brown,Right,20.0,20.003,52.135
34331,2S,WW,Brown,Right,20.0,20.056,51.968
34331,2S,EE,Brown,Right,20.0,20.12,51.268
34331,2S,WW,Brown,Right,20.0,20.058,51.26
34331,2S,EE,Brown,Right,20.0,20.014,50.643
34331,2S,WW,Brown,Right,20.0,20.034,45.539
34331,2S,EE,Brown,Right,20.0,20.103,49.64
34331,2S,WW,Brown,Right,20.0,20.054,49.65
34340,PSS,EE,Brown,Right,20.0,20.0,48.519
34340,PSS,WW,Brown,Right,20.0,20.006,48.614
34340,PSS,EE,Brown,Right,20.0,20.046,46.807
34340,PSS,WW,Brown,Right,20.0,20.004,48.799
34340,PSS,EE,Brown,Right,20.0,20.046,45.025
34340,PSS,WW,Brown,Right,20.0,20.004,46.545
34340,PSS,EE,Brown,Right,20.0,20.024,46.583
34340,PSS,WW,Brown,Right,20.0,20.004,48.311
34340,PSS,EE,Brown,Right,20.0,20.022,50.039
34340,PSS,WW,Brown,Right,20.0,20.006,48.356
34340,PSS,EE,Brown,Right,20.0,20.055,46.823
34340,PSS,WW,Brown,Right,20.0,20.002,48.554
34340,PSS,EE,Brown,Right,20.0,20.011,45.651
34340,PSS,WW,Brown,Right,20.0,20.002,50.894
34340,PSS,EE,Brown,Right,20.0,20.049,46.907
34340,PSS,WW,Brown,Right,20.0,20.011,48.54
34340,PSS,EE,Brown,Right,20.0,20.001,46.991
34340,PSS,WW,Brown,Right,20.0,20.005,48.656
34340,PSS,EE,Brown,Right,20.0,20.05,46.708
34340,PSS,WW,Brown,Right,20.0,20.008,50.265
34340,PSS,EE,Brown,Right,20.0,20.003,48.475
34340,PSS,WW,Brown,Right,20.0,20.006,48.679
34340,PSS,EE,Brown,Right,20.0,20.044,47.836
34340,PSS,WW,Brown,Right,20.0,20.082,47.942
34340,PSS,EE,Brown,Right,20.0,20.0,46.171
34340,PSS,WW,Brown,Right,20.0,20.005,50.18
34340,PSS,EE,Brown,Right,20.0,20.046,46.89
34340,PSS,WW,Brown,Right,20.0,20.009,49.811
34340,PSS,EE,Brown,Right,20.0,20.003,49.689
34340,PSS,WW,Brown,Right,20.0,20.005,49.344
34340,PSS,EE,Brown,Right,20.0,20.053,47.927
34340,PSS,WW,Brown,Right,20.0,20.014,50.47
34340,PSS,EE,Brown,Right,20.0,20.003,47.283
34254,PSS,EE,Brown,Right,20.0,20.004,50.56
34254,PSS,WW,Brown,Right,20.0,20.008,49.166
34254,PSS,EE,Brown,Right,20.0,20.06,50.583
34254,PSS,WW,Brown,Right,20.0,20.013,49.274
34254,PSS,EE,Brown,Right,20.0,20.003,51.191
34254,PSS,WW,Brown,Right,20.0,20.01,49.475
34254,PSS,EE,Brown,Right,20.0,20.065,49.73
34254,PSS,WW,Brown,Right,20.0,20.019,50.278
34254,PSS,EE,Brown,Right,20.0,20.009,51.685
34254,PSS,WW,Brown,Right,20.0,20.026,49.521
34254,PSS,EE,Brown,Right,20.0,20.075,50.002
34254,PSS,WW,Brown,Right,20.0,20.02,49.401
34254,PSS,EE,Brown,Right,20.0,20.004,51.953
34254,PSS,WW,Brown,Right,20.0,20.001,48.816
34254,PSS,EE,Brown,Right,20.0,20.007,49.092
34254,PSS,WW,Brown,Right,20.0,20.003,49.362
34254,PSS,EE,Brown,Right,20.0,19.999,49.726
34254,PSS,WW,Brown,Right,20.0,20.003,49.324
34254,PSS,EE,Brown,Right,20.0,20.007,51.94
34254,PSS,WW,Brown,Right,20.0,20.0,49.141
34254,PSS,EE,Brown,Right,20.0,20.003,48.738
34254,PSS,WW,Brown,Right,20.0,20.004,48.543
34254,PSS,EE,Brown,Right,20.0,20.01,49.59
34254,PSS,WW,Brown,Right,20.0,19.981,48.873
34254,PSS,EE,Brown,Right,20.0,20.006,52.202
34254,PSS,WW,Brown,Right,20.0,20.002,49.654
34254,PSS,EE,Brown,Right,20.0,20.008,50.171
34254,PSS,WW,Brown,Right,20.0,20.0,49.768
34254,PSS,EE,Brown,Right,20.0,20.001,49.639
34254,PSS,WW,Brown,Right,20.0,20.002,50.119
34254,PSS,EE,Brown,Right,20.0,20.018,48.349
34254,PSS,WW,Brown,Right,20.0,20.004,49.825
34254,PSS,EE,Brown,Right,20.0,20.005,50.574
34254,PSS,WW,Brown,Right,20.0,20.002,50.022
34254,PSS,EE,Brown,Right,20.0,20.009,48.296
34254,PSS,WW,Brown,Right,20.0,19.942,50.728
34254,PSS,WW,Brown,Right,20.0,20.017,50.04
34254,PSS,EE,Brown,Right,20.0,20.025,50.919
34254,PSS,WW,Brown,Right,20.0,20.006,49.865
34254,PSS,EE,Brown,Right,20.0,20.016,49.201
34254,PSS,WW,Brown,Right,20.0,20.001,49.974
34254,PSS,EE,Brown,Right,20.0,20.01,51.351
34254,PSS,WW,Brown,Right,20.0,20.002,50.168
34254,PSS,EE,Brown,Right,20.0,20.003,51.912
34254,PSS,WW,Brown,Right,20.0,20.024,51.341
34254,PSS,EE,Brown,Right,20.0,20.081,52.754
34254,PSS,WW,Brown,Right,20.0,20.031,50.358
34254,PSS,EE,Brown,Right,20.0,20.003,51.753
34254,PSS,WW,Brown,Right,20.0,20.001,48.795
34254,PSS,EE,Brown,Right,20.0,20.014,51.843
34254,PSS,WW,Brown,Right,20.0,20.0,49.172
34254,PSS,EE,Brown,Right,20.0,20.003,51.416
34254,PSS,WW,Brown,Right,20.0,20.001,49.413
34254,PSS,EE,Brown,Right,20.0,20.012,51.315
34254,PSS,WW,Brown,Right,20.0,20.004,48.878
34340,PSS,WW,Brown,Right,20.0,20.011,48.321
34340,PSS,EE,Brown,Right,20.0,20.029,48.178
34340,PSS,WW,Brown,Right,20.0,20.017,50.679
34340,PSS,EE,Brown,Right,20.0,20.002,48.264
34340,PSS,WW,Brown,Right,20.0,20.009,48.172
34340,PSS,EE,Brown,Right,20.0,20.077,49.181
34340,PSS,WW,Brown,Right,20.0,20.018,49.448
34354,2S,EE,Perugia,Left,20.0,20.0,48.502
34354,2S,EE,Perugia,Left,20.0,20.0,48.238
34354,2S,EE,Perugia,Left,20.0,20.0,48.914
34354,2S,WW,Perugia,Left,20.0,20.0,48.305
34352,2S,EE,Perugia,Left,20.0,20.0,49.956
34352,2S,EE,Perugia,Left,20.0,20.0,49.956
34352,2S,EE,Perugia,Left,20.0,20.0,49.956
34352,2S,EE,Perugia,Left,20.0,20.0,49.956
34352,2S,EE,Perugia,Left,20.0,20.0,49.956
34352,2S,EE,Perugia,Left,20.0,20.0,49.956
34352,2S,EE,Perugia,Left,20.0,20.0,49.956
34352,2S,EE,Perugia,Left,20.0,20.0,49.956
34352,2S,EE,Perugia,Left,20.0,20.0,47.558
34352,2S,WW,Perugia,Left,20.0,20.0,50.578
34352,2S,EE,Perugia,Left,20.0,20.0,50.092
34352,2S,WW,Perugia,Left,20.0,20.0,50.876
34352,2S,EE,Perugia,Left,20.0,20.0,49.525
34352,2S,WW,Perugia,Left,20.0,20.0,51.597
34352,2S,EE,Perugia,Left,20.0,20.0,50.87
34352,2S,WW,Perugia,Left,20.0,20.0,52.011
34353,2S,EE,Brown,Right,20.0,20.004,48.49
34353,2S,WW,Brown,Right,20.0,20.029,48.789
34353,2S,EE,Brown,Right,20.0,20.092,47.952
34353,2S,WW,Brown,Right,20.0,20.049,48.796
34353,2S,EE,Brown,Right,20.0,20.008,51.567
34353,2S,WW,Brown,Right,20.0,20.042,46.883
34353,2S,EE,Brown,Right,20.0,20.103,47.409
34353,2S,WW,Brown,Right,20.0,20.057,47.952
34353,2S,EE,Brown,Right,20.0,20.022,45.57
34353,2S,WW,Brown,Right,20.0,20.054,47.791
34353,2S,EE,Brown,Right,20.0,20.103,47.922
34353,2S,WW,Brown,Right,20.0,20.049,48.472
34353,2S,EE,Brown,Right,20.0,20.056,48.388
34353,2S,WW,Brown,Right,20.0,20.098,48.466
34353,2S,EE,Brown,Right,20.0,20.091,47.569
34353,2S,WW,Brown,Right,20.0,20.053,49.418
34353,2S,EE,Brown,Right,20.0,20.009,47.966
34353,2S,WW,Brown,Right,20.0,20.042,48.173
34353,2S,EE,Brown,Right,20.0,20.086,48.759
34353,2S,WW,Brown,Right,20.0,20.04,49.879
34353,2S,EE,Brown,Right,20.0,20.002,47.285
34353,2S,WW,Brown,Right,20.0,20.004,48.558
34353,2S,EE,Brown,Right,20.0,20.011,46.633
34353,2S,WW,Brown,Right,20.0,20.006,48.67
34353,2S,EE,Brown,Right,20.0,20.001,47.392
34353,2S,WW,Brown,Right,20.0,20.006,48.857
34353,2S,EE,Brown,Right,20.0,20.016,46.755
34353,2S,WW,Brown,Right,20.0,20.007,47.917
34353,2S,EE,Brown,Right,20.0,20.0,46.651
34353,2S,WW,Brown,Right,20.0,20.003,49.471
34353,2S,EE,Brown,Right,20.0,20.009,47.872
34353,2S,WW,Brown,Right,20.0,20.002,52.457
34357,2S,EE,Perugia,Left,20.0,20.0,48.923
34357,2S,WW,Perugia,Left,20.0,20.0,49.721
34357,2S,EE,Perugia,Left,20.0,20.0,49.432
34357,2S,WW,Perugia,Left,20.0,20.0,49.887
34357,2S,EE,Perugia,Left,20.0,20.0,48.255
34357,2S,WW,Perugia,Left,20.0,20.0,48.545
34357,2S,EE,Perugia,Left,20.0,20.0,48.928
34357,2S,WW,Perugia,Left,20.0,20.0,48.545
34357,2S,EE,Perugia,Left,20.0,20.0,49.175
34357,2S,WW,Perugia,Left,20.0,20.0,48.883
34357,2S,EE,Perugia,Left,20.0,20.0,49.93
34357,2S,WW,Perugia,Left,20.0,20.0,48.861
34357,2S,EE,Perugia,Left,20.0,20.0,49.584
34357,2S,WW,Perugia,Left,20.0,20.0,49.661
34357,2S,EE,Perugia,Left,20.0,20.0,49.227
34357,2S,WW,Perugia,Left,20.0,20.0,49.376
34357,2S,EE,Perugia,Left,20.0,20.0,48.544
34357,2S,WW,Perugia,Left,20.0,20.0,50.085
34357,2S,EE,Perugia,Left,20.0,20.0,48.338
34357,2S,WW,Perugia,Left,20.0,20.0,50.247
34357,2S,EE,Perugia,Left,20.0,20.0,55.996
34357,2S,EE,Perugia,Left,20.0,20.0,48.637
34357,2S,EE,Perugia,Left,20.0,20.0,46.483
34357,2S,EE,Perugia,Left,20.0,20.0,46.483
34354,2S,EE,Perugia,Left,20.0,20.0,49.585
34354,2S,WW,Perugia,Left,20.0,20.0,49.201
34354,2S,EE,Perugia,Left,20.0,20.0,49.512
34354,2S,WW,Perugia,Left,20.0,20.0,48.397
34354,2S,EE,Perugia,Left,20.0,20.0,48.815
34354,2S,WW,Perugia,Left,20.0,20.0,48.87
34354,2S,EE,Perugia,Left,20.0,20.0,48.226
34354,2S,WW,Perugia,Left,20.0,20.0,47.845
34354,2S,EE,Perugia,Left,20.0,20.0,48.943
34354,2S,WW,Perugia,Left,20.0,20.0,49.243
34354,2S,EE,Perugia,Left,20.0,20.0,49.752
34354,2S,WW,Perugia,Left,20.0,20.0,48.75
34354,2S,EE,Perugia,Left,20.0,20.0,49.843
34354,2S,WW,Perugia,Left,20.0,20.0,48.926
34354,2S,EE,Perugia,Left,20.0,20.0,49.76
34354,2S,WW,Perugia,Left,20.0,20.0,50.431
34354,2S,EE,Perugia,Left,20.0,20.0,52.879
34354,2S,WW,Perugia,Left,20.0,20.0,48.43
34354,2S,EE,Perugia,Left,20.0,20.0,49.021
34354,2S,WW,Perugia,Left,20.0,20.0,48.401
34354,2S,EE,Perugia,Left,20.0,20.0,48.331
34354,2S,WW,Perugia,Left,20.0,20.0,48.758
34354,2S,EE,Perugia,Left,20.0,20.0,48.731
34354,2S,WW,Perugia,Left,20.0,20.0,49.668
34354,2S,EE,Perugia,Left,20.0,20.0,48.907
34354,2S,WW,Perugia,Left,20.0,20.0,49.467
34354,2S,EE,Perugia,Left,20.0,20.0,48.62
34354,2S,WW,Perugia,Left,20.0,20.0,49.121
34354,2S,EE,Perugia,Left,20.0,20.0,49.116
34354,2S,WW,Perugia,Left,20.0,20.0,50.982
34354,2S,EE,Perugia,Left,20.0,20.0,48.571
34354,2S,WW,Perugia,Left,20.0,20.0,49.169
34354,2S,EE,Perugia,Left,20.0,20.0,49.416
34354,2S,WW,Perugia,Left,20.0,20.0,50.559
34354,2S,EE,Perugia,Left,20.0,20.0,48.918
34354,2S,WW,Perugia,Left,20.0,20.0,48.88
34354,2S,EE,Perugia,Left,20.0,20.0,49.69
34354,2S,WW,Perugia,Left,20.0,20.0,49.406
34354,2S,EE,Perugia,Left,20.0,20.0,49.682
34354,2S,WW,Perugia,Left,20.0,20.0,48.805
34357,2S,EE,Perugia,Left,20.0,20.0,49.829
34357,2S,WW,Perugia,Left,20.0,20.0,50.155
34357,2S,EE,Perugia,Left,20.0,20.0,48.586
34357,2S,WW,Perugia,Left,20.0,20.0,50.082
34357,2S,EE,Perugia,Left,20.0,20.0,49.516
34357,2S,WW,Perugia,Left,20.0,20.0,50.803
34359,2S,EE,Brown,Right,20.0,20.008,52.222
34359,2S,WW,Brown,Right,20.0,20.002,47.941
34359,2S,EE,Brown,Right,20.0,20.004,50.071
34359,2S,WW,Brown,Right,20.0,20.002,51.6
34359,2S,EE,Brown,Right,20.0,20.001,51.717
34359,2S,WW,Brown,Right,20.0,20.001,47.141
34359,2S,EE,Brown,Right,20.0,20.012,51.406
34359,2S,WW,Brown,Right,20.0,20.002,47.357
34359,2S,EE,Brown,Right,20.0,20.001,50.314
34359,2S,WW,Brown,Right,20.0,20.002,50.901
34359,2S,EE,Brown,Right,20.0,20.012,49.962
34359,2S,WW,Brown,Right,20.0,20.001,47.413
34359,2S,EE,Brown,Right,20.0,20.003,49.835
34359,2S,WW,Brown,Right,20.0,20.0,50.488
34359,2S,EE,Brown,Right,20.0,20.002,50.446
34359,2S,WW,Brown,Right,20.0,20.004,48.201
34359,2S,EE,Brown,Right,20.0,19.998,50.514
34359,2S,WW,Brown,Right,20.0,20.0,48.145
34359,2S,EE,Brown,Right,20.0,20.02,49.1
34359,2S,WW,Brown,Right,20.0,20.006,49.771
34359,2S,EE,Brown,Right,20.0,20.002,56.637
34359,2S,WW,Brown,Right,20.0,20.005,51.905
34359,2S,EE,Brown,Right,20.0,20.009,52.173
34359,2S,WW,Brown,Right,20.0,20.007,51.998
34359,2S,EE,Brown,Right,20.0,20.007,50.374
34359,2S,WW,Brown,Right,20.0,20.004,48.957
34359,2S,EE,Brown,Right,20.0,20.009,51.579
34359,2S,WW,Brown,Right,20.0,20.004,49.773
34341,PSS,EE,Brown,Right,20.0,20.062,49.582
34341,PSS,WW,Brown,Right,20.0,20.026,49.489
34341,PSS,EE,Brown,Right,20.0,20.004,51.029
34341,PSS,WW,Brown,Right,20.0,20.004,47.647
34341,PSS,EE,Brown,Right,20.0,20.03,49.825
34341,PSS,WW,Brown,Right,20.0,20.043,50.725
34341,PSS,EE,Brown,Right,20.0,20.104,48.94
34341,PSS,WW,Brown,Right,20.0,20.046,48.716
34341,PSS,EE,Brown,Right,20.0,20.059,49.325
34341,PSS,WW,Brown,Right,20.0,20.042,48.524
34341,PSS,EE,Brown,Right,20.0,20.104,49.501
34341,PSS,WW,Brown,Right,20.0,20.053,49.892
34341,PSS,EE,Brown,Right,20.0,20.007,47.515
34341,PSS,WW,Brown,Right,20.0,20.037,48.772
34341,PSS,EE,Brown,Right,20.0,20.095,47.151
34341,PSS,WW,Brown,Right,20.0,20.027,49.585
34341,PSS,EE,Brown,Right,20.0,20.003,51.363
34341,PSS,WW,Brown,Right,20.0,20.017,50.5
34341,PSS,EE,Brown,Right,20.0,20.075,49.981
34341,PSS,WW,Brown,Right,20.0,20.026,49.141
34341,PSS,EE,Brown,Right,20.0,20.052,48.566
34341,PSS,WW,Brown,Right,20.0,20.033,49.53
34341,PSS,EE,Brown,Right,20.0,20.103,51.635
34341,PSS,WW,Brown,Right,20.0,20.056,50.174
34341,PSS,EE,Brown,Right,20.0,20.07,51.731
34341,PSS,WW,Brown,Right,20.0,20.018,48.564
34341,PSS,EE,Brown,Right,20.0,20.079,47.574
34341,PSS,WW,Brown,Right,20.0,20.042,49.671
34341,PSS,EE,Brown,Right,20.0,20.002,47.093
34341,PSS,WW,Brown,Right,20.0,20.045,50.586
34341,PSS,EE,Brown,Right,20.0,20.059,51.016
34341,PSS,WW,Brown,Right,20.0,20.018,48.006
34341,PSS,EE,Brown,Right,20.0,20.01,50.112
34341,PSS,WW,Brown,Right,20.0,20.037,49.923
34341,PSS,EE,Brown,Right,20.0,20.09,51.235
34341,PSS,WW,Brown,Right,20.0,20.039,48.271
34341,PSS,EE,Brown,Right,20.0,20.028,51.334
34341,PSS,WW,Brown,Right,20.0,20.052,49.571
34341,PSS,EE,Brown,Right,20.0,20.104,50.683
34341,PSS,WW,Brown,Right,20.0,20.052,52.055
34343,PSS,EE,Brown,Right,20.0,20.004,50.646
34343,PSS,WW,Brown,Right,20.0,20.012,48.645
34343,PSS,EE,Brown,Right,20.0,20.066,49.185
