batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,VTH_V
42245,2S,WW,Perugia,Left,20.0,20.0,4.429
42245,2S,EE,Perugia,Left,20.0,20.0,2.796
42245,2S,WW,Perugia,Left,20.0,20.0,0.703
42245,2S,WW,Perugia,Right,20.0,20.0,4.363
42245,2S,WW,Perugia,Left,20.0,20.0,0.965
42245,2S,EE,Perugia,Left,20.0,20.0,4.207
42245,2S,WW,Perugia,Left,20.0,20.0,1.124
42245,2S,EE,Perugia,Left,20.0,20.0,4.277
42245,2S,EE,Perugia,Right,20.0,20.0,0.462
42245,2S,WW,Perugia,Left,20.0,20.0,1.718
42245,2S,WW,Perugia,Right,20.0,20.0,4.47
42246,2S,EE,Perugia,Right,20.0,20.0,4.332
42246,2S,EE,Perugia,Left,20.0,20.0,4.396
42246,2S,WW,Perugia,Left,20.0,20.0,4.317
42246,2S,WW,Perugia,Right,20.0,20.0,4.413
42246,2S,EE,Perugia,Left,20.0,20.0,4.392
42246,2S,WW,Perugia,Left,20.0,20.0,4.353
42246,2S,EE,Perugia,Left,20.0,20.0,4.243
42246,2S,EE,Perugia,Right,20.0,20.0,4.351
42246,2S,WW,Perugia,Right,20.0,20.0,4.34
42246,2S,WW,Perugia,Left,20.0,20.0,4.296
42246,2S,EE,Perugia,Left,20.0,20.0,3.906
42246,2S,WW,Perugia,Left,20.0,20.0,4.263
42246,2S,EE,Perugia,Left,20.0,20.0,4.456
42246,2S,WW,Perugia,Right,20.0,20.0,4.468
42246,2S,WW,Perugia,Left,20.0,20.0,4.163
42246,2S,EE,Perugia,Left,20.0,20.0,4.476
42246,2S,WW,Perugia,Left,20.0,20.0,4.196
42246,2S,EE,Perugia,Right,20.0,20.0,4.171
42246,2S,EE,Perugia,Left,20.0,20.0,4.394
42246,2S,WW,Perugia,Right,20.0,20.0,4.41
42246,2S,WW,Perugia,Left,20.0,20.0,4.205
42241,PSS,EE,HEPHY,Right,,,4.383
42241,PSS,EE,HEPHY,Left,,,4.423
42241,PSS,WW,HEPHY,Left,,,4.247
42241,PSS,WW,HEPHY,Right,,,4.434
42241,PSS,EE,HEPHY,Right,,,4.359
42241,PSS,EE,HEPHY,Left,,,4.342
42241,PSS,WW,HEPHY,Right,,,4.406
42241,PSS,WW,HEPHY,Left,,,4.2
42241,PSS,EE,HEPHY,Right,,,4.326
42241,PSS,EE,HEPHY,Left,,,4.421
42241,PSS,WW,HEPHY,Right,,,4.42
42241,PSS,WW,HEPHY,Left,,,4.206
42241,PSS,EE,HEPHY,Left,,,4.385
42241,PSS,EE,HEPHY,Right,,,4.481
42241,PSS,WW,HEPHY,Left,,,4.096
42241,PSS,WW,HEPHY,Right,,,4.349
42241,PSS,EE,HEPHY,Right,,,4.243
42241,PSS,EE,HEPHY,Left,,,4.311
42241,PSS,WW,HEPHY,Right,,,4.327
42241,PSS,WW,HEPHY,Left,,,4.13
42241,PSS,EE,HEPHY,Right,,,4.215
42241,PSS,EE,HEPHY,Left,,,4.296
42241,PSS,WW,HEPHY,Left,,,4.089
42241,PSS,WW,HEPHY,Right,,,4.317
42241,PSS,EE,HEPHY,Right,,,4.296
42241,PSS,EE,HEPHY,Left,,,4.257
42241,PSS,WW,HEPHY,Left,,,4.108
42241,PSS,WW,HEPHY,Right,,,4.331
42241,PSS,EE,HEPHY,Left,,,4.509
42241,PSS,EE,HEPHY,Right,,,4.322
42241,PSS,WW,HEPHY,Left,,,4.169
42241,PSS,WW,HEPHY,Right,,,4.448
42241,PSS,EE,HEPHY,Left,,,4.507
42241,PSS,EE,HEPHY,Right,,,4.023
42241,PSS,WW,HEPHY,Right,,,4.534
42241,PSS,WW,HEPHY,Left,,,4.302
42241,PSS,EE,HEPHY,Left,,,4.428
42241,PSS,EE,HEPHY,Right,,,4.357
42241,PSS,WW,HEPHY,Right,,,4.418
42241,PSS,WW,HEPHY,Left,,,4.187
42648,PSS,EE,HEPHY,Left,,,4.809
42648,PSS,EE,HEPHY,Right,,,4.604
42648,PSS,WW,HEPHY,Left,,,4.41
42648,PSS,EE,HEPHY,Left,,,4.52
42648,PSS,EE,HEPHY,Right,,,4.545
42648,PSS,WW,HEPHY,Right,,,4.587
42648,PSS,WW,HEPHY,Left,,,4.542
42648,PSS,EE,HEPHY,Left,,,4.542
42648,PSS,EE,HEPHY,Right,,,4.545
42648,PSS,WW,HEPHY,Left,,,4.314
42648,PSS,WW,HEPHY,Right,,,4.598
42648,PSS,EE,HEPHY,Right,,,4.528
42648,PSS,EE,HEPHY,Left,,,4.512
42648,PSS,WW,HEPHY,Right,,,4.584
42648,PSS,WW,HEPHY,Left,,,4.341
42648,PSS,EE,HEPHY,Left,,,4.515
42648,PSS,EE,HEPHY,Right,,,4.512
42648,PSS,WW,HEPHY,Right,,,4.585
42648,PSS,WW,HEPHY,Left,,,4.354
42648,PSS,EE,HEPHY,Left,,,4.458
42648,PSS,EE,HEPHY,Right,,,4.507
42648,PSS,WW,HEPHY,Left,,,4.313
42648,PSS,WW,HEPHY,Right,,,4.57
42648,PSS,EE,HEPHY,Left,,,4.47
42648,PSS,EE,HEPHY,Right,,,4.505
42648,PSS,WW,HEPHY,Left,,,4.4
42648,PSS,WW,HEPHY,Right,,,4.581
42648,PSS,EE,HEPHY,Left,,,4.471
42648,PSS,EE,HEPHY,Right,,,4.512
42648,PSS,WW,HEPHY,Right,,,4.59
42648,PSS,WW,HEPHY,Left,,,4.362
42648,PSS,EE,HEPHY,Left,,,4.477
42648,PSS,EE,HEPHY,Right,,,4.557
42648,PSS,WW,HEPHY,Right,,,4.587
42648,PSS,WW,HEPHY,Left,,,4.396
42648,PSS,EE,HEPHY,Right,,,4.495
42648,PSS,EE,HEPHY,Left,,,4.532
42648,PSS,WW,HEPHY,Left,,,4.358
42648,PSS,WW,HEPHY,Right,,,4.561
42247,2S,EE,Brown,Right,20.0,20.205,4.332
42247,2S,WW,Brown,Right,20.0,20.008,4.345
42247,2S,EE,Brown,Left,20.0,20.004,4.375
42247,2S,EE,Brown,Right,20.0,20.045,4.32
42247,2S,WW,Brown,Right,20.0,20.015,4.362
42247,2S,WW,Brown,Left,20.0,20.009,4.299
42247,2S,EE,Brown,Left,20.0,20.013,4.363
42247,2S,EE,Brown,Right,20.0,20.012,4.348
42247,2S,WW,Brown,Right,20.0,20.007,4.378
42247,2S,EE,Brown,Left,20.0,20.014,4.362
42247,2S,EE,Brown,Right,20.0,20.038,4.317
42247,2S,WW,Brown,Right,20.0,20.076,4.363
42247,2S,WW,Brown,Left,20.0,20.04,4.301
42247,2S,EE,Brown,Right,20.0,20.003,4.382
42247,2S,WW,Brown,Right,20.0,20.002,4.426
42247,2S,EE,Brown,Right,20.0,20.034,4.366
42247,2S,EE,Brown,Left,20.0,20.07,4.407
42247,2S,WW,Brown,Left,20.0,20.074,4.333
42247,2S,WW,Brown,Right,20.0,20.072,4.416
42247,2S,EE,Brown,Left,20.0,20.336,4.415
42247,2S,EE,Brown,Right,20.0,20.182,4.342
42247,2S,WW,Brown,Right,20.0,20.222,4.43
42247,2S,WW,Brown,Left,20.0,20.277,4.387
42247,2S,EE,Brown,Left,20.0,20.327,4.443
42247,2S,EE,Brown,Right,20.0,20.289,4.371
42247,2S,WW,Brown,Left,20.0,20.334,4.385
42247,2S,WW,Brown,Right,20.0,20.324,4.422
42248,2S,EE,Perugia,Right,20.0,20.0,3.524
42248,2S,EE,Perugia,Left,20.0,20.0,4.352
42248,2S,WW,Perugia,Right,20.0,20.0,4.328
42248,2S,WW,Perugia,Left,20.0,20.0,3.798
42248,2S,EE,Perugia,Left,20.0,20.0,4.243
42248,2S,EE,Perugia,Left,20.0,20.0,4.305
42248,2S,WW,Perugia,Left,20.0,20.0,3.92
42248,2S,WW,Perugia,Left,20.0,20.0,3.985
42248,2S,EE,Perugia,Right,20.0,20.0,4.086
42248,2S,EE,Perugia,Left,20.0,20.0,4.311
42248,2S,WW,Perugia,Right,20.0,20.0,4.277
42248,2S,WW,Perugia,Left,20.0,20.0,4.085
42248,2S,EE,Perugia,Left,20.0,20.0,4.237
42248,2S,EE,Perugia,Left,20.0,20.0,4.296
42248,2S,WW,Perugia,Left,20.0,20.0,4.081
42248,2S,WW,Perugia,Left,20.0,20.0,4.135
42248,2S,EE,Perugia,Right,20.0,20.0,2.26
42248,2S,EE,Perugia,Left,20.0,20.0,4.276
42248,2S,WW,Perugia,Left,20.0,20.0,3.235
42248,2S,WW,Perugia,Right,20.0,20.0,4.385
42248,2S,EE,Perugia,Left,20.0,20.0,4.287
42248,2S,EE,Perugia,Left,20.0,20.0,4.344
42248,2S,WW,Perugia,Left,20.0,20.0,3.42
42248,2S,WW,Perugia,Left,20.0,20.0,3.481
42248,2S,EE,Perugia,Left,20.0,20.0,4.406
42248,2S,EE,Perugia,Right,20.0,20.0,3.238
42248,2S,WW,Perugia,Left,20.0,20.0,3.829
42248,2S,WW,Perugia,Right,20.0,20.0,4.392
42248,2S,EE,Perugia,Left,20.0,20.0,4.332
42248,2S,EE,Perugia,Left,20.0,20.0,4.394
42248,2S,WW,Perugia,Left,20.0,20.0,3.62
42248,2S,WW,Perugia,Left,20.0,20.0,3.685
42249,2S,EE,Brown,Right,20.0,20.199,4.388
42249,2S,WW,Brown,Right,20.0,20.003,4.431
42249,2S,EE,Brown,Right,20.0,20.226,4.406
42249,2S,EE,Brown,Left,20.0,20.01,4.477
42249,2S,WW,Brown,Right,20.0,20.013,4.437
42249,2S,WW,Brown,Left,20.0,20.003,4.408
42249,2S,EE,Brown,Right,20.0,20.007,4.332
42249,2S,WW,Brown,Right,20.0,20.003,4.385
42249,2S,EE,Brown,Left,20.0,20.007,4.36
42249,2S,EE,Brown,Right,20.0,20.012,4.321
42249,2S,WW,Brown,Right,20.0,20.009,4.355
42249,2S,WW,Brown,Left,20.0,20.004,4.281
42249,2S,EE,Brown,Right,20.0,20.213,4.396
42249,2S,WW,Brown,Right,20.0,20.004,4.484
42249,2S,EE,Brown,Right,20.0,20.012,4.419
42249,2S,EE,Brown,Left,20.0,20.037,4.456
42249,2S,WW,Brown,Left,20.0,20.044,4.432
42249,2S,WW,Brown,Right,20.0,20.03,4.474
42249,2S,EE,Brown,Left,20.0,20.095,4.435
42249,2S,EE,Brown,Right,20.0,20.175,4.398
42249,2S,WW,Brown,Left,20.0,20.257,4.377
42249,2S,WW,Brown,Right,20.0,20.007,4.439
42249,2S,EE,Brown,Right,20.0,20.072,4.348
42249,2S,EE,Brown,Left,20.0,20.094,4.429
42249,2S,WW,Brown,Right,20.0,20.092,4.395
42249,2S,WW,Brown,Left,20.0,20.086,4.346
42250,2S,EE,Perugia,Right,20.0,20.0,2.985
42250,2S,EE,Perugia,Left,20.0,20.0,4.231
42250,2S,WW,Perugia,Left,20.0,20.0,3.804
42250,2S,WW,Perugia,Right,20.0,20.0,4.195
42250,2S,EE,Perugia,Left,20.0,20.0,4.217
42250,2S,WW,Perugia,Left,20.0,20.0,3.788
42250,2S,EE,Perugia,Left,20.0,20.0,4.159
42250,2S,EE,Perugia,Right,20.0,20.0,3.93
42250,2S,WW,Perugia,Right,20.0,20.0,4.151
42250,2S,WW,Perugia,Left,20.0,20.0,3.927
42250,2S,EE,Perugia,Left,20.0,20.0,4.179
42250,2S,WW,Perugia,Left,20.0,20.0,3.963
42250,2S,EE,Perugia,Right,20.0,20.0,2.241
42250,2S,EE,Perugia,Left,20.0,20.0,4.042
42250,2S,WW,Perugia,Right,20.0,20.0,4.18
42250,2S,WW,Perugia,Left,20.0,20.0,3.035
42250,2S,EE,Perugia,Left,20.0,20.0,4.182
42250,2S,WW,Perugia,Left,20.0,20.0,3.573
42250,2S,EE,Perugia,Right,20.0,20.0,3.037
42250,2S,EE,Perugia,Left,20.0,20.0,4.201
42250,2S,WW,Perugia,Left,20.0,20.0,3.651
42250,2S,WW,Perugia,Right,20.0,20.0,4.212
42250,2S,EE,Perugia,Left,20.0,20.0,4.199
42250,2S,WW,Perugia,Left,20.0,20.0,3.414
42251,2S,EE,Brown,Right,20.0,20.215,4.536
42251,2S,WW,Brown,Right,20.0,20.003,4.543
42251,2S,EE,Brown,Left,20.0,20.039,4.532
42251,2S,EE,Brown,Right,20.0,20.148,4.5
42251,2S,WW,Brown,Left,20.0,20.027,4.519
42251,2S,WW,Brown,Right,20.0,20.013,4.557
42251,2S,EE,Brown,Right,20.0,20.174,4.41
42251,2S,WW,Brown,Right,20.0,20.002,4.468
42251,2S,EE,Brown,Right,20.0,20.017,4.398
42251,2S,EE,Brown,Left,20.0,20.032,4.407
42251,2S,WW,Brown,Left,20.0,20.014,4.381
42251,2S,WW,Brown,Right,20.0,20.012,4.413
42251,2S,EE,Brown,Right,20.0,20.006,4.489
42251,2S,WW,Brown,Right,20.0,20.021,4.593
42251,2S,EE,Brown,Right,20.0,20.005,4.544
42251,2S,EE,Brown,Left,20.0,20.003,4.593
42251,2S,WW,Brown,Left,20.0,20.005,4.556
42251,2S,WW,Brown,Right,20.0,20.003,4.594
42251,2S,EE,Brown,Left,20.0,20.076,4.569
42251,2S,EE,Brown,Right,20.0,20.186,4.53
42251,2S,WW,Brown,Right,20.0,20.039,4.586
42251,2S,WW,Brown,Left,20.0,20.083,4.57
42251,2S,EE,Brown,Left,20.0,20.093,4.53
42251,2S,EE,Brown,Right,20.0,20.023,4.493
42251,2S,WW,Brown,Right,20.0,20.071,4.524
42251,2S,WW,Brown,Left,20.0,20.114,4.528
42252,2S,EE,HEPHY,Left,,,4.447
42252,2S,EE,HEPHY,Right,,,4.393
42252,2S,WW,HEPHY,Left,,,4.368
42252,2S,WW,HEPHY,Right,,,4.449
42252,2S,EE,HEPHY,Left,,,4.354
42252,2S,EE,HEPHY,Right,,,4.4
42252,2S,WW,HEPHY,Left,,,4.387
42252,2S,WW,HEPHY,Right,,,4.383
42252,2S,EE,HEPHY,Right,,,4.356
42252,2S,EE,HEPHY,Left,,,4.191
42252,2S,WW,HEPHY,Left,,,4.375
42252,2S,WW,HEPHY,Right,,,4.3
42252,2S,EE,HEPHY,Right,,,4.315
42252,2S,EE,HEPHY,Left,,,4.051
42252,2S,WW,HEPHY,Left,,,4.327
42252,2S,WW,HEPHY,Right,,,4.222
42252,2S,EE,HEPHY,Right,,,4.284
42252,2S,EE,HEPHY,Left,,,3.617
42252,2S,WW,HEPHY,Left,,,4.303
42252,2S,WW,HEPHY,Right,,,4.059
42252,2S,EE,HEPHY,Right,,,4.182
42252,2S,EE,HEPHY,Left,,,4.481
42252,2S,WW,HEPHY,Left,,,4.019
42252,2S,WW,HEPHY,Right,,,4.465
42252,2S,EE,HEPHY,Right,,,4.258
42252,2S,EE,HEPHY,Left,,,4.425
42252,2S,WW,HEPHY,Left,,,4.206
42252,2S,WW,HEPHY,Right,,,4.407
42252,2S,EE,HEPHY,Right,,,4.3
42252,2S,EE,HEPHY,Left,,,4.423
42252,2S,WW,HEPHY,Right,,,4.39
42252,2S,WW,HEPHY,Left,,,4.265
42253,2S,EE,Demokritos,Left,22.8,22.8,4.24725
42253,2S,WW,Demokritos,Left,22.6,22.6,0.96647
42253,2S,EE,Demokritos,Left,22.1,22.1,4.44114
42253,2S,EE,Demokritos,Right,22.1,22.1,1.76597
42253,2S,WW,Demokritos,Left,21.9,21.9,2.07628
42253,2S,WW,Demokritos,Right,21.9,21.9,4.47097
42253,2S,EE,Demokritos,Left,22.5,22.5,4.45946
42253,2S,WW,Demokritos,Left,22.4,22.4,4.3037
42253,2S,EE,Demokritos,Left,21.1,21.1,3.38639
42253,2S,EE,Demokritos,Right,20.3,20.3,-0.24575
42253,2S,WW,Demokritos,Left,21.5,21.5,0.13423
42253,2S,WW,Demokritos,Right,21.3,21.3,4.21482
42253,2S,EE,Demokritos,Left,22.3,22.3,4.21482
42253,2S,WW,Demokritos,Left,22.2,22.2,0.51291
42254,2S,EE,Demokritos,Left,20.3,20.3,4.48949
42254,2S,WW,Demokritos,Left,21.0,21.0,4.38438
42254,2S,EE,Demokritos,Left,21.7,21.7,4.47447
42254,2S,EE,Demokritos,Right,21.6,21.6,4.35435
42254,2S,WW,Demokritos,Left,21.8,21.8,4.27928
42254,2S,WW,Demokritos,Right,21.7,21.7,4.47447
42254,2S,EE,Demokritos,Left,21.4,21.4,4.44444
42254,2S,WW,Demokritos,Left,21.6,21.6,4.41441
42254,2S,EE,Demokritos,Left,21.8,21.8,4.56456
42254,2S,EE,Demokritos,Right,21.8,21.8,4.42943
42254,2S,WW,Demokritos,Left,21.8,21.8,4.47447
42254,2S,WW,Demokritos,Right,21.7,21.7,4.59459
42254,2S,EE,Demokritos,Left,21.8,21.8,4.56456
42254,2S,WW,Demokritos,Left,21.8,21.8,4.42943
42255,2S,EE,Demokritos,Left,21.9,21.9,4.47097
42255,2S,EE,Demokritos,Right,21.9,21.9,3.96296
42255,2S,WW,Demokritos,Right,21.8,21.8,4.48949
42255,2S,WW,Demokritos,Left,21.9,21.9,4.03483
42255,2S,EE,Demokritos,Left,21.9,21.9,4.48949
42255,2S,EE,Demokritos,Right,21.8,21.8,4.36657
42255,2S,WW,Demokritos,Left,21.9,21.9,4.25926
42255,2S,WW,Demokritos,Right,21.9,21.9,4.48949
42255,2S,EE,Demokritos,Left,20.3,20.3,4.46667
42255,2S,WW,Demokritos,Left,21.0,21.0,4.3994
42255,2S,EE,Demokritos,Left,21.4,21.4,4.45946
42255,2S,WW,Demokritos,Left,21.7,21.7,3.68148
42255,2S,EE,Demokritos,Left,21.8,21.8,4.5008
42255,2S,WW,Demokritos,Left,21.8,21.8,3.88889
42650,2S,EE,HEPHY,Left,,,4.347
42650,2S,EE,HEPHY,Right,,,1.388
42650,2S,WW,HEPHY,Left,,,2.039
42650,2S,WW,HEPHY,Right,,,4.412
42650,2S,EE,HEPHY,Left,,,4.296
42650,2S,EE,HEPHY,Right,,,1.373
42650,2S,WW,HEPHY,Right,,,4.421
42650,2S,WW,HEPHY,Left,,,1.903
42650,2S,EE,HEPHY,Left,,,4.364
42650,2S,EE,HEPHY,Right,,,2.974
42650,2S,WW,HEPHY,Left,,,2.777
42650,2S,WW,HEPHY,Right,,,4.414
42650,2S,EE,HEPHY,Right,,,3.315
42650,2S,EE,HEPHY,Left,,,4.423
42650,2S,WW,HEPHY,Right,,,4.44
42650,2S,WW,HEPHY,Left,,,2.714
42650,2S,EE,HEPHY,Left,,,2.679
42650,2S,WW,HEPHY,Right,,,3.954
42650,2S,EE,HEPHY,Left,,,3.398
42650,2S,WW,HEPHY,Left,,,0.502
42650,2S,WW,HEPHY,Right,,,4.272
42650,2S,EE,HEPHY,Left,,,4.033
42650,2S,WW,HEPHY,Left,,,1.021
42650,2S,WW,HEPHY,Right,,,4.431
42650,2S,EE,HEPHY,Left,,,4.195
42650,2S,EE,HEPHY,Right,,,0.321
42650,2S,WW,HEPHY,Left,,,1.194
42650,2S,WW,HEPHY,Right,,,4.399
42651,2S,EE,Perugia,Left,20.0,20.0,4.281
42651,2S,EE,Perugia,Right,20.0,20.0,4.264
42651,2S,WW,Perugia,Right,20.0,20.0,4.255
42651,2S,WW,Perugia,Left,20.0,20.0,4.224
42651,2S,EE,Perugia,Left,20.0,20.0,4.235
42651,2S,EE,Perugia,Left,20.0,20.0,4.303
42651,2S,WW,Perugia,Left,20.0,20.0,4.177
42651,2S,WW,Perugia,Left,20.0,20.0,4.241
42651,2S,EE,Perugia,Right,20.0,20.0,4.215
42651,2S,EE,Perugia,Left,20.0,20.0,4.228
42651,2S,WW,Perugia,Left,20.0,20.0,4.17
42651,2S,WW,Perugia,Right,20.0,20.0,4.227
42651,2S,EE,Perugia,Left,20.0,20.0,4.115
42651,2S,EE,Perugia,Left,20.0,20.0,4.177
42651,2S,WW,Perugia,Left,20.0,20.0,4.067
42651,2S,WW,Perugia,Left,20.0,20.0,4.126
42651,2S,EE,Perugia,Right,20.0,20.0,4.332
42651,2S,EE,Perugia,Left,20.0,20.0,4.32
42651,2S,WW,Perugia,Left,20.0,20.0,4.226
42651,2S,WW,Perugia,Right,20.0,20.0,4.362
42651,2S,EE,Perugia,Left,20.0,20.0,4.272
42651,2S,EE,Perugia,Left,20.0,20.0,4.329
42651,2S,WW,Perugia,Left,20.0,20.0,4.19
42651,2S,WW,Perugia,Left,20.0,20.0,4.255
42651,2S,EE,Perugia,Right,20.0,20.0,4.316
42651,2S,EE,Perugia,Left,20.0,20.0,4.317
42651,2S,WW,Perugia,Right,20.0,20.0,4.315
42651,2S,WW,Perugia,Left,20.0,20.0,4.271
42651,2S,EE,Perugia,Left,20.0,20.0,4.23
42651,2S,EE,Perugia,Left,20.0,20.0,4.293
42651,2S,WW,Perugia,Left,20.0,20.0,4.138
42651,2S,WW,Perugia,Left,20.0,20.0,4.201
42652,2S,EE,Perugia,Right,20.0,20.0,3.516
42652,2S,EE,Perugia,Left,20.0,20.0,4.278
42652,2S,WW,Perugia,Left,20.0,20.0,3.611
42652,2S,WW,Perugia,Right,20.0,20.0,4.277
42652,2S,EE,Perugia,Left,20.0,20.0,4.246
42652,2S,WW,Perugia,Left,20.0,20.0,3.29
42652,2S,EE,Perugia,Right,20.0,20.0,4.014
42652,2S,EE,Perugia,Left,20.0,20.0,4.223
42652,2S,WW,Perugia,Right,20.0,20.0,4.222
42652,2S,WW,Perugia,Left,20.0,20.0,3.689
42652,2S,EE,Perugia,Left,20.0,20.0,4.22
42652,2S,WW,Perugia,Left,20.0,20.0,3.759
42652,2S,EE,Perugia,Left,20.0,20.0,3.942
42652,2S,EE,Perugia,Right,20.0,20.0,1.683
42652,2S,WW,Perugia,Left,20.0,20.0,3.068
42652,2S,WW,Perugia,Right,20.0,20.0,4.212
42652,2S,EE,Perugia,Left,20.0,20.0,4.283
42652,2S,WW,Perugia,Left,20.0,20.0,3.122
42652,2S,EE,Perugia,Left,20.0,20.0,4.237
42652,2S,EE,Perugia,Right,20.0,20.0,2.763
42652,2S,WW,Perugia,Right,20.0,20.0,4.252
42652,2S,WW,Perugia,Left,20.0,20.0,3.089
42652,2S,WW,Perugia,Left,20.0,20.0,4.263
42652,2S,WW,Perugia,Left,20.0,20.0,3.019
42256,2S,EE,Brown,Right,20.0,20.018,4.386
42256,2S,WW,Brown,Right,20.0,20.023,4.549
42256,2S,EE,Brown,Right,20.0,20.114,4.353
42256,2S,EE,Brown,Left,20.0,20.072,4.477
42256,2S,WW,Brown,Left,20.0,20.071,4.388
42256,2S,WW,Brown,Right,20.0,20.048,4.509
42256,2S,EE,Brown,Right,20.0,20.046,4.369
42256,2S,WW,Brown,Right,20.0,20.064,4.462
42256,2S,EE,Brown,Left,20.0,20.077,4.372
42256,2S,EE,Brown,Right,20.0,20.072,4.376
42256,2S,WW,Brown,Right,20.0,20.083,4.456
42256,2S,WW,Brown,Left,20.0,20.084,4.408
42256,2S,EE,Brown,Right,20.0,20.026,4.264
42256,2S,WW,Brown,Right,20.0,20.031,4.181
42256,2S,EE,Brown,Left,20.0,20.06,4.604
42256,2S,EE,Brown,Right,20.0,20.229,4.073
42256,2S,WW,Brown,Left,20.0,20.062,4.258
42256,2S,WW,Brown,Right,20.0,20.021,4.623
42256,2S,EE,Brown,Right,20.0,20.044,4.003
42256,2S,WW,Brown,Right,20.0,20.067,4.561
42256,2S,EE,Brown,Left,20.0,20.07,4.478
42256,2S,EE,Brown,Right,20.0,20.038,4.112
42256,2S,WW,Brown,Right,20.0,20.065,4.531
42256,2S,WW,Brown,Left,20.0,20.08,4.156
42649,PSS,EE,Perugia,Right,20.0,20.0,3.54
42649,PSS,EE,Perugia,Left,20.0,20.0,4.148
42649,PSS,WW,Perugia,Left,20.0,20.0,3.783
42649,PSS,WW,Perugia,Right,20.0,20.0,4.147
42649,PSS,EE,Perugia,Left,20.0,20.0,4.198
42649,PSS,WW,Perugia,Left,20.0,20.0,3.842
42649,PSS,EE,Perugia,Right,20.0,20.0,3.971
42649,PSS,EE,Perugia,Left,20.0,20.0,4.157
42649,PSS,WW,Perugia,Right,20.0,20.0,4.115
42649,PSS,WW,Perugia,Left,20.0,20.0,3.925
42649,PSS,EE,Perugia,Left,20.0,20.0,4.135
42649,PSS,WW,Perugia,Left,20.0,20.0,3.929
42649,PSS,EE,Perugia,Left,20.0,20.0,4.115
42649,PSS,EE,Perugia,Right,20.0,20.0,4.104
42649,PSS,WW,Perugia,Left,20.0,20.0,4.003
42649,PSS,WW,Perugia,Right,20.0,20.0,4.147
42649,PSS,EE,Perugia,Left,20.0,20.0,4.028
42257,2S,EE,Brown,Right,20.0,20.074,0.316
42257,2S,WW,Brown,Right,20.0,20.087,4.485
42257,2S,EE,Brown,Right,20.0,20.021,0.629
42257,2S,EE,Brown,Left,20.0,20.053,4.319
42257,2S,WW,Brown,Left,20.0,20.056,0.975
42257,2S,WW,Brown,Right,20.0,20.038,4.483
42257,2S,EE,Brown,Right,20.0,20.073,2.344
42257,2S,WW,Brown,Right,20.0,20.148,4.495
42257,2S,EE,Brown,Right,20.0,20.05,2.617
42257,2S,EE,Brown,Left,20.0,20.063,4.478
42257,2S,WW,Brown,Left,20.0,20.074,2.76
42257,2S,WW,Brown,Right,20.0,20.065,4.519
42257,2S,EE,Brown,Right,20.0,20.261,-0.729
42257,2S,WW,Brown,Right,20.0,20.017,4.047
42257,2S,EE,Brown,Left,20.0,20.062,2.381
42257,2S,EE,Brown,Right,20.0,20.028,-0.739
42257,2S,WW,Brown,Right,20.0,20.034,4.211
42257,2S,WW,Brown,Left,20.0,20.064,0.247
42257,2S,EE,Brown,Right,20.0,20.049,0.045
42257,2S,WW,Brown,Right,20.0,20.081,4.521
42257,2S,EE,Brown,Right,20.0,20.051,-0.054
42257,2S,EE,Brown,Left,20.0,20.069,4.297
42257,2S,WW,Brown,Right,20.0,20.07,4.467
42257,2S,WW,Brown,Left,20.0,20.083,0.724
42653,2S,EE,HEPHY,Left,,,4.205
42653,2S,EE,HEPHY,Right,,,4.187
42653,2S,WW,HEPHY,Left,,,4.181
42653,2S,WW,HEPHY,Right,,,4.271
42653,2S,EE,HEPHY,Right,,,4.232
42653,2S,EE,HEPHY,Left,,,4.183
42653,2S,WW,HEPHY,Left,,,4.193
42653,2S,WW,HEPHY,Right,,,4.213
42653,2S,EE,HEPHY,Left,,,4.217
42653,2S,EE,HEPHY,Right,,,4.235
42653,2S,WW,HEPHY,Left,,,4.181
42653,2S,WW,HEPHY,Right,,,4.202
42653,2S,EE,HEPHY,Left,,,3.98
42653,2S,EE,HEPHY,Right,,,4.183
42653,2S,WW,HEPHY,Left,,,4.173
42653,2S,WW,HEPHY,Right,,,4.129
42653,2S,EE,HEPHY,Left,,,3.577
42653,2S,EE,HEPHY,Right,,,4.179
42653,2S,WW,HEPHY,Right,,,3.92
42653,2S,WW,HEPHY,Left,,,4.157
42653,2S,EE,HEPHY,Right,,,3.851
42653,2S,EE,HEPHY,Left,,,4.316
42653,2S,WW,HEPHY,Right,,,4.343
42653,2S,EE,HEPHY,Left,,,4.247
42653,2S,EE,HEPHY,Right,,,4.154
42653,2S,WW,HEPHY,Right,,,4.278
42653,2S,WW,HEPHY,Left,,,4.114
42653,2S,EE,HEPHY,Right,,,3.971
42653,2S,EE,HEPHY,Left,,,4.271
42653,2S,WW,HEPHY,Right,,,4.557
42653,2S,WW,HEPHY,Left,,,4.15
42654,2S,EE,HEPHY,Left,,,4.013
42654,2S,WW,HEPHY,Left,,,0.875
42654,2S,WW,HEPHY,Right,,,4.216
42654,2S,EE,HEPHY,Right,,,0.262
42654,2S,EE,HEPHY,Left,,,4.047
42654,2S,WW,HEPHY,Right,,,4.106
42654,2S,WW,HEPHY,Left,,,0.867
42654,2S,EE,HEPHY,Left,,,4.294
42654,2S,WW,HEPHY,Right,,,4.291
