batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,VFB_ACC_V
46232,PSP,EE,Brown,Right,20.0,20.009,-3.847
46232,PSP,WW,Brown,Right,20.0,20.005,-4.79
46232,PSP,EE,Brown,Right,20.0,20.01,-3.793
46232,PSP,WW,Brown,Right,20.0,20.029,-4.764
46232,PSP,EE,Brown,Right,20.0,20.015,-3.877
46232,PSP,WW,Brown,Right,20.0,20.023,-4.792
46232,PSP,EE,Brown,Right,20.0,20.007,-3.962
46232,PSP,WW,Brown,Right,20.0,20.006,-4.827
46232,PSP,EE,Brown,Right,20.0,20.007,-3.967
46232,PSP,WW,Brown,Right,20.0,20.005,-4.804
46232,PSP,EE,Brown,Right,20.0,20.054,-4.055
46232,PSP,WW,Brown,Right,20.0,20.039,-4.745
46232,PSP,EE,Brown,Right,20.0,20.036,-3.536
46232,PSP,WW,Brown,Right,20.0,20.036,-4.396
46232,PSP,EE,Brown,Right,20.0,20.064,-3.647
46232,PSP,WW,Brown,Right,20.0,20.043,-4.489
46811,PSP,EE,Brown,Right,20.0,20.007,-4.377
46811,PSP,WW,Brown,Right,20.0,20.013,-4.922
46811,PSP,EE,Brown,Right,20.0,20.012,-4.49
46811,PSP,WW,Brown,Right,20.0,20.003,-4.974
46811,PSP,EE,Brown,Right,20.0,20.006,-4.681
46811,PSP,WW,Brown,Right,20.0,20.005,-5.013
46811,PSP,EE,Brown,Right,20.0,20.002,-4.748
46811,PSP,WW,Brown,Right,20.0,20.005,-4.992
46811,PSP,EE,Brown,Right,20.0,20.005,-4.72
46811,PSP,WW,Brown,Right,20.0,20.007,-5.003
46811,PSP,EE,Brown,Right,20.0,20.039,-4.746
46811,PSP,WW,Brown,Right,20.0,20.097,-4.918
46811,PSP,EE,Brown,Right,20.0,20.057,-4.053
46811,PSP,WW,Brown,Right,20.0,20.063,-4.918
46811,PSP,EE,Brown,Right,20.0,20.146,-4.187
46811,PSP,WW,Brown,Right,20.0,20.14,-4.984
47345,PSS,EE,Brown,Right,20.0,20.004,-2.524
47345,PSS,WW,Brown,Right,20.0,20.007,-2.44
47345,PSS,EE,Brown,Right,20.0,20.031,-2.453
47345,PSS,WW,Brown,Right,20.0,20.003,-2.398
47346,PSS,EE,Brown,Right,20.0,20.002,-2.542
47346,PSS,WW,Brown,Right,20.0,20.003,-2.545
47346,PSS,EE,Brown,Right,20.0,20.008,-2.583
47346,PSS,WW,Brown,Right,20.0,20.003,-2.582
47346,PSS,EE,Brown,Right,20.0,20.003,-2.685
47346,PSS,WW,Brown,Right,20.0,20.003,-2.65
47346,PSS,EE,Brown,Right,20.0,20.005,-2.651
47346,PSS,WW,Brown,Right,20.0,20.015,-2.614
47346,PSS,EE,Brown,Right,20.0,20.009,-2.681
47346,PSS,WW,Brown,Right,20.0,20.001,-2.639
47346,PSS,EE,Brown,Right,20.0,20.01,-2.725
47346,PSS,WW,Brown,Right,20.0,20.002,-2.688
47346,PSS,EE,Brown,Right,20.0,20.003,-2.444
47346,PSS,WW,Brown,Right,20.0,20.002,-2.536
47346,PSS,EE,Brown,Right,20.0,20.004,-2.537
47346,PSS,WW,Brown,Right,20.0,20.003,-2.559
47347,PSS,EE,Brown,Right,20.0,20.006,-2.611
47347,PSS,WW,Brown,Right,20.0,20.005,-2.412
47347,PSS,EE,Brown,Right,20.0,20.001,-2.542
47347,PSS,WW,Brown,Right,20.0,20.004,-2.466
47347,PSS,EE,Brown,Right,20.0,20.003,-2.607
47347,PSS,WW,Brown,Right,20.0,20.003,-2.482
47347,PSS,EE,Brown,Right,20.0,20.008,-2.586
47347,PSS,WW,Brown,Right,20.0,20.004,-2.548
47347,PSS,EE,Brown,Right,20.0,20.006,-2.608
47347,PSS,WW,Brown,Right,20.0,20.018,-2.549
47347,PSS,EE,Brown,Right,20.0,20.011,-2.575
47347,PSS,WW,Brown,Right,20.0,20.007,-2.349
47347,PSS,EE,Brown,Right,20.0,20.009,-2.527
47347,PSS,WW,Brown,Right,20.0,20.003,-2.38
47347,PSS,EE,Brown,Right,20.0,20.012,-2.514
47347,PSS,WW,Brown,Right,20.0,20.008,-2.35
47356,2S,EE,Demokritos,Left,25.3,25.3,-2.658
47356,2S,WW,Demokritos,Left,26.2,26.2,-2.673
47356,2S,EE,Demokritos,Left,24.6,24.6,-2.628
47356,2S,WW,Demokritos,Left,24.2,24.2,-2.688
47356,2S,EE,Demokritos,Left,27.3,27.3,-2.643
47356,2S,WW,Demokritos,Left,27.3,27.3,-2.733
47356,2S,EE,Demokritos,Left,23.8,23.8,-2.492
47356,2S,WW,Demokritos,Left,26.2,26.2,-2.492
47356,2S,EE,Demokritos,Left,26.8,26.8,-2.508
47356,2S,WW,Demokritos,Left,26.2,26.2,-2.553
47356,2S,EE,Demokritos,Left,25.1,25.1,-2.553
47356,2S,WW,Demokritos,Left,24.5,24.5,-2.613
47357,2S,EE,Demokritos,Left,23.6,23.6,-2.868
47357,2S,WW,Demokritos,Left,23.6,23.6,-2.883
47357,2S,EE,Demokritos,Left,22.7,22.7,-2.853
47357,2S,WW,Demokritos,Left,22.8,22.8,-2.868
47357,2S,EE,Demokritos,Left,26.8,26.8,-2.853
47357,2S,WW,Demokritos,Left,25.6,25.6,-2.868
47357,2S,EE,Demokritos,Left,22.7,22.7,-2.718
47357,2S,WW,Demokritos,Left,29.3,29.3,-2.673
47357,2S,EE,Demokritos,Left,24.4,24.4,-2.823
47357,2S,WW,Demokritos,Left,23.5,23.5,-2.763
47357,2S,EE,Demokritos,Left,22.9,22.9,-2.853
47357,2S,WW,Demokritos,Left,22.8,22.8,-2.853
47358,2S,EE,Demokritos,Left,24.6,24.6,-2.012
47358,2S,WW,Demokritos,Left,24.1,24.1,-2.012
47358,2S,EE,Demokritos,Left,24.1,24.1,-2.012
47358,2S,WW,Demokritos,Left,23.8,23.8,-2.027
47358,2S,EE,Demokritos,Left,23.6,23.6,-2.012
47358,2S,WW,Demokritos,Left,23.5,23.5,-2.012
47358,2S,EE,Demokritos,Left,23.9,23.9,-2.012
47358,2S,WW,Demokritos,Left,23.8,23.8,-2.057
47358,2S,EE,Demokritos,Left,23.7,23.7,-2.012
47358,2S,WW,Demokritos,Left,23.6,23.6,-2.012
47358,2S,EE,Demokritos,Left,26.2,26.2,-2.012
47358,2S,WW,Demokritos,Left,25.4,25.4,-2.012
47359,2S,EE,Demokritos,Left,28.7,28.7,-2.643
47359,2S,WW,Demokritos,Left,27.5,27.5,-2.598
47359,2S,EE,Demokritos,Left,26.5,26.5,-2.553
47359,2S,WW,Demokritos,Left,25.9,25.9,-2.553
47359,2S,EE,Demokritos,Left,24.8,24.8,-2.568
47359,2S,WW,Demokritos,Left,24.2,24.2,-2.553
47359,2S,EE,Demokritos,Left,23.7,23.7,-2.598
47359,2S,WW,Demokritos,Left,19.5,19.5,-2.568
47359,2S,EE,Demokritos,Left,20.5,20.5,-2.432
47359,2S,WW,Demokritos,Left,21.1,21.1,-2.432
47359,2S,EE,Demokritos,Left,21.5,21.5,-2.462
47359,2S,WW,Demokritos,Left,21.6,21.6,-2.462
47360,2S,EE,Demokritos,Left,27.9,27.9,-2.868
47360,2S,WW,Demokritos,Left,26.2,26.2,-3.348
47360,2S,EE,Demokritos,Left,25.4,25.4,-2.883
47360,2S,WW,Demokritos,Left,24.6,24.6,-3.213
47360,2S,EE,Demokritos,Left,25.7,25.7,-2.763
47360,2S,WW,Demokritos,Left,25.7,25.7,-3.498
47360,2S,EE,Demokritos,Left,23.5,23.5,-2.748
47360,2S,WW,Demokritos,Left,23.0,23.0,-3.288
47360,2S,EE,Demokritos,Left,24.4,24.4,-2.748
47360,2S,WW,Demokritos,Left,23.2,23.2,-3.153
47360,2S,EE,Demokritos,Left,22.9,22.9,-2.838
47360,2S,WW,Demokritos,Left,22.7,22.7,-3.213
47361,2S,EE,Perugia,Left,20.0,20.0,-2.366
47361,2S,WW,Perugia,Left,20.0,20.0,-2.407
47361,2S,EE,Perugia,Left,20.0,20.0,-2.363
47361,2S,WW,Perugia,Left,20.0,20.0,-2.378
47361,2S,EE,Perugia,Left,20.0,20.0,-2.331
47361,2S,WW,Perugia,Left,20.0,20.0,-2.456
47361,2S,EE,Perugia,Left,20.0,20.0,-2.377
47361,2S,WW,Perugia,Left,20.0,20.0,-2.341
47361,2S,EE,Perugia,Left,20.0,20.0,-2.373
47361,2S,WW,Perugia,Left,20.0,20.0,-2.637
47361,2S,EE,Perugia,Left,20.0,20.0,-2.181
47361,2S,WW,Perugia,Left,20.0,20.0,-2.223
47361,2S,EE,Perugia,Left,20.0,20.0,-2.255
47361,2S,WW,Perugia,Left,20.0,20.0,-2.263
47361,2S,EE,Perugia,Left,20.0,20.0,-2.199
47361,2S,WW,Perugia,Left,20.0,20.0,-2.274
47362,2S,EE,Perugia,Left,20.0,20.0,-2.643
47362,2S,EE,Perugia,Left,20.0,20.0,-2.643
47362,2S,WW,Perugia,Left,20.0,20.0,-2.729
47362,2S,WW,Perugia,Left,20.0,20.0,-2.729
47362,2S,EE,Perugia,Left,20.0,20.0,-2.672
47362,2S,WW,Perugia,Left,20.0,20.0,-2.828
47362,2S,EE,Perugia,Left,20.0,20.0,-2.352
47362,2S,EE,Perugia,Left,20.0,20.0,-2.388
47362,2S,WW,Perugia,Left,20.0,20.0,-2.643
47362,2S,WW,Perugia,Left,20.0,20.0,-2.501
47362,2S,EE,Perugia,Left,20.0,20.0,-2.519
47362,2S,WW,Perugia,Left,20.0,20.0,-2.675
47362,2S,EE,Perugia,Left,20.0,20.0,-2.589
47362,2S,WW,Perugia,Left,20.0,20.0,-2.644
47362,2S,EE,Perugia,Left,20.0,20.0,-2.622
47362,2S,WW,Perugia,Left,20.0,20.0,-2.646
47362,2S,EE,Perugia,Left,20.0,20.0,-2.685
47362,2S,WW,Perugia,Left,20.0,20.0,-2.797
47363,2S,EE,Perugia,Left,20.0,20.0,-2.446
47363,2S,WW,Perugia,Left,20.0,20.0,-2.474
47363,2S,EE,Perugia,Left,20.0,20.0,-2.249
47363,2S,WW,Perugia,Left,20.0,20.0,-2.595
47363,2S,EE,Perugia,Left,20.0,20.0,-2.473
47363,2S,WW,Perugia,Left,20.0,20.0,-2.627
47363,2S,EE,Perugia,Left,20.0,20.0,-2.362
47363,2S,WW,Perugia,Left,20.0,20.0,-2.603
47363,2S,EE,Perugia,Left,20.0,20.0,-2.342
47363,2S,WW,Perugia,Left,20.0,20.0,-2.458
47363,2S,EE,Perugia,Left,20.0,20.0,-2.323
47363,2S,WW,Perugia,Left,20.0,20.0,-2.373
47363,2S,EE,Perugia,Left,20.0,20.0,-2.283
47363,2S,WW,Perugia,Left,20.0,20.0,-2.35
47363,2S,EE,Perugia,Left,20.0,20.0,-2.29
47363,2S,WW,Perugia,Left,20.0,20.0,-2.355
47364,2S,EE,Perugia,Left,20.0,20.0,-2.654
47364,2S,WW,Perugia,Left,20.0,20.0,-2.608
47364,2S,EE,Perugia,Left,20.0,20.0,-2.646
47364,2S,WW,Perugia,Left,20.0,20.0,-2.652
47364,2S,EE,Perugia,Left,20.0,20.0,-2.658
47364,2S,WW,Perugia,Left,20.0,20.0,-2.678
47364,2S,EE,Perugia,Left,20.0,20.0,-2.686
47364,2S,WW,Perugia,Left,20.0,20.0,-2.68
47364,2S,EE,Perugia,Left,20.0,20.0,-2.51
47364,2S,WW,Perugia,Left,20.0,20.0,-2.485
47364,2S,EE,Perugia,Left,20.0,20.0,-2.513
47364,2S,WW,Perugia,Left,20.0,20.0,-2.489
47364,2S,EE,Perugia,Left,20.0,20.0,-2.526
47364,2S,WW,Perugia,Left,20.0,20.0,-2.503
47364,2S,EE,Perugia,Left,20.0,20.0,-2.532
47364,2S,WW,Perugia,Left,20.0,20.0,-2.496
47348,PSS,EE,Demokritos,Left,22.3,22.3,-2.568
47348,PSS,WW,Demokritos,Left,22.1,22.1,-2.568
47348,PSS,EE,Demokritos,Left,22.6,22.6,-2.598
47348,PSS,WW,Demokritos,Left,22.1,22.1,-2.568
47348,PSS,EE,Demokritos,Left,21.9,21.9,-2.673
47348,PSS,WW,Demokritos,Left,21.7,21.7,-2.658
47348,PSS,EE,Demokritos,Left,21.8,21.8,-2.718
47348,PSS,WW,Demokritos,Left,21.5,21.5,-2.703
47348,PSS,EE,Demokritos,Left,21.5,21.5,-2.778
47348,PSS,WW,Demokritos,Left,22.9,22.9,-2.793
47348,PSS,EE,Demokritos,Left,21.2,21.2,-2.432
47348,PSS,WW,Demokritos,Left,21.1,21.1,-2.447
47348,PSS,EE,Demokritos,Left,22.6,22.6,-2.477
47348,PSS,WW,Demokritos,Left,22.2,22.2,-2.492
47348,PSS,EE,Demokritos,Left,23.9,23.9,-2.568
47348,PSS,WW,Demokritos,Left,23.1,23.1,-2.613
47349,PSS,EE,Demokritos,Left,21.9,21.9,-2.748
47349,PSS,WW,Demokritos,Left,22.0,22.0,-2.793
47349,PSS,EE,Demokritos,Left,22.7,22.7,-2.658
47349,PSS,WW,Demokritos,Left,21.6,21.6,-2.718
47349,PSS,EE,Demokritos,Left,21.7,21.7,-2.643
47349,PSS,WW,Demokritos,Left,21.4,21.4,-2.658
47349,PSS,EE,Demokritos,Left,21.4,21.4,-2.553
47349,PSS,WW,Demokritos,Left,22.6,22.6,-2.583
47349,PSS,EE,Demokritos,Left,22.2,22.2,-2.462
47349,PSS,WW,Demokritos,Left,21.7,21.7,-2.477
47349,PSS,EE,Demokritos,Left,21.2,21.2,-2.372
47349,PSS,WW,Demokritos,Left,21.0,21.0,-2.462
47349,PSS,EE,Demokritos,Left,21.1,21.1,-2.447
47349,PSS,WW,Demokritos,Left,20.9,20.9,-2.462
47349,PSS,EE,Demokritos,Left,20.8,20.8,-2.342
47349,PSS,WW,Demokritos,Left,22.6,22.6,-2.462
48205,PSS,EE,Perugia,Left,20.0,20.0,-2.642
48205,PSS,WW,Perugia,Left,20.0,20.0,-2.726
48205,PSS,EE,Perugia,Left,20.0,20.0,-2.664
48205,PSS,WW,Perugia,Left,20.0,20.0,-2.815
48205,PSS,EE,Perugia,Left,20.0,20.0,-2.664
48205,PSS,WW,Perugia,Left,20.0,20.0,-2.813
48205,PSS,EE,Perugia,Left,20.0,20.0,-2.709
48205,PSS,WW,Perugia,Left,20.0,20.0,-2.835
48205,PSS,EE,Perugia,Left,20.0,20.0,-2.412
48205,PSS,WW,Perugia,Left,20.0,20.0,-2.318
48205,PSS,EE,Perugia,Left,20.0,20.0,-2.473
48205,PSS,WW,Perugia,Left,20.0,20.0,-2.587
48205,PSS,EE,Perugia,Left,20.0,20.0,-2.469
48205,PSS,WW,Perugia,Left,20.0,20.0,-2.651
48205,PSS,EE,Perugia,Left,20.0,20.0,-2.606
48205,PSS,WW,Perugia,Left,20.0,20.0,-2.656
48206,PSS,EE,Perugia,Left,20.0,20.0,-2.664
48206,PSS,WW,Perugia,Left,20.0,20.0,-2.656
48206,PSS,EE,Perugia,Left,20.0,20.0,-2.679
48206,PSS,WW,Perugia,Left,20.0,20.0,-2.665
48206,PSS,EE,Perugia,Left,20.0,20.0,-2.668
48206,PSS,WW,Perugia,Left,20.0,20.0,-2.796
48206,PSS,EE,Perugia,Left,20.0,20.0,-2.763
48206,PSS,WW,Perugia,Left,20.0,20.0,-2.826
48206,PSS,EE,Perugia,Left,20.0,20.0,-2.813
48206,PSS,WW,Perugia,Left,20.0,20.0,-2.958
48206,PSS,EE,Perugia,Left,20.0,20.0,-2.439
48206,PSS,WW,Perugia,Left,20.0,20.0,-2.473
48206,PSS,EE,Perugia,Left,20.0,20.0,-2.434
48206,PSS,WW,Perugia,Left,20.0,20.0,-2.502
48206,PSS,EE,Perugia,Left,20.0,20.0,-2.629
48206,PSS,WW,Perugia,Left,20.0,20.0,-2.667
47365,2S,EE,Brown,Right,20.0,20.086,-2.444
47365,2S,WW,Brown,Right,20.0,20.138,-2.486
47365,2S,EE,Brown,Right,20.0,20.071,-2.537
47365,2S,WW,Brown,Right,20.0,20.09,-2.583
47365,2S,EE,Brown,Right,20.0,20.181,-2.556
47365,2S,WW,Brown,Right,20.0,20.208,-2.544
47365,2S,EE,Brown,Right,20.0,20.138,-2.627
47365,2S,WW,Brown,Right,20.0,20.13,-2.584
47365,2S,EE,Brown,Right,20.0,20.068,-2.351
47365,2S,WW,Brown,Right,20.0,20.108,-2.382
47365,2S,EE,Brown,Right,20.0,20.13,-2.364
47365,2S,WW,Brown,Right,20.0,20.185,-2.377
47365,2S,EE,Brown,Right,20.0,20.146,-2.455
47365,2S,WW,Brown,Right,20.0,20.129,-2.466
47365,2S,EE,Brown,Right,20.0,20.222,-2.476
47365,2S,WW,Brown,Right,20.0,20.202,-2.521
47366,2S,EE,Brown,Right,20.0,20.098,-2.306
47366,2S,WW,Brown,Right,20.0,20.106,-2.37
47366,2S,EE,Brown,Right,20.0,20.065,-2.26
47366,2S,WW,Brown,Right,20.0,20.103,-2.345
47366,2S,EE,Brown,Right,20.0,20.123,-2.336
47366,2S,WW,Brown,Right,20.0,20.121,-2.423
47366,2S,EE,Brown,Right,20.0,20.145,-2.362
47366,2S,WW,Brown,Right,20.0,20.121,-2.426
47366,2S,EE,Brown,Right,20.0,20.09,-2.459
47366,2S,WW,Brown,Right,20.0,20.129,-2.491
47366,2S,EE,Brown,Right,20.0,20.104,-2.258
47366,2S,WW,Brown,Right,20.0,20.135,-2.182
47366,2S,EE,Brown,Right,20.0,20.163,-2.269
47366,2S,WW,Brown,Right,20.0,20.146,-2.247
47366,2S,EE,Brown,Right,20.0,20.172,-2.178
47366,2S,WW,Brown,Right,20.0,20.15,-2.243
47367,2S,EE,Perugia,Left,20.0,20.0,-2.533
47367,2S,WW,Perugia,Left,20.0,20.0,-2.594
47367,2S,EE,Perugia,Left,20.0,20.0,-2.565
47367,2S,WW,Perugia,Left,20.0,20.0,-2.633
47367,2S,EE,Perugia,Left,20.0,20.0,-2.553
47367,2S,WW,Perugia,Left,20.0,20.0,-2.642
47367,2S,EE,Perugia,Left,20.0,20.0,-2.591
47367,2S,WW,Perugia,Left,20.0,20.0,-2.642
47367,2S,EE,Perugia,Left,20.0,20.0,-2.461
47367,2S,WW,Perugia,Left,20.0,20.0,-2.455
47367,2S,EE,Perugia,Left,20.0,20.0,-2.466
47367,2S,WW,Perugia,Left,20.0,20.0,-2.457
47367,2S,EE,Perugia,Left,20.0,20.0,-2.459
47367,2S,WW,Perugia,Left,20.0,20.0,-2.438
47367,2S,EE,Perugia,Left,20.0,20.0,-2.48
47367,2S,WW,Perugia,Left,20.0,20.0,-2.498
47368,2S,EE,Perugia,Left,20.0,20.0,-2.604
47368,2S,WW,Perugia,Left,20.0,20.0,-2.652
47368,2S,EE,Perugia,Left,20.0,20.0,-2.564
47368,2S,WW,Perugia,Left,20.0,20.0,-2.639
47368,2S,EE,Perugia,Left,20.0,20.0,-2.615
47368,2S,WW,Perugia,Left,20.0,20.0,-2.646
47368,2S,EE,Perugia,Left,20.0,20.0,-2.608
47368,2S,WW,Perugia,Left,20.0,20.0,-2.662
47368,2S,EE,Perugia,Left,20.0,20.0,-2.475
47368,2S,WW,Perugia,Left,20.0,20.0,-2.471
47368,2S,EE,Perugia,Left,20.0,20.0,-2.475
47368,2S,WW,Perugia,Left,20.0,20.0,-2.467
47368,2S,EE,Perugia,Left,20.0,20.0,-2.495
47368,2S,WW,Perugia,Left,20.0,20.0,-2.538
47368,2S,EE,Perugia,Left,20.0,20.0,-2.466
47368,2S,WW,Perugia,Left,20.0,20.0,-2.482
47369,2S,EE,Demokritos,Left,25.3,25.3,-2.748
47369,2S,WW,Demokritos,Left,24.2,24.2,-2.763
47369,2S,EE,Demokritos,Left,25.9,25.9,-2.838
47369,2S,WW,Demokritos,Left,25.1,25.1,-2.868
47369,2S,EE,Demokritos,Left,23.9,23.9,-2.868
47369,2S,WW,Demokritos,Left,23.4,23.4,-2.913
47369,2S,EE,Demokritos,Left,23.1,23.1,-2.643
47369,2S,WW,Demokritos,Left,22.9,22.9,-2.643
47369,2S,EE,Demokritos,Left,24.1,24.1,-2.643
47369,2S,WW,Demokritos,Left,24.1,24.1,-2.628
47369,2S,EE,Demokritos,Left,22.9,22.9,-2.583
47369,2S,WW,Demokritos,Left,22.9,22.9,-2.643
47369,2S,EE,Demokritos,Left,24.8,24.8,-2.748
47369,2S,WW,Demokritos,Left,23.2,23.2,-2.763
47370,2S,EE,Demokritos,Left,21.7,21.7,-2.748
47370,2S,WW,Demokritos,Left,21.5,21.5,-2.838
47370,2S,EE,Demokritos,Left,22.3,22.3,-2.868
47370,2S,WW,Demokritos,Left,22.9,22.9,-2.943
47370,2S,EE,Demokritos,Left,21.2,21.2,-2.928
47370,2S,WW,Demokritos,Left,21.2,21.2,-2.958
47370,2S,EE,Demokritos,Left,22.5,22.5,-2.658
47370,2S,WW,Demokritos,Left,22.2,22.2,-2.808
47370,2S,EE,Demokritos,Left,21.2,21.2,-2.703
47370,2S,WW,Demokritos,Left,21.0,21.0,-2.763
47375,2S,EE,Brown,Right,20.0,20.082,-2.178
47375,2S,WW,Brown,Right,20.0,20.128,-1.972
47375,2S,EE,Brown,Right,20.0,20.118,-2.155
47375,2S,WW,Brown,Right,20.0,20.146,-2.022
47375,2S,EE,Brown,Right,20.0,20.167,-2.134
47375,2S,WW,Brown,Right,20.0,20.156,-2.01
47375,2S,EE,Brown,Right,20.0,20.181,-2.216
47375,2S,WW,Brown,Right,20.0,20.159,-2.028
47375,2S,EE,Brown,Right,20.0,20.048,-2.186
47375,2S,WW,Brown,Right,20.0,20.088,-2.028
47375,2S,EE,Brown,Right,20.0,20.116,-2.315
47375,2S,WW,Brown,Right,20.0,20.135,-2.109
47375,2S,EE,Brown,Right,20.0,20.131,-1.983
47375,2S,WW,Brown,Right,20.0,20.12,-1.889
47375,2S,EE,Brown,Right,20.0,20.172,-2.077
47375,2S,WW,Brown,Right,20.0,20.148,-1.953
47376,2S,EE,Brown,Right,20.0,20.11,-2.701
47376,2S,WW,Brown,Right,20.0,20.161,-2.636
47376,2S,EE,Brown,Right,20.0,20.079,-2.726
47376,2S,WW,Brown,Right,20.0,20.134,-2.686
47376,2S,EE,Brown,Right,20.0,20.195,-2.825
47376,2S,WW,Brown,Right,20.0,20.178,-2.789
47376,2S,EE,Brown,Right,20.0,20.168,-2.846
47376,2S,WW,Brown,Right,20.0,20.145,-2.749
47376,2S,EE,Brown,Right,20.0,20.096,-2.952
47376,2S,WW,Brown,Right,20.0,20.125,-2.866
47376,2S,EE,Brown,Right,20.0,20.119,-2.989
47376,2S,WW,Brown,Right,20.0,20.157,-2.855
47376,2S,EE,Brown,Right,20.0,20.16,-2.536
47376,2S,WW,Brown,Right,20.0,20.155,-2.495
47376,2S,EE,Brown,Right,20.0,20.195,-2.548
47376,2S,WW,Brown,Right,20.0,20.173,-2.528
47377,2S,EE,Perugia,Left,20.0,20.0,-2.816
47377,2S,WW,Perugia,Left,20.0,20.0,-2.952
47377,2S,EE,Perugia,Left,20.0,20.0,-2.885
47377,2S,WW,Perugia,Left,20.0,20.0,-3.005
47377,2S,EE,Perugia,Left,20.0,20.0,-2.918
47377,2S,WW,Perugia,Left,20.0,20.0,-3.002
47377,2S,EE,Perugia,Left,20.0,20.0,-2.924
47377,2S,WW,Perugia,Left,20.0,20.0,-3.031
47377,2S,EE,Perugia,Left,20.0,20.0,-2.641
47377,2S,WW,Perugia,Left,20.0,20.0,-2.773
47377,2S,EE,Perugia,Left,20.0,20.0,-2.729
47377,2S,WW,Perugia,Left,20.0,20.0,-2.793
47377,2S,EE,Perugia,Left,20.0,20.0,-2.686
47377,2S,WW,Perugia,Left,20.0,20.0,-2.746
47377,2S,EE,Perugia,Left,20.0,20.0,-2.784
47377,2S,WW,Perugia,Left,20.0,20.0,-2.843
47990,2S,EE,Perugia,Left,20.0,20.0,-1.721
47990,2S,WW,Perugia,Left,20.0,20.0,-1.745
47990,2S,EE,Perugia,Left,20.0,20.0,-1.732
47990,2S,WW,Perugia,Left,20.0,20.0,-1.871
47990,2S,EE,Perugia,Left,20.0,20.0,-1.759
47990,2S,WW,Perugia,Left,20.0,20.0,-1.967
47990,2S,EE,Perugia,Left,20.0,20.0,-1.902
47990,2S,WW,Perugia,Left,20.0,20.0,-1.946
47990,2S,EE,Perugia,Left,20.0,20.0,-1.817
47990,2S,WW,Perugia,Left,20.0,20.0,-1.889
47990,2S,EE,Perugia,Left,20.0,20.0,-1.671
47990,2S,WW,Perugia,Left,20.0,20.0,-1.772
47990,2S,EE,Perugia,Left,20.0,20.0,-1.896
47990,2S,WW,Perugia,Left,20.0,20.0,-1.855
47991,2S,EE,Brown,Right,20.0,20.006,-2.34
47991,2S,WW,Brown,Right,20.0,20.008,-2.433
47991,2S,EE,Brown,Right,20.0,20.002,-2.336
47991,2S,WW,Brown,Right,20.0,20.002,-2.482
47991,2S,EE,Brown,Right,20.0,20.04,-2.438
47991,2S,WW,Brown,Right,20.0,20.036,-2.556
47991,2S,EE,Brown,Right,20.0,20.018,-2.413
47991,2S,WW,Brown,Right,20.0,20.012,-2.53
47991,2S,EE,Brown,Right,20.0,20.017,-2.522
47991,2S,WW,Brown,Right,20.0,20.046,-2.58
47991,2S,EE,Brown,Right,20.0,20.033,-2.185
47991,2S,WW,Brown,Right,20.0,20.055,-2.278
47991,2S,EE,Brown,Right,20.0,20.088,-2.225
47991,2S,WW,Brown,Right,20.0,20.068,-2.347
47991,2S,EE,Brown,Right,20.0,20.087,-2.228
47991,2S,WW,Brown,Right,20.0,20.061,-2.317
47992,2S,EE,Brown,Right,20.0,20.007,-2.677
47992,2S,WW,Brown,Right,20.0,20.02,-2.614
47992,2S,EE,Brown,Right,20.0,20.004,-2.39
47992,2S,WW,Brown,Right,20.0,20.07,-2.423
47992,2S,EE,Brown,Right,20.0,20.058,-2.494
47992,2S,WW,Brown,Right,20.0,20.058,-2.498
47992,2S,EE,Brown,Right,20.0,20.106,-2.464
47992,2S,WW,Brown,Right,20.0,20.117,-2.539
47992,2S,EE,Brown,Right,20.0,20.034,-2.199
47992,2S,WW,Brown,Right,20.0,20.069,-2.212
47992,2S,EE,Brown,Right,20.0,20.126,-2.236
47992,2S,WW,Brown,Right,20.0,20.193,-2.295
47992,2S,EE,Brown,Right,20.0,20.105,-2.368
47992,2S,WW,Brown,Right,20.0,20.098,-2.365
47992,2S,EE,Brown,Right,20.0,20.241,-2.315
47992,2S,WW,Brown,Right,20.0,20.226,-2.411
48216,2S,EE,Brown,Right,20.0,20.146,-1.954
48216,2S,WW,Brown,Right,20.0,20.207,-1.892
48216,2S,EE,Brown,Right,20.0,20.152,-2.043
48216,2S,WW,Brown,Right,20.0,20.205,-1.992
48216,2S,EE,Brown,Right,20.0,20.255,-2.138
48216,2S,WW,Brown,Right,20.0,20.13,-2.043
48216,2S,EE,Brown,Right,20.0,20.242,-2.039
48216,2S,WW,Brown,Right,20.0,20.225,-2.003
48216,2S,EE,Brown,Right,20.0,20.07,-2.098
48216,2S,WW,Brown,Right,20.0,20.119,-1.998
48216,2S,EE,Brown,Right,20.0,20.056,-2.042
48216,2S,WW,Brown,Right,20.0,20.107,-1.958
48216,2S,EE,Brown,Right,20.0,20.154,-1.922
48216,2S,WW,Brown,Right,20.0,20.144,-1.88
48216,2S,EE,Brown,Right,20.0,20.147,-2.008
48216,2S,WW,Brown,Right,20.0,20.133,-1.931
48217,2S,EE,Brown,Right,20.0,20.058,-2.659
48217,2S,WW,Brown,Right,20.0,20.108,-2.668
48217,2S,EE,Brown,Right,20.0,20.08,-2.674
48217,2S,WW,Brown,Right,20.0,20.123,-2.711
48217,2S,EE,Brown,Right,20.0,20.147,-2.656
48217,2S,WW,Brown,Right,20.0,20.136,-2.674
