batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,VFB_ACC_V
37895,PSS,WW,Brown,Right,20.0,20.09,-2.534
37895,PSS,EE,Brown,Right,20.0,20.079,-2.579
37895,PSS,WW,Brown,Right,20.0,20.06,-2.558
37895,PSS,EE,Brown,Right,20.0,20.093,-2.49
37895,PSS,WW,Brown,Right,20.0,20.073,-2.558
37897,2S,WW,Demokritos,Left,19.0,19.0,-2.853
37897,2S,EE,Demokritos,Left,19.2,19.2,-2.763
37897,2S,WW,Demokritos,Left,18.7,18.7,-2.823
37897,2S,EE,Demokritos,Left,19.2,19.2,-2.808
37897,2S,WW,Demokritos,Left,19.5,19.5,-2.868
37897,2S,EE,Demokritos,Left,19.2,19.2,-2.838
37897,2S,WW,Demokritos,Left,20.4,20.4,-2.883
37897,2S,EE,Demokritos,Left,19.4,19.4,-2.568
37897,2S,WW,Demokritos,Left,19.8,19.8,-2.658
37897,2S,EE,Demokritos,Left,20.0,20.0,-2.628
37897,2S,WW,Demokritos,Left,20.1,20.1,-2.703
37897,2S,EE,Demokritos,Left,21.0,21.0,-2.688
37897,2S,WW,Demokritos,Left,20.9,20.9,-2.748
37900,2S,EE,Perugia,Left,20.0,20.0,-2.632
37900,2S,WW,Perugia,Left,20.0,20.0,-2.674
37900,2S,EE,Perugia,Left,20.0,20.0,-2.586
37900,2S,WW,Perugia,Left,20.0,20.0,-2.642
37900,2S,EE,Perugia,Left,20.0,20.0,-2.583
37900,2S,WW,Perugia,Left,20.0,20.0,-2.648
37900,2S,EE,Perugia,Left,20.0,20.0,-2.582
37900,2S,WW,Perugia,Left,20.0,20.0,-2.649
37900,2S,EE,Perugia,Left,20.0,20.0,-2.473
37900,2S,WW,Perugia,Left,20.0,20.0,-2.494
37900,2S,EE,Perugia,Left,20.0,20.0,-2.365
37900,2S,WW,Perugia,Left,20.0,20.0,-2.446
37900,2S,EE,Perugia,Left,20.0,20.0,-2.497
37900,2S,WW,Perugia,Left,20.0,20.0,-2.544
37900,2S,EE,Perugia,Left,20.0,20.0,-2.531
37900,2S,WW,Perugia,Left,20.0,20.0,-2.549
37901,2S,EE,Perugia,Left,20.0,20.0,-1.762
37901,2S,WW,Perugia,Left,20.0,20.0,-1.734
37901,2S,EE,Perugia,Left,20.0,20.0,-1.714
37901,2S,WW,Perugia,Left,20.0,20.0,-1.745
37901,2S,EE,Perugia,Left,20.0,20.0,-1.794
37901,2S,WW,Perugia,Left,20.0,20.0,-1.918
37901,2S,EE,Perugia,Left,20.0,20.0,-1.804
37901,2S,WW,Perugia,Left,20.0,20.0,-1.928
37901,2S,EE,Perugia,Left,20.0,20.0,-1.529
37901,2S,EE,Perugia,Left,20.0,20.0,-1.529
37901,2S,WW,Perugia,Left,20.0,20.0,-1.672
37901,2S,EE,Perugia,Left,20.0,20.0,-1.644
37901,2S,WW,Perugia,Left,20.0,20.0,-1.745
37901,2S,EE,Perugia,Left,20.0,20.0,-1.645
37901,2S,WW,Perugia,Left,20.0,20.0,-1.716
37901,2S,EE,Perugia,Left,20.0,20.0,-1.694
37901,2S,WW,Perugia,Left,20.0,20.0,-1.773
37903,2S,EE,Brown,Right,20.0,20.008,-1.981
37903,2S,WW,Brown,Right,20.0,20.013,-1.91
37903,2S,EE,Brown,Right,20.0,20.017,-1.976
37903,2S,WW,Brown,Right,20.0,20.062,-1.873
37903,2S,EE,Brown,Right,20.0,20.023,-2.029
37903,2S,WW,Brown,Right,20.0,20.047,-1.88
37903,2S,EE,Brown,Right,20.0,20.097,-2.093
37903,2S,WW,Brown,Right,20.0,20.06,-1.969
37903,2S,EE,Brown,Right,20.0,20.033,-1.907
37903,2S,WW,Brown,Right,20.0,20.031,-1.711
37903,2S,EE,Brown,Right,20.0,20.031,-1.906
37903,2S,WW,Brown,Right,20.0,20.066,-1.774
37903,2S,EE,Brown,Right,20.0,20.058,-1.955
37903,2S,WW,Brown,Right,20.0,20.058,-1.801
37903,2S,EE,Brown,Right,20.0,20.074,-1.863
37903,2S,WW,Brown,Right,20.0,20.078,-1.749
37896,PSS,EE,Brown,Right,20.0,20.063,-2.437
37896,PSS,WW,Brown,Right,20.0,20.046,-2.38
37896,PSS,EE,Brown,Right,20.0,20.064,-2.302
37896,PSS,WW,Brown,Right,20.0,20.045,-2.362
37896,PSS,EE,Brown,Right,20.0,20.08,-2.354
37896,PSS,WW,Brown,Right,20.0,20.064,-2.427
37896,PSS,EE,Brown,Right,20.0,20.06,-2.427
37896,PSS,WW,Brown,Right,20.0,20.066,-2.464
37896,PSS,EE,Brown,Right,20.0,20.029,-2.435
37896,PSS,WW,Brown,Right,20.0,20.04,-2.484
37896,PSS,EE,Brown,Right,20.0,20.02,-2.505
37896,PSS,WW,Brown,Right,20.0,20.053,-2.517
37896,PSS,EE,Brown,Right,20.0,20.072,-2.191
37896,PSS,WW,Brown,Right,20.0,20.048,-2.268
37896,PSS,EE,Brown,Right,20.0,20.077,-2.244
37896,PSS,WW,Brown,Right,20.0,20.097,-2.289
38212,PSS,EE,Brown,Right,20.0,20.013,-2.007
38212,PSS,WW,Brown,Right,20.0,20.017,-1.948
38212,PSS,EE,Brown,Right,20.0,20.093,-2.099
38212,PSS,WW,Brown,Right,20.0,20.154,-2.029
38212,PSS,EE,Brown,Right,20.0,20.061,-2.059
38212,PSS,WW,Brown,Right,20.0,20.061,-1.979
38212,PSS,EE,Brown,Right,20.0,20.136,-2.184
38212,PSS,WW,Brown,Right,20.0,20.163,-2.11
38212,PSS,EE,Brown,Right,20.0,20.099,-2.141
38212,PSS,WW,Brown,Right,20.0,20.184,-2.066
38212,PSS,EE,Brown,Right,20.0,20.146,-1.931
38212,PSS,WW,Brown,Right,20.0,20.201,-1.839
38212,PSS,EE,Brown,Right,20.0,20.212,-2.004
38212,PSS,WW,Brown,Right,20.0,20.22,-1.918
38212,PSS,EE,Brown,Right,20.0,20.22,-1.98
38212,PSS,WW,Brown,Right,20.0,20.2,-1.862
37904,2S,EE,Demokritos,Left,18.9,18.9,-2.838
37904,2S,WW,Demokritos,Left,19.0,19.0,-2.868
37904,2S,EE,Demokritos,Left,18.8,18.8,-2.853
37904,2S,WW,Demokritos,Left,19.6,19.6,-2.928
37904,2S,EE,Demokritos,Left,17.1,17.1,-2.913
37904,2S,WW,Demokritos,Left,18.6,18.6,-2.943
37904,2S,EE,Demokritos,Left,21.0,21.0,-2.898
37904,2S,WW,Demokritos,Left,18.0,18.0,-2.943
37904,2S,EE,Demokritos,Left,18.2,18.2,-2.643
37904,2S,WW,Demokritos,Left,18.2,18.2,-2.718
37904,2S,EE,Demokritos,Left,18.1,18.1,-2.733
37904,2S,EE,Demokritos,Left,18.2,18.2,-2.748
37904,2S,EE,Demokritos,Left,19.8,19.8,-2.853
37904,2S,WW,Demokritos,Left,19.7,19.7,-2.853
37905,2S,EE,Demokritos,Left,15.0,15.0,-2.883
37905,2S,WW,Demokritos,Left,15.4,15.4,-3.108
37905,2S,EE,Demokritos,Left,20.0,20.0,-2.898
37905,2S,WW,Demokritos,Left,19.7,19.7,-3.078
37905,2S,EE,Demokritos,Left,17.2,17.2,-2.778
37905,2S,WW,Demokritos,Left,18.6,18.6,-3.093
37905,2S,EE,Demokritos,Left,20.0,20.0,-2.928
37905,2S,WW,Demokritos,Left,20.5,20.5,-3.078
37905,2S,EE,Demokritos,Left,19.2,19.2,-2.673
37905,2S,WW,Demokritos,Left,20.2,20.2,-3.093
37905,2S,EE,Demokritos,Left,20.8,20.8,-2.853
37905,2S,WW,Demokritos,Left,20.7,20.7,-3.108
37905,2S,EE,Demokritos,Left,21.1,21.1,-2.853
37905,2S,WW,Demokritos,Left,22.4,22.4,-3.018
38194,2S,EE,Perugia,Left,20.0,20.0,-2.583
38194,2S,WW,Perugia,Left,20.0,20.0,-2.603
38194,2S,EE,Perugia,Left,20.0,20.0,-2.587
38194,2S,WW,Perugia,Left,20.0,20.0,-2.65
38194,2S,EE,Perugia,Left,20.0,20.0,-2.587
38194,2S,WW,Perugia,Left,20.0,20.0,-2.594
38194,2S,EE,Perugia,Left,20.0,20.0,-2.673
38194,2S,WW,Perugia,Left,20.0,20.0,-2.761
38194,2S,EE,Perugia,Left,20.0,20.0,-2.561
38194,2S,WW,Perugia,Left,20.0,20.0,-2.583
38194,2S,EE,Perugia,Left,20.0,20.0,-2.514
38194,2S,WW,Perugia,Left,20.0,20.0,-2.553
38194,2S,EE,Perugia,Left,20.0,20.0,-2.559
38194,2S,WW,Perugia,Left,20.0,20.0,-2.569
38195,2S,EE,Perugia,Left,20.0,20.0,-2.341
38195,2S,WW,Perugia,Left,20.0,20.0,-2.418
38195,2S,EE,Perugia,Left,20.0,20.0,-2.375
38195,2S,WW,Perugia,Left,20.0,20.0,-2.387
38195,2S,EE,Perugia,Left,20.0,20.0,-2.312
38195,2S,WW,Perugia,Left,20.0,20.0,-2.358
38195,2S,EE,Perugia,Left,20.0,20.0,-2.477
38195,2S,WW,Perugia,Left,20.0,20.0,-2.471
38195,2S,EE,Perugia,Left,20.0,20.0,-2.475
38195,2S,WW,Perugia,Left,20.0,20.0,-2.554
38195,2S,EE,Perugia,Left,20.0,20.0,-2.199
38195,2S,WW,Perugia,Left,20.0,20.0,-2.259
38195,2S,EE,Perugia,Left,20.0,20.0,-2.258
38195,2S,WW,Perugia,Left,20.0,20.0,-2.244
38195,2S,EE,Perugia,Left,20.0,20.0,-2.305
38195,2S,WW,Perugia,Left,20.0,20.0,-2.259
38213,PSS,EE,Perugia,Left,20.0,20.0,-2.375
38213,PSS,WW,Perugia,Left,20.0,20.0,-2.466
38213,PSS,EE,Perugia,Left,20.0,20.0,-2.428
38213,PSS,WW,Perugia,Left,20.0,20.0,-2.504
38213,PSS,EE,Perugia,Left,20.0,20.0,-2.492
38213,PSS,WW,Perugia,Left,20.0,20.0,-2.502
38213,PSS,EE,Perugia,Left,20.0,20.0,-2.513
38213,PSS,WW,Perugia,Left,20.0,20.0,-2.505
38213,PSS,EE,Perugia,Left,20.0,20.0,-2.271
38213,PSS,WW,Perugia,Left,20.0,20.0,-2.269
38213,PSS,EE,Perugia,Left,20.0,20.0,-2.357
38213,PSS,WW,Perugia,Left,20.0,20.0,-2.329
38213,PSS,EE,Perugia,Left,20.0,20.0,-2.313
38213,PSS,WW,Perugia,Left,20.0,20.0,-2.308
38711,PSS,EE,Perugia,Left,20.0,20.0,-2.632
38711,PSS,WW,Perugia,Left,20.0,20.0,-2.658
38711,PSS,EE,Perugia,Left,20.0,20.0,-2.561
38711,PSS,WW,Perugia,Left,20.0,20.0,-2.556
38711,PSS,EE,Perugia,Left,20.0,20.0,-2.617
38711,PSS,WW,Perugia,Left,20.0,20.0,-2.652
38711,PSS,EE,Perugia,Left,20.0,20.0,-2.554
38711,PSS,WW,Perugia,Left,20.0,20.0,-2.665
38711,PSS,EE,Perugia,Left,20.0,20.0,-2.448
38711,PSS,WW,Perugia,Left,20.0,20.0,-2.475
38711,PSS,EE,Perugia,Left,20.0,20.0,-2.478
38711,PSS,WW,Perugia,Left,20.0,20.0,-2.506
38711,PSS,EE,Perugia,Left,20.0,20.0,-2.542
38711,PSS,WW,Perugia,Left,20.0,20.0,-2.548
38711,PSS,EE,Perugia,Left,20.0,20.0,-2.535
38711,PSS,WW,Perugia,Left,20.0,20.0,-2.565
38196,2S,EE,Demokritos,Left,19.1,19.1,-2.733
38196,2S,WW,Demokritos,Left,21.4,21.4,-2.868
38196,2S,EE,Demokritos,Left,23.3,23.3,-2.823
38196,2S,WW,Demokritos,Left,20.7,20.7,-2.868
38196,2S,EE,Demokritos,Left,21.5,21.5,-2.853
38196,2S,WW,Demokritos,Left,21.9,21.9,-2.943
38196,2S,EE,Demokritos,Left,22.7,22.7,-2.823
38196,2S,WW,Demokritos,Left,19.0,19.0,-2.898
38196,2S,EE,Demokritos,Left,22.3,22.3,-2.868
38196,2S,WW,Demokritos,Left,22.6,22.6,-2.928
38196,2S,EE,Demokritos,Left,22.2,22.2,-2.763
38196,2S,WW,Demokritos,Left,22.6,22.6,-2.838
38196,2S,EE,Demokritos,Left,20.5,20.5,-2.763
38196,2S,WW,Demokritos,Left,21.8,21.8,-2.838
38198,2S,EE,Perugia,Left,20.0,20.0,-2.446
38198,2S,WW,Perugia,Left,20.0,20.0,-2.55
38198,2S,EE,Perugia,Left,20.0,20.0,-2.455
38198,2S,WW,Perugia,Left,20.0,20.0,-2.543
38198,2S,EE,Perugia,Left,20.0,20.0,-2.503
38198,2S,WW,Perugia,Left,20.0,20.0,-2.545
38198,2S,EE,Perugia,Left,20.0,20.0,-2.46
38198,2S,WW,Perugia,Left,20.0,20.0,-2.608
38198,2S,EE,Perugia,Left,20.0,20.0,-2.365
38198,2S,WW,Perugia,Left,20.0,20.0,-2.438
38198,2S,EE,Perugia,Left,20.0,20.0,-2.294
38198,2S,WW,Perugia,Left,20.0,20.0,-2.421
38198,2S,EE,Perugia,Left,20.0,20.0,-2.388
38198,2S,WW,Perugia,Left,20.0,20.0,-2.453
38199,2S,EE,Demokritos,Left,18.6,18.6,-2.673
38199,2S,WW,Demokritos,Left,19.7,19.7,-2.763
38199,2S,EE,Demokritos,Left,20.3,20.3,-2.763
38199,2S,WW,Demokritos,Left,20.8,20.8,-2.868
38199,2S,EE,Demokritos,Left,20.1,20.1,-2.763
38199,2S,WW,Demokritos,Left,20.8,20.8,-2.853
38199,2S,EE,Demokritos,Left,21.3,21.3,-2.553
38199,2S,WW,Demokritos,Left,21.6,21.6,-2.598
38199,2S,EE,Demokritos,Left,22.2,22.2,-2.583
38199,2S,WW,Demokritos,Left,22.5,22.5,-2.643
38199,2S,EE,Demokritos,Left,20.4,20.4,-2.538
38199,2S,WW,Demokritos,Left,21.6,21.6,-2.583
38199,2S,EE,Demokritos,Left,21.7,21.7,-2.643
38199,2S,WW,Demokritos,Left,22.0,22.0,-2.688
38201,2S,EE,Perugia,Left,20.0,20.0,-2.254
38201,2S,WW,Perugia,Left,20.0,20.0,-2.358
38201,2S,EE,Perugia,Left,20.0,20.0,-2.21
38201,2S,WW,Perugia,Left,20.0,20.0,-2.36
38201,2S,EE,Perugia,Left,20.0,20.0,-2.294
38201,2S,WW,Perugia,Left,20.0,20.0,-2.37
38201,2S,EE,Perugia,Left,20.0,20.0,-2.303
38201,2S,WW,Perugia,Left,20.0,20.0,-2.38
38201,2S,EE,Perugia,Left,20.0,20.0,-2.112
38201,2S,WW,Perugia,Left,20.0,20.0,-2.258
38201,2S,EE,Perugia,Left,20.0,20.0,-2.068
38201,2S,WW,Perugia,Left,20.0,20.0,-2.155
38201,2S,EE,Perugia,Left,20.0,20.0,-2.115
38201,2S,WW,Perugia,Left,20.0,20.0,-2.199
38201,2S,EE,Perugia,Left,20.0,20.0,-2.155
38201,2S,WW,Perugia,Left,20.0,20.0,-2.252
38202,2S,EE,Brown,Right,20.0,20.022,-2.374
38202,2S,WW,Brown,Right,20.0,20.02,-2.263
38202,2S,EE,Brown,Right,20.0,20.013,-2.336
38202,2S,WW,Brown,Right,20.0,20.018,-2.289
38202,2S,EE,Brown,Right,20.0,20.016,-2.345
38202,2S,WW,Brown,Right,20.0,20.019,-2.366
38202,2S,EE,Brown,Right,20.0,20.016,-2.353
38202,2S,WW,Brown,Right,20.0,20.016,-2.365
38202,2S,EE,Brown,Right,20.0,20.007,-2.398
38202,2S,WW,Brown,Right,20.0,20.005,-2.105
38202,2S,EE,Brown,Right,20.0,20.011,-2.354
38202,2S,WW,Brown,Right,20.0,20.007,-2.182
38202,2S,EE,Brown,Right,20.0,20.005,-2.33
38202,2S,WW,Brown,Right,20.0,20.01,-2.177
38202,2S,EE,Brown,Right,20.0,20.011,-2.414
38202,2S,WW,Brown,Right,20.0,20.008,-2.243
38693,2S,EE,Brown,Right,20.0,20.021,-2.289
38693,2S,WW,Brown,Right,20.0,20.011,-2.259
38693,2S,EE,Brown,Right,20.0,20.008,-2.291
38693,2S,WW,Brown,Right,20.0,20.006,-2.262
38693,2S,EE,Brown,Right,20.0,20.01,-2.334
38693,2S,WW,Brown,Right,20.0,20.014,-2.324
38693,2S,EE,Brown,Right,20.0,20.012,-2.33
38693,2S,WW,Brown,Right,20.0,20.009,-2.338
38693,2S,EE,Brown,Right,20.0,20.005,-2.378
38693,2S,WW,Brown,Right,20.0,20.008,-2.368
38693,2S,EE,Brown,Right,20.0,20.006,-2.201
38693,2S,WW,Brown,Right,20.0,20.007,-2.123
38693,2S,EE,Brown,Right,20.0,20.025,-2.187
38693,2S,WW,Brown,Right,20.0,20.013,-2.165
38693,2S,EE,Brown,Right,20.0,20.008,-2.178
38693,2S,WW,Brown,Right,20.0,20.011,-2.21
38694,2S,EE,Brown,Right,20.0,20.008,-2.328
38694,2S,WW,Brown,Right,20.0,20.015,-2.343
38694,2S,EE,Brown,Right,20.0,20.006,-2.589
38694,2S,WW,Brown,Right,20.0,20.009,-2.618
38694,2S,EE,Brown,Right,20.0,20.042,-2.563
38694,2S,WW,Brown,Right,20.0,20.019,-2.618
38694,2S,EE,Brown,Right,20.0,20.033,-2.565
38694,2S,WW,Brown,Right,20.0,20.016,-2.593
38694,2S,EE,Brown,Right,20.0,20.004,-2.437
38694,2S,WW,Brown,Right,20.0,20.006,-2.4
38694,2S,EE,Brown,Right,20.0,20.006,-2.42
38694,2S,WW,Brown,Right,20.0,20.017,-2.436
38694,2S,EE,Brown,Right,20.0,20.029,-2.438
38694,2S,WW,Brown,Right,20.0,20.018,-2.451
38694,2S,EE,Brown,Right,20.0,20.035,-2.473
38694,2S,WW,Brown,Right,20.0,20.012,-2.485
38713,2S,EE,Brown,Right,20.0,20.009,-2.633
38713,2S,WW,Brown,Right,20.0,20.025,-2.585
38713,2S,EE,Brown,Right,20.0,20.006,-2.599
38713,2S,WW,Brown,Right,20.0,20.011,-2.637
38713,2S,EE,Brown,Right,20.0,20.052,-2.632
38713,2S,WW,Brown,Right,20.0,20.028,-2.624
38713,2S,EE,Brown,Right,20.0,20.035,-2.683
38713,2S,WW,Brown,Right,20.0,20.018,-2.669
38713,2S,EE,Brown,Right,20.0,20.008,-2.668
38713,2S,WW,Brown,Right,20.0,20.011,-2.691
38713,2S,EE,Brown,Right,20.0,20.006,-2.555
38713,2S,WW,Brown,Right,20.0,20.023,-2.531
38713,2S,EE,Brown,Right,20.0,20.027,-2.504
38713,2S,WW,Brown,Right,20.0,20.019,-2.489
38713,2S,EE,Brown,Right,20.0,20.042,-2.538
38713,2S,WW,Brown,Right,20.0,20.018,-2.518
38714,2S,EE,Demokritos,Left,22.1,22.1,-2.462
38714,2S,WW,Demokritos,Left,22.3,22.3,-2.447
38714,2S,EE,Demokritos,Left,22.6,22.6,-2.477
38714,2S,WW,Demokritos,Left,20.8,20.8,-2.477
38714,2S,EE,Demokritos,Left,19.9,19.9,-2.538
38714,2S,WW,Demokritos,Left,20.8,20.8,-2.538
38714,2S,EE,Demokritos,Left,21.5,21.5,-2.357
38714,2S,WW,Demokritos,Left,21.9,21.9,-2.432
38714,2S,EE,Demokritos,Left,21.7,21.7,-2.327
38714,2S,WW,Demokritos,Left,22.1,22.1,-2.327
38714,2S,EE,Demokritos,Left,22.2,22.2,-2.387
38714,2S,WW,Demokritos,Left,22.4,22.4,-2.387
38714,2S,EE,Demokritos,Left,22.2,22.2,-2.342
38714,2S,WW,Demokritos,Left,22.3,22.3,-2.342
38715,2S,EE,Demokritos,Left,21.0,21.0,-2.688
38715,2S,WW,Demokritos,Left,21.0,21.0,-2.658
38715,2S,EE,Demokritos,Left,22.4,22.4,-2.673
38715,2S,WW,Demokritos,Left,20.7,20.7,-2.658
38715,2S,EE,Demokritos,Left,20.9,20.9,-2.688
38715,2S,WW,Demokritos,Left,20.6,20.6,-2.673
38715,2S,EE,Demokritos,Left,21.4,21.4,-2.538
38715,2S,WW,Demokritos,Left,21.7,21.7,-2.553
38715,2S,EE,Demokritos,Left,21.7,21.7,-2.477
38715,2S,WW,Demokritos,Left,21.8,21.8,-2.477
38715,2S,EE,Demokritos,Left,21.4,21.4,-2.538
38715,2S,WW,Demokritos,Left,21.1,21.1,-2.492
38715,2S,EE,Demokritos,Left,22.0,22.0,-2.553
38715,2S,WW,Demokritos,Left,22.2,22.2,-2.553
38716,2S,EE,Perugia,Left,20.0,20.0,-2.19
38716,2S,WW,Perugia,Left,20.0,20.0,-2.345
38716,2S,EE,Perugia,Left,20.0,20.0,-2.342
38716,2S,WW,Perugia,Left,20.0,20.0,-2.329
38716,2S,EE,Perugia,Left,20.0,20.0,-2.25
38716,2S,WW,Perugia,Left,20.0,20.0,-2.334
38716,2S,EE,Perugia,Left,20.0,20.0,-2.266
38716,2S,WW,Perugia,Left,20.0,20.0,-2.405
38716,2S,EE,Perugia,Left,20.0,20.0,-2.138
38716,2S,WW,Perugia,Left,20.0,20.0,-2.265
38716,2S,EE,Perugia,Left,20.0,20.0,-2.29
38716,2S,WW,Perugia,Left,20.0,20.0,-2.184
38695,2S,EE,Brown,Right,20.0,20.006,-2.48
38695,2S,WW,Brown,Right,20.0,20.018,-2.543
38695,2S,EE,Brown,Right,20.0,20.005,-2.512
38695,2S,WW,Brown,Right,20.0,20.008,-2.568
38695,2S,EE,Brown,Right,20.0,20.051,-2.568
38695,2S,WW,Brown,Right,20.0,20.031,-2.61
38695,2S,EE,Brown,Right,20.0,20.02,-2.614
38695,2S,WW,Brown,Right,20.0,20.009,-2.597
38695,2S,EE,Brown,Right,20.0,20.017,-2.289
38695,2S,WW,Brown,Right,20.0,20.044,-2.326
38695,2S,EE,Brown,Right,20.0,20.005,-2.378
38695,2S,WW,Brown,Right,20.0,20.032,-2.392
38695,2S,EE,Brown,Right,20.0,20.073,-2.425
38695,2S,WW,Brown,Right,20.0,20.047,-2.429
38695,2S,EE,Brown,Right,20.0,20.061,-2.408
38695,2S,WW,Brown,Right,20.0,20.038,-2.427
38696,2S,EE,Brown,Right,20.0,20.003,-2.651
38696,2S,WW,Brown,Right,20.0,20.011,-2.548
38696,2S,EE,Brown,Right,20.0,20.009,-2.639
38696,2S,WW,Brown,Right,20.0,20.018,-2.518
38696,2S,EE,Brown,Right,20.0,20.04,-2.639
38696,2S,WW,Brown,Right,20.0,20.021,-2.572
38696,2S,EE,Brown,Right,20.0,20.049,-2.6
38696,2S,WW,Brown,Right,20.0,20.021,-2.539
38696,2S,EE,Brown,Right,20.0,20.007,-2.597
38696,2S,WW,Brown,Right,20.0,20.012,-2.52
38696,2S,EE,Brown,Right,20.0,20.008,-2.626
38696,2S,WW,Brown,Right,20.0,20.008,-2.579
38696,2S,EE,Brown,Right,20.0,20.035,-2.56
38696,2S,WW,Brown,Right,20.0,20.02,-2.411
38696,2S,EE,Brown,Right,20.0,20.031,-2.575
38696,2S,WW,Brown,Right,20.0,20.009,-2.431
38696,2S,EE,Brown,Right,20.0,20.007,-2.598
38696,2S,WW,Brown,Right,20.0,20.006,-2.477
38696,2S,EE,Brown,Right,20.0,20.02,-2.587
38696,2S,WW,Brown,Right,20.0,20.006,-2.533
38869,2S,EE,Demokritos,Left,23.1,23.1,-2.447
38869,2S,WW,Demokritos,Left,23.3,23.3,-2.523
38869,2S,EE,Demokritos,Left,22.9,22.9,-2.447
38869,2S,EE,Demokritos,Left,20.3,20.3,-2.553
38869,2S,EE,Demokritos,Left,21.5,21.5,-2.462
38869,2S,WW,Demokritos,Left,22.2,22.2,-2.538
38869,2S,EE,Demokritos,Left,21.7,21.7,-2.477
38869,2S,WW,Demokritos,Left,22.5,22.5,-2.598
38869,2S,EE,Demokritos,Left,22.5,22.5,-2.447
38869,2S,WW,Demokritos,Left,20.7,20.7,-2.477
38869,2S,EE,Demokritos,Left,21.1,21.1,-2.462
38869,2S,WW,Demokritos,Left,21.5,21.5,-2.538
38869,2S,EE,Demokritos,Left,21.3,21.3,-2.523
38869,2S,WW,Demokritos,Left,22.6,22.6,-2.568
38870,2S,EE,Demokritos,Left,21.5,21.5,-2.943
38870,2S,WW,Demokritos,Left,21.5,21.5,-2.958
38870,2S,EE,Demokritos,Left,21.8,21.8,-2.973
38870,2S,WW,Demokritos,Left,21.4,21.4,-2.958
38870,2S,EE,Demokritos,Left,21.6,21.6,-2.958
38870,2S,WW,Demokritos,Left,20.3,20.3,-3.033
38870,2S,EE,Demokritos,Left,21.3,21.3,-2.808
38870,2S,WW,Demokritos,Left,22.1,22.1,-2.868
38870,2S,EE,Demokritos,Left,21.0,21.0,-2.823
38870,2S,WW,Demokritos,Left,21.8,21.8,-2.823
38870,2S,EE,Demokritos,Left,21.2,21.2,-2.808
38870,2S,WW,Demokritos,Left,21.3,21.3,-2.853
38870,2S,EE,Demokritos,Left,22.2,22.2,-2.853
38870,2S,WW,Demokritos,Left,22.3,22.3,-2.868
38920,PSS,EE,Perugia,Left,20.0,20.0,-2.346
38920,PSS,WW,Perugia,Left,20.0,20.0,-2.46
38920,PSS,EE,Perugia,Left,20.0,20.0,-2.482
38920,PSS,WW,Perugia,Left,20.0,20.0,-2.504
38920,PSS,EE,Perugia,Left,20.0,20.0,-2.498
38920,PSS,WW,Perugia,Left,20.0,20.0,-2.526
38920,PSS,EE,Perugia,Left,20.0,20.0,-2.508
38920,PSS,WW,Perugia,Left,20.0,20.0,-2.587
38920,PSS,EE,Perugia,Left,20.0,20.0,-2.438
38920,PSS,WW,Perugia,Left,20.0,20.0,-2.568
38920,PSS,EE,Perugia,Left,20.0,20.0,-2.287
38920,PSS,WW,Perugia,Left,20.0,20.0,-2.328
38920,PSS,EE,Perugia,Left,20.0,20.0,-2.34
38920,PSS,WW,Perugia,Left,20.0,20.0,-2.4
38920,PSS,EE,Perugia,Left,20.0,20.0,-2.316
38920,PSS,WW,Perugia,Left,20.0,20.0,-2.237
38921,PSS,EE,Perugia,Left,20.0,20.0,-2.139
38921,PSS,WW,Perugia,Left,20.0,20.0,-2.472
38921,PSS,EE,Perugia,Left,20.0,20.0,-2.111
38921,PSS,WW,Perugia,Left,20.0,20.0,-2.455
38921,PSS,EE,Perugia,Left,20.0,20.0,-2.253
38921,PSS,WW,Perugia,Left,20.0,20.0,-2.387
38921,PSS,EE,Perugia,Left,20.0,20.0,-2.291
38921,PSS,WW,Perugia,Left,20.0,20.0,-2.381
38921,PSS,EE,Perugia,Left,20.0,20.0,-2.074
38921,PSS,EE,Perugia,Left,20.0,20.0,-2.074
38921,PSS,WW,Perugia,Left,20.0,20.0,-2.16
38921,PSS,EE,Perugia,Left,20.0,20.0,-2.096
38921,PSS,WW,Perugia,Left,20.0,20.0,-2.349
38921,PSS,EE,Perugia,Left,20.0,20.0,-2.172
38921,PSS,WW,Perugia,Left,20.0,20.0,-2.341
38872,2S,EE,Demokritos,Left,21.6,21.6,-2.733
38872,2S,WW,Demokritos,Left,21.7,21.7,-2.763
38872,2S,EE,Demokritos,Left,21.3,21.3,-2.823
38872,2S,WW,Demokritos,Left,21.5,21.5,-2.883
38873,2S,EE,Brown,Right,20.0,20.004,-2.624
38873,2S,WW,Brown,Right,20.0,20.007,-2.584
38873,2S,EE,Brown,Right,20.0,20.005,-2.672
38873,2S,WW,Brown,Right,20.0,20.003,-2.64
38873,2S,EE,Brown,Right,20.0,20.005,-2.462
38873,2S,WW,Brown,Right,20.0,20.008,-2.316
38873,2S,EE,Brown,Right,20.0,20.036,-2.52
38873,2S,WW,Brown,Right,20.0,20.027,-2.422
38873,2S,EE,Brown,Right,20.0,20.027,-2.53
38873,2S,WW,Brown,Right,20.0,20.013,-2.474
38874,2S,EE,Brown,Right,20.0,20.005,-2.739
38874,2S,WW,Brown,Right,20.0,20.003,-2.782
38874,2S,EE,Brown,Right,20.0,20.006,-2.858
38874,2S,WW,Brown,Right,20.0,20.006,-2.848
