batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,D_UM
37400,2S,EE,Demokritos,Left,22.7,22.7,229.6
37400,2S,WW,Demokritos,Left,22.8,22.8,230.6
37400,2S,EE,Demokritos,Left,21.3,21.3,231.6
37400,2S,WW,Demokritos,Left,21.1,21.1,231.9
37400,2S,EE,Demokritos,Left,22.7,22.7,231.2
37400,2S,WW,Demokritos,Left,21.2,21.2,233.1
37401,2S,EE,Demokritos,Left,21.1,21.1,233.4
37401,2S,WW,Demokritos,Left,20.8,20.8,219.5
37401,2S,EE,Demokritos,Left,20.7,20.7,235.8
37401,2S,WW,Demokritos,Left,20.1,20.1,217.6
37401,2S,EE,Demokritos,Left,20.6,20.6,234.2
37401,2S,WW,Demokritos,Left,21.0,21.0,218.6
37401,2S,EE,Demokritos,Left,20.3,20.3,235.7
37401,2S,WW,Demokritos,Left,22.3,22.3,212.4
37401,2S,EE,Demokritos,Left,21.5,21.5,235.3
37401,2S,WW,Demokritos,Left,21.8,21.8,211.5
37401,2S,EE,Demokritos,Left,22.3,22.3,234.8
37401,2S,WW,Demokritos,Left,22.0,22.0,216.9
37401,2S,EE,Demokritos,Left,22.4,22.4,233.8
37401,2S,WW,Demokritos,Left,21.7,21.7,217.4
37402,2S,EE,Perugia,Left,20.0,20.0,223.846
37402,2S,WW,Perugia,Left,20.0,20.0,220.214
37402,2S,EE,Perugia,Left,20.0,20.0,222.821
37402,2S,EE,Perugia,Left,20.0,20.0,223.846
37402,2S,WW,Perugia,Left,20.0,20.0,219.799
37402,2S,EE,Perugia,Left,20.0,20.0,224.104
37402,2S,WW,Perugia,Left,20.0,20.0,219.634
37402,2S,EE,Perugia,Left,20.0,20.0,224.449
37402,2S,WW,Perugia,Left,20.0,20.0,220.63
37402,2S,EE,Perugia,Left,20.0,20.0,223.503
37402,2S,WW,Perugia,Left,20.0,20.0,219.551
37402,2S,EE,Perugia,Left,20.0,20.0,222.651
37402,2S,EE,Perugia,Left,20.0,20.0,421.653
37402,2S,WW,Perugia,Left,20.0,20.0,219.469
37402,2S,EE,Perugia,Left,20.0,20.0,222.227
37402,2S,WW,Perugia,Left,20.0,20.0,217.505
37402,2S,EE,Perugia,Left,20.0,20.0,222.651
37402,2S,WW,Perugia,Left,20.0,20.0,218.401
37402,2S,WW,Perugia,Left,20.0,20.0,992.461
37402,2S,EE,Perugia,Left,20.0,20.0,219.221
37402,2S,WW,Perugia,Left,20.0,20.0,217.912
37403,2S,EE,Perugia,Left,20.0,20.0,219.551
37403,2S,WW,Perugia,Left,20.0,20.0,223.076
37403,2S,EE,Perugia,Left,20.0,20.0,219.469
37403,2S,WW,Perugia,Left,20.0,20.0,223.418
37403,2S,EE,Perugia,Left,20.0,20.0,219.469
37403,2S,WW,Perugia,Left,20.0,20.0,222.227
37403,2S,EE,Perugia,Left,20.0,20.0,222.906
37403,2S,WW,Perugia,Left,20.0,20.0,218.646
37403,2S,EE,Perugia,Left,20.0,20.0,217.424
37403,2S,WW,Perugia,Left,20.0,20.0,221.889
37403,2S,EE,Perugia,Left,20.0,20.0,218.156
37403,2S,WW,Perugia,Left,20.0,20.0,220.881
37403,2S,EE,Perugia,Left,20.0,20.0,218.728
37403,2S,WW,Perugia,Left,20.0,20.0,222.736
37403,2S,EE,Perugia,Left,20.0,20.0,219.221
37403,2S,WW,Perugia,Left,20.0,20.0,222.227
37406,2S,WW,Brown,Right,20.0,20.039,322.982
37406,2S,EE,Brown,Right,20.0,20.072,264.543
37406,2S,WW,Brown,Right,20.0,20.041,352.591
37406,2S,EE,Brown,Right,20.0,20.072,262.798
37406,2S,WW,Brown,Right,20.0,20.059,308.708
37406,2S,EE,Brown,Right,20.0,20.071,375.475
37406,2S,WW,Brown,Right,20.0,20.066,305.425
37406,2S,EE,Brown,Right,20.0,20.078,277.721
37406,2S,WW,Brown,Right,20.0,20.049,328.651
37406,2S,EE,Brown,Right,20.0,20.058,302.927
37406,2S,WW,Brown,Right,20.0,20.065,340.342
37406,2S,EE,Brown,Right,20.0,20.084,330.197
37406,2S,WW,Brown,Right,20.0,20.069,319.205
37406,2S,EE,Brown,Right,20.0,20.08,320.824
37406,2S,WW,Brown,Right,20.0,20.065,329.394
37407,2S,EE,Brown,Right,20.0,20.057,255.528
37407,2S,WW,Brown,Right,20.0,20.044,326.557
37407,2S,EE,Brown,Right,20.0,20.079,325.027
37407,2S,WW,Brown,Right,20.0,20.077,324.468
37407,2S,EE,Brown,Right,20.0,20.095,317.115
37407,2S,WW,Brown,Right,20.0,20.081,327.837
37407,2S,EE,Brown,Right,20.0,20.095,319.043
37407,2S,WW,Brown,Right,20.0,20.02,326.806
37407,2S,EE,Brown,Right,20.0,20.092,323.011
37407,2S,WW,Brown,Right,20.0,20.061,318.039
37407,2S,EE,Brown,Right,20.0,20.071,265.471
37407,2S,WW,Brown,Right,20.0,20.074,328.598
37407,2S,EE,Brown,Right,20.0,20.097,321.22
37407,2S,WW,Brown,Right,20.0,20.087,332.721
37408,2S,EE,Demokritos,Left,16.4,16.4,233.5
37408,2S,WW,Demokritos,Left,17.2,17.2,235.8
37408,2S,EE,Demokritos,Left,21.0,21.0,234.4
37408,2S,WW,Demokritos,Left,22.2,22.2,233.3
37408,2S,EE,Demokritos,Left,18.2,18.2,234.0
37408,2S,WW,Demokritos,Left,18.8,18.8,234.3
37408,2S,EE,Demokritos,Left,21.8,21.8,233.6
37408,2S,WW,Demokritos,Left,20.7,20.7,234.2
37408,2S,EE,Demokritos,Left,19.6,19.6,232.5
37408,2S,WW,Demokritos,Left,20.6,20.6,234.6
37408,2S,EE,Demokritos,Left,20.8,20.8,235.0
37408,2S,WW,Demokritos,Left,20.1,20.1,234.6
37408,2S,EE,Demokritos,Left,20.8,20.8,233.7
37408,2S,WW,Demokritos,Left,20.6,20.6,233.0
37897,2S,EE,Demokritos,Left,20.0,20.0,235.5
37895,PSS,EE,Brown,Right,20.0,20.034,304.645
37895,PSS,WW,Brown,Right,20.0,20.063,292.456
37895,PSS,EE,Brown,Right,20.0,20.014,302.663
37895,PSS,WW,Brown,Right,20.0,20.026,304.286
37895,PSS,EE,Brown,Right,20.0,20.083,302.481
37895,PSS,WW,Brown,Right,20.0,20.058,294.538
37895,PSS,EE,Brown,Right,20.0,20.044,301.177
37895,PSS,WW,Brown,Right,20.0,20.045,304.111
37895,PSS,EE,Brown,Right,20.0,20.06,307.054
37895,PSS,WW,Brown,Right,20.0,20.077,290.205
37895,PSS,EE,Brown,Right,20.0,20.044,306.149
37895,PSS,WW,Brown,Right,20.0,20.08,305.12
37895,PSS,EE,Brown,Right,20.0,20.086,306.793
37895,PSS,WW,Brown,Right,20.0,20.066,307.064
37895,PSS,EE,Brown,Right,20.0,20.093,305.965
37895,PSS,WW,Brown,Right,20.0,20.076,305.269
37897,2S,WW,Demokritos,Left,19.8,19.8,230.4
37897,2S,EE,Demokritos,Left,19.1,19.1,232.5
37897,2S,WW,Demokritos,Left,18.7,18.7,233.2
37897,2S,EE,Demokritos,Left,19.2,19.2,234.2
37897,2S,WW,Demokritos,Left,19.5,19.5,231.7
37897,2S,EE,Demokritos,Left,19.5,19.5,234.5
37897,2S,WW,Demokritos,Left,20.7,20.7,232.6
37897,2S,EE,Demokritos,Left,19.5,19.5,235.6
37897,2S,WW,Demokritos,Left,19.7,19.7,234.3
37897,2S,EE,Demokritos,Left,20.0,20.0,234.7
37897,2S,WW,Demokritos,Left,20.3,20.3,233.2
37897,2S,EE,Demokritos,Left,20.8,20.8,235.2
37897,2S,WW,Demokritos,Left,20.8,20.8,234.3
37900,2S,EE,Perugia,Left,20.0,20.0,223.846
37900,2S,WW,Perugia,Left,20.0,20.0,218.074
37900,2S,EE,Perugia,Left,20.0,20.0,223.846
37900,2S,WW,Perugia,Left,20.0,20.0,219.965
37900,2S,EE,Perugia,Left,20.0,20.0,223.589
37900,2S,WW,Perugia,Left,20.0,20.0,211.514
37900,2S,EE,Perugia,Left,20.0,20.0,224.363
37900,2S,WW,Perugia,Left,20.0,20.0,214.31
37900,2S,EE,Perugia,Left,20.0,20.0,224.276
37900,2S,WW,Perugia,Left,20.0,20.0,219.469
37900,2S,EE,Perugia,Left,20.0,20.0,224.19
37900,2S,WW,Perugia,Left,20.0,20.0,218.728
37900,2S,EE,Perugia,Left,20.0,20.0,223.932
37900,2S,WW,Perugia,Left,20.0,20.0,219.882
37900,2S,EE,Perugia,Left,20.0,20.0,222.651
37900,2S,WW,Perugia,Left,20.0,20.0,216.216
37901,2S,EE,Perugia,Left,20.0,20.0,223.418
37901,2S,EE,Perugia,Left,20.0,20.0,222.821
37901,2S,WW,Perugia,Left,20.0,20.0,222.566
37901,2S,EE,Perugia,Left,20.0,20.0,224.018
37901,2S,EE,Perugia,Left,20.0,20.0,223.076
37901,2S,WW,Perugia,Left,20.0,20.0,220.464
37901,2S,EE,Perugia,Left,20.0,20.0,223.675
37901,2S,WW,Perugia,Left,20.0,20.0,221.3
37901,2S,EE,Perugia,Left,20.0,20.0,223.589
37901,2S,WW,Perugia,Left,20.0,20.0,221.889
37901,2S,EE,Perugia,Left,20.0,20.0,223.675
37901,2S,WW,Perugia,Left,20.0,20.0,223.76
37901,2S,EE,Perugia,Left,20.0,20.0,223.503
37901,2S,WW,Perugia,Left,20.0,20.0,221.216
37901,2S,EE,Perugia,Left,20.0,20.0,222.906
37901,2S,WW,Perugia,Left,20.0,20.0,221.3
37903,2S,EE,Brown,Right,20.0,20.014,304.53
37903,2S,WW,Brown,Right,20.0,20.014,292.146
37903,2S,EE,Brown,Right,20.0,20.044,304.644
37903,2S,WW,Brown,Right,20.0,20.044,314.366
37903,2S,EE,Brown,Right,20.0,20.05,301.372
37903,2S,WW,Brown,Right,20.0,20.038,291.259
37903,2S,EE,Brown,Right,20.0,20.089,302.353
37903,2S,WW,Brown,Right,20.0,20.072,288.612
37903,2S,EE,Brown,Right,20.0,20.061,304.572
37903,2S,WW,Brown,Right,20.0,20.03,292.134
37903,2S,EE,Brown,Right,20.0,20.059,305.055
37903,2S,WW,Brown,Right,20.0,20.069,288.324
37903,2S,EE,Brown,Right,20.0,20.051,302.943
37903,2S,WW,Brown,Right,20.0,20.051,296.632
37903,2S,EE,Brown,Right,20.0,20.077,304.638
37903,2S,WW,Brown,Right,20.0,20.074,308.961
37896,PSS,EE,Brown,Right,20.0,20.07,311.547
37896,PSS,WW,Brown,Right,20.0,20.055,305.882
37896,PSS,EE,Brown,Right,20.0,20.029,309.73
37896,PSS,WW,Brown,Right,20.0,20.041,312.129
37896,PSS,EE,Brown,Right,20.0,20.085,308.483
37896,PSS,WW,Brown,Right,20.0,20.086,304.664
37896,PSS,EE,Brown,Right,20.0,20.07,310.212
37896,PSS,WW,Brown,Right,20.0,20.056,294.252
37896,PSS,EE,Brown,Right,20.0,20.022,308.849
37896,PSS,WW,Brown,Right,20.0,20.08,307.475
37896,PSS,EE,Brown,Right,20.0,20.063,309.629
37896,PSS,WW,Brown,Right,20.0,20.069,311.881
37896,PSS,EE,Brown,Right,20.0,20.067,311.276
37896,PSS,WW,Brown,Right,20.0,20.045,310.549
37896,PSS,EE,Brown,Right,20.0,20.091,310.151
37896,PSS,WW,Brown,Right,20.0,20.063,311.365
38212,PSS,EE,Brown,Right,20.0,20.01,310.507
38212,PSS,WW,Brown,Right,20.0,20.015,288.923
38212,PSS,EE,Brown,Right,20.0,20.103,306.787
38212,PSS,WW,Brown,Right,20.0,20.156,305.69
38212,PSS,EE,Brown,Right,20.0,20.068,304.168
38212,PSS,WW,Brown,Right,20.0,20.071,302.779
38212,PSS,EE,Brown,Right,20.0,20.168,304.795
38212,PSS,WW,Brown,Right,20.0,20.155,309.046
38212,PSS,EE,Brown,Right,20.0,20.123,308.143
38212,PSS,WW,Brown,Right,20.0,20.2,290.673
38212,PSS,EE,Brown,Right,20.0,20.15,309.664
38212,PSS,WW,Brown,Right,20.0,20.199,305.702
38212,PSS,EE,Brown,Right,20.0,20.199,305.567
38212,PSS,WW,Brown,Right,20.0,20.205,305.402
38212,PSS,EE,Brown,Right,20.0,20.209,306.31
38212,PSS,WW,Brown,Right,20.0,20.176,299.7
37904,2S,EE,Demokritos,Left,18.9,18.9,234.1
37904,2S,WW,Demokritos,Left,19.0,19.0,233.9
37904,2S,EE,Demokritos,Left,18.0,18.0,233.2
37904,2S,WW,Demokritos,Left,19.8,19.8,233.5
37904,2S,EE,Demokritos,Left,15.3,15.3,234.7
37904,2S,WW,Demokritos,Left,13.1,13.1,232.1
37904,2S,EE,Demokritos,Left,21.2,21.2,234.8
37904,2S,WW,Demokritos,Left,17.7,17.7,232.0
37904,2S,EE,Demokritos,Left,18.1,18.1,234.8
37904,2S,WW,Demokritos,Left,14.5,14.5,234.8
37904,2S,EE,Demokritos,Left,18.2,18.2,235.1
37904,2S,EE,Demokritos,Left,18.2,18.2,234.6
37904,2S,EE,Demokritos,Left,19.1,19.1,233.1
37904,2S,WW,Demokritos,Left,19.4,19.4,230.1
37905,2S,EE,Demokritos,Left,15.1,15.1,235.2
37905,2S,WW,Demokritos,Left,15.3,15.3,232.0
37905,2S,EE,Demokritos,Left,19.7,19.7,232.6
37905,2S,WW,Demokritos,Left,20.1,20.1,231.7
37905,2S,EE,Demokritos,Left,17.6,17.6,232.8
37905,2S,WW,Demokritos,Left,18.5,18.5,231.8
37905,2S,EE,Demokritos,Left,20.0,20.0,232.6
37905,2S,WW,Demokritos,Left,20.6,20.6,232.0
37905,2S,EE,Demokritos,Left,19.4,19.4,233.1
37905,2S,WW,Demokritos,Left,20.0,20.0,233.3
37905,2S,EE,Demokritos,Left,20.6,20.6,233.2
37905,2S,WW,Demokritos,Left,20.9,20.9,232.9
37905,2S,EE,Demokritos,Left,21.3,21.3,232.8
37905,2S,WW,Demokritos,Left,22.1,22.1,232.0
38194,2S,EE,Perugia,Left,20.0,20.0,223.589
38194,2S,WW,Perugia,Left,20.0,20.0,224.104
38194,2S,EE,Perugia,Left,20.0,20.0,223.76
38194,2S,WW,Perugia,Left,20.0,20.0,223.76
38194,2S,EE,Perugia,Left,20.0,20.0,223.675
38194,2S,WW,Perugia,Left,20.0,20.0,224.018
38194,2S,EE,Perugia,Left,20.0,20.0,224.018
38194,2S,WW,Perugia,Left,20.0,20.0,220.131
38194,2S,EE,Perugia,Left,20.0,20.0,223.418
38194,2S,WW,Perugia,Left,20.0,20.0,224.018
38194,2S,EE,Perugia,Left,20.0,20.0,223.932
38194,2S,WW,Perugia,Left,20.0,20.0,220.297
38194,2S,EE,Perugia,Left,20.0,20.0,224.018
38194,2S,WW,Perugia,Left,20.0,20.0,224.449
38195,2S,EE,Perugia,Left,20.0,20.0,224.363
38195,2S,WW,Perugia,Left,20.0,20.0,224.449
38195,2S,EE,Perugia,Left,20.0,20.0,223.332
38195,2S,WW,Perugia,Left,20.0,20.0,224.363
38195,2S,EE,Perugia,Left,20.0,20.0,223.846
38195,2S,WW,Perugia,Left,20.0,20.0,224.449
38195,2S,EE,Perugia,Left,20.0,20.0,223.161
38195,2S,WW,Perugia,Left,20.0,20.0,223.418
38195,2S,EE,Perugia,Left,20.0,20.0,223.332
38195,2S,WW,Perugia,Left,20.0,20.0,223.418
38195,2S,EE,Perugia,Left,20.0,20.0,223.675
38195,2S,WW,Perugia,Left,20.0,20.0,223.503
38195,2S,EE,Perugia,Left,20.0,20.0,223.161
38195,2S,WW,Perugia,Left,20.0,20.0,224.622
38195,2S,EE,Perugia,Left,20.0,20.0,223.503
38195,2S,WW,Perugia,Left,20.0,20.0,223.932
38213,PSS,EE,Perugia,Left,20.0,20.0,223.76
38213,PSS,WW,Perugia,Left,20.0,20.0,223.332
38213,PSS,EE,Perugia,Left,20.0,20.0,223.932
38213,PSS,WW,Perugia,Left,20.0,20.0,222.906
38213,PSS,EE,Perugia,Left,20.0,20.0,223.76
38213,PSS,WW,Perugia,Left,20.0,20.0,223.161
38213,PSS,EE,Perugia,Left,20.0,20.0,223.247
38213,PSS,WW,Perugia,Left,20.0,20.0,222.736
38213,PSS,EE,Perugia,Left,20.0,20.0,223.247
38213,PSS,WW,Perugia,Left,20.0,20.0,222.991
38213,PSS,EE,Perugia,Left,20.0,20.0,223.247
38213,PSS,WW,Perugia,Left,20.0,20.0,221.804
38213,PSS,EE,Perugia,Left,20.0,20.0,222.227
38213,PSS,WW,Perugia,Left,20.0,20.0,222.821
38711,PSS,EE,Perugia,Left,20.0,20.0,224.968
38711,PSS,WW,Perugia,Left,20.0,20.0,225.49
38711,PSS,EE,Perugia,Left,20.0,20.0,225.055
38711,PSS,WW,Perugia,Left,20.0,20.0,225.229
38711,PSS,EE,Perugia,Left,20.0,20.0,225.055
38711,PSS,WW,Perugia,Left,20.0,20.0,225.926
38711,PSS,EE,Perugia,Left,20.0,20.0,225.229
38711,PSS,WW,Perugia,Left,20.0,20.0,225.229
38711,PSS,EE,Perugia,Left,20.0,20.0,225.142
38711,PSS,WW,Perugia,Left,20.0,20.0,225.751
38711,PSS,WW,Perugia,Left,20.0,20.0,225.229
38711,PSS,WW,Perugia,Left,20.0,20.0,224.622
38711,PSS,EE,Perugia,Left,20.0,20.0,224.795
38711,PSS,WW,Perugia,Left,20.0,20.0,225.315
38711,PSS,EE,Perugia,Left,20.0,20.0,225.055
38711,PSS,WW,Perugia,Left,20.0,20.0,225.577
38196,2S,EE,Demokritos,Left,19.6,19.6,233.6
38196,2S,WW,Demokritos,Left,21.6,21.6,227.4
38196,2S,EE,Demokritos,Left,23.4,23.4,232.9
38196,2S,WW,Demokritos,Left,21.0,21.0,231.1
38196,2S,EE,Demokritos,Left,21.6,21.6,235.0
38196,2S,WW,Demokritos,Left,21.9,21.9,222.1
38196,2S,EE,Demokritos,Left,23.0,23.0,234.7
38196,2S,WW,Demokritos,Left,18.7,18.7,222.1
38196,2S,EE,Demokritos,Left,22.3,22.3,233.7
38196,2S,WW,Demokritos,Left,22.6,22.6,225.1
38196,2S,EE,Demokritos,Left,22.2,22.2,234.8
38196,2S,WW,Demokritos,Left,22.7,22.7,220.8
38196,2S,EE,Demokritos,Left,20.9,20.9,233.9
38196,2S,WW,Demokritos,Left,21.7,21.7,227.2
38198,2S,EE,Perugia,Left,20.0,20.0,224.535
38198,2S,WW,Perugia,Left,20.0,20.0,220.547
38198,2S,EE,Perugia,Left,20.0,20.0,224.276
38198,2S,WW,Perugia,Left,20.0,20.0,220.63
38198,2S,EE,Perugia,Left,20.0,20.0,224.449
38198,2S,WW,Perugia,Left,20.0,20.0,219.882
38198,2S,EE,Perugia,Left,20.0,20.0,224.104
38198,2S,WW,Perugia,Left,20.0,20.0,220.38
38198,2S,EE,Perugia,Left,20.0,20.0,224.276
38198,2S,WW,Perugia,Left,20.0,20.0,224.622
38198,2S,EE,Perugia,Left,20.0,20.0,224.276
38198,2S,WW,Perugia,Left,20.0,20.0,220.63
38198,2S,EE,Perugia,Left,20.0,20.0,224.622
38198,2S,WW,Perugia,Left,20.0,20.0,220.63
38199,2S,EE,Demokritos,Left,19.0,19.0,234.3
38199,2S,WW,Demokritos,Left,19.9,19.9,232.9
38199,2S,EE,Demokritos,Left,20.5,20.5,233.3
38199,2S,WW,Demokritos,Left,21.0,21.0,232.4
38199,2S,EE,Demokritos,Left,19.9,19.9,233.6
38199,2S,WW,Demokritos,Left,20.9,20.9,231.9
38199,2S,EE,Demokritos,Left,21.4,21.4,231.8
38199,2S,WW,Demokritos,Left,21.6,21.6,232.1
38199,2S,EE,Demokritos,Left,22.2,22.2,232.3
38199,2S,WW,Demokritos,Left,22.5,22.5,234.0
38199,2S,EE,Demokritos,Left,20.7,20.7,234.4
38199,2S,WW,Demokritos,Left,21.4,21.4,234.4
38199,2S,EE,Demokritos,Left,22.1,22.1,232.3
38199,2S,WW,Demokritos,Left,22.0,22.0,232.4
38201,2S,EE,Perugia,Left,20.0,20.0,222.906
38201,2S,WW,Perugia,Left,20.0,20.0,221.804
38201,2S,EE,Perugia,Left,20.0,20.0,223.503
38201,2S,WW,Perugia,Left,20.0,20.0,221.804
38201,2S,EE,Perugia,Left,20.0,20.0,222.906
38201,2S,WW,Perugia,Left,20.0,20.0,221.552
38201,2S,EE,Perugia,Left,20.0,20.0,224.018
38201,2S,WW,Perugia,Left,20.0,20.0,222.142
38201,2S,EE,Perugia,Left,20.0,20.0,222.991
38201,2S,WW,Perugia,Left,20.0,20.0,223.076
38201,2S,EE,Perugia,Left,20.0,20.0,223.589
38201,2S,WW,Perugia,Left,20.0,20.0,222.142
38201,2S,EE,Perugia,Left,20.0,20.0,223.675
38201,2S,WW,Perugia,Left,20.0,20.0,222.651
38201,2S,EE,Perugia,Left,20.0,20.0,222.481
38201,2S,WW,Perugia,Left,20.0,20.0,222.396
38202,2S,EE,Brown,Right,20.0,20.017,304.482
38202,2S,WW,Brown,Right,20.0,20.017,285.546
38202,2S,EE,Brown,Right,20.0,20.024,307.914
38202,2S,WW,Brown,Right,20.0,20.019,288.992
38202,2S,EE,Brown,Right,20.0,20.022,306.562
38202,2S,WW,Brown,Right,20.0,20.019,294.642
38202,2S,EE,Brown,Right,20.0,20.023,303.573
38202,2S,WW,Brown,Right,20.0,20.024,288.71
38202,2S,EE,Brown,Right,20.0,20.011,305.036
38202,2S,WW,Brown,Right,20.0,20.009,313.744
38202,2S,EE,Brown,Right,20.0,20.015,306.8
38202,2S,WW,Brown,Right,20.0,20.013,306.269
38202,2S,EE,Brown,Right,20.0,20.01,305.934
38202,2S,WW,Brown,Right,20.0,20.008,293.619
38202,2S,EE,Brown,Right,20.0,20.009,305.609
38202,2S,WW,Brown,Right,20.0,20.008,286.835
38693,2S,EE,Brown,Right,20.0,20.015,305.062
38693,2S,WW,Brown,Right,20.0,20.017,289.311
38693,2S,EE,Brown,Right,20.0,20.007,305.339
38693,2S,WW,Brown,Right,20.0,20.005,302.191
38693,2S,EE,Brown,Right,20.0,20.014,304.311
38693,2S,WW,Brown,Right,20.0,20.012,304.663
38693,2S,EE,Brown,Right,20.0,20.008,303.769
38693,2S,WW,Brown,Right,20.0,20.006,306.221
38693,2S,EE,Brown,Right,20.0,20.007,303.209
38693,2S,WW,Brown,Right,20.0,20.011,302.157
38693,2S,EE,Brown,Right,20.0,20.01,307.325
38693,2S,WW,Brown,Right,20.0,20.008,308.248
38693,2S,EE,Brown,Right,20.0,20.021,306.48
38693,2S,WW,Brown,Right,20.0,20.009,306.717
38693,2S,EE,Brown,Right,20.0,20.007,308.353
38693,2S,WW,Brown,Right,20.0,20.009,310.233
38694,2S,EE,Brown,Right,20.0,20.006,306.033
38694,2S,WW,Brown,Right,20.0,20.017,304.594
38694,2S,EE,Brown,Right,20.0,20.009,304.924
38694,2S,WW,Brown,Right,20.0,20.011,304.829
38694,2S,EE,Brown,Right,20.0,20.036,302.112
38694,2S,WW,Brown,Right,20.0,20.011,303.528
38694,2S,EE,Brown,Right,20.0,20.027,304.943
38694,2S,WW,Brown,Right,20.0,20.012,303.623
38694,2S,EE,Brown,Right,20.0,20.006,306.43
38694,2S,WW,Brown,Right,20.0,20.006,304.322
38694,2S,EE,Brown,Right,20.0,20.011,306.251
38694,2S,WW,Brown,Right,20.0,20.017,301.534
38694,2S,EE,Brown,Right,20.0,20.024,302.486
38694,2S,WW,Brown,Right,20.0,20.014,308.499
38694,2S,EE,Brown,Right,20.0,20.033,307.311
38694,2S,WW,Brown,Right,20.0,20.011,299.929
38713,2S,EE,Brown,Right,20.0,20.012,315.613
38713,2S,WW,Brown,Right,20.0,20.036,283.492
38713,2S,EE,Brown,Right,20.0,20.006,305.149
38713,2S,WW,Brown,Right,20.0,20.015,282.092
38713,2S,EE,Brown,Right,20.0,20.05,302.821
38713,2S,WW,Brown,Right,20.0,20.031,265.289
38713,2S,EE,Brown,Right,20.0,20.032,308.973
38713,2S,WW,Brown,Right,20.0,20.021,282.413
38713,2S,EE,Brown,Right,20.0,20.007,316.018
38713,2S,WW,Brown,Right,20.0,20.015,285.987
38713,2S,EE,Brown,Right,20.0,20.011,307.704
38713,2S,WW,Brown,Right,20.0,20.025,293.27
38713,2S,EE,Brown,Right,20.0,20.029,308.214
38713,2S,WW,Brown,Right,20.0,20.012,314.025
38713,2S,EE,Brown,Right,20.0,20.041,301.708
38713,2S,WW,Brown,Right,20.0,20.017,312.742
38714,2S,EE,Demokritos,Left,22.1,22.1,233.4
38714,2S,WW,Demokritos,Left,22.4,22.4,230.5
38714,2S,EE,Demokritos,Left,22.7,22.7,232.4
38714,2S,WW,Demokritos,Left,21.1,21.1,233.6
38714,2S,EE,Demokritos,Left,20.2,20.2,235.2
38714,2S,WW,Demokritos,Left,20.9,20.9,232.1
38714,2S,EE,Demokritos,Left,21.7,21.7,234.0
38714,2S,WW,Demokritos,Left,21.9,21.9,233.5
38714,2S,EE,Demokritos,Left,21.8,21.8,233.5
38714,2S,WW,Demokritos,Left,22.1,22.1,235.8
38714,2S,EE,Demokritos,Left,22.3,22.3,232.7
38714,2S,WW,Demokritos,Left,22.4,22.4,235.5
38714,2S,EE,Demokritos,Left,22.3,22.3,233.1
38714,2S,WW,Demokritos,Left,22.2,22.2,235.9
38715,2S,EE,Demokritos,Left,21.0,21.0,231.8
38715,2S,WW,Demokritos,Left,21.0,21.0,229.3
38715,2S,EE,Demokritos,Left,22.3,22.3,231.3
38715,2S,WW,Demokritos,Left,21.1,21.1,232.1
38715,2S,EE,Demokritos,Left,20.9,20.9,230.3
38715,2S,WW,Demokritos,Left,20.9,20.9,231.3
38715,2S,EE,Demokritos,Left,21.6,21.6,229.3
38715,2S,WW,Demokritos,Left,21.9,21.9,229.0
38715,2S,EE,Demokritos,Left,21.9,21.9,229.8
38715,2S,WW,Demokritos,Left,21.7,21.7,233.3
38715,2S,EE,Demokritos,Left,21.3,21.3,229.9
38715,2S,WW,Demokritos,Left,21.0,21.0,232.9
38715,2S,EE,Demokritos,Left,22.0,22.0,229.7
38715,2S,WW,Demokritos,Left,22.1,22.1,230.4
38716,2S,EE,Perugia,Left,20.0,20.0,220.881
38716,2S,WW,Perugia,Left,20.0,20.0,223.247
38716,2S,EE,Perugia,Left,20.0,20.0,221.468
38716,2S,WW,Perugia,Left,20.0,20.0,223.503
38716,2S,EE,Perugia,Left,20.0,20.0,221.804
38716,2S,WW,Perugia,Left,20.0,20.0,222.566
38716,2S,EE,Perugia,Left,20.0,20.0,222.821
38716,2S,WW,Perugia,Left,20.0,20.0,224.622
38716,2S,EE,Perugia,Left,20.0,20.0,222.736
38716,2S,WW,Perugia,Left,20.0,20.0,224.795
38716,2S,EE,Perugia,Left,20.0,20.0,222.651
38716,2S,WW,Perugia,Left,20.0,20.0,224.363
38695,2S,EE,Brown,Right,20.0,20.008,304.979
38695,2S,WW,Brown,Right,20.0,20.025,283.189
38695,2S,EE,Brown,Right,20.0,20.007,301.633
38695,2S,WW,Brown,Right,20.0,20.01,288.413
38695,2S,EE,Brown,Right,20.0,20.042,305.542
38695,2S,WW,Brown,Right,20.0,20.03,284.258
38695,2S,EE,Brown,Right,20.0,20.018,303.823
38695,2S,WW,Brown,Right,20.0,20.009,267.301
38695,2S,EE,Brown,Right,20.0,20.018,306.69
38695,2S,WW,Brown,Right,20.0,20.043,302.6
38695,2S,EE,Brown,Right,20.0,20.009,307.32
38695,2S,WW,Brown,Right,20.0,20.034,306.031
38695,2S,EE,Brown,Right,20.0,20.06,299.195
38695,2S,WW,Brown,Right,20.0,20.039,309.786
38695,2S,EE,Brown,Right,20.0,20.051,301.25
38695,2S,WW,Brown,Right,20.0,20.03,290.481
38696,2S,EE,Brown,Right,20.0,20.005,305.925
38696,2S,WW,Brown,Right,20.0,20.013,305.177
38696,2S,EE,Brown,Right,20.0,20.009,305.309
