batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,D_UM
46796,PSS,WW,Perugia,Left,20.0,20.0,222.651
46796,PSS,EE,Perugia,Left,20.0,20.0,224.363
46796,PSS,WW,Perugia,Left,20.0,20.0,223.503
46797,PSS,EE,Perugia,Left,20.0,20.0,223.161
46797,PSS,WW,Perugia,Left,20.0,20.0,222.991
46797,PSS,EE,Perugia,Left,20.0,20.0,221.048
46797,PSS,WW,Perugia,Left,20.0,20.0,220.964
46797,PSS,EE,Perugia,Left,20.0,20.0,220.964
46797,PSS,WW,Perugia,Left,20.0,20.0,221.384
46797,PSS,EE,Perugia,Left,20.0,20.0,221.3
46797,PSS,WW,Perugia,Left,20.0,20.0,221.384
46797,PSS,EE,Perugia,Left,20.0,20.0,222.142
46797,PSS,WW,Perugia,Left,20.0,20.0,221.3
46797,PSS,EE,Perugia,Left,20.0,20.0,219.634
46797,PSS,WW,Perugia,Left,20.0,20.0,219.799
46797,PSS,EE,Perugia,Left,20.0,20.0,221.468
46797,PSS,WW,Perugia,Left,20.0,20.0,220.63
46797,PSS,EE,Perugia,Left,20.0,20.0,219.469
46797,PSS,WW,Perugia,Left,20.0,20.0,220.464
47345,PSS,EE,Brown,Right,20.0,20.007,304.263
47345,PSS,WW,Brown,Right,20.0,20.005,302.508
47345,PSS,EE,Brown,Right,20.0,20.007,302.518
47345,PSS,WW,Brown,Right,20.0,20.003,302.026
47345,PSS,EE,Brown,Right,20.0,20.004,302.508
47345,PSS,WW,Brown,Right,20.0,20.003,300.988
47345,PSS,EE,Brown,Right,20.0,20.005,301.585
47345,PSS,WW,Brown,Right,20.0,20.002,300.347
47345,PSS,EE,Brown,Right,20.0,20.007,301.352
47345,PSS,WW,Brown,Right,20.0,20.004,299.828
47345,PSS,EE,Brown,Right,20.0,20.005,304.075
47345,PSS,WW,Brown,Right,20.0,20.003,303.527
46232,PSP,EE,Brown,Right,20.0,20.006,271.837
46232,PSP,WW,Brown,Right,20.0,20.071,263.215
46232,PSP,EE,Brown,Right,20.0,20.007,250.454
46232,PSP,WW,Brown,Right,20.0,20.007,251.109
46232,PSP,EE,Brown,Right,20.0,20.063,259.342
46232,PSP,WW,Brown,Right,20.0,20.104,242.179
46232,PSP,EE,Brown,Right,20.0,20.037,270.24
46232,PSP,WW,Brown,Right,20.0,20.037,242.989
46232,PSP,EE,Brown,Right,20.0,20.011,263.773
46232,PSP,WW,Brown,Right,20.0,20.084,225.654
46232,PSP,EE,Brown,Right,20.0,20.008,266.963
46232,PSP,WW,Brown,Right,20.0,20.008,246.878
46232,PSP,EE,Brown,Right,20.0,20.072,252.911
46232,PSP,WW,Brown,Right,20.0,20.004,296.558
46232,PSP,EE,Brown,Right,20.0,20.004,254.972
46232,PSP,WW,Brown,Right,20.0,20.006,277.705
46811,PSP,EE,Brown,Right,20.0,20.006,288.213
46811,PSP,WW,Brown,Right,20.0,20.05,213.738
46811,PSP,EE,Brown,Right,20.0,20.009,265.976
46811,PSP,WW,Brown,Right,20.0,20.043,262.346
46811,PSP,EE,Brown,Right,20.0,20.011,306.697
46811,PSP,WW,Brown,Right,20.0,20.021,249.566
46811,PSP,EE,Brown,Right,20.0,20.021,293.936
46811,PSP,WW,Brown,Right,20.0,20.05,234.341
46811,PSP,EE,Brown,Right,20.0,20.01,290.938
46811,PSP,WW,Brown,Right,20.0,20.11,249.468
46811,PSP,EE,Brown,Right,20.0,20.119,289.678
46811,PSP,WW,Brown,Right,20.0,20.051,241.28
46811,PSP,EE,Brown,Right,20.0,20.109,262.042
46811,PSP,WW,Brown,Right,20.0,20.171,266.167
46811,PSP,EE,Brown,Right,20.0,20.195,261.577
46811,PSP,WW,Brown,Right,20.0,20.006,257.032
47345,PSS,EE,Brown,Right,20.0,20.004,301.984
47345,PSS,WW,Brown,Right,20.0,20.002,301.241
47345,PSS,EE,Brown,Right,20.0,20.007,302.913
47345,PSS,WW,Brown,Right,20.0,20.006,301.137
47346,PSS,EE,Brown,Right,20.0,20.007,301.52
47346,PSS,WW,Brown,Right,20.0,20.004,300.345
47346,PSS,EE,Brown,Right,20.0,20.006,300.076
47346,PSS,WW,Brown,Right,20.0,20.003,299.169
47346,PSS,EE,Brown,Right,20.0,20.003,300.322
47346,PSS,WW,Brown,Right,20.0,20.01,299.538
47346,PSS,EE,Brown,Right,20.0,20.005,301.759
47346,PSS,WW,Brown,Right,20.0,20.004,301.204
47346,PSS,EE,Brown,Right,20.0,20.006,300.671
47346,PSS,WW,Brown,Right,20.0,20.005,300.981
47346,PSS,EE,Brown,Right,20.0,20.005,300.29
47346,PSS,WW,Brown,Right,20.0,20.003,301.535
47346,PSS,EE,Brown,Right,20.0,20.005,303.768
47346,PSS,WW,Brown,Right,20.0,20.005,303.661
47346,PSS,EE,Brown,Right,20.0,20.005,303.991
47346,PSS,WW,Brown,Right,20.0,20.004,303.684
47347,PSS,EE,Brown,Right,20.0,20.005,303.025
47347,PSS,WW,Brown,Right,20.0,20.005,303.632
47347,PSS,EE,Brown,Right,20.0,20.006,302.192
47347,PSS,WW,Brown,Right,20.0,20.005,302.531
47347,PSS,EE,Brown,Right,20.0,20.003,301.78
47347,PSS,WW,Brown,Right,20.0,20.003,303.249
47347,PSS,EE,Brown,Right,20.0,20.004,302.707
47347,PSS,WW,Brown,Right,20.0,20.004,303.3
47347,PSS,EE,Brown,Right,20.0,20.009,300.462
47347,PSS,WW,Brown,Right,20.0,20.004,302.297
47347,PSS,EE,Brown,Right,20.0,20.009,302.054
47347,PSS,WW,Brown,Right,20.0,20.003,303.295
47347,PSS,EE,Brown,Right,20.0,20.009,301.515
47347,PSS,WW,Brown,Right,20.0,20.004,302.462
47347,PSS,EE,Brown,Right,20.0,20.012,302.708
47347,PSS,WW,Brown,Right,20.0,20.005,303.063
47356,2S,EE,Demokritos,Left,25.7,25.7,225.0
47356,2S,WW,Demokritos,Left,26.7,26.7,230.1
47356,2S,EE,Demokritos,Left,24.4,24.4,223.1
47356,2S,WW,Demokritos,Left,23.9,23.9,228.4
47356,2S,EE,Demokritos,Left,27.6,27.6,223.5
47356,2S,WW,Demokritos,Left,27.1,27.1,230.0
47356,2S,EE,Demokritos,Left,23.5,23.5,225.1
47356,2S,WW,Demokritos,Left,25.9,25.9,232.0
47356,2S,EE,Demokritos,Left,26.6,26.6,214.1
47356,2S,WW,Demokritos,Left,25.9,25.9,230.7
47356,2S,EE,Demokritos,Left,24.6,24.6,224.0
47356,2S,WW,Demokritos,Left,24.3,24.3,230.7
47357,2S,EE,Demokritos,Left,23.6,23.6,229.4
47357,2S,WW,Demokritos,Left,23.5,23.5,227.1
47357,2S,EE,Demokritos,Left,22.7,22.7,232.6
47357,2S,WW,Demokritos,Left,22.7,22.7,230.3
47357,2S,EE,Demokritos,Left,26.5,26.5,227.3
47357,2S,WW,Demokritos,Left,24.8,24.8,227.4
47357,2S,EE,Demokritos,Left,22.6,22.6,226.3
47357,2S,WW,Demokritos,Left,29.2,29.2,227.9
47357,2S,EE,Demokritos,Left,23.9,23.9,230.0
47357,2S,WW,Demokritos,Left,23.3,23.3,229.4
47357,2S,EE,Demokritos,Left,22.7,22.7,229.4
47357,2S,WW,Demokritos,Left,22.7,22.7,226.5
47358,2S,EE,Demokritos,Left,24.4,24.4,229.5
47358,2S,WW,Demokritos,Left,24.0,24.0,224.4
47358,2S,EE,Demokritos,Left,24.0,24.0,227.0
47358,2S,WW,Demokritos,Left,23.7,23.7,230.1
47358,2S,EE,Demokritos,Left,23.5,23.5,227.2
47358,2S,WW,Demokritos,Left,23.3,23.3,225.2
47358,2S,EE,Demokritos,Left,23.8,23.8,231.4
47358,2S,WW,Demokritos,Left,23.8,23.8,226.7
47358,2S,EE,Demokritos,Left,23.6,23.6,226.2
47358,2S,WW,Demokritos,Left,23.6,23.6,224.2
47358,2S,EE,Demokritos,Left,26.0,26.0,231.0
47358,2S,WW,Demokritos,Left,25.0,25.0,229.4
47359,2S,EE,Demokritos,Left,28.4,28.4,227.3
47359,2S,WW,Demokritos,Left,27.2,27.2,228.0
47359,2S,EE,Demokritos,Left,26.2,26.2,219.6
47359,2S,WW,Demokritos,Left,25.7,25.7,230.4
47359,2S,EE,Demokritos,Left,24.6,24.6,229.2
47359,2S,WW,Demokritos,Left,24.0,24.0,227.4
47359,2S,EE,Demokritos,Left,23.3,23.3,231.3
47359,2S,WW,Demokritos,Left,19.7,19.7,231.3
47359,2S,EE,Demokritos,Left,20.8,20.8,230.8
47359,2S,WW,Demokritos,Left,21.1,21.1,226.2
47359,2S,EE,Demokritos,Left,21.5,21.5,227.9
47359,2S,WW,Demokritos,Left,21.7,21.7,222.5
47360,2S,EE,Demokritos,Left,27.4,27.4,227.1
47360,2S,WW,Demokritos,Left,25.9,25.9,229.5
47360,2S,EE,Demokritos,Left,25.0,25.0,230.4
47360,2S,WW,Demokritos,Left,23.8,23.8,228.8
47360,2S,EE,Demokritos,Left,22.6,22.6,230.8
47360,2S,WW,Demokritos,Left,25.4,25.4,228.9
47360,2S,EE,Demokritos,Left,23.2,23.2,230.9
47360,2S,WW,Demokritos,Left,22.8,22.8,229.2
47360,2S,EE,Demokritos,Left,24.1,24.1,227.0
47360,2S,WW,Demokritos,Left,23.1,23.1,231.4
47360,2S,EE,Demokritos,Left,22.8,22.8,233.0
47360,2S,WW,Demokritos,Left,22.7,22.7,226.2
47361,2S,EE,Perugia,Left,20.0,20.0,222.821
47361,2S,WW,Perugia,Left,20.0,20.0,222.906
47361,2S,EE,Perugia,Left,20.0,20.0,223.332
47361,2S,WW,Perugia,Left,20.0,20.0,222.142
47361,2S,EE,Perugia,Left,20.0,20.0,223.161
47361,2S,WW,Perugia,Left,20.0,20.0,223.675
47361,2S,EE,Perugia,Left,20.0,20.0,222.142
47361,2S,WW,Perugia,Left,20.0,20.0,221.384
47361,2S,EE,Perugia,Left,20.0,20.0,224.018
47361,2S,WW,Perugia,Left,20.0,20.0,224.363
47361,2S,EE,Perugia,Left,20.0,20.0,221.552
47361,2S,WW,Perugia,Left,20.0,20.0,224.018
47361,2S,EE,Perugia,Left,20.0,20.0,222.142
47361,2S,WW,Perugia,Left,20.0,20.0,223.846
47361,2S,EE,Perugia,Left,20.0,20.0,224.449
47361,2S,WW,Perugia,Left,20.0,20.0,223.332
47362,2S,EE,Perugia,Left,20.0,20.0,224.881
47362,2S,WW,Perugia,Left,20.0,20.0,224.881
47362,2S,EE,Perugia,Left,20.0,20.0,224.018
47362,2S,WW,Perugia,Left,20.0,20.0,224.276
47362,2S,EE,Perugia,Left,20.0,20.0,224.449
47362,2S,WW,Perugia,Left,20.0,20.0,220.63
47362,2S,EE,Perugia,Left,20.0,20.0,223.846
47362,2S,WW,Perugia,Left,20.0,20.0,224.104
47362,2S,EE,Perugia,Left,20.0,20.0,223.076
47362,2S,WW,Perugia,Left,20.0,20.0,223.589
47362,2S,EE,Perugia,Left,20.0,20.0,224.795
47362,2S,WW,Perugia,Left,20.0,20.0,224.795
47362,2S,EE,Perugia,Left,20.0,20.0,224.104
47362,2S,WW,Perugia,Left,20.0,20.0,223.932
47362,2S,EE,Perugia,Left,20.0,20.0,224.535
47362,2S,WW,Perugia,Left,20.0,20.0,220.881
47363,2S,EE,Perugia,Left,20.0,20.0,223.503
47363,2S,WW,Perugia,Left,20.0,20.0,224.104
47363,2S,EE,Perugia,Left,20.0,20.0,223.675
47363,2S,WW,Perugia,Left,20.0,20.0,224.018
47363,2S,EE,Perugia,Left,20.0,20.0,223.503
47363,2S,WW,Perugia,Left,20.0,20.0,222.991
47363,2S,EE,Perugia,Left,20.0,20.0,223.846
47363,2S,WW,Perugia,Left,20.0,20.0,224.018
47363,2S,EE,Perugia,Left,20.0,20.0,224.104
47363,2S,WW,Perugia,Left,20.0,20.0,223.503
47363,2S,EE,Perugia,Left,20.0,20.0,224.19
47363,2S,WW,Perugia,Left,20.0,20.0,222.651
47363,2S,EE,Perugia,Left,20.0,20.0,223.589
47363,2S,WW,Perugia,Left,20.0,20.0,223.418
47363,2S,EE,Perugia,Left,20.0,20.0,222.651
47363,2S,WW,Perugia,Left,20.0,20.0,224.276
47364,2S,EE,Perugia,Left,20.0,20.0,223.675
47364,2S,WW,Perugia,Left,20.0,20.0,223.76
47364,2S,EE,Perugia,Left,20.0,20.0,223.503
47364,2S,WW,Perugia,Left,20.0,20.0,222.906
47364,2S,EE,Perugia,Left,20.0,20.0,224.535
47364,2S,WW,Perugia,Left,20.0,20.0,223.418
47364,2S,EE,Perugia,Left,20.0,20.0,223.247
47364,2S,WW,Perugia,Left,20.0,20.0,223.332
47364,2S,EE,Perugia,Left,20.0,20.0,222.906
47364,2S,WW,Perugia,Left,20.0,20.0,222.736
47364,2S,EE,Perugia,Left,20.0,20.0,222.821
47364,2S,WW,Perugia,Left,20.0,20.0,222.396
47364,2S,EE,Perugia,Left,20.0,20.0,223.418
47364,2S,WW,Perugia,Left,20.0,20.0,223.418
47364,2S,EE,Perugia,Left,20.0,20.0,223.418
47364,2S,WW,Perugia,Left,20.0,20.0,222.821
47348,PSS,EE,Demokritos,Left,22.2,22.2,233.5
47348,PSS,WW,Demokritos,Left,22.0,22.0,229.6
47348,PSS,EE,Demokritos,Left,22.5,22.5,232.1
47348,PSS,WW,Demokritos,Left,22.0,22.0,228.2
47348,PSS,EE,Demokritos,Left,21.8,21.8,232.2
47348,PSS,WW,Demokritos,Left,21.6,21.6,227.6
47348,PSS,EE,Demokritos,Left,21.7,21.7,231.9
47348,PSS,WW,Demokritos,Left,21.4,21.4,226.6
47348,PSS,EE,Demokritos,Left,21.5,21.5,232.5
47348,PSS,WW,Demokritos,Left,22.8,22.8,230.3
47348,PSS,EE,Demokritos,Left,21.2,21.2,232.8
47348,PSS,WW,Demokritos,Left,21.1,21.1,227.1
47348,PSS,EE,Demokritos,Left,22.5,22.5,231.7
47348,PSS,WW,Demokritos,Left,22.1,22.1,226.1
47348,PSS,EE,Demokritos,Left,23.7,23.7,232.3
47348,PSS,WW,Demokritos,Left,22.9,22.9,227.2
47349,PSS,EE,Demokritos,Left,21.8,21.8,233.0
47349,PSS,WW,Demokritos,Left,21.9,21.9,231.0
47349,PSS,EE,Demokritos,Left,22.6,22.6,232.5
47349,PSS,WW,Demokritos,Left,21.9,21.9,230.7
47349,PSS,EE,Demokritos,Left,21.6,21.6,231.8
47349,PSS,WW,Demokritos,Left,21.4,21.4,231.5
47349,PSS,EE,Demokritos,Left,21.4,21.4,234.6
47349,PSS,WW,Demokritos,Left,22.8,22.8,232.1
47349,PSS,EE,Demokritos,Left,22.1,22.1,234.1
47349,PSS,WW,Demokritos,Left,21.6,21.6,230.6
47349,PSS,EE,Demokritos,Left,21.1,21.1,233.2
47349,PSS,WW,Demokritos,Left,20.9,20.9,229.2
47349,PSS,EE,Demokritos,Left,21.2,21.2,230.5
47349,PSS,WW,Demokritos,Left,21.0,21.0,230.2
47349,PSS,EE,Demokritos,Left,20.7,20.7,235.6
47349,PSS,WW,Demokritos,Left,22.8,22.8,232.5
48205,PSS,EE,Perugia,Left,20.0,20.0,221.889
48205,PSS,WW,Perugia,Left,20.0,20.0,223.932
48205,PSS,EE,Perugia,Left,20.0,20.0,222.736
48205,PSS,WW,Perugia,Left,20.0,20.0,223.503
48205,PSS,EE,Perugia,Left,20.0,20.0,221.804
48205,PSS,WW,Perugia,Left,20.0,20.0,223.247
48205,PSS,EE,Perugia,Left,20.0,20.0,221.216
48205,PSS,WW,Perugia,Left,20.0,20.0,223.332
48205,PSS,EE,Perugia,Left,20.0,20.0,222.227
48205,PSS,WW,Perugia,Left,20.0,20.0,223.161
48205,PSS,EE,Perugia,Left,20.0,20.0,221.889
48205,PSS,WW,Perugia,Left,20.0,20.0,223.675
48205,PSS,EE,Perugia,Left,20.0,20.0,224.535
48205,PSS,WW,Perugia,Left,20.0,20.0,220.131
48205,PSS,EE,Perugia,Left,20.0,20.0,221.552
48205,PSS,WW,Perugia,Left,20.0,20.0,222.821
48206,PSS,EE,Perugia,Left,20.0,20.0,224.276
48206,PSS,WW,Perugia,Left,20.0,20.0,221.804
48206,PSS,EE,Perugia,Left,20.0,20.0,224.104
48206,PSS,WW,Perugia,Left,20.0,20.0,222.906
48206,PSS,EE,Perugia,Left,20.0,20.0,224.708
48206,PSS,WW,Perugia,Left,20.0,20.0,224.19
48206,PSS,EE,Perugia,Left,20.0,20.0,225.142
48206,PSS,WW,Perugia,Left,20.0,20.0,224.795
48206,PSS,EE,Perugia,Left,20.0,20.0,223.846
48206,PSS,WW,Perugia,Left,20.0,20.0,224.795
48206,PSS,EE,Perugia,Left,20.0,20.0,223.503
48206,PSS,WW,Perugia,Left,20.0,20.0,221.048
48206,PSS,EE,Perugia,Left,20.0,20.0,224.363
48206,PSS,WW,Perugia,Left,20.0,20.0,223.332
48206,PSS,EE,Perugia,Left,20.0,20.0,223.503
48206,PSS,WW,Perugia,Left,20.0,20.0,222.736
47365,2S,EE,Brown,Right,20.0,20.101,299.89
47365,2S,WW,Brown,Right,20.0,20.144,300.801
47365,2S,EE,Brown,Right,20.0,20.07,297.046
47365,2S,WW,Brown,Right,20.0,20.097,300.196
47365,2S,EE,Brown,Right,20.0,20.189,297.795
47365,2S,WW,Brown,Left,20.0,20.284,294.669
47365,2S,EE,Brown,Right,20.0,20.144,296.419
47365,2S,WW,Brown,Right,20.0,20.126,300.085
47365,2S,EE,Brown,Right,20.0,20.135,113.148
47365,2S,EE,Brown,Right,20.0,20.07,269.25
47365,2S,WW,Brown,Right,20.0,20.089,295.135
47365,2S,EE,Brown,Right,20.0,20.187,93.257
47365,2S,EE,Brown,Right,20.0,20.097,294.547
47365,2S,WW,Brown,Right,20.0,20.107,296.861
47366,2S,EE,Brown,Right,20.0,20.138,273.507
47366,2S,WW,Brown,Right,20.0,20.127,297.228
47366,2S,WW,Brown,Right,20.0,20.116,294.384
47366,2S,EE,Brown,Right,20.0,20.148,299.565
47366,2S,EE,Brown,Right,20.0,20.147,298.193
47366,2S,WW,Brown,Right,20.0,20.161,296.985
47366,2S,EE,Brown,Right,20.0,20.082,299.626
47366,2S,WW,Brown,Right,20.0,20.1,298.89
47366,2S,EE,Brown,Right,20.0,20.184,302.427
47366,2S,WW,Brown,Right,20.0,20.169,301.226
47366,2S,EE,Brown,Right,20.0,20.127,298.538
47366,2S,WW,Brown,Right,20.0,20.117,300.336
47367,2S,EE,Perugia,Left,20.0,20.0,223.846
47367,2S,WW,Perugia,Left,20.0,20.0,220.131
47367,2S,EE,Perugia,Left,20.0,20.0,219.965
47367,2S,WW,Perugia,Left,20.0,20.0,221.889
47367,2S,EE,Perugia,Left,20.0,20.0,220.048
47367,2S,WW,Perugia,Left,20.0,20.0,221.384
47367,2S,EE,Perugia,Left,20.0,20.0,220.048
47367,2S,WW,Perugia,Left,20.0,20.0,221.132
47367,2S,EE,Perugia,Left,20.0,20.0,220.214
47367,2S,WW,Perugia,Left,20.0,20.0,221.552
47367,2S,EE,Perugia,Left,20.0,20.0,224.622
47367,2S,WW,Perugia,Left,20.0,20.0,220.214
47367,2S,EE,Perugia,Left,20.0,20.0,223.247
47367,2S,WW,Perugia,Left,20.0,20.0,219.882
47367,2S,EE,Perugia,Left,20.0,20.0,222.991
47367,2S,WW,Perugia,Left,20.0,20.0,220.964
47368,2S,EE,Perugia,Left,20.0,20.0,223.076
47368,2S,WW,Perugia,Left,20.0,20.0,220.464
47368,2S,EE,Perugia,Left,20.0,20.0,223.76
47368,2S,WW,Perugia,Left,20.0,20.0,221.636
47368,2S,EE,Perugia,Left,20.0,20.0,224.104
47368,2S,WW,Perugia,Left,20.0,20.0,219.717
47368,2S,EE,Perugia,Left,20.0,20.0,222.991
47368,2S,WW,Perugia,Left,20.0,20.0,219.469
47368,2S,EE,Perugia,Left,20.0,20.0,223.589
47368,2S,WW,Perugia,Left,20.0,20.0,216.859
47368,2S,EE,Perugia,Left,20.0,20.0,223.589
47368,2S,WW,Perugia,Left,20.0,20.0,210.75
47368,2S,EE,Perugia,Left,20.0,20.0,222.991
47368,2S,WW,Perugia,Left,20.0,20.0,219.386
47368,2S,EE,Perugia,Left,20.0,20.0,223.932
47368,2S,WW,Perugia,Left,20.0,20.0,220.881
47369,2S,EE,Demokritos,Left,25.2,25.2,231.4
47369,2S,WW,Demokritos,Left,24.1,24.1,227.5
47369,2S,EE,Demokritos,Left,25.7,25.7,222.7
47369,2S,WW,Demokritos,Left,24.9,24.9,232.2
47369,2S,EE,Demokritos,Left,23.7,23.7,230.0
47369,2S,WW,Demokritos,Left,23.3,23.3,230.6
47369,2S,EE,Demokritos,Left,23.0,23.0,218.3
47369,2S,WW,Demokritos,Left,22.9,22.9,223.3
47369,2S,EE,Demokritos,Left,24.0,24.0,229.4
47369,2S,WW,Demokritos,Left,24.0,24.0,230.3
47369,2S,EE,Demokritos,Left,22.9,22.9,231.2
47369,2S,WW,Demokritos,Left,22.9,22.9,226.9
47369,2S,EE,Demokritos,Left,24.5,24.5,231.5
47369,2S,WW,Demokritos,Left,22.9,22.9,228.6
47370,2S,EE,Demokritos,Left,21.7,21.7,230.9
47370,2S,WW,Demokritos,Left,21.3,21.3,215.2
47370,2S,EE,Demokritos,Left,22.2,22.2,232.9
47370,2S,WW,Demokritos,Left,22.8,22.8,213.5
47370,2S,EE,Demokritos,Left,21.2,21.2,233.1
47370,2S,WW,Demokritos,Left,21.1,21.1,209.8
47370,2S,EE,Demokritos,Left,22.4,22.4,233.9
47370,2S,WW,Demokritos,Left,22.1,22.1,214.8
47370,2S,EE,Demokritos,Left,21.1,21.1,233.2
47370,2S,WW,Demokritos,Left,21.0,21.0,220.8
47375,2S,EE,Brown,Right,20.0,20.155,297.584
47375,2S,WW,Brown,Right,20.0,20.163,266.919
47375,2S,WW,Brown,Right,20.0,20.118,265.008
47375,2S,EE,Brown,Right,20.0,20.185,299.614
47375,2S,WW,Brown,Right,20.0,20.188,300.47
47375,2S,WW,Brown,Right,20.0,20.131,298.853
47375,2S,WW,Brown,Right,20.0,20.161,107.709
47375,2S,EE,Brown,Right,20.0,20.05,302.219
47375,2S,WW,Brown,Right,20.0,20.046,296.526
47375,2S,EE,Brown,Right,20.0,20.18,303.116
47375,2S,WW,Brown,Right,20.0,20.163,304.67
47375,2S,EE,Brown,Right,20.0,20.059,297.119
47375,2S,WW,Brown,Right,20.0,20.073,303.132
47376,2S,EE,Brown,Right,20.0,20.183,300.634
47376,2S,WW,Brown,Right,20.0,20.182,297.504
47376,2S,EE,Brown,Right,20.0,20.139,299.073
47376,2S,WW,Brown,Right,20.0,20.153,298.761
47376,2S,EE,Brown,Right,20.0,20.201,300.247
47376,2S,WW,Brown,Right,20.0,20.208,296.309
47376,2S,EE,Brown,Right,20.0,20.147,283.834
47376,2S,WW,Brown,Right,20.0,20.154,299.022
47376,2S,EE,Brown,Right,20.0,20.12,277.786
47376,2S,WW,Brown,Right,20.0,20.116,263.885
47376,2S,EE,Brown,Right,20.0,20.094,301.212
47376,2S,WW,Brown,Right,20.0,20.086,298.893
47376,2S,EE,Brown,Right,20.0,20.114,301.333
47376,2S,WW,Brown,Right,20.0,20.091,299.172
47376,2S,EE,Brown,Right,20.0,20.102,297.202
47376,2S,WW,Brown,Right,20.0,20.115,300.146
47377,2S,EE,Perugia,Left,20.0,20.0,223.076
47377,2S,WW,Perugia,Left,20.0,20.0,223.418
47377,2S,EE,Perugia,Left,20.0,20.0,223.675
47377,2S,WW,Perugia,Left,20.0,20.0,224.449
47377,2S,EE,Perugia,Left,20.0,20.0,222.566
47377,2S,WW,Perugia,Left,20.0,20.0,223.675
47377,2S,EE,Perugia,Left,20.0,20.0,223.418
47377,2S,WW,Perugia,Left,20.0,20.0,224.795
47377,2S,EE,Perugia,Left,20.0,20.0,222.227
47377,2S,WW,Perugia,Left,20.0,20.0,223.418
47377,2S,EE,Perugia,Left,20.0,20.0,224.276
47377,2S,WW,Perugia,Left,20.0,20.0,224.535
47377,2S,EE,Perugia,Left,20.0,20.0,222.821
47377,2S,WW,Perugia,Left,20.0,20.0,223.161
47377,2S,EE,Perugia,Left,20.0,20.0,223.418
47377,2S,WW,Perugia,Left,20.0,20.0,223.589
47990,2S,EE,Perugia,Left,20.0,20.0,223.932
47990,2S,WW,Perugia,Left,20.0,20.0,224.449
47990,2S,EE,Perugia,Left,20.0,20.0,220.881
47990,2S,WW,Perugia,Left,20.0,20.0,224.19
47990,2S,EE,Perugia,Left,20.0,20.0,220.797
47990,2S,WW,Perugia,Left,20.0,20.0,224.535
47990,2S,EE,Perugia,Left,20.0,20.0,220.797
47990,2S,WW,Perugia,Left,20.0,20.0,220.964
47990,2S,EE,Perugia,Left,20.0,20.0,223.418
47990,2S,WW,Perugia,Left,20.0,20.0,224.104
47990,2S,EE,Perugia,Left,20.0,20.0,223.418
47990,2S,WW,Perugia,Left,20.0,20.0,219.304
47990,2S,EE,Perugia,Left,20.0,20.0,224.622
47990,2S,WW,Perugia,Left,20.0,20.0,224.708
47991,2S,EE,Brown,Right,20.0,20.01,309.188
47991,2S,WW,Brown,Right,20.0,20.013,305.491
47991,2S,EE,Brown,Right,20.0,20.007,310.98
47991,2S,WW,Brown,Right,20.0,20.03,314.019
47991,2S,EE,Brown,Right,20.0,20.049,310.404
47991,2S,WW,Brown,Right,20.0,20.032,305.058
47991,2S,EE,Brown,Right,20.0,20.02,310.057
47991,2S,WW,Brown,Right,20.0,20.011,304.431
47991,2S,EE,Brown,Right,20.0,20.02,308.629
47991,2S,WW,Brown,Right,20.0,20.053,311.804
47991,2S,EE,Brown,Right,20.0,20.036,307.008
47991,2S,WW,Brown,Right,20.0,20.055,305.817
47991,2S,EE,Brown,Right,20.0,20.088,309.61
47991,2S,WW,Brown,Right,20.0,20.064,304.88
47991,2S,EE,Brown,Right,20.0,20.088,309.546
47991,2S,WW,Brown,Right,20.0,20.057,305.051
47992,2S,EE,Brown,Right,20.0,20.009,301.892
47992,2S,WW,Brown,Right,20.0,20.023,303.034
47992,2S,EE,Brown,Right,20.0,20.009,303.893
47992,2S,WW,Brown,Right,20.0,20.061,299.408
47992,2S,EE,Brown,Right,20.0,20.06,302.842
47992,2S,WW,Brown,Right,20.0,20.051,302.541
47992,2S,EE,Brown,Right,20.0,20.085,148.742
47992,2S,WW,Brown,Right,20.0,20.08,134.08
47992,2S,EE,Brown,Right,20.0,20.04,301.799
47992,2S,WW,Brown,Right,20.0,20.068,305.18
47992,2S,EE,Brown,Right,20.0,20.138,303.741
47992,2S,WW,Brown,Right,20.0,20.197,304.694
47992,2S,EE,Brown,Right,20.0,20.104,302.44
47992,2S,WW,Brown,Right,20.0,20.091,305.154
47992,2S,EE,Brown,Right,20.0,20.239,302.345
47992,2S,WW,Brown,Right,20.0,20.214,304.404
48216,2S,EE,Brown,Right,20.0,20.165,309.891
48216,2S,WW,Brown,Right,20.0,20.213,305.229
48216,2S,EE,Brown,Right,20.0,20.168,308.394
48216,2S,WW,Brown,Right,20.0,20.205,304.546
48216,2S,EE,Brown,Right,20.0,20.255,306.97
48216,2S,WW,Brown,Right,20.0,20.121,302.714
48216,2S,EE,Brown,Right,20.0,20.242,307.118
48216,2S,WW,Brown,Right,20.0,20.219,302.138
48216,2S,EE,Brown,Right,20.0,20.077,308.711
48216,2S,WW,Brown,Right,20.0,20.119,304.099
48216,2S,EE,Brown,Right,20.0,20.068,323.622
48216,2S,WW,Brown,Right,20.0,20.128,304.552
48216,2S,EE,Brown,Right,20.0,20.151,309.285
48216,2S,WW,Brown,Right,20.0,20.135,305.053
48216,2S,EE,Brown,Right,20.0,20.148,308.084
48216,2S,WW,Brown,Right,20.0,20.125,304.271
48217,2S,EE,Brown,Right,20.0,20.063,308.298
