batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,CMIN_PFRD
37403,2S,WW,Perugia,Left,20.0,20.0,2.616
37403,2S,EE,Perugia,Left,20.0,20.0,2.659
37403,2S,WW,Perugia,Left,20.0,20.0,2.612
37403,2S,EE,Perugia,Left,20.0,20.0,2.659
37403,2S,WW,Perugia,Left,20.0,20.0,2.626
37403,2S,EE,Perugia,Left,20.0,20.0,2.618
37403,2S,WW,Perugia,Left,20.0,20.0,2.669
37403,2S,EE,Perugia,Left,20.0,20.0,2.684
37403,2S,WW,Perugia,Left,20.0,20.0,2.63
37403,2S,EE,Perugia,Left,20.0,20.0,2.675
37403,2S,WW,Perugia,Left,20.0,20.0,2.642
37403,2S,EE,Perugia,Left,20.0,20.0,2.668
37403,2S,WW,Perugia,Left,20.0,20.0,2.62
37403,2S,EE,Perugia,Left,20.0,20.0,2.662
37403,2S,WW,Perugia,Left,20.0,20.0,2.626
37406,2S,WW,Brown,Right,20.0,20.039,2.005
37406,2S,EE,Brown,Right,20.0,20.072,2.447
37406,2S,WW,Brown,Right,20.0,20.041,1.836
37406,2S,EE,Brown,Right,20.0,20.072,2.464
37406,2S,WW,Brown,Right,20.0,20.059,2.097
37406,2S,EE,Brown,Right,20.0,20.071,1.724
37406,2S,WW,Brown,Right,20.0,20.066,2.12
37406,2S,EE,Brown,Right,20.0,20.078,2.331
37406,2S,WW,Brown,Right,20.0,20.049,1.97
37406,2S,EE,Brown,Right,20.0,20.058,2.137
37406,2S,WW,Brown,Right,20.0,20.065,1.902
37406,2S,EE,Brown,Right,20.0,20.084,1.961
37406,2S,WW,Brown,Right,20.0,20.069,2.028
37406,2S,EE,Brown,Right,20.0,20.08,2.018
37406,2S,WW,Brown,Right,20.0,20.065,1.966
37407,2S,EE,Brown,Right,20.0,20.057,2.534
37407,2S,WW,Brown,Right,20.0,20.044,1.983
37407,2S,EE,Brown,Right,20.0,20.079,1.992
37407,2S,WW,Brown,Right,20.0,20.077,1.995
37407,2S,EE,Brown,Right,20.0,20.095,2.042
37407,2S,WW,Brown,Right,20.0,20.081,1.975
37407,2S,EE,Brown,Right,20.0,20.095,2.029
37407,2S,WW,Brown,Right,20.0,20.02,1.981
37407,2S,EE,Brown,Right,20.0,20.092,2.004
37407,2S,WW,Brown,Right,20.0,20.061,2.036
37407,2S,EE,Brown,Right,20.0,20.071,2.439
37407,2S,WW,Brown,Right,20.0,20.074,1.97
37407,2S,EE,Brown,Right,20.0,20.097,2.016
37407,2S,WW,Brown,Right,20.0,20.087,1.946
37408,2S,EE,Demokritos,Left,16.4,16.4,2.768
37408,2S,WW,Demokritos,Left,17.2,17.2,2.742
37408,2S,EE,Demokritos,Left,21.0,21.0,2.758
37408,2S,WW,Demokritos,Left,22.2,22.2,2.77
37408,2S,EE,Demokritos,Left,18.2,18.2,2.762
37408,2S,WW,Demokritos,Left,18.8,18.8,2.758
37408,2S,EE,Demokritos,Left,21.8,21.8,2.766
37408,2S,WW,Demokritos,Left,20.7,20.7,2.76
37408,2S,EE,Demokritos,Left,19.6,19.6,2.78
37408,2S,WW,Demokritos,Left,20.6,20.6,2.755
37408,2S,EE,Demokritos,Left,20.8,20.8,2.751
37408,2S,WW,Demokritos,Left,20.1,20.1,2.756
37408,2S,EE,Demokritos,Left,20.8,20.8,2.765
37408,2S,WW,Demokritos,Left,20.6,20.6,2.774
37897,2S,EE,Demokritos,Left,20.0,20.0,2.744
37895,PSS,EE,Brown,Right,20.0,20.034,2.125
37895,PSS,WW,Brown,Right,20.0,20.063,2.214
37895,PSS,EE,Brown,Right,20.0,20.014,2.139
37895,PSS,WW,Brown,Right,20.0,20.026,2.128
37895,PSS,EE,Brown,Right,20.0,20.083,2.141
37895,PSS,WW,Brown,Right,20.0,20.058,2.198
37895,PSS,EE,Brown,Right,20.0,20.044,2.15
37895,PSS,WW,Brown,Right,20.0,20.045,2.129
37895,PSS,EE,Brown,Right,20.0,20.06,2.109
37895,PSS,WW,Brown,Right,20.0,20.077,2.231
37895,PSS,EE,Brown,Right,20.0,20.044,2.115
37895,PSS,WW,Brown,Right,20.0,20.08,2.122
37895,PSS,EE,Brown,Right,20.0,20.086,2.11
37895,PSS,WW,Brown,Right,20.0,20.066,2.109
37895,PSS,EE,Brown,Right,20.0,20.093,2.116
37895,PSS,WW,Brown,Right,20.0,20.076,2.121
37897,2S,WW,Demokritos,Left,19.8,19.8,2.806
37897,2S,EE,Demokritos,Left,19.1,19.1,2.78
37897,2S,WW,Demokritos,Left,18.7,18.7,2.772
37897,2S,EE,Demokritos,Left,19.2,19.2,2.76
37897,2S,WW,Demokritos,Left,19.5,19.5,2.789
37897,2S,EE,Demokritos,Left,19.5,19.5,2.756
37897,2S,WW,Demokritos,Left,20.7,20.7,2.779
37897,2S,EE,Demokritos,Left,19.5,19.5,2.744
37897,2S,WW,Demokritos,Left,19.7,19.7,2.758
37897,2S,EE,Demokritos,Left,20.0,20.0,2.754
37897,2S,WW,Demokritos,Left,20.3,20.3,2.772
37897,2S,EE,Demokritos,Left,20.8,20.8,2.749
37897,2S,WW,Demokritos,Left,20.8,20.8,2.759
37900,2S,EE,Perugia,Left,20.0,20.0,2.607
37900,2S,WW,Perugia,Left,20.0,20.0,2.676
37900,2S,EE,Perugia,Left,20.0,20.0,2.607
37900,2S,WW,Perugia,Left,20.0,20.0,2.653
37900,2S,EE,Perugia,Left,20.0,20.0,2.61
37900,2S,WW,Perugia,Left,20.0,20.0,2.759
37900,2S,EE,Perugia,Left,20.0,20.0,2.601
37900,2S,WW,Perugia,Left,20.0,20.0,2.723
37900,2S,EE,Perugia,Left,20.0,20.0,2.602
37900,2S,WW,Perugia,Left,20.0,20.0,2.659
37900,2S,EE,Perugia,Left,20.0,20.0,2.603
37900,2S,WW,Perugia,Left,20.0,20.0,2.668
37900,2S,EE,Perugia,Left,20.0,20.0,2.606
37900,2S,WW,Perugia,Left,20.0,20.0,2.654
37900,2S,EE,Perugia,Left,20.0,20.0,2.621
37900,2S,WW,Perugia,Left,20.0,20.0,2.699
37901,2S,EE,Perugia,Left,20.0,20.0,2.612
37901,2S,EE,Perugia,Left,20.0,20.0,2.619
37901,2S,WW,Perugia,Left,20.0,20.0,2.622
37901,2S,EE,Perugia,Left,20.0,20.0,2.605
37901,2S,EE,Perugia,Left,20.0,20.0,2.616
37901,2S,WW,Perugia,Left,20.0,20.0,2.647
37901,2S,EE,Perugia,Left,20.0,20.0,2.609
37901,2S,WW,Perugia,Left,20.0,20.0,2.637
37901,2S,EE,Perugia,Left,20.0,20.0,2.61
37901,2S,WW,Perugia,Left,20.0,20.0,2.63
37901,2S,EE,Perugia,Left,20.0,20.0,2.609
37901,2S,WW,Perugia,Left,20.0,20.0,2.608
37901,2S,EE,Perugia,Left,20.0,20.0,2.611
37901,2S,WW,Perugia,Left,20.0,20.0,2.638
37901,2S,EE,Perugia,Left,20.0,20.0,2.618
37901,2S,WW,Perugia,Left,20.0,20.0,2.637
37903,2S,EE,Brown,Right,20.0,20.014,2.126
37903,2S,WW,Brown,Right,20.0,20.014,2.216
37903,2S,EE,Brown,Right,20.0,20.044,2.125
37903,2S,WW,Brown,Right,20.0,20.044,2.06
37903,2S,EE,Brown,Right,20.0,20.05,2.148
37903,2S,WW,Brown,Right,20.0,20.038,2.223
37903,2S,EE,Brown,Right,20.0,20.089,2.141
37903,2S,WW,Brown,Right,20.0,20.072,2.243
37903,2S,EE,Brown,Right,20.0,20.061,2.126
37903,2S,WW,Brown,Right,20.0,20.03,2.216
37903,2S,EE,Brown,Right,20.0,20.059,2.122
37903,2S,WW,Brown,Right,20.0,20.069,2.246
37903,2S,EE,Brown,Right,20.0,20.051,2.137
37903,2S,WW,Brown,Right,20.0,20.051,2.183
37903,2S,EE,Brown,Right,20.0,20.077,2.125
37903,2S,WW,Brown,Right,20.0,20.074,2.096
37896,PSS,EE,Brown,Right,20.0,20.07,2.078
37896,PSS,WW,Brown,Right,20.0,20.055,2.117
37896,PSS,EE,Brown,Right,20.0,20.029,2.09
37896,PSS,WW,Brown,Right,20.0,20.041,2.074
37896,PSS,EE,Brown,Right,20.0,20.085,2.099
37896,PSS,WW,Brown,Right,20.0,20.086,2.125
37896,PSS,EE,Brown,Right,20.0,20.07,2.087
37896,PSS,WW,Brown,Right,20.0,20.056,2.2
37896,PSS,EE,Brown,Right,20.0,20.022,2.096
37896,PSS,WW,Brown,Right,20.0,20.08,2.106
37896,PSS,EE,Brown,Right,20.0,20.063,2.091
37896,PSS,WW,Brown,Right,20.0,20.069,2.076
37896,PSS,EE,Brown,Right,20.0,20.067,2.08
37896,PSS,WW,Brown,Right,20.0,20.045,2.085
37896,PSS,EE,Brown,Right,20.0,20.091,2.088
37896,PSS,WW,Brown,Right,20.0,20.063,2.079
38212,PSS,EE,Brown,Right,20.0,20.01,2.085
38212,PSS,WW,Brown,Right,20.0,20.015,2.241
38212,PSS,EE,Brown,Right,20.0,20.103,2.11
38212,PSS,WW,Brown,Right,20.0,20.156,2.118
38212,PSS,EE,Brown,Right,20.0,20.068,2.129
38212,PSS,WW,Brown,Right,20.0,20.071,2.138
38212,PSS,EE,Brown,Right,20.0,20.168,2.124
38212,PSS,WW,Brown,Right,20.0,20.155,2.095
38212,PSS,EE,Brown,Right,20.0,20.123,2.101
38212,PSS,WW,Brown,Right,20.0,20.2,2.227
38212,PSS,EE,Brown,Right,20.0,20.15,2.091
38212,PSS,WW,Brown,Right,20.0,20.199,2.118
38212,PSS,EE,Brown,Right,20.0,20.199,2.119
38212,PSS,WW,Brown,Right,20.0,20.205,2.12
38212,PSS,EE,Brown,Right,20.0,20.209,2.114
38212,PSS,WW,Brown,Right,20.0,20.176,2.16
37904,2S,EE,Demokritos,Left,18.9,18.9,2.762
37904,2S,WW,Demokritos,Left,19.0,19.0,2.764
37904,2S,EE,Demokritos,Left,18.0,18.0,2.772
37904,2S,WW,Demokritos,Left,19.8,19.8,2.768
37904,2S,EE,Demokritos,Left,15.3,15.3,2.753
37904,2S,WW,Demokritos,Left,13.1,13.1,2.785
37904,2S,EE,Demokritos,Left,21.2,21.2,2.753
37904,2S,WW,Demokritos,Left,17.7,17.7,2.786
37904,2S,EE,Demokritos,Left,18.1,18.1,2.752
37904,2S,WW,Demokritos,Left,14.5,14.5,2.753
37904,2S,EE,Demokritos,Left,18.2,18.2,2.75
37904,2S,EE,Demokritos,Left,18.2,18.2,2.755
37904,2S,EE,Demokritos,Left,19.1,19.1,2.773
37904,2S,WW,Demokritos,Left,19.4,19.4,2.809
37905,2S,EE,Demokritos,Left,15.1,15.1,2.748
37905,2S,WW,Demokritos,Left,15.3,15.3,2.786
37905,2S,EE,Demokritos,Left,19.7,19.7,2.779
37905,2S,WW,Demokritos,Left,20.1,20.1,2.79
37905,2S,EE,Demokritos,Left,17.6,17.6,2.776
37905,2S,WW,Demokritos,Left,18.5,18.5,2.789
37905,2S,EE,Demokritos,Left,20.0,20.0,2.779
37905,2S,WW,Demokritos,Left,20.6,20.6,2.786
37905,2S,EE,Demokritos,Left,19.4,19.4,2.773
37905,2S,WW,Demokritos,Left,20.0,20.0,2.77
37905,2S,EE,Demokritos,Left,20.6,20.6,2.772
37905,2S,WW,Demokritos,Left,20.9,20.9,2.775
37905,2S,EE,Demokritos,Left,21.3,21.3,2.776
37905,2S,WW,Demokritos,Left,22.1,22.1,2.786
38194,2S,EE,Perugia,Left,20.0,20.0,2.61
38194,2S,WW,Perugia,Left,20.0,20.0,2.604
38194,2S,EE,Perugia,Left,20.0,20.0,2.608
38194,2S,WW,Perugia,Left,20.0,20.0,2.608
38194,2S,EE,Perugia,Left,20.0,20.0,2.609
38194,2S,WW,Perugia,Left,20.0,20.0,2.605
38194,2S,EE,Perugia,Left,20.0,20.0,2.605
38194,2S,WW,Perugia,Left,20.0,20.0,2.651
38194,2S,EE,Perugia,Left,20.0,20.0,2.612
38194,2S,WW,Perugia,Left,20.0,20.0,2.605
38194,2S,EE,Perugia,Left,20.0,20.0,2.606
38194,2S,WW,Perugia,Left,20.0,20.0,2.649
38194,2S,EE,Perugia,Left,20.0,20.0,2.605
38194,2S,WW,Perugia,Left,20.0,20.0,2.6
38195,2S,EE,Perugia,Left,20.0,20.0,2.601
38195,2S,WW,Perugia,Left,20.0,20.0,2.6
38195,2S,EE,Perugia,Left,20.0,20.0,2.613
38195,2S,WW,Perugia,Left,20.0,20.0,2.601
38195,2S,EE,Perugia,Left,20.0,20.0,2.607
38195,2S,WW,Perugia,Left,20.0,20.0,2.6
38195,2S,EE,Perugia,Left,20.0,20.0,2.615
38195,2S,WW,Perugia,Left,20.0,20.0,2.612
38195,2S,EE,Perugia,Left,20.0,20.0,2.613
38195,2S,WW,Perugia,Left,20.0,20.0,2.612
38195,2S,EE,Perugia,Left,20.0,20.0,2.609
38195,2S,WW,Perugia,Left,20.0,20.0,2.611
38195,2S,EE,Perugia,Left,20.0,20.0,2.615
38195,2S,WW,Perugia,Left,20.0,20.0,2.598
38195,2S,EE,Perugia,Left,20.0,20.0,2.611
38195,2S,WW,Perugia,Left,20.0,20.0,2.606
38213,PSS,EE,Perugia,Left,20.0,20.0,2.608
38213,PSS,WW,Perugia,Left,20.0,20.0,2.613
38213,PSS,EE,Perugia,Left,20.0,20.0,2.606
38213,PSS,WW,Perugia,Left,20.0,20.0,2.618
38213,PSS,EE,Perugia,Left,20.0,20.0,2.608
38213,PSS,WW,Perugia,Left,20.0,20.0,2.615
38213,PSS,EE,Perugia,Left,20.0,20.0,2.614
38213,PSS,WW,Perugia,Left,20.0,20.0,2.62
38213,PSS,EE,Perugia,Left,20.0,20.0,2.614
38213,PSS,WW,Perugia,Left,20.0,20.0,2.617
38213,PSS,EE,Perugia,Left,20.0,20.0,2.614
38213,PSS,WW,Perugia,Left,20.0,20.0,2.631
38213,PSS,EE,Perugia,Left,20.0,20.0,2.626
38213,PSS,WW,Perugia,Left,20.0,20.0,2.619
38711,PSS,EE,Perugia,Left,20.0,20.0,2.594
38711,PSS,WW,Perugia,Left,20.0,20.0,2.588
38711,PSS,EE,Perugia,Left,20.0,20.0,2.593
38711,PSS,WW,Perugia,Left,20.0,20.0,2.591
38711,PSS,EE,Perugia,Left,20.0,20.0,2.593
38711,PSS,WW,Perugia,Left,20.0,20.0,2.583
38711,PSS,EE,Perugia,Left,20.0,20.0,2.591
38711,PSS,WW,Perugia,Left,20.0,20.0,2.591
38711,PSS,EE,Perugia,Left,20.0,20.0,2.592
38711,PSS,WW,Perugia,Left,20.0,20.0,2.585
38711,PSS,WW,Perugia,Left,20.0,20.0,2.591
38711,PSS,WW,Perugia,Left,20.0,20.0,2.598
38711,PSS,EE,Perugia,Left,20.0,20.0,2.596
38711,PSS,WW,Perugia,Left,20.0,20.0,2.59
38711,PSS,EE,Perugia,Left,20.0,20.0,2.593
38711,PSS,WW,Perugia,Left,20.0,20.0,2.587
38196,2S,EE,Demokritos,Left,19.6,19.6,2.767
38196,2S,WW,Demokritos,Left,21.6,21.6,2.843
38196,2S,EE,Demokritos,Left,23.4,23.4,2.775
38196,2S,WW,Demokritos,Left,21.0,21.0,2.796
38196,2S,EE,Demokritos,Left,21.6,21.6,2.751
38196,2S,WW,Demokritos,Left,21.9,21.9,2.91
38196,2S,EE,Demokritos,Left,23.0,23.0,2.755
38196,2S,WW,Demokritos,Left,18.7,18.7,2.911
38196,2S,EE,Demokritos,Left,22.3,22.3,2.766
38196,2S,WW,Demokritos,Left,22.6,22.6,2.871
38196,2S,EE,Demokritos,Left,22.2,22.2,2.753
38196,2S,WW,Demokritos,Left,22.7,22.7,2.928
38196,2S,EE,Demokritos,Left,20.9,20.9,2.763
38196,2S,WW,Demokritos,Left,21.7,21.7,2.845
38198,2S,EE,Perugia,Left,20.0,20.0,2.599
38198,2S,WW,Perugia,Left,20.0,20.0,2.646
38198,2S,EE,Perugia,Left,20.0,20.0,2.602
38198,2S,WW,Perugia,Left,20.0,20.0,2.645
38198,2S,EE,Perugia,Left,20.0,20.0,2.6
38198,2S,WW,Perugia,Left,20.0,20.0,2.654
38198,2S,EE,Perugia,Left,20.0,20.0,2.604
38198,2S,WW,Perugia,Left,20.0,20.0,2.648
38198,2S,EE,Perugia,Left,20.0,20.0,2.602
38198,2S,WW,Perugia,Left,20.0,20.0,2.598
38198,2S,EE,Perugia,Left,20.0,20.0,2.602
38198,2S,WW,Perugia,Left,20.0,20.0,2.645
38198,2S,EE,Perugia,Left,20.0,20.0,2.598
38198,2S,WW,Perugia,Left,20.0,20.0,2.645
38199,2S,EE,Demokritos,Left,19.0,19.0,2.758
38199,2S,WW,Demokritos,Left,19.9,19.9,2.775
38199,2S,EE,Demokritos,Left,20.5,20.5,2.77
38199,2S,WW,Demokritos,Left,21.0,21.0,2.781
38199,2S,EE,Demokritos,Left,19.9,19.9,2.767
38199,2S,WW,Demokritos,Left,20.9,20.9,2.787
38199,2S,EE,Demokritos,Left,21.4,21.4,2.788
38199,2S,WW,Demokritos,Left,21.6,21.6,2.784
38199,2S,EE,Demokritos,Left,22.2,22.2,2.782
38199,2S,WW,Demokritos,Left,22.5,22.5,2.762
38199,2S,EE,Demokritos,Left,20.7,20.7,2.757
38199,2S,WW,Demokritos,Left,21.4,21.4,2.758
38199,2S,EE,Demokritos,Left,22.1,22.1,2.782
38199,2S,WW,Demokritos,Left,22.0,22.0,2.781
38201,2S,EE,Perugia,Left,20.0,20.0,2.618
38201,2S,WW,Perugia,Left,20.0,20.0,2.631
38201,2S,EE,Perugia,Left,20.0,20.0,2.611
38201,2S,WW,Perugia,Left,20.0,20.0,2.631
38201,2S,EE,Perugia,Left,20.0,20.0,2.618
38201,2S,WW,Perugia,Left,20.0,20.0,2.634
38201,2S,EE,Perugia,Left,20.0,20.0,2.605
38201,2S,WW,Perugia,Left,20.0,20.0,2.627
38201,2S,EE,Perugia,Left,20.0,20.0,2.617
38201,2S,WW,Perugia,Left,20.0,20.0,2.616
38201,2S,EE,Perugia,Left,20.0,20.0,2.61
38201,2S,WW,Perugia,Left,20.0,20.0,2.627
38201,2S,EE,Perugia,Left,20.0,20.0,2.609
38201,2S,WW,Perugia,Left,20.0,20.0,2.621
38201,2S,EE,Perugia,Left,20.0,20.0,2.623
38201,2S,WW,Perugia,Left,20.0,20.0,2.624
38202,2S,EE,Brown,Right,20.0,20.017,2.126
38202,2S,WW,Brown,Right,20.0,20.017,2.267
38202,2S,EE,Brown,Right,20.0,20.024,2.103
38202,2S,WW,Brown,Right,20.0,20.019,2.24
38202,2S,EE,Brown,Right,20.0,20.022,2.112
38202,2S,WW,Brown,Right,20.0,20.019,2.197
38202,2S,EE,Brown,Right,20.0,20.023,2.133
38202,2S,WW,Brown,Right,20.0,20.024,2.243
38202,2S,EE,Brown,Right,20.0,20.011,2.123
38202,2S,WW,Brown,Right,20.0,20.009,2.064
38202,2S,EE,Brown,Right,20.0,20.015,2.11
38202,2S,WW,Brown,Right,20.0,20.013,2.114
38202,2S,EE,Brown,Right,20.0,20.01,2.116
38202,2S,WW,Brown,Right,20.0,20.008,2.205
38202,2S,EE,Brown,Right,20.0,20.009,2.119
38202,2S,WW,Brown,Right,20.0,20.008,2.257
38693,2S,EE,Brown,Right,20.0,20.015,2.122
38693,2S,WW,Brown,Right,20.0,20.017,2.238
38693,2S,EE,Brown,Right,20.0,20.007,2.12
38693,2S,WW,Brown,Right,20.0,20.005,2.143
38693,2S,EE,Brown,Right,20.0,20.014,2.128
38693,2S,WW,Brown,Right,20.0,20.012,2.125
38693,2S,EE,Brown,Right,20.0,20.008,2.131
38693,2S,WW,Brown,Right,20.0,20.006,2.114
38693,2S,EE,Brown,Right,20.0,20.007,2.135
38693,2S,WW,Brown,Right,20.0,20.011,2.143
38693,2S,EE,Brown,Right,20.0,20.01,2.107
38693,2S,WW,Brown,Right,20.0,20.008,2.1
38693,2S,EE,Brown,Right,20.0,20.021,2.113
38693,2S,WW,Brown,Right,20.0,20.009,2.111
38693,2S,EE,Brown,Right,20.0,20.007,2.1
38693,2S,WW,Brown,Right,20.0,20.009,2.087
38694,2S,EE,Brown,Right,20.0,20.006,2.116
38694,2S,WW,Brown,Right,20.0,20.017,2.126
38694,2S,EE,Brown,Right,20.0,20.009,2.123
38694,2S,WW,Brown,Right,20.0,20.011,2.124
38694,2S,EE,Brown,Right,20.0,20.036,2.143
38694,2S,WW,Brown,Right,20.0,20.011,2.133
38694,2S,EE,Brown,Right,20.0,20.027,2.123
38694,2S,WW,Brown,Right,20.0,20.012,2.132
38694,2S,EE,Brown,Right,20.0,20.006,2.113
38694,2S,WW,Brown,Right,20.0,20.006,2.128
38694,2S,EE,Brown,Right,20.0,20.011,2.114
38694,2S,WW,Brown,Right,20.0,20.017,2.147
38694,2S,EE,Brown,Right,20.0,20.024,2.14
38694,2S,WW,Brown,Right,20.0,20.014,2.099
38694,2S,EE,Brown,Right,20.0,20.033,2.107
38694,2S,WW,Brown,Right,20.0,20.011,2.159
38713,2S,EE,Brown,Right,20.0,20.012,2.051
38713,2S,WW,Brown,Right,20.0,20.036,2.284
38713,2S,EE,Brown,Right,20.0,20.006,2.122
38713,2S,WW,Brown,Right,20.0,20.015,2.295
38713,2S,EE,Brown,Right,20.0,20.05,2.138
38713,2S,WW,Brown,Right,20.0,20.031,2.441
38713,2S,EE,Brown,Right,20.0,20.032,2.096
38713,2S,WW,Brown,Right,20.0,20.021,2.293
38713,2S,EE,Brown,Right,20.0,20.007,2.049
38713,2S,WW,Brown,Right,20.0,20.015,2.264
38713,2S,EE,Brown,Right,20.0,20.011,2.104
38713,2S,WW,Brown,Right,20.0,20.025,2.208
38713,2S,EE,Brown,Right,20.0,20.029,2.101
38713,2S,WW,Brown,Right,20.0,20.012,2.062
38713,2S,EE,Brown,Right,20.0,20.041,2.146
38713,2S,WW,Brown,Right,20.0,20.017,2.07
38714,2S,EE,Demokritos,Left,22.1,22.1,2.769
38714,2S,WW,Demokritos,Left,22.4,22.4,2.804
38714,2S,EE,Demokritos,Left,22.7,22.7,2.781
38714,2S,WW,Demokritos,Left,21.1,21.1,2.767
38714,2S,EE,Demokritos,Left,20.2,20.2,2.748
38714,2S,WW,Demokritos,Left,20.9,20.9,2.785
38714,2S,EE,Demokritos,Left,21.7,21.7,2.762
38714,2S,WW,Demokritos,Left,21.9,21.9,2.768
38714,2S,EE,Demokritos,Left,21.8,21.8,2.768
38714,2S,WW,Demokritos,Left,22.1,22.1,2.741
38714,2S,EE,Demokritos,Left,22.3,22.3,2.778
38714,2S,WW,Demokritos,Left,22.4,22.4,2.744
38714,2S,EE,Demokritos,Left,22.3,22.3,2.773
38714,2S,WW,Demokritos,Left,22.2,22.2,2.74
38715,2S,EE,Demokritos,Left,21.0,21.0,2.789
38715,2S,WW,Demokritos,Left,21.0,21.0,2.819
38715,2S,EE,Demokritos,Left,22.3,22.3,2.794
38715,2S,WW,Demokritos,Left,21.1,21.1,2.784
38715,2S,EE,Demokritos,Left,20.9,20.9,2.807
38715,2S,WW,Demokritos,Left,20.9,20.9,2.795
38715,2S,EE,Demokritos,Left,21.6,21.6,2.819
38715,2S,WW,Demokritos,Left,21.9,21.9,2.823
38715,2S,EE,Demokritos,Left,21.9,21.9,2.812
38715,2S,WW,Demokritos,Left,21.7,21.7,2.771
38715,2S,EE,Demokritos,Left,21.3,21.3,2.811
38715,2S,WW,Demokritos,Left,21.0,21.0,2.775
38715,2S,EE,Demokritos,Left,22.0,22.0,2.814
38715,2S,WW,Demokritos,Left,22.1,22.1,2.805
38716,2S,EE,Perugia,Left,20.0,20.0,2.642
38716,2S,WW,Perugia,Left,20.0,20.0,2.614
38716,2S,EE,Perugia,Left,20.0,20.0,2.635
38716,2S,WW,Perugia,Left,20.0,20.0,2.611
38716,2S,EE,Perugia,Left,20.0,20.0,2.631
38716,2S,WW,Perugia,Left,20.0,20.0,2.622
38716,2S,EE,Perugia,Left,20.0,20.0,2.619
38716,2S,WW,Perugia,Left,20.0,20.0,2.598
38716,2S,EE,Perugia,Left,20.0,20.0,2.62
38716,2S,WW,Perugia,Left,20.0,20.0,2.596
38716,2S,EE,Perugia,Left,20.0,20.0,2.621
38716,2S,WW,Perugia,Left,20.0,20.0,2.601
38695,2S,EE,Brown,Right,20.0,20.008,2.123
38695,2S,WW,Brown,Right,20.0,20.025,2.286
38695,2S,EE,Brown,Right,20.0,20.007,2.147
38695,2S,WW,Brown,Right,20.0,20.01,2.245
38695,2S,EE,Brown,Right,20.0,20.042,2.119
38695,2S,WW,Brown,Right,20.0,20.03,2.278
38695,2S,EE,Brown,Right,20.0,20.018,2.131
38695,2S,WW,Brown,Right,20.0,20.009,2.422
38695,2S,EE,Brown,Right,20.0,20.018,2.111
38695,2S,WW,Brown,Right,20.0,20.043,2.14
38695,2S,EE,Brown,Right,20.0,20.009,2.107
38695,2S,WW,Brown,Right,20.0,20.034,2.116
38695,2S,EE,Brown,Right,20.0,20.06,2.164
38695,2S,WW,Brown,Right,20.0,20.039,2.09
38695,2S,EE,Brown,Right,20.0,20.051,2.149
38695,2S,WW,Brown,Right,20.0,20.03,2.229
38696,2S,EE,Brown,Right,20.0,20.005,2.116
38696,2S,WW,Brown,Right,20.0,20.013,2.122
38696,2S,EE,Brown,Right,20.0,20.009,2.121
38696,2S,WW,Brown,Right,20.0,20.015,2.116
38696,2S,EE,Brown,Right,20.0,20.037,2.11
38696,2S,WW,Brown,Right,20.0,20.015,2.111
38696,2S,EE,Brown,Right,20.0,20.038,2.112
38696,2S,WW,Brown,Right,20.0,20.015,2.1
38696,2S,EE,Brown,Right,20.0,20.011,2.108
38696,2S,WW,Brown,Right,20.0,20.01,2.124
38696,2S,EE,Brown,Right,20.0,20.007,2.096
38696,2S,WW,Brown,Right,20.0,20.01,2.122
38696,2S,EE,Brown,Right,20.0,20.031,2.108
38696,2S,WW,Brown,Right,20.0,20.016,2.106
38696,2S,EE,Brown,Right,20.0,20.026,2.11
38696,2S,WW,Brown,Right,20.0,20.009,2.111
38696,2S,EE,Brown,Right,20.0,20.005,2.103
38696,2S,WW,Brown,Right,20.0,20.005,2.106
38696,2S,EE,Brown,Right,20.0,20.019,2.117
38696,2S,WW,Brown,Right,20.0,20.008,2.123
38869,2S,EE,Demokritos,Left,23.0,23.0,2.814
38869,2S,WW,Demokritos,Left,23.1,23.1,2.822
38869,2S,EE,Demokritos,Left,23.0,23.0,2.823
38869,2S,EE,Demokritos,Left,20.7,20.7,2.797
38869,2S,EE,Demokritos,Left,21.9,21.9,2.821
38869,2S,WW,Demokritos,Left,22.2,22.2,2.783
38869,2S,EE,Demokritos,Left,22.0,22.0,2.799
38869,2S,WW,Demokritos,Left,22.7,22.7,2.836
38869,2S,EE,Demokritos,Left,22.7,22.7,2.81
38869,2S,WW,Demokritos,Left,20.9,20.9,2.781
38869,2S,EE,Demokritos,Left,21.2,21.2,2.783
38869,2S,WW,Demokritos,Left,21.6,21.6,2.793
38869,2S,EE,Demokritos,Left,21.7,21.7,2.815
38869,2S,WW,Demokritos,Left,22.6,22.6,2.831
38870,2S,EE,Demokritos,Left,21.5,21.5,2.793
38870,2S,WW,Demokritos,Left,21.5,21.5,2.812
38870,2S,EE,Demokritos,Left,21.6,21.6,2.782
38870,2S,WW,Demokritos,Left,21.3,21.3,2.785
38870,2S,EE,Demokritos,Left,21.6,21.6,2.803
38870,2S,WW,Demokritos,Left,20.6,20.6,2.806
38870,2S,EE,Demokritos,Left,21.3,21.3,2.787
38870,2S,WW,Demokritos,Left,22.1,22.1,2.802
38870,2S,EE,Demokritos,Left,21.2,21.2,2.78
38870,2S,WW,Demokritos,Left,22.0,22.0,2.795
38870,2S,EE,Demokritos,Left,21.2,21.2,2.803
