batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,CMIN_PFRD
46804,2S,EE,Perugia,Left,20.0,20.0,2.624
46804,2S,WW,Perugia,Left,20.0,20.0,2.615
46804,2S,EE,Perugia,Left,20.0,20.0,2.629
46804,2S,WW,Perugia,Left,20.0,20.0,2.625
46804,2S,EE,Perugia,Left,20.0,20.0,2.63
46804,2S,WW,Perugia,Left,20.0,20.0,2.614
46804,2S,EE,Perugia,Left,20.0,20.0,2.622
46804,2S,WW,Perugia,Left,20.0,20.0,2.614
46804,2S,EE,Perugia,Left,20.0,20.0,2.638
46804,2S,WW,Perugia,Left,20.0,20.0,2.638
46805,2S,EE,Brown,Right,20.0,20.006,2.104
46805,2S,WW,Brown,Right,20.0,20.01,2.573
46805,2S,EE,Brown,Right,20.0,20.004,2.183
46805,2S,WW,Brown,Right,20.0,20.007,2.282
46805,2S,EE,Brown,Right,20.0,20.02,2.208
46805,2S,WW,Brown,Right,20.0,20.014,2.267
46805,2S,EE,Brown,Right,20.0,20.011,2.169
46805,2S,WW,Brown,Right,20.0,20.008,2.257
46805,2S,EE,Brown,Right,20.0,20.004,2.179
46805,2S,WW,Brown,Right,20.0,20.013,2.282
46805,2S,EE,Brown,Right,20.0,20.044,2.184
46805,2S,WW,Brown,Right,20.0,20.031,2.321
46805,2S,EE,Brown,Right,20.0,20.009,2.178
46805,2S,WW,Brown,Right,20.0,20.005,2.148
46806,2S,EE,Brown,Right,20.0,20.008,2.168
46806,2S,WW,Brown,Right,20.0,20.005,2.149
46806,2S,EE,Brown,Right,20.0,20.081,2.16
46806,2S,WW,Brown,Right,20.0,20.013,2.158
46806,2S,EE,Brown,Right,20.0,20.007,2.15
46806,2S,WW,Brown,Right,20.0,20.008,2.259
46806,2S,EE,Brown,Right,20.0,20.026,2.15
46806,2S,WW,Brown,Right,20.0,20.013,2.138
46806,2S,EE,Brown,Right,20.0,20.004,2.116
46806,2S,WW,Brown,Right,20.0,20.004,2.154
46806,2S,EE,Brown,Right,20.0,20.005,2.146
46806,2S,WW,Brown,Right,20.0,20.005,2.161
46806,2S,EE,Brown,Right,20.0,20.004,2.142
46806,2S,WW,Brown,Right,20.0,20.008,2.138
46806,2S,EE,Brown,Right,20.0,20.005,2.135
46806,2S,WW,Brown,Right,20.0,20.006,2.241
46807,2S,EE,Brown,Right,20.0,20.007,2.145
46807,2S,WW,Brown,Right,20.0,20.004,2.15
46807,2S,EE,Brown,Right,20.0,20.005,2.147
46807,2S,WW,Brown,Right,20.0,20.004,2.157
46807,2S,EE,Brown,Right,20.0,20.003,2.167
46807,2S,WW,Brown,Right,20.0,20.006,2.09
46807,2S,EE,Brown,Right,20.0,20.004,2.165
46807,2S,WW,Brown,Right,20.0,20.005,2.102
46807,2S,EE,Brown,Right,20.0,20.005,2.166
46807,2S,WW,Brown,Right,20.0,20.005,2.165
46807,2S,EE,Brown,Right,20.0,20.008,2.138
46807,2S,WW,Brown,Right,20.0,20.004,2.16
46807,2S,EE,Brown,Right,20.0,20.009,2.142
46807,2S,WW,Brown,Right,20.0,20.003,2.151
46807,2S,EE,Brown,Right,20.0,20.006,2.155
46807,2S,WW,Brown,Right,20.0,20.006,2.151
46808,2S,EE,Brown,Right,20.0,19.999,2.128
46808,2S,WW,Brown,Right,20.0,19.999,2.137
46808,2S,EE,Brown,Right,20.0,20.006,2.14
46808,2S,WW,Brown,Right,20.0,20.003,2.134
46808,2S,EE,Brown,Right,20.0,20.02,2.146
46808,2S,WW,Brown,Right,20.0,19.999,2.144
46808,2S,EE,Brown,Right,20.0,20.007,2.11
46808,2S,WW,Brown,Right,20.0,20.005,2.145
46808,2S,EE,Brown,Right,20.0,20.007,2.141
46808,2S,WW,Brown,Right,20.0,20.006,2.14
46808,2S,EE,Brown,Right,20.0,20.003,2.14
46808,2S,WW,Brown,Right,20.0,20.005,2.137
46808,2S,EE,Brown,Right,20.0,20.004,2.153
46808,2S,WW,Brown,Right,20.0,20.004,2.14
46808,2S,EE,Brown,Right,20.0,20.005,2.143
46808,2S,WW,Brown,Right,20.0,20.007,2.139
46969,2S,EE,Demokritos,Left,22.7,22.7,2.782
46969,2S,WW,Demokritos,Left,23.2,23.2,2.863
46969,2S,EE,Demokritos,Left,22.4,22.4,2.77
46969,2S,WW,Demokritos,Left,22.4,22.4,2.84
46969,2S,EE,Demokritos,Left,22.3,22.3,2.78
46969,2S,WW,Demokritos,Left,22.3,22.3,2.892
46969,2S,EE,Demokritos,Left,22.5,22.5,2.759
46969,2S,WW,Demokritos,Left,22.5,22.5,2.875
46969,2S,EE,Demokritos,Left,22.3,22.3,2.762
46969,2S,WW,Demokritos,Left,22.1,22.1,2.887
46969,2S,EE,Demokritos,Left,22.4,22.4,2.77
46969,2S,WW,Demokritos,Left,22.4,22.4,2.882
46969,2S,EE,Demokritos,Left,22.5,22.5,2.769
46969,2S,WW,Demokritos,Left,22.7,22.7,2.896
46970,2S,EE,Demokritos,Left,22.4,22.4,2.822
46970,2S,WW,Demokritos,Left,21.9,21.9,2.902
46970,2S,EE,Demokritos,Left,22.9,22.9,2.909
46970,2S,WW,Demokritos,Left,23.1,23.1,2.913
46970,2S,EE,Demokritos,Left,22.7,22.7,2.839
46970,2S,WW,Demokritos,Left,21.9,21.9,2.895
46970,2S,EE,Demokritos,Left,22.9,22.9,2.833
46970,2S,WW,Demokritos,Left,23.1,23.1,2.864
46970,2S,EE,Demokritos,Left,23.2,23.2,2.821
46970,2S,WW,Demokritos,Left,23.3,23.3,2.91
46970,2S,EE,Demokritos,Left,23.3,23.3,2.821
46970,2S,WW,Demokritos,Left,23.2,23.2,2.913
46970,2S,EE,Demokritos,Left,22.4,22.4,2.827
46970,2S,WW,Demokritos,Left,22.7,22.7,2.852
46971,2S,EE,Demokritos,Left,23.4,23.4,2.846
46971,2S,WW,Demokritos,Left,23.6,23.6,2.824
46971,2S,EE,Demokritos,Left,23.5,23.5,2.868
46971,2S,WW,Demokritos,Left,23.1,23.1,2.817
46971,2S,EE,Demokritos,Left,22.0,22.0,2.82
46971,2S,WW,Demokritos,Left,22.6,22.6,2.828
46971,2S,EE,Demokritos,Left,23.1,23.1,2.833
46971,2S,WW,Demokritos,Left,23.2,23.2,2.807
46971,2S,EE,Demokritos,Left,23.2,23.2,2.836
46971,2S,WW,Demokritos,Left,21.7,21.7,2.843
46971,2S,EE,Demokritos,Left,22.8,22.8,2.829
46971,2S,WW,Demokritos,Left,23.0,23.0,2.823
46971,2S,EE,Demokritos,Left,22.4,22.4,2.824
46971,2S,WW,Demokritos,Left,22.7,22.7,2.844
46795,PSS,EE,Perugia,Left,20.0,20.0,2.614
46795,PSS,WW,Perugia,Left,20.0,20.0,2.621
46795,PSS,EE,Perugia,Left,20.0,20.0,2.621
46795,PSS,WW,Perugia,Left,20.0,20.0,2.621
46795,PSS,EE,Perugia,Left,20.0,20.0,2.641
46795,PSS,WW,Perugia,Left,20.0,20.0,2.623
46795,PSS,EE,Perugia,Left,20.0,20.0,2.627
46795,PSS,WW,Perugia,Left,20.0,20.0,2.619
46795,PSS,EE,Perugia,Left,20.0,20.0,2.618
46795,PSS,WW,Perugia,Left,20.0,20.0,2.611
46795,PSS,EE,Perugia,Left,20.0,20.0,2.625
46795,PSS,WW,Perugia,Left,20.0,20.0,2.626
46795,PSS,EE,Perugia,Left,20.0,20.0,2.637
46795,PSS,WW,Perugia,Left,20.0,20.0,2.621
46795,PSS,EE,Perugia,Left,20.0,20.0,2.631
46795,PSS,WW,Perugia,Left,20.0,20.0,2.634
46796,PSS,EE,Perugia,Left,20.0,20.0,2.606
46796,PSS,WW,Perugia,Left,20.0,20.0,2.611
46796,PSS,EE,Perugia,Left,20.0,20.0,2.612
46796,PSS,WW,Perugia,Left,20.0,20.0,2.612
46796,PSS,EE,Perugia,Left,20.0,20.0,2.627
46796,PSS,WW,Perugia,Left,20.0,20.0,2.62
46796,PSS,EE,Perugia,Left,20.0,20.0,2.66
46796,PSS,WW,Perugia,Left,20.0,20.0,2.647
46796,PSS,EE,Perugia,Left,20.0,20.0,2.614
46796,PSS,WW,Perugia,Left,20.0,20.0,2.619
46796,PSS,EE,Perugia,Left,20.0,20.0,2.612
46796,PSS,WW,Perugia,Left,20.0,20.0,2.614
46796,PSS,EE,Perugia,Left,20.0,20.0,2.613
46796,PSS,WW,Perugia,Left,20.0,20.0,2.621
46796,PSS,EE,Perugia,Left,20.0,20.0,2.601
46796,PSS,WW,Perugia,Left,20.0,20.0,2.611
46797,PSS,EE,Perugia,Left,20.0,20.0,2.615
46797,PSS,WW,Perugia,Left,20.0,20.0,2.617
46797,PSS,EE,Perugia,Left,20.0,20.0,2.64
46797,PSS,WW,Perugia,Left,20.0,20.0,2.641
46797,PSS,EE,Perugia,Left,20.0,20.0,2.641
46797,PSS,WW,Perugia,Left,20.0,20.0,2.636
46797,PSS,EE,Perugia,Left,20.0,20.0,2.637
46797,PSS,WW,Perugia,Left,20.0,20.0,2.636
46797,PSS,EE,Perugia,Left,20.0,20.0,2.627
46797,PSS,WW,Perugia,Left,20.0,20.0,2.637
46797,PSS,EE,Perugia,Left,20.0,20.0,2.657
46797,PSS,WW,Perugia,Left,20.0,20.0,2.655
46797,PSS,EE,Perugia,Left,20.0,20.0,2.635
46797,PSS,WW,Perugia,Left,20.0,20.0,2.645
46797,PSS,EE,Perugia,Left,20.0,20.0,2.659
46797,PSS,WW,Perugia,Left,20.0,20.0,2.647
47345,PSS,EE,Brown,Right,20.0,20.007,2.128
47345,PSS,WW,Brown,Right,20.0,20.005,2.14
47345,PSS,EE,Brown,Right,20.0,20.007,2.14
47345,PSS,WW,Brown,Right,20.0,20.003,2.144
47345,PSS,EE,Brown,Right,20.0,20.004,2.14
47345,PSS,WW,Brown,Right,20.0,20.003,2.151
47345,PSS,EE,Brown,Right,20.0,20.005,2.147
47345,PSS,WW,Brown,Right,20.0,20.002,2.156
47345,PSS,EE,Brown,Right,20.0,20.007,2.149
47345,PSS,WW,Brown,Right,20.0,20.004,2.159
47345,PSS,EE,Brown,Right,20.0,20.005,2.129
47345,PSS,WW,Brown,Right,20.0,20.003,2.133
46232,PSP,EE,Brown,Right,20.0,20.006,2.382
46232,PSP,WW,Brown,Right,20.0,20.071,2.46
46232,PSP,EE,Brown,Right,20.0,20.007,2.585
46232,PSP,WW,Brown,Right,20.0,20.007,2.578
46232,PSP,EE,Brown,Right,20.0,20.063,2.497
46232,PSP,WW,Brown,Right,20.0,20.104,2.673
46232,PSP,EE,Brown,Right,20.0,20.037,2.396
46232,PSP,WW,Brown,Right,20.0,20.037,2.665
46232,PSP,EE,Brown,Right,20.0,20.011,2.455
46232,PSP,WW,Brown,Right,20.0,20.084,2.869
46232,PSP,EE,Brown,Right,20.0,20.008,2.425
46232,PSP,WW,Brown,Right,20.0,20.008,2.623
46232,PSP,EE,Brown,Right,20.0,20.072,2.56
46232,PSP,WW,Brown,Right,20.0,20.004,2.183
46232,PSP,EE,Brown,Right,20.0,20.004,2.539
46232,PSP,WW,Brown,Right,20.0,20.006,2.331
46811,PSP,EE,Brown,Right,20.0,20.006,2.246
46811,PSP,WW,Brown,Right,20.0,20.05,3.029
46811,PSP,EE,Brown,Right,20.0,20.009,2.434
46811,PSP,WW,Brown,Right,20.0,20.043,2.468
46811,PSP,EE,Brown,Right,20.0,20.011,2.111
46811,PSP,WW,Brown,Right,20.0,20.021,2.594
46811,PSP,EE,Brown,Right,20.0,20.021,2.203
46811,PSP,WW,Brown,Right,20.0,20.05,2.763
46811,PSP,EE,Brown,Right,20.0,20.01,2.225
46811,PSP,WW,Brown,Right,20.0,20.11,2.595
46811,PSP,EE,Brown,Right,20.0,20.119,2.235
46811,PSP,WW,Brown,Right,20.0,20.051,2.683
46811,PSP,EE,Brown,Right,20.0,20.109,2.471
46811,PSP,WW,Brown,Right,20.0,20.171,2.433
46811,PSP,EE,Brown,Right,20.0,20.195,2.475
46811,PSP,WW,Brown,Right,20.0,20.006,2.519
47345,PSS,EE,Brown,Right,20.0,20.004,2.144
47345,PSS,WW,Brown,Right,20.0,20.002,2.149
47345,PSS,EE,Brown,Right,20.0,20.007,2.137
47345,PSS,WW,Brown,Right,20.0,20.006,2.15
47346,PSS,EE,Brown,Right,20.0,20.007,2.147
47346,PSS,WW,Brown,Right,20.0,20.004,2.156
47346,PSS,EE,Brown,Right,20.0,20.006,2.158
47346,PSS,WW,Brown,Right,20.0,20.003,2.164
47346,PSS,EE,Brown,Right,20.0,20.003,2.156
47346,PSS,WW,Brown,Right,20.0,20.01,2.162
47346,PSS,EE,Brown,Right,20.0,20.005,2.146
47346,PSS,WW,Brown,Right,20.0,20.004,2.15
47346,PSS,EE,Brown,Right,20.0,20.006,2.153
47346,PSS,WW,Brown,Right,20.0,20.005,2.151
47346,PSS,EE,Brown,Right,20.0,20.005,2.156
47346,PSS,WW,Brown,Right,20.0,20.003,2.147
47346,PSS,EE,Brown,Right,20.0,20.005,2.131
47346,PSS,WW,Brown,Right,20.0,20.005,2.132
47346,PSS,EE,Brown,Right,20.0,20.005,2.13
47346,PSS,WW,Brown,Right,20.0,20.004,2.132
47347,PSS,EE,Brown,Right,20.0,20.005,2.137
47347,PSS,WW,Brown,Right,20.0,20.005,2.132
47347,PSS,EE,Brown,Right,20.0,20.006,2.143
47347,PSS,WW,Brown,Right,20.0,20.005,2.14
47347,PSS,EE,Brown,Right,20.0,20.003,2.145
47347,PSS,WW,Brown,Right,20.0,20.003,2.135
47347,PSS,EE,Brown,Right,20.0,20.004,2.139
47347,PSS,WW,Brown,Right,20.0,20.004,2.135
47347,PSS,EE,Brown,Right,20.0,20.009,2.155
47347,PSS,WW,Brown,Right,20.0,20.004,2.142
47347,PSS,EE,Brown,Right,20.0,20.009,2.144
47347,PSS,WW,Brown,Right,20.0,20.003,2.135
47347,PSS,EE,Brown,Right,20.0,20.009,2.147
47347,PSS,WW,Brown,Right,20.0,20.004,2.141
47347,PSS,EE,Brown,Right,20.0,20.012,2.139
47347,PSS,WW,Brown,Right,20.0,20.005,2.136
47356,2S,EE,Demokritos,Left,25.7,25.7,2.873
47356,2S,WW,Demokritos,Left,26.7,26.7,2.809
47356,2S,EE,Demokritos,Left,24.4,24.4,2.897
47356,2S,WW,Demokritos,Left,23.9,23.9,2.83
47356,2S,EE,Demokritos,Left,27.6,27.6,2.891
47356,2S,WW,Demokritos,Left,27.1,27.1,2.811
47356,2S,EE,Demokritos,Left,23.5,23.5,2.871
47356,2S,WW,Demokritos,Left,25.9,25.9,2.786
47356,2S,EE,Demokritos,Left,26.6,26.6,3.018
47356,2S,WW,Demokritos,Left,25.9,25.9,2.802
47356,2S,EE,Demokritos,Left,24.6,24.6,2.885
47356,2S,WW,Demokritos,Left,24.3,24.3,2.802
47357,2S,EE,Demokritos,Left,23.6,23.6,2.818
47357,2S,WW,Demokritos,Left,23.5,23.5,2.846
47357,2S,EE,Demokritos,Left,22.7,22.7,2.779
47357,2S,WW,Demokritos,Left,22.7,22.7,2.806
47357,2S,EE,Demokritos,Left,26.5,26.5,2.844
47357,2S,WW,Demokritos,Left,24.8,24.8,2.843
47357,2S,EE,Demokritos,Left,22.6,22.6,2.856
47357,2S,WW,Demokritos,Left,29.2,29.2,2.836
47357,2S,EE,Demokritos,Left,23.9,23.9,2.811
47357,2S,WW,Demokritos,Left,23.3,23.3,2.818
47357,2S,EE,Demokritos,Left,22.7,22.7,2.818
47357,2S,WW,Demokritos,Left,22.7,22.7,2.854
47358,2S,EE,Demokritos,Left,24.4,24.4,2.817
47358,2S,WW,Demokritos,Left,24.0,24.0,2.88
47358,2S,EE,Demokritos,Left,24.0,24.0,2.848
47358,2S,WW,Demokritos,Left,23.7,23.7,2.809
47358,2S,EE,Demokritos,Left,23.5,23.5,2.845
47358,2S,WW,Demokritos,Left,23.3,23.3,2.871
47358,2S,EE,Demokritos,Left,23.8,23.8,2.793
47358,2S,WW,Demokritos,Left,23.8,23.8,2.851
47358,2S,EE,Demokritos,Left,23.6,23.6,2.858
47358,2S,WW,Demokritos,Left,23.6,23.6,2.883
47358,2S,EE,Demokritos,Left,26.0,26.0,2.798
47358,2S,WW,Demokritos,Left,25.0,25.0,2.817
47359,2S,EE,Demokritos,Left,28.4,28.4,2.844
47359,2S,WW,Demokritos,Left,27.2,27.2,2.835
47359,2S,EE,Demokritos,Left,26.2,26.2,2.944
47359,2S,WW,Demokritos,Left,25.7,25.7,2.806
47359,2S,EE,Demokritos,Left,24.6,24.6,2.82
47359,2S,WW,Demokritos,Left,24.0,24.0,2.843
47359,2S,EE,Demokritos,Left,23.3,23.3,2.795
47359,2S,WW,Demokritos,Left,19.7,19.7,2.794
47359,2S,EE,Demokritos,Left,20.8,20.8,2.801
47359,2S,WW,Demokritos,Left,21.1,21.1,2.858
47359,2S,EE,Demokritos,Left,21.5,21.5,2.836
47359,2S,WW,Demokritos,Left,21.7,21.7,2.905
47360,2S,EE,Demokritos,Left,27.4,27.4,2.847
47360,2S,WW,Demokritos,Left,25.9,25.9,2.816
47360,2S,EE,Demokritos,Left,25.0,25.0,2.806
47360,2S,WW,Demokritos,Left,23.8,23.8,2.825
47360,2S,EE,Demokritos,Left,22.6,22.6,2.801
47360,2S,WW,Demokritos,Left,25.4,25.4,2.824
47360,2S,EE,Demokritos,Left,23.2,23.2,2.799
47360,2S,WW,Demokritos,Left,22.8,22.8,2.82
47360,2S,EE,Demokritos,Left,24.1,24.1,2.847
47360,2S,WW,Demokritos,Left,23.1,23.1,2.794
47360,2S,EE,Demokritos,Left,22.8,22.8,2.774
47360,2S,WW,Demokritos,Left,22.7,22.7,2.857
47361,2S,EE,Perugia,Left,20.0,20.0,2.619
47361,2S,WW,Perugia,Left,20.0,20.0,2.618
47361,2S,EE,Perugia,Left,20.0,20.0,2.613
47361,2S,WW,Perugia,Left,20.0,20.0,2.627
47361,2S,EE,Perugia,Left,20.0,20.0,2.615
47361,2S,WW,Perugia,Left,20.0,20.0,2.609
47361,2S,EE,Perugia,Left,20.0,20.0,2.627
47361,2S,WW,Perugia,Left,20.0,20.0,2.636
47361,2S,EE,Perugia,Left,20.0,20.0,2.605
47361,2S,WW,Perugia,Left,20.0,20.0,2.601
47361,2S,EE,Perugia,Left,20.0,20.0,2.634
47361,2S,WW,Perugia,Left,20.0,20.0,2.605
47361,2S,EE,Perugia,Left,20.0,20.0,2.627
47361,2S,WW,Perugia,Left,20.0,20.0,2.607
47361,2S,EE,Perugia,Left,20.0,20.0,2.6
47361,2S,WW,Perugia,Left,20.0,20.0,2.613
47362,2S,EE,Perugia,Left,20.0,20.0,2.595
47362,2S,WW,Perugia,Left,20.0,20.0,2.595
47362,2S,EE,Perugia,Left,20.0,20.0,2.605
47362,2S,WW,Perugia,Left,20.0,20.0,2.602
47362,2S,EE,Perugia,Left,20.0,20.0,2.6
47362,2S,WW,Perugia,Left,20.0,20.0,2.645
47362,2S,EE,Perugia,Left,20.0,20.0,2.607
47362,2S,WW,Perugia,Left,20.0,20.0,2.604
47362,2S,EE,Perugia,Left,20.0,20.0,2.616
47362,2S,WW,Perugia,Left,20.0,20.0,2.61
47362,2S,EE,Perugia,Left,20.0,20.0,2.596
47362,2S,WW,Perugia,Left,20.0,20.0,2.596
47362,2S,EE,Perugia,Left,20.0,20.0,2.604
47362,2S,WW,Perugia,Left,20.0,20.0,2.606
47362,2S,EE,Perugia,Left,20.0,20.0,2.599
47362,2S,WW,Perugia,Left,20.0,20.0,2.642
47363,2S,EE,Perugia,Left,20.0,20.0,2.611
47363,2S,WW,Perugia,Left,20.0,20.0,2.604
47363,2S,EE,Perugia,Left,20.0,20.0,2.609
47363,2S,WW,Perugia,Left,20.0,20.0,2.605
47363,2S,EE,Perugia,Left,20.0,20.0,2.611
47363,2S,WW,Perugia,Left,20.0,20.0,2.617
47363,2S,EE,Perugia,Left,20.0,20.0,2.607
47363,2S,WW,Perugia,Left,20.0,20.0,2.605
47363,2S,EE,Perugia,Left,20.0,20.0,2.604
47363,2S,WW,Perugia,Left,20.0,20.0,2.611
47363,2S,EE,Perugia,Left,20.0,20.0,2.603
47363,2S,WW,Perugia,Left,20.0,20.0,2.621
47363,2S,EE,Perugia,Left,20.0,20.0,2.61
47363,2S,WW,Perugia,Left,20.0,20.0,2.612
47363,2S,EE,Perugia,Left,20.0,20.0,2.621
47363,2S,WW,Perugia,Left,20.0,20.0,2.602
47364,2S,EE,Perugia,Left,20.0,20.0,2.609
47364,2S,WW,Perugia,Left,20.0,20.0,2.608
47364,2S,EE,Perugia,Left,20.0,20.0,2.611
47364,2S,WW,Perugia,Left,20.0,20.0,2.618
47364,2S,EE,Perugia,Left,20.0,20.0,2.599
47364,2S,WW,Perugia,Left,20.0,20.0,2.612
47364,2S,EE,Perugia,Left,20.0,20.0,2.614
47364,2S,WW,Perugia,Left,20.0,20.0,2.613
47364,2S,EE,Perugia,Left,20.0,20.0,2.618
47364,2S,WW,Perugia,Left,20.0,20.0,2.62
47364,2S,EE,Perugia,Left,20.0,20.0,2.619
47364,2S,WW,Perugia,Left,20.0,20.0,2.624
47364,2S,EE,Perugia,Left,20.0,20.0,2.612
47364,2S,WW,Perugia,Left,20.0,20.0,2.612
47364,2S,EE,Perugia,Left,20.0,20.0,2.612
47364,2S,WW,Perugia,Left,20.0,20.0,2.619
47348,PSS,EE,Demokritos,Left,22.2,22.2,2.768
47348,PSS,WW,Demokritos,Left,22.0,22.0,2.815
47348,PSS,EE,Demokritos,Left,22.5,22.5,2.785
47348,PSS,WW,Demokritos,Left,22.0,22.0,2.832
47348,PSS,EE,Demokritos,Left,21.8,21.8,2.783
47348,PSS,WW,Demokritos,Left,21.6,21.6,2.839
47348,PSS,EE,Demokritos,Left,21.7,21.7,2.787
47348,PSS,WW,Demokritos,Left,21.4,21.4,2.852
47348,PSS,EE,Demokritos,Left,21.5,21.5,2.78
47348,PSS,WW,Demokritos,Left,22.8,22.8,2.807
47348,PSS,EE,Demokritos,Left,21.2,21.2,2.776
47348,PSS,WW,Demokritos,Left,21.1,21.1,2.846
47348,PSS,EE,Demokritos,Left,22.5,22.5,2.789
47348,PSS,WW,Demokritos,Left,22.1,22.1,2.858
47348,PSS,EE,Demokritos,Left,23.7,23.7,2.783
47348,PSS,WW,Demokritos,Left,22.9,22.9,2.845
47349,PSS,EE,Demokritos,Left,21.8,21.8,2.773
47349,PSS,WW,Demokritos,Left,21.9,21.9,2.798
47349,PSS,EE,Demokritos,Left,22.6,22.6,2.78
47349,PSS,WW,Demokritos,Left,21.9,21.9,2.802
47349,PSS,EE,Demokritos,Left,21.6,21.6,2.789
47349,PSS,WW,Demokritos,Left,21.4,21.4,2.792
47349,PSS,EE,Demokritos,Left,21.4,21.4,2.755
47349,PSS,WW,Demokritos,Left,22.8,22.8,2.785
47349,PSS,EE,Demokritos,Left,22.1,22.1,2.761
47349,PSS,WW,Demokritos,Left,21.6,21.6,2.803
47349,PSS,EE,Demokritos,Left,21.1,21.1,2.772
47349,PSS,WW,Demokritos,Left,20.9,20.9,2.82
47349,PSS,EE,Demokritos,Left,21.2,21.2,2.804
47349,PSS,WW,Demokritos,Left,21.0,21.0,2.808
47349,PSS,EE,Demokritos,Left,20.7,20.7,2.743
47349,PSS,WW,Demokritos,Left,22.8,22.8,2.78
48205,PSS,EE,Perugia,Left,20.0,20.0,2.63
48205,PSS,WW,Perugia,Left,20.0,20.0,2.606
48205,PSS,EE,Perugia,Left,20.0,20.0,2.62
48205,PSS,WW,Perugia,Left,20.0,20.0,2.611
48205,PSS,EE,Perugia,Left,20.0,20.0,2.631
48205,PSS,WW,Perugia,Left,20.0,20.0,2.614
48205,PSS,EE,Perugia,Left,20.0,20.0,2.638
48205,PSS,WW,Perugia,Left,20.0,20.0,2.613
48205,PSS,EE,Perugia,Left,20.0,20.0,2.626
48205,PSS,WW,Perugia,Left,20.0,20.0,2.615
48205,PSS,EE,Perugia,Left,20.0,20.0,2.63
48205,PSS,WW,Perugia,Left,20.0,20.0,2.609
48205,PSS,EE,Perugia,Left,20.0,20.0,2.599
48205,PSS,WW,Perugia,Left,20.0,20.0,2.651
48205,PSS,EE,Perugia,Left,20.0,20.0,2.634
48205,PSS,WW,Perugia,Left,20.0,20.0,2.619
48206,PSS,EE,Perugia,Left,20.0,20.0,2.602
48206,PSS,WW,Perugia,Left,20.0,20.0,2.631
48206,PSS,EE,Perugia,Left,20.0,20.0,2.604
48206,PSS,WW,Perugia,Left,20.0,20.0,2.618
48206,PSS,EE,Perugia,Left,20.0,20.0,2.597
48206,PSS,WW,Perugia,Left,20.0,20.0,2.603
48206,PSS,EE,Perugia,Left,20.0,20.0,2.592
48206,PSS,WW,Perugia,Left,20.0,20.0,2.596
48206,PSS,EE,Perugia,Left,20.0,20.0,2.607
48206,PSS,WW,Perugia,Left,20.0,20.0,2.596
48206,PSS,EE,Perugia,Left,20.0,20.0,2.611
48206,PSS,WW,Perugia,Left,20.0,20.0,2.64
48206,PSS,EE,Perugia,Left,20.0,20.0,2.601
48206,PSS,WW,Perugia,Left,20.0,20.0,2.613
48206,PSS,EE,Perugia,Left,20.0,20.0,2.611
48206,PSS,WW,Perugia,Left,20.0,20.0,2.62
47365,2S,EE,Brown,Right,20.0,20.101,2.159
47365,2S,WW,Brown,Right,20.0,20.144,2.152
47365,2S,EE,Brown,Right,20.0,20.07,2.18
47365,2S,WW,Brown,Right,20.0,20.097,2.157
47365,2S,EE,Brown,Right,20.0,20.189,2.174
47365,2S,WW,Brown,Left,20.0,20.284,2.197
47365,2S,EE,Brown,Right,20.0,20.144,2.184
47365,2S,WW,Brown,Right,20.0,20.126,2.158
47365,2S,EE,Brown,Right,20.0,20.135,5.722
47365,2S,EE,Brown,Right,20.0,20.07,2.405
47365,2S,WW,Brown,Right,20.0,20.089,2.194
47365,2S,EE,Brown,Right,20.0,20.187,6.943
47365,2S,EE,Brown,Right,20.0,20.097,2.198
47365,2S,WW,Brown,Right,20.0,20.107,2.181
47366,2S,EE,Brown,Right,20.0,20.138,2.367
47366,2S,WW,Brown,Right,20.0,20.127,2.178
47366,2S,WW,Brown,Right,20.0,20.116,2.199
47366,2S,EE,Brown,Right,20.0,20.148,2.161
47366,2S,EE,Brown,Right,20.0,20.147,2.171
47366,2S,WW,Brown,Right,20.0,20.161,2.18
47366,2S,EE,Brown,Right,20.0,20.082,2.161
47366,2S,WW,Brown,Right,20.0,20.1,2.166
47366,2S,EE,Brown,Right,20.0,20.184,2.141
47366,2S,WW,Brown,Right,20.0,20.169,2.149
47366,2S,EE,Brown,Right,20.0,20.127,2.169
47366,2S,WW,Brown,Right,20.0,20.117,2.156
47367,2S,EE,Perugia,Left,20.0,20.0,2.607
47367,2S,WW,Perugia,Left,20.0,20.0,2.651
47367,2S,EE,Perugia,Left,20.0,20.0,2.653
47367,2S,WW,Perugia,Left,20.0,20.0,2.63
47367,2S,EE,Perugia,Left,20.0,20.0,2.652
47367,2S,WW,Perugia,Left,20.0,20.0,2.636
47367,2S,EE,Perugia,Left,20.0,20.0,2.652
47367,2S,WW,Perugia,Left,20.0,20.0,2.639
47367,2S,EE,Perugia,Left,20.0,20.0,2.65
47367,2S,WW,Perugia,Left,20.0,20.0,2.634
47367,2S,EE,Perugia,Left,20.0,20.0,2.598
47367,2S,WW,Perugia,Left,20.0,20.0,2.65
47367,2S,EE,Perugia,Left,20.0,20.0,2.614
47367,2S,WW,Perugia,Left,20.0,20.0,2.654
47367,2S,EE,Perugia,Left,20.0,20.0,2.617
47367,2S,WW,Perugia,Left,20.0,20.0,2.641
47368,2S,EE,Perugia,Left,20.0,20.0,2.616
47368,2S,WW,Perugia,Left,20.0,20.0,2.647
