batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,VI600_NAMPRMM3
38883,2S,WW,Demokritos,Left,21.7,21.7,0.174
38883,2S,EE,Demokritos,Left,21.2,21.2,0.16
38883,2S,WW,Demokritos,Left,21.3,21.3,0.221
38883,2S,EE,Demokritos,Left,21.4,21.4,0.148
38883,2S,WW,Demokritos,Left,21.4,21.4,0.191
38884,2S,EE,Demokritos,Left,20.3,20.3,0.088
38884,2S,WW,Demokritos,Left,21.8,21.8,0.223
38884,2S,EE,Demokritos,Left,21.6,21.6,0.327
38884,2S,WW,Demokritos,Left,21.7,21.7,0.345
38884,2S,EE,Demokritos,Left,22.2,22.2,0.216
38884,2S,WW,Demokritos,Left,22.3,22.3,0.19
38884,2S,EE,Demokritos,Left,22.5,22.5,0.156
38884,2S,WW,Demokritos,Left,22.8,22.8,0.338
38884,2S,EE,Demokritos,Left,22.4,22.4,0.082
38884,2S,WW,Demokritos,Left,21.0,21.0,0.259
38884,2S,EE,Demokritos,Left,22.8,22.8,0.108
38884,2S,WW,Demokritos,Left,22.7,22.7,0.209
38884,2S,EE,Demokritos,Left,23.5,23.5,0.109
38884,2S,WW,Demokritos,Left,24.2,24.2,0.296
39484,2S,EE,Demokritos,Left,20.8,20.8,0.126
39484,2S,WW,Demokritos,Left,21.9,21.9,0.183
39484,2S,EE,Demokritos,Left,22.6,22.6,0.107
39484,2S,WW,Demokritos,Left,23.1,23.1,0.156
39484,2S,EE,Demokritos,Left,22.3,22.3,0.121
39484,2S,WW,Demokritos,Left,22.7,22.7,0.138
39484,2S,EE,Demokritos,Left,20.1,20.1,0.102
39484,2S,WW,Demokritos,Left,21.1,21.1,0.2
39484,2S,EE,Demokritos,Left,23.6,23.6,0.13
39484,2S,WW,Demokritos,Left,24.6,24.6,0.186
39484,2S,EE,Demokritos,Left,21.7,21.7,0.124
39484,2S,WW,Demokritos,Left,22.1,22.1,0.152
39484,2S,EE,Demokritos,Left,25.0,25.0,0.064
39484,2S,WW,Demokritos,Left,25.3,25.3,0.182
39487,2S,EE,Demokritos,Left,22.7,22.7,0.179
39487,2S,WW,Demokritos,Left,23.4,23.4,0.259
39487,2S,EE,Demokritos,Left,21.0,21.0,0.092
39487,2S,WW,Demokritos,Left,22.0,22.0,0.241
39487,2S,EE,Demokritos,Left,23.8,23.8,0.172
39487,2S,WW,Demokritos,Left,24.2,24.2,0.293
39487,2S,EE,Demokritos,Left,25.1,25.1,0.104
39487,2S,WW,Demokritos,Left,23.2,23.2,0.232
39487,2S,EE,Demokritos,Left,23.9,23.9,0.32
39487,2S,WW,Demokritos,Left,24.2,24.2,0.366
39487,2S,EE,Demokritos,Left,25.5,25.5,0.246
39487,2S,WW,Demokritos,Left,23.9,23.9,0.099
39487,2S,EE,Demokritos,Left,21.2,21.2,0.207
39487,2S,WW,Demokritos,Left,22.1,22.1,0.312
39564,2S,EE,Brown,Right,20.0,20.008,0.09729583
39564,2S,WW,Brown,Right,20.0,20.007,0.142
39564,2S,EE,Brown,Right,20.0,20.007,0.07941669
39564,2S,WW,Brown,Right,20.0,20.004,0.104
39564,2S,EE,Brown,Right,20.0,20.015,0.09065923
39564,2S,WW,Brown,Right,20.0,20.011,0.09878422
39564,2S,EE,Brown,Right,20.0,20.005,0.08289459
39564,2S,WW,Brown,Right,20.0,20.006,0.09116375
39564,2S,EE,Brown,Right,20.0,20.006,0.1
39564,2S,WW,Brown,Right,20.0,20.006,0.102
39564,2S,EE,Brown,Right,20.0,20.007,0.11
39564,2S,WW,Brown,Right,20.0,20.008,0.08711879
39565,2S,EE,Brown,Right,20.0,20.004,0.133
39565,2S,WW,Brown,Right,20.0,20.004,0.106
39565,2S,EE,Brown,Right,20.0,20.003,0.127
39565,2S,WW,Brown,Right,20.0,20.004,0.131
39565,2S,EE,Brown,Right,20.0,20.007,0.123
39565,2S,WW,Brown,Right,20.0,20.003,0.111
39565,2S,EE,Brown,Right,20.0,20.007,0.131
39565,2S,WW,Brown,Right,20.0,20.006,0.117
39565,2S,EE,Brown,Right,20.0,20.005,0.14
39565,2S,WW,Brown,Right,20.0,20.004,0.126
39565,2S,EE,Brown,Right,20.0,20.003,0.117
39565,2S,WW,Brown,Right,20.0,20.004,0.116
39566,2S,EE,Brown,Right,20.0,20.006,0.125
39566,2S,WW,Brown,Right,20.0,20.006,0.111
39566,2S,EE,Brown,Right,20.0,20.004,0.107
39566,2S,WW,Brown,Right,20.0,20.005,0.108
39566,2S,EE,Brown,Right,20.0,20.006,0.105
39566,2S,WW,Brown,Right,20.0,20.004,0.131
39566,2S,EE,Brown,Right,20.0,20.006,0.111
39566,2S,WW,Brown,Right,20.0,20.005,0.101
39566,2S,EE,Brown,Right,20.0,20.007,0.136
39566,2S,WW,Brown,Right,20.0,20.009,0.144
39566,2S,EE,Brown,Right,20.0,20.005,0.111
39566,2S,WW,Brown,Right,20.0,20.002,0.131
39566,2S,EE,Brown,Right,20.0,20.005,0.121
39566,2S,WW,Brown,Right,20.0,20.005,0.132
39566,2S,EE,Brown,Right,20.0,20.003,0.103
39566,2S,WW,Brown,Right,20.0,20.007,0.12
39567,2S,EE,Brown,Right,20.0,20.006,0.09489247
39567,2S,WW,Brown,Right,20.0,20.005,0.134
39567,2S,EE,Brown,Right,20.0,20.01,0.138
39567,2S,WW,Brown,Right,20.0,20.003,0.131
39567,2S,EE,Brown,Right,20.0,20.01,0.132
39567,2S,WW,Brown,Right,20.0,20.006,0.108
39567,2S,EE,Brown,Right,20.0,20.004,0.132
39567,2S,WW,Brown,Right,20.0,20.005,0.112
39567,2S,EE,Brown,Right,20.0,20.008,0.115
39567,2S,WW,Brown,Right,20.0,20.007,0.129
39567,2S,EE,Brown,Right,20.0,20.005,0.11
39567,2S,WW,Brown,Right,20.0,20.007,0.133
39567,2S,EE,Brown,Right,20.0,20.006,0.154
39567,2S,WW,Brown,Right,20.0,20.004,0.145
39567,2S,EE,Brown,Right,20.0,20.006,0.108
39567,2S,WW,Brown,Right,20.0,20.004,0.141
39479,PSS,EE,Demokritos,Left,22.5,22.5,0.304
39479,PSS,WW,Demokritos,Left,22.2,22.2,0.19
39479,PSS,EE,Demokritos,Left,21.9,21.9,0.11
39479,PSS,WW,Demokritos,Left,21.8,21.8,0.176
39479,PSS,EE,Demokritos,Left,21.7,21.7,0.137
39479,PSS,WW,Demokritos,Left,21.7,21.7,0.188
39479,PSS,EE,Demokritos,Left,19.4,19.4,0.131
39479,PSS,WW,Demokritos,Left,20.3,20.3,0.179
39479,PSS,EE,Demokritos,Left,21.0,21.0,0.152
39479,PSS,WW,Demokritos,Left,21.3,21.3,0.161
39479,PSS,EE,Demokritos,Left,21.3,21.3,0.144
39479,PSS,WW,Demokritos,Left,21.3,21.3,0.197
39479,PSS,EE,Demokritos,Left,21.3,21.3,0.144
39479,PSS,WW,Demokritos,Left,21.3,21.3,0.19
39547,PSS,EE,Demokritos,Left,23.2,23.2,0.31
39547,PSS,WW,Demokritos,Left,23.3,23.3,0.142
39547,PSS,EE,Demokritos,Left,23.5,23.5,0.151
39547,PSS,WW,Demokritos,Left,23.6,23.6,0.073
39547,PSS,EE,Demokritos,Left,19.9,19.9,0.13
39547,PSS,WW,Demokritos,Left,20.9,20.9,0.148
39547,PSS,EE,Demokritos,Left,20.4,20.4,0.089
39547,PSS,WW,Demokritos,Left,21.7,21.7,0.151
39547,PSS,EE,Demokritos,Left,21.5,21.5,0.045
39547,PSS,WW,Demokritos,Left,21.9,21.9,0.167
39547,PSS,EE,Demokritos,Left,22.2,22.2,0.135
39547,PSS,WW,Demokritos,Left,22.5,22.5,0.155
39547,PSS,EE,Demokritos,Left,22.8,22.8,0.073
39547,PSS,WW,Demokritos,Left,23.0,23.0,0.145
39569,2S,EE,Brown,Right,20.0,20.005,0.111
39569,2S,WW,Brown,Right,20.0,20.01,0.116
39569,2S,EE,Brown,Right,20.0,20.03,0.129
39569,2S,WW,Brown,Right,20.0,20.054,0.104
39569,2S,EE,Brown,Right,20.0,20.007,0.107
39569,2S,WW,Brown,Right,20.0,20.017,0.118
39569,2S,EE,Brown,Right,20.0,20.081,0.165
39569,2S,WW,Brown,Right,20.0,20.037,0.117
39569,2S,EE,Brown,Right,20.0,20.076,0.119
39569,2S,WW,Brown,Right,20.0,20.058,0.129
39570,2S,EE,Brown,Right,20.0,20.052,0.132
39570,2S,WW,Brown,Right,20.0,20.028,0.143
39570,2S,EE,Brown,Right,20.0,20.014,0.175
39570,2S,WW,Brown,Right,20.0,20.021,0.159
39571,2S,EE,Brown,Right,20.0,20.007,0.152
39571,2S,WW,Brown,Right,20.0,20.026,0.152
39571,2S,EE,Brown,Right,20.0,20.039,0.153
39571,2S,WW,Brown,Right,20.0,20.01,0.174
39571,2S,EE,Brown,Right,20.0,20.058,0.132
39571,2S,WW,Brown,Right,20.0,20.031,0.117
39571,2S,EE,Brown,Right,20.0,20.004,0.138
39571,2S,WW,Brown,Right,20.0,20.009,0.109
39572,2S,EE,Brown,Right,20.0,20.007,0.153
39572,2S,WW,Brown,Right,20.0,20.007,0.154
39572,2S,EE,Brown,Right,20.0,20.005,0.144
39572,2S,WW,Brown,Right,20.0,20.005,0.174
39572,2S,EE,Brown,Right,20.0,20.05,0.184
39572,2S,WW,Brown,Right,20.0,20.051,0.176
41352,2S,EE,Brown,Right,20.0,20.007,0.0776056
41352,2S,WW,Brown,Right,20.0,20.016,0.08817994
41352,2S,EE,Brown,Right,20.0,20.042,0.105
41352,2S,WW,Brown,Right,20.0,20.068,0.09141421
41352,2S,EE,Brown,Right,20.0,20.051,0.09279034
41352,2S,WW,Brown,Right,20.0,20.041,0.101
41352,2S,EE,Brown,Right,20.0,20.099,0.0980691
41352,2S,WW,Brown,Right,20.0,20.061,0.12
41354,2S,EE,Brown,Right,20.0,20.025,0.129
41354,2S,WW,Brown,Right,20.0,20.057,0.113
41354,2S,EE,Brown,Right,20.0,20.013,0.103
41354,2S,WW,Brown,Right,20.0,20.045,0.111
41354,2S,EE,Brown,Right,20.0,20.083,0.125
41354,2S,WW,Brown,Right,20.0,20.063,0.118
41354,2S,EE,Brown,Right,20.0,20.078,0.112
41354,2S,WW,Brown,Right,20.0,20.049,0.168
41354,2S,EE,Brown,Right,20.0,20.089,0.163
41354,2S,WW,Brown,Right,20.0,20.056,0.114
41354,2S,EE,Brown,Right,20.0,20.03,0.198
41354,2S,WW,Brown,Right,20.0,20.053,0.2
41356,2S,EE,Demokritos,Left,20.3,20.3,0.183
41356,2S,WW,Demokritos,Left,21.2,21.2,0.26
41356,2S,EE,Demokritos,Left,21.7,21.7,0.097
41356,2S,WW,Demokritos,Left,21.7,21.7,0.209
41356,2S,EE,Demokritos,Left,21.7,21.7,0.254
41356,2S,WW,Demokritos,Left,21.6,21.6,0.125
41356,2S,EE,Demokritos,Left,21.7,21.7,0.064
41356,2S,WW,Demokritos,Left,21.7,21.7,0.083
41356,2S,EE,Demokritos,Left,22.0,22.0,0.29
41356,2S,WW,Demokritos,Left,21.6,21.6,0.214
41356,2S,EE,Demokritos,Left,21.7,21.7,0.266
41356,2S,WW,Demokritos,Left,21.7,21.7,0.311
41356,2S,EE,Demokritos,Left,21.4,21.4,0.076
41356,2S,WW,Demokritos,Left,23.3,23.3,0.21
41357,2S,EE,Demokritos,Left,22.6,22.6,0.167
41357,2S,WW,Demokritos,Left,23.4,23.4,0.307
41357,2S,EE,Demokritos,Left,24.0,24.0,0.147
41357,2S,WW,Demokritos,Left,23.9,23.9,0.057
41357,2S,EE,Demokritos,Left,21.2,21.2,0.254
41357,2S,WW,Demokritos,Left,21.1,21.1,0.39
41357,2S,EE,Demokritos,Left,23.0,23.0,0.222
41357,2S,WW,Demokritos,Left,22.5,22.5,0.293
41357,2S,EE,Demokritos,Left,20.9,20.9,0.245
41357,2S,WW,Demokritos,Left,20.8,20.8,0.364
41357,2S,EE,Demokritos,Left,22.1,22.1,0.294
41357,2S,WW,Demokritos,Left,21.7,21.7,0.355
41357,2S,EE,Demokritos,Left,20.8,20.8,0.167
41357,2S,WW,Demokritos,Left,20.7,20.7,0.231
41730,2S,EE,Demokritos,Left,24.9,24.9,0.178
41730,2S,WW,Demokritos,Left,24.7,24.7,0.172
41730,2S,EE,Demokritos,Left,24.3,24.3,0.166
41730,2S,WW,Demokritos,Left,23.9,23.9,0.1
41730,2S,EE,Demokritos,Left,23.4,23.4,0.139
41730,2S,WW,Demokritos,Left,23.0,23.0,0.14
41730,2S,EE,Demokritos,Left,22.0,22.0,0.174
41730,2S,WW,Demokritos,Left,21.8,21.8,0.103
41730,2S,EE,Demokritos,Left,22.6,22.6,0.1
41730,2S,WW,Demokritos,Left,22.2,22.2,0.074
41730,2S,EE,Demokritos,Left,21.6,21.6,0.183
41730,2S,WW,Demokritos,Left,20.7,20.7,0.039
41730,2S,EE,Demokritos,Left,21.1,21.1,0.066
41730,2S,WW,Demokritos,Left,21.3,21.3,0.045
41731,2S,EE,Demokritos,Left,23.1,23.1,0.129
41731,2S,WW,Demokritos,Left,22.7,22.7,0.222
41731,2S,EE,Demokritos,Left,22.5,22.5,0.076
41731,2S,WW,Demokritos,Left,22.3,22.3,0.073
41731,2S,EE,Demokritos,Left,21.4,21.4,0.083
41731,2S,WW,Demokritos,Left,21.4,21.4,0.058
41731,2S,EE,Demokritos,Left,22.2,22.2,0.12
41731,2S,WW,Demokritos,Left,22.6,22.6,0.165
41731,2S,EE,Demokritos,Left,24.5,24.5,0.175
41731,2S,WW,Demokritos,Left,23.9,23.9,0.239
41732,2S,EE,Demokritos,Left,19.4,19.4,0.13
41732,2S,WW,Demokritos,Left,20.5,20.5,0.057
41732,2S,EE,Demokritos,Left,24.3,24.3,0.17
41732,2S,WW,Demokritos,Left,23.8,23.8,0.073
41732,2S,EE,Demokritos,Left,20.9,20.9,0.076
41732,2S,WW,Demokritos,Left,21.1,21.1,0.163
41732,2S,EE,Demokritos,Left,23.4,23.4,0.18
41732,2S,WW,Demokritos,Left,23.1,23.1,0.044
41732,2S,EE,Demokritos,Left,22.9,22.9,0.13
41732,2S,WW,Demokritos,Left,22.6,22.6,0.132
41732,2S,EE,Demokritos,Left,21.3,21.3,0.266
41732,2S,WW,Demokritos,Left,21.6,21.6,0.045
41732,2S,EE,Demokritos,Left,21.7,21.7,0.311
41732,2S,WW,Demokritos,Left,21.8,21.8,0.19
39563,PSS,EE,Brown,Right,20.0,20.008,0.08549164
39563,PSS,WW,Brown,Right,20.0,20.029,0.08525749
39563,PSS,EE,Brown,Right,20.0,20.03,0.08405412
39563,PSS,WW,Brown,Right,20.0,20.099,0.08316891
39563,PSS,EE,Brown,Right,20.0,20.064,0.114
39563,PSS,WW,Brown,Right,20.0,20.044,0.08929385
39563,PSS,EE,Brown,Right,20.0,20.155,0.112
39563,PSS,WW,Brown,Right,20.0,20.069,0.09324246
39563,PSS,EE,Brown,Right,20.0,20.006,0.113
39563,PSS,WW,Brown,Right,20.0,20.019,0.09734199
39563,PSS,EE,Brown,Right,20.0,20.019,0.113
39563,PSS,WW,Brown,Right,20.0,20.042,0.08696852
39563,PSS,EE,Brown,Right,20.0,20.061,0.122
39563,PSS,WW,Brown,Right,20.0,20.037,0.08164739
39563,PSS,EE,Brown,Right,20.0,20.075,0.106
39563,PSS,WW,Brown,Right,20.0,20.032,0.0859259
41727,PSS,EE,Brown,Right,20.0,20.014,0.09891131
41727,PSS,WW,Brown,Right,20.0,20.038,0.15
41727,PSS,EE,Brown,Right,20.0,20.025,0.132
41727,PSS,WW,Brown,Right,20.0,20.039,0.136
41727,PSS,EE,Brown,Right,20.0,20.07,0.121
41727,PSS,WW,Brown,Right,20.0,20.044,0.155
41727,PSS,EE,Brown,Right,20.0,20.078,0.117
41727,PSS,WW,Brown,Right,20.0,20.045,0.139
41727,PSS,EE,Brown,Right,20.0,20.007,0.09521719
41727,PSS,WW,Brown,Right,20.0,20.008,0.125
41727,PSS,EE,Brown,Right,20.0,20.01,0.08500516
41727,PSS,WW,Brown,Right,20.0,20.015,0.19
41727,PSS,EE,Brown,Right,20.0,20.042,0.09030218
41727,PSS,WW,Brown,Right,20.0,20.016,0.145
41727,PSS,EE,Brown,Right,20.0,20.05,0.143
41727,PSS,WW,Brown,Right,20.0,20.017,0.156
41740,2S,EE,Demokritos,Left,26.0,26.0,0.163
41740,2S,WW,Demokritos,Left,19.9,19.9,0.26
41740,2S,EE,Demokritos,Left,9999.9,9999.9,0.213
41740,2S,WW,Demokritos,Left,26.4,26.4,0.35
41740,2S,EE,Demokritos,Left,20.8,20.8,0.182
41740,2S,WW,Demokritos,Left,21.4,21.4,0.056
41740,2S,EE,Demokritos,Left,26.1,26.1,0.171
41740,2S,WW,Demokritos,Left,26.2,26.2,0.246
41740,2S,EE,Demokritos,Left,21.6,21.6,0.226
41740,2S,WW,Demokritos,Left,21.8,21.8,0.328
41741,2S,EE,Demokritos,Left,22.2,22.2,0.161
41741,2S,WW,Demokritos,Left,22.3,22.3,0.249
41741,2S,EE,Demokritos,Left,22.4,22.4,0.152
41741,2S,WW,Demokritos,Left,22.4,22.4,0.157
41741,2S,EE,Demokritos,Left,22.1,22.1,0.168
41741,2S,WW,Demokritos,Left,22.3,22.3,0.175
41741,2S,EE,Demokritos,Left,22.5,22.5,0.178
41741,2S,WW,Demokritos,Left,22.4,22.4,0.075
41741,2S,EE,Demokritos,Left,23.0,23.0,0.212
41741,2S,WW,Demokritos,Left,23.4,23.4,0.202
41741,2S,EE,Demokritos,Left,21.5,21.5,0.212
41741,2S,WW,Demokritos,Left,22.0,22.0,0.226
41741,2S,EE,Demokritos,Left,23.7,23.7,0.197
41741,2S,WW,Demokritos,Left,23.9,23.9,0.242
41748,2S,EE,Demokritos,Left,23.0,23.0,0.282
41748,2S,WW,Demokritos,Left,23.4,23.4,0.273
41748,2S,EE,Demokritos,Left,23.4,23.4,0.202
41748,2S,WW,Demokritos,Left,24.0,24.0,0.062
41748,2S,EE,Demokritos,Left,23.7,23.7,0.088
41748,2S,WW,Demokritos,Left,23.9,23.9,0.307
41748,2S,EE,Demokritos,Left,24.2,24.2,0.255
41748,2S,WW,Demokritos,Left,24.3,24.3,0.055
41748,2S,EE,Demokritos,Left,24.1,24.1,0.292
41748,2S,WW,Demokritos,Left,24.1,24.1,0.34
41748,2S,EE,Demokritos,Left,24.2,24.2,0.179
41748,2S,WW,Demokritos,Left,24.3,24.3,0.242
41748,2S,EE,Demokritos,Left,24.4,24.4,0.2
41748,2S,WW,Demokritos,Left,24.4,24.4,0.074
41749,2S,EE,Demokritos,Left,24.3,24.3,0.168
41749,2S,WW,Demokritos,Left,24.3,24.3,0.194
41749,2S,EE,Demokritos,Left,25.2,25.2,0.181
41749,2S,WW,Demokritos,Left,24.5,24.5,0.303
41749,2S,EE,Demokritos,Left,24.5,24.5,0.238
41749,2S,WW,Demokritos,Left,24.7,24.7,0.178
41749,2S,EE,Demokritos,Left,24.2,24.2,0.152
41749,2S,WW,Demokritos,Left,23.8,23.8,0.202
41749,2S,EE,Demokritos,Left,27.0,27.0,0.213
41749,2S,WW,Demokritos,Left,26.3,26.3,0.316
41750,2S,EE,Demokritos,Left,22.8,22.8,0.204
41750,2S,WW,Demokritos,Left,23.4,23.4,0.185
41750,2S,EE,Demokritos,Left,23.7,23.7,0.229
41750,2S,WW,Demokritos,Left,23.9,23.9,0.202
41750,2S,EE,Demokritos,Left,23.5,23.5,0.217
41750,2S,WW,Demokritos,Left,23.6,23.6,0.283
41750,2S,EE,Demokritos,Left,23.8,23.8,0.217
41750,2S,WW,Demokritos,Left,23.9,23.9,0.244
41750,2S,EE,Demokritos,Left,23.9,23.9,0.228
41750,2S,WW,Demokritos,Left,24.0,24.0,0.208
41752,2S,EE,Brown,Right,20.0,20.008,0.121
41752,2S,WW,Brown,Right,20.0,20.006,0.114
41752,2S,EE,Brown,Right,20.0,20.01,0.166
41752,2S,WW,Brown,Right,20.0,20.007,0.378
41752,2S,EE,Brown,Right,20.0,20.121,0.11
41752,2S,WW,Brown,Right,20.0,20.007,0.127
41752,2S,EE,Brown,Right,20.0,20.003,0.183
41752,2S,WW,Brown,Right,20.0,20.006,0.136
41752,2S,EE,Brown,Right,20.0,-2.279,0.111
41752,2S,WW,Brown,Right,20.0,20.009,0.132
41752,2S,EE,Brown,Right,20.0,20.415,0.125
41752,2S,WW,Brown,Right,20.0,20.007,0.137
41752,2S,EE,Brown,Right,20.0,20.007,0.14
41752,2S,WW,Brown,Right,20.0,20.01,0.101
41752,2S,EE,Brown,Right,20.0,20.005,0.12
41752,2S,WW,Brown,Right,20.0,20.005,0.127
41753,2S,EE,Brown,Right,20.0,20.015,0.08831788
41753,2S,WW,Brown,Right,20.0,20.015,0.134
41753,2S,EE,Brown,Right,20.0,20.01,0.147
41753,2S,WW,Brown,Right,20.0,20.01,0.123
41753,2S,EE,Brown,Right,20.0,20.01,0.171
41753,2S,WW,Brown,Right,20.0,20.012,0.114
41753,2S,EE,Brown,Right,20.0,20.006,0.126
41753,2S,WW,Brown,Right,20.0,20.008,0.117
41753,2S,EE,Brown,Right,20.0,20.046,0.09288919
41753,2S,WW,Brown,Right,20.0,20.068,0.09222772
41753,2S,EE,Brown,Right,20.0,20.029,0.144
41753,2S,WW,Brown,Right,20.0,20.006,0.136
41753,2S,EE,Brown,Right,20.0,20.021,0.05729644
41753,2S,WW,Brown,Right,20.0,20.009,0.1
41753,2S,EE,Brown,Right,20.0,20.017,0.14
41753,2S,WW,Brown,Right,20.0,20.052,0.109
41754,2S,EE,Brown,Right,20.0,20.009,0.108
41754,2S,WW,Brown,Right,20.0,20.006,0.09100099
41754,2S,EE,Brown,Right,20.0,20.008,0.131
41754,2S,WW,Brown,Right,20.0,20.009,0.111
41754,2S,EE,Brown,Right,20.0,20.019,0.147
41754,2S,WW,Brown,Right,20.0,20.01,0.131
41754,2S,EE,Brown,Right,20.0,20.031,0.141
41754,2S,WW,Brown,Right,20.0,20.01,0.107
41754,2S,EE,Brown,Right,20.0,20.005,0.116
41754,2S,WW,Brown,Right,20.0,20.004,0.13
41754,2S,EE,Brown,Right,20.0,20.006,0.12
41754,2S,WW,Brown,Right,20.0,20.004,0.119
41729,PSS,EE,Brown,Right,20.0,20.006,0.162
41729,PSS,WW,Brown,Right,20.0,20.004,0.232
41729,PSS,EE,Brown,Right,20.0,20.005,0.175
41729,PSS,WW,Brown,Right,20.0,20.004,0.0490724
41729,PSS,EE,Brown,Right,20.0,20.017,0.14
41729,PSS,WW,Brown,Right,20.0,20.008,0.08284452
41729,PSS,EE,Brown,Right,20.0,20.006,0.171
41729,PSS,WW,Brown,Right,20.0,20.006,0.121
41729,PSS,EE,Brown,Right,20.0,20.005,0.126
41729,PSS,WW,Brown,Right,20.0,20.005,0.124
41729,PSS,EE,Brown,Right,20.0,20.006,0.169
41729,PSS,WW,Brown,Right,20.0,20.006,0.185
41729,PSS,EE,Brown,Right,20.0,20.019,0.153
41729,PSS,WW,Brown,Right,20.0,20.007,0.133
41729,PSS,EE,Brown,Right,20.0,20.017,0.126
41729,PSS,WW,Brown,Right,20.0,20.005,0.13
42240,PSS,EE,Brown,Right,20.0,20.004,0.134
42240,PSS,WW,Brown,Right,20.0,20.005,0.13
42240,PSS,EE,Brown,Right,20.0,20.006,0.173
42240,PSS,WW,Brown,Right,20.0,20.006,0.152
42240,PSS,EE,Brown,Right,20.0,20.018,0.134
42240,PSS,WW,Brown,Right,20.0,20.004,0.142
42240,PSS,EE,Brown,Right,20.0,20.021,0.117
42240,PSS,WW,Brown,Right,20.0,20.007,0.05926761
42240,PSS,EE,Brown,Right,20.0,20.002,0.181
42240,PSS,WW,Brown,Right,20.0,20.006,0.123
42240,PSS,EE,Brown,Left,20.0,20.009,0.0901957
42240,PSS,WW,Brown,Right,20.0,20.006,0.155
42240,PSS,EE,Brown,Right,20.0,20.007,0.198
42240,PSS,WW,Brown,Right,20.0,20.004,0.167
42240,PSS,EE,Brown,Right,20.0,20.022,0.183
42240,PSS,WW,Brown,Right,20.0,20.006,0.112
41751,2S,EE,Brown,Right,20.0,20.059,0.193
41751,2S,WW,Brown,Right,20.0,20.095,0.107
41751,2S,EE,Brown,Right,20.0,20.099,0.151
41751,2S,WW,Brown,Right,20.0,20.117,0.196
41751,2S,EE,Brown,Right,20.0,20.02,0.199
41751,2S,WW,Brown,Right,20.0,20.073,0.162
41751,2S,EE,Brown,Right,20.0,20.159,0.218
41751,2S,WW,Brown,Right,20.0,20.079,0.21
41751,2S,EE,Brown,Right,20.0,20.128,0.156
41751,2S,WW,Brown,Right,20.0,20.116,0.121
41751,2S,EE,Brown,Right,20.0,20.135,0.147
41751,2S,WW,Brown,Right,20.0,20.114,0.154
41755,2S,EE,Brown,Right,20.0,20.111,0.117
41755,2S,WW,Brown,Right,20.0,20.148,0.09959754
41755,2S,EE,Brown,Right,20.0,20.099,0.174
41755,2S,WW,Brown,Right,20.0,20.144,0.05154202
41755,2S,EE,Brown,Right,20.0,20.189,0.102
41755,2S,WW,Brown,Right,20.0,20.168,0.138
41755,2S,EE,Brown,Right,20.0,20.181,0.147
41755,2S,WW,Brown,Right,20.0,20.158,0.03762243
41755,2S,EE,Brown,Right,20.0,20.104,0.123
41755,2S,WW,Brown,Right,20.0,20.14,0.04940298
41755,2S,EE,Brown,Right,20.0,20.134,0.127
41755,2S,WW,Brown,Right,20.0,20.171,0.05588607
41755,2S,EE,Brown,Right,20.0,20.176,0.125
41755,2S,WW,Brown,Right,20.0,20.15,0.05916963
41755,2S,EE,Brown,Right,20.0,20.202,0.159
41755,2S,WW,Brown,Right,20.0,20.17,0.102
41756,2S,EE,Demokritos,Left,23.2,23.2,0.135
41756,2S,WW,Demokritos,Left,23.0,23.0,0.203
41756,2S,EE,Demokritos,Left,19.3,19.3,0.14
41756,2S,WW,Demokritos,Left,20.2,20.2,0.085
41756,2S,EE,Demokritos,Left,20.7,20.7,0.174
41756,2S,WW,Demokritos,Left,20.9,20.9,0.221
41756,2S,EE,Demokritos,Left,22.6,22.6,0.172
41756,2S,WW,Demokritos,Left,22.2,22.2,0.209
41756,2S,EE,Demokritos,Left,21.9,21.9,0.147
41756,2S,WW,Demokritos,Left,21.6,21.6,0.123
41756,2S,EE,Demokritos,Left,21.5,21.5,0.111
41756,2S,WW,Demokritos,Left,21.3,21.3,0.196
41756,2S,EE,Demokritos,Left,20.9,20.9,0.146
41756,2S,WW,Demokritos,Left,21.4,21.4,0.26
41757,2S,EE,Demokritos,Left,22.4,22.4,0.331
41757,2S,WW,Demokritos,Left,22.2,22.2,0.347
41757,2S,EE,Demokritos,Left,21.6,21.6,0.377
41757,2S,WW,Demokritos,Left,21.5,21.5,0.338
41757,2S,EE,Demokritos,Left,21.5,21.5,0.231
41757,2S,WW,Demokritos,Left,21.4,21.4,0.196
41757,2S,EE,Demokritos,Left,22.0,22.0,0.166
41757,2S,WW,Demokritos,Left,21.8,21.8,0.277
41757,2S,EE,Demokritos,Left,21.6,21.6,0.165
41757,2S,WW,Demokritos,Left,21.6,21.6,0.504
41757,2S,EE,Demokritos,Left,23.2,23.2,0.309
41757,2S,WW,Demokritos,Left,22.5,22.5,0.3
41757,2S,EE,Demokritos,Left,19.8,19.8,0.338
41757,2S,WW,Demokritos,Left,20.3,20.3,0.171
41758,2S,EE,Demokritos,Left,20.7,20.7,0.146
41758,2S,WW,Demokritos,Left,20.9,20.9,0.301
41758,2S,EE,Demokritos,Left,21.0,21.0,0.214
41758,2S,WW,Demokritos,Left,21.6,21.6,0.265
41758,2S,EE,Demokritos,Left,20.6,20.6,0.075
41758,2S,WW,Demokritos,Left,20.8,20.8,0.23
41758,2S,EE,Demokritos,Left,20.8,20.8,0.214
