batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,I600_PAMPR
38874,2S,WW,Brown,Right,20.0,20.005,0.24535300000000002
38874,2S,EE,Brown,Right,20.0,20.006,0.211697
38874,2S,WW,Brown,Right,20.0,20.004,0.277314
38874,2S,EE,Brown,Right,20.0,20.007,0.216832
38874,2S,WW,Brown,Right,20.0,20.005,0.23231100000000002
38874,2S,EE,Brown,Right,20.0,20.005,0.286001
38874,2S,WW,Brown,Right,20.0,20.007,0.264685
38874,2S,EE,Brown,Right,20.0,20.004,0.264975
38874,2S,WW,Brown,Right,20.0,20.004,0.269277
38874,2S,EE,Brown,Right,20.0,20.006,0.244167
38874,2S,WW,Brown,Right,20.0,20.005,0.259051
38875,2S,EE,Brown,Right,20.0,20.006,0.258973
38875,2S,WW,Brown,Right,20.0,20.006,0.28828800000000004
38875,2S,EE,Brown,Right,20.0,20.009,0.288872
38875,2S,WW,Brown,Right,20.0,20.004,0.31857
38875,2S,EE,Brown,Right,20.0,20.004,0.280541
38875,2S,WW,Brown,Right,20.0,20.006,0.382089
38875,2S,EE,Brown,Right,20.0,20.007,0.224942
38875,2S,WW,Brown,Right,20.0,20.007,0.276567
38875,2S,EE,Brown,Right,20.0,20.005,0.324828
38875,2S,WW,Brown,Right,20.0,20.004,0.31934100000000004
38876,2S,EE,Demokritos,Left,21.9,21.9,0.500892
38876,2S,WW,Demokritos,Left,21.9,21.9,0.590582
38876,2S,EE,Demokritos,Left,21.8,21.8,0.466246
38876,2S,WW,Demokritos,Left,18.6,18.6,0.569122
38876,2S,EE,Demokritos,Left,20.3,20.3,0.39377
38876,2S,WW,Demokritos,Left,21.4,21.4,0.681549
38876,2S,EE,Demokritos,Left,21.7,21.7,0.465895
38876,2S,WW,Demokritos,Left,22.3,22.3,0.466852
38881,2S,EE,Demokritos,Left,19.6,19.6,0.406411
38881,2S,WW,Demokritos,Left,20.0,20.0,0.5412210000000001
38882,2S,EE,Demokritos,Left,21.6,21.6,0.225851
38882,2S,WW,Demokritos,Left,21.7,21.7,0.26376
38882,2S,EE,Demokritos,Left,21.2,21.2,0.269367
38882,2S,WW,Demokritos,Left,21.0,21.0,0.4333
38882,2S,EE,Demokritos,Left,21.7,21.7,0.198945
38882,2S,WW,Demokritos,Left,21.8,21.8,0.453413
38882,2S,EE,Demokritos,Left,21.3,21.3,0.29583600000000004
38882,2S,WW,Demokritos,Left,21.4,21.4,0.46909300000000004
38882,2S,EE,Demokritos,Left,20.6,20.6,0.292097
38882,2S,WW,Demokritos,Left,20.9,20.9,0.494375
38882,2S,EE,Demokritos,Left,21.2,21.2,0.272356
38882,2S,WW,Demokritos,Left,18.7,18.7,0.436185
38882,2S,EE,Demokritos,Left,19.8,19.8,0.31859
38882,2S,WW,Demokritos,Left,20.3,20.3,0.27581900000000004
38883,2S,EE,Demokritos,Left,20.7,20.7,0.290131
38883,2S,WW,Demokritos,Left,20.9,20.9,0.423177
38883,2S,EE,Demokritos,Left,19.4,19.4,0.31114200000000003
38883,2S,WW,Demokritos,Left,20.4,20.4,0.34795
38883,2S,EE,Demokritos,Left,20.7,20.7,0.270173
38883,2S,WW,Demokritos,Left,21.1,21.1,0.559077
38883,2S,EE,Demokritos,Left,19.0,19.0,0.311154
38883,2S,WW,Demokritos,Left,20.9,20.9,0.423352
38883,2S,EE,Demokritos,Left,21.3,21.3,0.201378
38883,2S,WW,Demokritos,Left,21.7,21.7,0.32610300000000003
38883,2S,EE,Demokritos,Left,21.2,21.2,0.30007100000000003
38883,2S,WW,Demokritos,Left,21.3,21.3,0.414324
38883,2S,EE,Demokritos,Left,21.4,21.4,0.276805
38883,2S,WW,Demokritos,Left,21.4,21.4,0.358053
38884,2S,EE,Demokritos,Left,20.3,20.3,0.16542500000000002
38884,2S,WW,Demokritos,Left,21.8,21.8,0.41820100000000004
38884,2S,EE,Demokritos,Left,21.6,21.6,0.612897
38884,2S,WW,Demokritos,Left,21.7,21.7,0.647494
38884,2S,EE,Demokritos,Left,22.2,22.2,0.40553300000000003
38884,2S,WW,Demokritos,Left,22.3,22.3,0.355461
38884,2S,EE,Demokritos,Left,22.5,22.5,0.293017
38884,2S,WW,Demokritos,Left,22.8,22.8,0.633932
38884,2S,EE,Demokritos,Left,22.4,22.4,0.15351
38884,2S,WW,Demokritos,Left,21.0,21.0,0.485845
38884,2S,EE,Demokritos,Left,22.8,22.8,0.201573
38884,2S,WW,Demokritos,Left,22.7,22.7,0.39239
38884,2S,EE,Demokritos,Left,23.5,23.5,0.204461
38884,2S,WW,Demokritos,Left,24.2,24.2,0.555092
39484,2S,EE,Demokritos,Left,20.8,20.8,0.23713900000000002
39484,2S,WW,Demokritos,Left,21.9,21.9,0.34273200000000004
39484,2S,EE,Demokritos,Left,22.6,22.6,0.20116
39484,2S,WW,Demokritos,Left,23.1,23.1,0.291842
39484,2S,EE,Demokritos,Left,22.3,22.3,0.226366
39484,2S,WW,Demokritos,Left,22.7,22.7,0.258603
39484,2S,EE,Demokritos,Left,20.1,20.1,0.191667
39484,2S,WW,Demokritos,Left,21.1,21.1,0.37532299999999996
39484,2S,EE,Demokritos,Left,23.6,23.6,0.2432
39484,2S,WW,Demokritos,Left,24.6,24.6,0.348895
39484,2S,EE,Demokritos,Left,21.7,21.7,0.23169900000000002
39484,2S,WW,Demokritos,Left,22.1,22.1,0.285209
39484,2S,EE,Demokritos,Left,25.0,25.0,0.12023
39484,2S,WW,Demokritos,Left,25.3,25.3,0.340614
39487,2S,EE,Demokritos,Left,22.7,22.7,0.334843
39487,2S,WW,Demokritos,Left,23.4,23.4,0.484907
39487,2S,EE,Demokritos,Left,21.0,21.0,0.173327
39487,2S,WW,Demokritos,Left,22.0,22.0,0.45270900000000003
39487,2S,EE,Demokritos,Left,23.8,23.8,0.32175
39487,2S,WW,Demokritos,Left,24.2,24.2,0.550201
39487,2S,EE,Demokritos,Left,25.1,25.1,0.195749
39487,2S,WW,Demokritos,Left,23.2,23.2,0.434798
39487,2S,EE,Demokritos,Left,23.9,23.9,0.600074
39487,2S,WW,Demokritos,Left,24.2,24.2,0.686735
39487,2S,EE,Demokritos,Left,25.5,25.5,0.460472
39487,2S,WW,Demokritos,Left,23.9,23.9,0.18587700000000001
39487,2S,EE,Demokritos,Left,21.2,21.2,0.388201
39487,2S,WW,Demokritos,Left,22.1,22.1,0.5858909999999999
39564,2S,EE,Brown,Right,20.0,20.008,0.176349
39564,2S,WW,Brown,Right,20.0,20.007,0.256954
39564,2S,EE,Brown,Right,20.0,20.007,0.14394300000000002
39564,2S,WW,Brown,Right,20.0,20.004,0.188737
39564,2S,EE,Brown,Right,20.0,20.015,0.16432
39564,2S,WW,Brown,Right,20.0,20.011,0.17904599999999998
39564,2S,EE,Brown,Right,20.0,20.005,0.15024600000000002
39564,2S,WW,Brown,Right,20.0,20.006,0.16523400000000002
39564,2S,EE,Brown,Right,20.0,20.006,0.181407
39564,2S,WW,Brown,Right,20.0,20.006,0.184909
39564,2S,EE,Brown,Right,20.0,20.007,0.20011500000000002
39564,2S,WW,Brown,Right,20.0,20.008,0.157903
39565,2S,EE,Brown,Right,20.0,20.004,0.24031100000000002
39565,2S,WW,Brown,Right,20.0,20.004,0.192554
39565,2S,EE,Brown,Right,20.0,20.003,0.23080799999999999
39565,2S,WW,Brown,Right,20.0,20.004,0.236646
39565,2S,EE,Brown,Right,20.0,20.007,0.222826
39565,2S,WW,Brown,Right,20.0,20.003,0.201
39565,2S,EE,Brown,Right,20.0,20.007,0.23736500000000002
39565,2S,WW,Brown,Right,20.0,20.006,0.211757
39565,2S,EE,Brown,Right,20.0,20.005,0.254196
39565,2S,WW,Brown,Right,20.0,20.004,0.228214
39565,2S,EE,Brown,Right,20.0,20.003,0.21271
39565,2S,WW,Brown,Right,20.0,20.004,0.20999
39566,2S,EE,Brown,Right,20.0,20.006,0.22679300000000002
39566,2S,WW,Brown,Right,20.0,20.006,0.200665
39566,2S,EE,Brown,Right,20.0,20.004,0.193165
39566,2S,WW,Brown,Right,20.0,20.005,0.19514900000000002
39566,2S,EE,Brown,Right,20.0,20.006,0.190315
39566,2S,WW,Brown,Right,20.0,20.004,0.237574
39566,2S,EE,Brown,Right,20.0,20.006,0.202093
39566,2S,WW,Brown,Right,20.0,20.005,0.18218700000000002
39566,2S,EE,Brown,Right,20.0,20.007,0.246273
39566,2S,WW,Brown,Right,20.0,20.009,0.261852
39566,2S,EE,Brown,Right,20.0,20.005,0.200302
39566,2S,WW,Brown,Right,20.0,20.002,0.238296
39566,2S,EE,Brown,Right,20.0,20.005,0.219562
39566,2S,WW,Brown,Right,20.0,20.005,0.239839
39566,2S,EE,Brown,Right,20.0,20.003,0.186774
39566,2S,WW,Brown,Right,20.0,20.007,0.21728
39567,2S,EE,Brown,Right,20.0,20.006,0.171993
39567,2S,WW,Brown,Right,20.0,20.005,0.243173
39567,2S,EE,Brown,Right,20.0,20.01,0.250368
39567,2S,WW,Brown,Right,20.0,20.003,0.238046
39567,2S,EE,Brown,Right,20.0,20.01,0.24013800000000002
39567,2S,WW,Brown,Right,20.0,20.006,0.196314
39567,2S,EE,Brown,Right,20.0,20.004,0.23840799999999998
39567,2S,WW,Brown,Right,20.0,20.005,0.20248400000000003
39567,2S,EE,Brown,Right,20.0,20.008,0.208259
39567,2S,WW,Brown,Right,20.0,20.007,0.23302900000000001
39567,2S,EE,Brown,Right,20.0,20.005,0.19997
39567,2S,WW,Brown,Right,20.0,20.007,0.241945
39567,2S,EE,Brown,Right,20.0,20.006,0.279284
39567,2S,WW,Brown,Right,20.0,20.004,0.26309899999999997
39567,2S,EE,Brown,Right,20.0,20.006,0.196055
39567,2S,WW,Brown,Right,20.0,20.004,0.256264
39479,PSS,EE,Demokritos,Left,22.5,22.5,0.5705560000000001
39479,PSS,WW,Demokritos,Left,22.2,22.2,0.355943
39479,PSS,EE,Demokritos,Left,21.9,21.9,0.205725
39479,PSS,WW,Demokritos,Left,21.8,21.8,0.330808
39479,PSS,EE,Demokritos,Left,21.7,21.7,0.257031
39479,PSS,WW,Demokritos,Left,21.7,21.7,0.352815
39479,PSS,EE,Demokritos,Left,19.4,19.4,0.24644900000000003
39479,PSS,WW,Demokritos,Left,20.3,20.3,0.33478800000000003
39479,PSS,EE,Demokritos,Left,21.0,21.0,0.28418200000000005
39479,PSS,WW,Demokritos,Left,21.3,21.3,0.302284
39479,PSS,EE,Demokritos,Left,21.3,21.3,0.270396
39479,PSS,WW,Demokritos,Left,21.3,21.3,0.368984
39479,PSS,EE,Demokritos,Left,21.3,21.3,0.27067599999999997
39479,PSS,WW,Demokritos,Left,21.3,21.3,0.355991
39547,PSS,EE,Demokritos,Left,23.2,23.2,0.582009
39547,PSS,WW,Demokritos,Left,23.3,23.3,0.266217
39547,PSS,EE,Demokritos,Left,23.5,23.5,0.282518
39547,PSS,WW,Demokritos,Left,23.6,23.6,0.137358
39547,PSS,EE,Demokritos,Left,19.9,19.9,0.243589
39547,PSS,WW,Demokritos,Left,20.9,20.9,0.278183
39547,PSS,EE,Demokritos,Left,20.4,20.4,0.167548
39547,PSS,WW,Demokritos,Left,21.7,21.7,0.28250000000000003
39547,PSS,EE,Demokritos,Left,21.5,21.5,0.08383199999999999
39547,PSS,WW,Demokritos,Left,21.9,21.9,0.313294
39547,PSS,EE,Demokritos,Left,22.2,22.2,0.253017
39547,PSS,WW,Demokritos,Left,22.5,22.5,0.290058
39547,PSS,EE,Demokritos,Left,22.8,22.8,0.137559
39547,PSS,WW,Demokritos,Left,23.0,23.0,0.271214
39569,2S,EE,Brown,Right,20.0,20.005,0.20075600000000002
39569,2S,WW,Brown,Right,20.0,20.01,0.210916
39569,2S,EE,Brown,Right,20.0,20.03,0.232999
39569,2S,WW,Brown,Right,20.0,20.054,0.18791300000000002
39569,2S,EE,Brown,Right,20.0,20.007,0.194173
39569,2S,WW,Brown,Right,20.0,20.017,0.214278
39569,2S,EE,Brown,Right,20.0,20.081,0.299442
39569,2S,WW,Brown,Right,20.0,20.037,0.211862
39569,2S,EE,Brown,Right,20.0,20.076,0.215594
39569,2S,WW,Brown,Right,20.0,20.058,0.234503
39570,2S,EE,Brown,Right,20.0,20.052,0.23922100000000002
39570,2S,WW,Brown,Right,20.0,20.028,0.25943
39570,2S,EE,Brown,Right,20.0,20.014,0.31705700000000003
39570,2S,WW,Brown,Right,20.0,20.021,0.28844200000000003
39571,2S,EE,Brown,Right,20.0,20.007,0.27551400000000004
39571,2S,WW,Brown,Right,20.0,20.026,0.275
39571,2S,EE,Brown,Right,20.0,20.039,0.278101
39571,2S,WW,Brown,Right,20.0,20.01,0.315574
39571,2S,EE,Brown,Right,20.0,20.058,0.239998
39571,2S,WW,Brown,Right,20.0,20.031,0.211985
39571,2S,EE,Brown,Right,20.0,20.004,0.249811
39571,2S,WW,Brown,Right,20.0,20.009,0.198063
39572,2S,EE,Brown,Right,20.0,20.007,0.27798
39572,2S,WW,Brown,Right,20.0,20.007,0.27916399999999997
39572,2S,EE,Brown,Right,20.0,20.005,0.26126
39572,2S,WW,Brown,Right,20.0,20.005,0.316132
39572,2S,EE,Brown,Right,20.0,20.05,0.333578
39572,2S,WW,Brown,Right,20.0,20.051,0.318937
41352,2S,EE,Brown,Right,20.0,20.007,0.14066
41352,2S,WW,Brown,Right,20.0,20.016,0.159826
41352,2S,EE,Brown,Right,20.0,20.042,0.189615
41352,2S,WW,Brown,Right,20.0,20.068,0.165688
41352,2S,EE,Brown,Right,20.0,20.051,0.168183
41352,2S,WW,Brown,Right,20.0,20.041,0.18316
41352,2S,EE,Brown,Right,20.0,20.099,0.17775
41352,2S,WW,Brown,Right,20.0,20.061,0.218369
41354,2S,EE,Brown,Right,20.0,20.025,0.234129
41354,2S,WW,Brown,Right,20.0,20.057,0.205037
41354,2S,EE,Brown,Right,20.0,20.013,0.187386
41354,2S,WW,Brown,Right,20.0,20.045,0.200693
41354,2S,EE,Brown,Right,20.0,20.083,0.22600800000000001
41354,2S,WW,Brown,Right,20.0,20.063,0.21393500000000001
41354,2S,EE,Brown,Right,20.0,20.078,0.2022
41354,2S,WW,Brown,Right,20.0,20.049,0.304426
41354,2S,EE,Brown,Right,20.0,20.089,0.294752
41354,2S,WW,Brown,Right,20.0,20.056,0.207178
41354,2S,EE,Brown,Right,20.0,20.03,0.359253
41354,2S,WW,Brown,Right,20.0,20.053,0.362299
41356,2S,EE,Demokritos,Left,20.3,20.3,0.34377800000000003
41356,2S,WW,Demokritos,Left,21.2,21.2,0.488346
41356,2S,EE,Demokritos,Left,21.7,21.7,0.182439
41356,2S,WW,Demokritos,Left,21.7,21.7,0.39167399999999997
41356,2S,EE,Demokritos,Left,21.7,21.7,0.47713
41356,2S,WW,Demokritos,Left,21.6,21.6,0.234187
41356,2S,EE,Demokritos,Left,21.7,21.7,0.119287
41356,2S,WW,Demokritos,Left,21.7,21.7,0.155204
41356,2S,EE,Demokritos,Left,22.0,22.0,0.543069
41356,2S,WW,Demokritos,Left,21.6,21.6,0.40119600000000005
41356,2S,EE,Demokritos,Left,21.7,21.7,0.499665
41356,2S,WW,Demokritos,Left,21.7,21.7,0.5827060000000001
41356,2S,EE,Demokritos,Left,21.4,21.4,0.14208199999999999
41356,2S,WW,Demokritos,Left,23.3,23.3,0.39448000000000005
41357,2S,EE,Demokritos,Left,22.6,22.6,0.312859
41357,2S,WW,Demokritos,Left,23.4,23.4,0.5755180000000001
41357,2S,EE,Demokritos,Left,24.0,24.0,0.27472500000000005
41357,2S,WW,Demokritos,Left,23.9,23.9,0.106589
41357,2S,EE,Demokritos,Left,21.2,21.2,0.47694200000000003
41357,2S,WW,Demokritos,Left,21.1,21.1,0.730413
41357,2S,EE,Demokritos,Left,23.0,23.0,0.41644600000000004
41357,2S,WW,Demokritos,Left,22.5,22.5,0.5491180000000001
41357,2S,EE,Demokritos,Left,20.9,20.9,0.459413
41357,2S,WW,Demokritos,Left,20.8,20.8,0.683413
41357,2S,EE,Demokritos,Left,22.1,22.1,0.550864
41357,2S,WW,Demokritos,Left,21.7,21.7,0.666335
41357,2S,EE,Demokritos,Left,20.8,20.8,0.312937
41357,2S,WW,Demokritos,Left,20.7,20.7,0.43294
41730,2S,EE,Demokritos,Left,24.9,24.9,0.33361700000000005
41730,2S,WW,Demokritos,Left,24.7,24.7,0.321779
41730,2S,EE,Demokritos,Left,24.3,24.3,0.310977
41730,2S,WW,Demokritos,Left,23.9,23.9,0.186871
41730,2S,EE,Demokritos,Left,23.4,23.4,0.260253
41730,2S,WW,Demokritos,Left,23.0,23.0,0.26182
41730,2S,EE,Demokritos,Left,22.0,22.0,0.326294
41730,2S,WW,Demokritos,Left,21.8,21.8,0.193016
41730,2S,EE,Demokritos,Left,22.6,22.6,0.18790500000000002
41730,2S,WW,Demokritos,Left,22.2,22.2,0.139512
41730,2S,EE,Demokritos,Left,21.6,21.6,0.342669
41730,2S,WW,Demokritos,Left,20.7,20.7,0.073984
41730,2S,EE,Demokritos,Left,21.1,21.1,0.12424400000000001
41730,2S,WW,Demokritos,Left,21.3,21.3,0.08385
41731,2S,EE,Demokritos,Left,23.1,23.1,0.241204
41731,2S,WW,Demokritos,Left,22.7,22.7,0.41572699999999996
41731,2S,EE,Demokritos,Left,22.5,22.5,0.141604
41731,2S,WW,Demokritos,Left,22.3,22.3,0.137004
41731,2S,EE,Demokritos,Left,21.4,21.4,0.15610200000000002
41731,2S,WW,Demokritos,Left,21.4,21.4,0.10811
41731,2S,EE,Demokritos,Left,22.2,22.2,0.22453399999999998
41731,2S,WW,Demokritos,Left,22.6,22.6,0.309997
41731,2S,EE,Demokritos,Left,24.5,24.5,0.32872300000000004
41731,2S,WW,Demokritos,Left,23.9,23.9,0.447282
41732,2S,EE,Demokritos,Left,19.4,19.4,0.243064
41732,2S,WW,Demokritos,Left,20.5,20.5,0.10617100000000002
41732,2S,EE,Demokritos,Left,24.3,24.3,0.31887400000000005
41732,2S,WW,Demokritos,Left,23.8,23.8,0.13706800000000002
41732,2S,EE,Demokritos,Left,20.9,20.9,0.14338700000000001
41732,2S,WW,Demokritos,Left,21.1,21.1,0.306367
41732,2S,EE,Demokritos,Left,23.4,23.4,0.338424
41732,2S,WW,Demokritos,Left,23.1,23.1,0.082618
41732,2S,EE,Demokritos,Left,22.9,22.9,0.244607
41732,2S,WW,Demokritos,Left,22.6,22.6,0.246761
41732,2S,EE,Demokritos,Left,21.3,21.3,0.49880399999999997
41732,2S,WW,Demokritos,Left,21.6,21.6,0.084976
41732,2S,EE,Demokritos,Left,21.7,21.7,0.58294
41732,2S,WW,Demokritos,Left,21.8,21.8,0.35713900000000004
39563,PSS,EE,Brown,Right,20.0,20.008,0.154954
39563,PSS,WW,Brown,Right,20.0,20.029,0.154529
39563,PSS,EE,Brown,Right,20.0,20.03,0.152348
39563,PSS,WW,Brown,Right,20.0,20.099,0.150744
39563,PSS,EE,Brown,Right,20.0,20.064,0.20737200000000003
39563,PSS,WW,Brown,Right,20.0,20.044,0.161845
39563,PSS,EE,Brown,Right,20.0,20.155,0.20270500000000002
39563,PSS,WW,Brown,Right,20.0,20.069,0.169002
39563,PSS,EE,Brown,Right,20.0,20.006,0.20535499999999998
39563,PSS,WW,Brown,Right,20.0,20.019,0.176432
39563,PSS,EE,Brown,Right,20.0,20.019,0.205261
39563,PSS,WW,Brown,Right,20.0,20.042,0.15763
39563,PSS,EE,Brown,Right,20.0,20.061,0.220512
39563,PSS,WW,Brown,Right,20.0,20.037,0.147986
39563,PSS,EE,Brown,Right,20.0,20.075,0.192944
39563,PSS,WW,Brown,Right,20.0,20.032,0.15574100000000002
41727,PSS,EE,Brown,Right,20.0,20.014,0.179277
41727,PSS,WW,Brown,Right,20.0,20.038,0.271306
41727,PSS,EE,Brown,Right,20.0,20.025,0.23894900000000002
41727,PSS,WW,Brown,Right,20.0,20.039,0.245596
41727,PSS,EE,Brown,Right,20.0,20.07,0.219188
41727,PSS,WW,Brown,Right,20.0,20.044,0.281441
41727,PSS,EE,Brown,Right,20.0,20.078,0.212205
41727,PSS,WW,Brown,Right,20.0,20.045,0.25147
41727,PSS,EE,Brown,Right,20.0,20.007,0.17258099999999998
41727,PSS,WW,Brown,Right,20.0,20.008,0.225977
41727,PSS,EE,Brown,Right,20.0,20.01,0.15407200000000001
41727,PSS,WW,Brown,Right,20.0,20.015,0.34392500000000004
41727,PSS,EE,Brown,Right,20.0,20.042,0.163673
41727,PSS,WW,Brown,Right,20.0,20.016,0.263582
41727,PSS,EE,Brown,Right,20.0,20.05,0.25978300000000004
41727,PSS,WW,Brown,Right,20.0,20.017,0.28270100000000004
41740,2S,EE,Demokritos,Left,26.0,26.0,0.30517200000000005
41740,2S,WW,Demokritos,Left,19.9,19.9,0.487059
41740,2S,EE,Demokritos,Left,9999.9,9999.9,0.39920800000000006
41740,2S,WW,Demokritos,Left,26.4,26.4,0.6558200000000001
41740,2S,EE,Demokritos,Left,20.8,20.8,0.341381
41740,2S,WW,Demokritos,Left,21.4,21.4,0.104582
41740,2S,EE,Demokritos,Left,26.1,26.1,0.31993900000000003
41740,2S,WW,Demokritos,Left,26.2,26.2,0.46181700000000003
41740,2S,EE,Demokritos,Left,21.6,21.6,0.42388400000000004
41740,2S,WW,Demokritos,Left,21.8,21.8,0.615488
41741,2S,EE,Demokritos,Left,22.2,22.2,0.30169999999999997
41741,2S,WW,Demokritos,Left,22.3,22.3,0.466708
41741,2S,EE,Demokritos,Left,22.4,22.4,0.285028
41741,2S,WW,Demokritos,Left,22.4,22.4,0.295041
41741,2S,EE,Demokritos,Left,22.1,22.1,0.31469600000000003
41741,2S,WW,Demokritos,Left,22.3,22.3,0.328058
41741,2S,EE,Demokritos,Left,22.5,22.5,0.33370299999999997
41741,2S,WW,Demokritos,Left,22.4,22.4,0.140583
41741,2S,EE,Demokritos,Left,23.0,23.0,0.39707
41741,2S,WW,Demokritos,Left,23.4,23.4,0.37806
41741,2S,EE,Demokritos,Left,21.5,21.5,0.396861
41741,2S,WW,Demokritos,Left,22.0,22.0,0.423059
41741,2S,EE,Demokritos,Left,23.7,23.7,0.369409
41741,2S,WW,Demokritos,Left,23.9,23.9,0.454659
41748,2S,EE,Demokritos,Left,23.0,23.0,0.5280750000000001
41748,2S,WW,Demokritos,Left,23.4,23.4,0.511014
41748,2S,EE,Demokritos,Left,23.4,23.4,0.37809
41748,2S,WW,Demokritos,Left,24.0,24.0,0.116666
41748,2S,EE,Demokritos,Left,23.7,23.7,0.164435
41748,2S,WW,Demokritos,Left,23.9,23.9,0.575376
41748,2S,EE,Demokritos,Left,24.2,24.2,0.477462
41748,2S,WW,Demokritos,Left,24.3,24.3,0.10297
41748,2S,EE,Demokritos,Left,24.1,24.1,0.548199
41748,2S,WW,Demokritos,Left,24.1,24.1,0.636985
41748,2S,EE,Demokritos,Left,24.2,24.2,0.33542500000000003
41748,2S,WW,Demokritos,Left,24.3,24.3,0.453551
41748,2S,EE,Demokritos,Left,24.4,24.4,0.37531200000000003
41748,2S,WW,Demokritos,Left,24.4,24.4,0.13962100000000002
41749,2S,EE,Demokritos,Left,24.3,24.3,0.31408800000000003
41749,2S,WW,Demokritos,Left,24.3,24.3,0.364397
41749,2S,EE,Demokritos,Left,25.2,25.2,0.33903
41749,2S,WW,Demokritos,Left,24.5,24.5,0.569048
41749,2S,EE,Demokritos,Left,24.5,24.5,0.44538700000000003
41749,2S,WW,Demokritos,Left,24.7,24.7,0.334003
41749,2S,EE,Demokritos,Left,24.2,24.2,0.28557499999999997
41749,2S,WW,Demokritos,Left,23.8,23.8,0.379438
41749,2S,EE,Demokritos,Left,27.0,27.0,0.400038
41749,2S,WW,Demokritos,Left,26.3,26.3,0.592915
41750,2S,EE,Demokritos,Left,22.8,22.8,0.382051
41750,2S,WW,Demokritos,Left,23.4,23.4,0.34775
41750,2S,EE,Demokritos,Left,23.7,23.7,0.428471
41750,2S,WW,Demokritos,Left,23.9,23.9,0.37813
41750,2S,EE,Demokritos,Left,23.5,23.5,0.407335
41750,2S,WW,Demokritos,Left,23.6,23.6,0.529906
41750,2S,EE,Demokritos,Left,23.8,23.8,0.406871
41750,2S,WW,Demokritos,Left,23.9,23.9,0.457399
41750,2S,EE,Demokritos,Left,23.9,23.9,0.427832
41750,2S,WW,Demokritos,Left,24.0,24.0,0.39084800000000003
41752,2S,EE,Brown,Right,20.0,20.008,0.219007
41752,2S,WW,Brown,Right,20.0,20.006,0.206945
41752,2S,EE,Brown,Right,20.0,20.01,0.300091
41752,2S,WW,Brown,Right,20.0,20.007,0.685807
41752,2S,EE,Brown,Right,20.0,20.121,0.19953200000000001
41752,2S,WW,Brown,Right,20.0,20.007,0.230158
41752,2S,EE,Brown,Right,20.0,20.003,0.33233100000000004
41752,2S,WW,Brown,Right,20.0,20.006,0.24643
41752,2S,EE,Brown,Right,20.0,-2.279,0.202009
41752,2S,WW,Brown,Right,20.0,20.009,0.239627
41752,2S,EE,Brown,Right,20.0,20.415,0.227432
41752,2S,WW,Brown,Right,20.0,20.007,0.248561
41752,2S,EE,Brown,Right,20.0,20.007,0.253141
41752,2S,WW,Brown,Right,20.0,20.01,0.183447
41752,2S,EE,Brown,Right,20.0,20.005,0.217218
41752,2S,WW,Brown,Right,20.0,20.005,0.22994900000000001
41753,2S,EE,Brown,Right,20.0,20.015,0.160076
41753,2S,WW,Brown,Right,20.0,20.015,0.24238900000000002
41753,2S,EE,Brown,Right,20.0,20.01,0.266974
41753,2S,WW,Brown,Right,20.0,20.01,0.222062
41753,2S,EE,Brown,Right,20.0,20.01,0.309101
41753,2S,WW,Brown,Right,20.0,20.012,0.20747800000000002
41753,2S,EE,Brown,Right,20.0,20.006,0.228236
41753,2S,WW,Brown,Right,20.0,20.008,0.212595
41753,2S,EE,Brown,Right,20.0,20.046,0.168362
41753,2S,WW,Brown,Right,20.0,20.068,0.167163
41753,2S,EE,Brown,Right,20.0,20.029,0.260593
41753,2S,WW,Brown,Right,20.0,20.006,0.24643199999999998
41753,2S,EE,Brown,Right,20.0,20.021,0.10385
41753,2S,WW,Brown,Right,20.0,20.009,0.181915
41753,2S,EE,Brown,Right,20.0,20.017,0.254509
41753,2S,WW,Brown,Right,20.0,20.052,0.196976
41754,2S,EE,Brown,Right,20.0,20.009,0.196427
41754,2S,WW,Brown,Right,20.0,20.006,0.164939
41754,2S,EE,Brown,Right,20.0,20.008,0.237351
41754,2S,WW,Brown,Right,20.0,20.009,0.20177900000000001
41754,2S,EE,Brown,Right,20.0,20.019,0.266826
41754,2S,WW,Brown,Right,20.0,20.01,0.237998
41754,2S,EE,Brown,Right,20.0,20.031,0.255089
41754,2S,WW,Brown,Right,20.0,20.01,0.19461900000000001
41754,2S,EE,Brown,Right,20.0,20.005,0.210655
41754,2S,WW,Brown,Right,20.0,20.004,0.235815
41754,2S,EE,Brown,Right,20.0,20.006,0.21774000000000002
41754,2S,WW,Brown,Right,20.0,20.004,0.216267
41729,PSS,EE,Brown,Right,20.0,20.006,0.293907
41729,PSS,WW,Brown,Right,20.0,20.004,0.419943
41729,PSS,EE,Brown,Right,20.0,20.005,0.317393
41729,PSS,WW,Brown,Right,20.0,20.004,0.08894400000000001
41729,PSS,EE,Brown,Right,20.0,20.017,0.254231
41729,PSS,WW,Brown,Right,20.0,20.008,0.150156
41729,PSS,EE,Brown,Right,20.0,20.006,0.309973
41729,PSS,WW,Brown,Right,20.0,20.006,0.218492
41729,PSS,EE,Brown,Right,20.0,20.005,0.227919
41729,PSS,WW,Brown,Right,20.0,20.005,0.22545099999999998
41729,PSS,EE,Brown,Right,20.0,20.006,0.30544
41729,PSS,WW,Brown,Right,20.0,20.006,0.334667
41729,PSS,EE,Brown,Right,20.0,20.019,0.276603
