batch_number,Type,Orientation,Location,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,CAC_PFRD
34331,2S,EE,Brown,CAP_W,Right,20.0,20.116,2.382
34331,2S,WW,Brown,CAP_W,Right,20.0,20.224,2.411
34331,2S,EE,Brown,CAP_W,Right,20.0,20.045,2.372
34331,2S,EE,Brown,CAP_W,Right,20.0,20.103,2.397
34331,2S,WW,Brown,CAP_W,Right,20.0,20.059,2.425
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.0,2.361
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.005,2.436
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.047,2.381
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.005,2.425
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.0,2.303
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.005,2.388
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.025,2.356
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.004,2.362
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.2,2.299
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.005,2.399
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.054,2.383
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.007,2.412
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.01,2.37
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.004,2.399
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.06,2.386
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.01,2.406
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.004,2.397
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.007,2.397
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.051,2.383
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.005,2.421
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.001,2.365
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.002,2.423
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.043,2.368
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.021,2.41
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.001,2.353
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.005,2.437
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.046,2.4
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.008,2.444
34340,PSS,EE,Brown,CAP_W,Left,20.0,20.028,2.425
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.007,2.443
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.056,2.39
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.016,2.413
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.004,2.395
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.002,2.376
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.006,2.454
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.06,2.424
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.009,2.462
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.002,2.409
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.011,2.462
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.064,2.402
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.019,2.364
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.008,2.384
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.018,2.449
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.077,2.417
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.024,2.439
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.02,2.421
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.009,2.441
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.008,2.449
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.005,2.457
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.206,2.384
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.001,2.442
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.008,2.42
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.006,2.428
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.002,2.412
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.006,2.421
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.008,2.395
34254,PSS,WW,Brown,CAP_W,Right,20.0,19.986,2.413
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.016,2.369
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.003,2.432
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.007,2.366
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.158,2.428
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.009,2.381
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.003,2.424
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.016,2.424
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.003,2.42
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.014,2.338
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.005,2.432
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.009,2.434
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.003,2.423
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.008,2.426
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.002,2.439
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.022,2.439
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.006,2.452
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.002,2.394
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.003,2.431
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.012,2.405
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.151,2.448
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.094,2.366
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.024,2.45
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.079,2.397
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.036,2.434
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.004,2.445
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.09,2.421
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.014,2.392
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.004,2.452
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.004,2.42
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.003,2.449
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.011,2.422
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.003,2.402
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.039,2.441
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.063,2.405
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.018,2.467
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.001,2.382
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.008,2.44
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.074,2.426
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.019,2.416
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.307
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.299
34352,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.281
34352,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.277
34352,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.324
34352,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.34
34352,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.361
34353,2S,EE,Brown,CAP_W,Right,20.0,20.015,2.305
34353,2S,WW,Brown,CAP_W,Right,20.0,20.031,2.407
34353,2S,EE,Brown,CAP_W,Right,20.0,20.085,2.36
34353,2S,WW,Brown,CAP_W,Right,20.0,20.052,2.41
34353,2S,EE,Brown,CAP_W,Right,20.0,20.005,2.357
34353,2S,WW,Brown,CAP_W,Right,20.0,20.043,2.406
34353,2S,EE,Brown,CAP_W,Right,20.0,20.102,2.348
34353,2S,WW,Brown,CAP_W,Right,20.0,20.06,2.404
34353,2S,EE,Brown,CAP_W,Right,20.0,20.015,2.339
34353,2S,WW,Brown,CAP_W,Right,20.0,20.057,2.392
34353,2S,EE,Brown,CAP_W,Right,20.0,20.104,2.373
34353,2S,WW,Brown,CAP_W,Right,20.0,20.053,2.395
34353,2S,EE,Brown,CAP_W,Right,20.0,20.078,2.361
34353,2S,WW,Brown,CAP_W,Right,20.0,20.033,2.387
34353,2S,EE,Brown,CAP_W,Right,20.0,20.091,2.382
34353,2S,WW,Brown,CAP_W,Right,20.0,20.055,2.404
34353,2S,EE,Brown,CAP_W,Right,20.0,20.009,2.373
34353,2S,WW,Brown,CAP_W,Right,20.0,20.042,2.387
34353,2S,EE,Brown,CAP_W,Right,20.0,20.087,2.379
34353,2S,WW,Brown,CAP_W,Right,20.0,20.044,2.422
34353,2S,EE,Brown,CAP_W,Right,20.0,20.004,2.377
34353,2S,WW,Brown,CAP_W,Right,20.0,20.003,2.388
34353,2S,EE,Brown,CAP_W,Left,20.0,20.04,2.422
34353,2S,WW,Brown,CAP_W,Right,20.0,20.004,2.423
34353,2S,EE,Brown,CAP_W,Right,20.0,20.002,2.377
34353,2S,WW,Brown,CAP_W,Right,20.0,20.005,2.418
34353,2S,EE,Brown,CAP_W,Right,20.0,20.012,2.386
34353,2S,WW,Brown,CAP_W,Right,20.0,20.006,2.431
34353,2S,EE,Brown,CAP_W,Right,20.0,20.004,2.373
34353,2S,WW,Brown,CAP_W,Right,20.0,20.003,2.434
34353,2S,EE,Brown,CAP_W,Right,20.0,20.009,2.395
34353,2S,WW,Brown,CAP_W,Right,20.0,20.004,2.43
34357,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.285
34357,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.254
34357,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.251
34357,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.256
34357,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.232
34357,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.269
34357,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.258
34357,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.243
34357,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.259
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.275
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.293
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.247
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.267
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.306
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.305
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.253
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.27
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.323
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.304
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.286
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.342
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.339
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.34
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.3
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.35
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.285
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.338
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.268
34357,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.254
34357,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.259
34357,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.237
34359,2S,EE,Brown,CAP_W,Right,20.0,20.004,2.374
34359,2S,WW,Brown,CAP_W,Right,20.0,20.002,2.458
34359,2S,EE,Brown,CAP_W,Right,20.0,20.006,2.399
34359,2S,WW,Brown,CAP_W,Right,20.0,20.003,2.475
34359,2S,EE,Brown,CAP_W,Right,20.0,20.051,2.426
34359,2S,WW,Brown,CAP_W,Right,20.0,20.003,2.4
34359,2S,EE,Brown,CAP_W,Right,20.0,20.01,2.458
34359,2S,WW,Brown,CAP_W,Right,20.0,20.001,2.446
34359,2S,EE,Brown,CAP_W,Right,20.0,20.005,2.384
34359,2S,WW,Brown,CAP_W,Right,20.0,20.004,2.454
34359,2S,EE,Brown,CAP_W,Right,20.0,20.02,2.426
34359,2S,WW,Brown,CAP_W,Right,20.0,20.002,2.461
34359,2S,EE,Brown,CAP_W,Right,20.0,20.002,2.36
34359,2S,WW,Brown,CAP_W,Right,20.0,20.002,2.453
34359,2S,EE,Brown,CAP_W,Right,20.0,20.009,2.407
34359,2S,WW,Brown,CAP_W,Right,20.0,20.005,2.461
34359,2S,EE,Brown,CAP_W,Right,20.0,20.005,2.382
34359,2S,WW,Brown,CAP_W,Right,20.0,20.005,2.474
34359,2S,EE,Brown,CAP_W,Right,20.0,20.009,2.402
34359,2S,WW,Brown,CAP_W,Right,20.0,20.001,2.468
34359,2S,EE,Brown,CAP_W,Right,20.0,20.112,2.394
34359,2S,WW,Brown,CAP_W,Right,20.0,20.04,2.434
34359,2S,EE,Brown,CAP_W,Right,20.0,20.009,1.602
34359,2S,WW,Brown,CAP_W,Right,20.0,20.008,2.457
34359,2S,EE,Brown,CAP_W,Right,20.0,20.002,2.473
34359,2S,WW,Brown,CAP_W,Right,20.0,20.002,2.468
34359,2S,EE,Brown,CAP_W,Right,20.0,20.013,2.457
34359,2S,WW,Brown,CAP_W,Right,20.0,20.008,2.465
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.06,2.401
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.027,2.421
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.005,2.363
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.005,2.401
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.006,2.331
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.044,2.438
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.105,2.383
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.052,2.413
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.012,2.347
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.042,2.399
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.053,2.365
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.057,2.417
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.007,2.361
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.039,2.435
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.096,2.387
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.045,2.35
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.003,2.34
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.016,2.439
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.075,2.39
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.032,2.419
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.006,2.343
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.035,2.418
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.103,2.402
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.061,2.421
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.003,2.393
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.015,2.396
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.079,2.354
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.048,2.435
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.002,2.383
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.013,2.446
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.062,2.386
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.019,2.409
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.007,2.359
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.038,2.423
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.091,2.395
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.042,2.421
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.025,2.367
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.054,2.413
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.106,2.397
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.058,2.404
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.003,2.355
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.008,2.411
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.067,2.403
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.029,2.374
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.06,2.395
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.016,2.418
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.002,2.359
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.006,2.424
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.03,2.33
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.003,2.429
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.04,2.408
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.041,2.418
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.004,2.341
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.008,2.416
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.057,2.407
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.017,2.417
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.022,2.405
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.065,2.429
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.124,2.406
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.075,2.45
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.007,2.393
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.025,2.44
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.071,2.407
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.023,2.446
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.009,2.347
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.061,2.445
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.126,2.383
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.087,2.452
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.045,2.373
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.014,2.442
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.079,2.403
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.04,2.457
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.027,2.391
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.09,2.458
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.149,2.413
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.101,2.047
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.007,2.431
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.029,2.463
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.076,2.416
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.027,2.437
35719,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.203
35719,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.252
35719,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.217
35719,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.198
35719,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.229
35719,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.195
35719,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.249
35719,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.219
35719,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.228
35713,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,2.26
35713,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,2.212
35713,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,2.271
35713,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,2.276
35713,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,2.291
35713,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,2.277
35713,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,2.288
35722,2S,EE,Brown,CAP_W,Right,20.0,20.077,2.255
35722,2S,WW,Brown,CAP_W,Right,20.0,20.114,2.292
35722,2S,EE,Brown,CAP_W,Right,20.0,20.002,2.247
35722,2S,WW,Brown,CAP_W,Right,20.0,20.006,2.318
35722,2S,EE,Brown,CAP_W,Right,20.0,20.169,2.261
35722,2S,WW,Brown,CAP_W,Right,20.0,20.041,2.323
35722,2S,EE,Brown,CAP_W,Right,20.0,20.214,2.264
35722,2S,WW,Brown,CAP_W,Right,20.0,20.021,2.313
35722,2S,EE,Brown,CAP_W,Right,20.0,20.013,2.256
35722,2S,WW,Brown,CAP_W,Right,20.0,20.059,2.307
35722,2S,EE,Brown,CAP_W,Right,20.0,20.003,2.258
35722,2S,WW,Brown,CAP_W,Right,20.0,20.003,2.29
35722,2S,EE,Brown,CAP_W,Right,20.0,20.05,2.281
