ID,KIND_OF_CONDITION_ID,KIND_OF_CONDITION,CONDITION_DATA_SET_ID,CHANNEL_ID,KIND_OF_PART_ID,KIND_OF_PART,PART_ID,PART_BARCODE,PART_SERIAL_NUMBER,PART_NAME_LABEL,VD_V,CMIN_PFRD,RHO_KOHMCM,NA,D_UM,VFB_V,CACC_PFRD,NOX,TOX_NM,CAC_PFRD,DOX_NM,VDPLNR_V,CMINPLNR_PFRD,RHOPLNR_KOHMCM,NAPLNR,DPLNR_UM
8756420,9140,Tracker Halfmoon CV Parameters,755342,,7600,PS-p Halfmoon E,68136,35499_002_PSP_HM_EE,,35499_002_PSP_HM_EE,,,,,,5.029,88.652,190167600000.0,647.888,,,,,,,
8794820,9140,Tracker Halfmoon CV Parameters,763182,,7600,PS-p Halfmoon E,68136,35499_002_PSP_HM_EE,,35499_002_PSP_HM_EE,,,,,,4.636,87.367,174560600000.0,657.416,,,,,,,
8757700,9140,Tracker Halfmoon CV Parameters,755702,,7620,PS-p Halfmoon W,68151,35499_002_PSP_HM_WW,,35499_002_PSP_HM_WW,,,,,,5.0680000000000005,88.23,190560000000.0,650.985,,,,,,,
8772180,9140,Tracker Halfmoon CV Parameters,758802,,7620,PS-p Halfmoon W,68151,35499_002_PSP_HM_WW,,35499_002_PSP_HM_WW,,,,,,4.423,87.521,167846600000.0,656.2589999999999,,,,,,,
8807260,9140,Tracker Halfmoon CV Parameters,765642,,7600,PS-p Halfmoon E,68234,35499_011_PSP_HM_EE,,35499_011_PSP_HM_EE,,,,,,5.066,88.54,191160300000.0,648.705,,,,,,,
8778320,9140,Tracker Halfmoon CV Parameters,759782,,7600,PS-p Halfmoon E,68234,35499_011_PSP_HM_EE,,35499_011_PSP_HM_EE,,,,,,4.717,87.405,177285300000.0,657.132,,,,,,,
8798060,9140,Tracker Halfmoon CV Parameters,764022,,7620,PS-p Halfmoon W,68239,35499_011_PSP_HM_WW,,35499_011_PSP_HM_WW,,,,,,5.183,88.046,193982200000.0,652.342,,,,,,,
8843880,9140,Tracker Halfmoon CV Parameters,773302,,7620,PS-p Halfmoon W,68239,35499_011_PSP_HM_WW,,35499_011_PSP_HM_WW,,,,,,4.49,87.976,170939700000.0,652.863,,,,,,,
8812680,9140,Tracker Halfmoon CV Parameters,766942,,7600,PS-p Halfmoon E,68278,35499_015_PSP_HM_EE,,35499_015_PSP_HM_EE,,,,,,4.905,87.738,184132700000.0,654.633,,,,,,,
8767760,9140,Tracker Halfmoon CV Parameters,757642,,7600,PS-p Halfmoon E,68278,35499_015_PSP_HM_EE,,35499_015_PSP_HM_EE,,,,,,5.178,88.11,193929400000.0,651.87,,,,,,,
8765220,9140,Tracker Halfmoon CV Parameters,756982,,7620,PS-p Halfmoon W,68293,35499_015_PSP_HM_WW,,35499_015_PSP_HM_WW,,,,,,4.724,87.84100000000001,178379400000.0,653.865,,,,,,,
8823540,9140,Tracker Halfmoon CV Parameters,768882,,7620,PS-p Halfmoon W,68293,35499_015_PSP_HM_WW,,35499_015_PSP_HM_WW,,,,,,5.285,87.881,196965700000.0,653.5740000000001,,,,,,,
8786280,9140,Tracker Halfmoon CV Parameters,761622,,7600,PS-p Halfmoon E,71154,35499_021_PSP_HM_EE,,35499_021_PSP_HM_EE,,,,,,5.111000000000001,88.34700000000001,192229300000.0,650.123,,,,,,,
8817660,9140,Tracker Halfmoon CV Parameters,767882,,7600,PS-p Halfmoon E,71154,35499_021_PSP_HM_EE,,35499_021_PSP_HM_EE,,,,,,4.891,87.792,183785500000.0,654.234,,,,,,,
8779940,9140,Tracker Halfmoon CV Parameters,760142,,7620,PS-p Halfmoon W,71159,35499_021_PSP_HM_WW,,35499_021_PSP_HM_WW,,,,,,4.761,87.90700000000001,179736700000.0,653.378,,,,,,,
8837580,9140,Tracker Halfmoon CV Parameters,772142,,7620,PS-p Halfmoon W,71159,35499_021_PSP_HM_WW,,35499_021_PSP_HM_WW,,,,,,5.2379999999999995,88.184,196086900000.0,651.326,,,,,,,
8820760,9140,Tracker Halfmoon CV Parameters,768282,,7600,PS-p Halfmoon E,71230,35499_027_PSP_HM_EE,,35499_027_PSP_HM_EE,,,,,,5.151,88.04,192889400000.0,652.389,,,,,,,
8760540,9140,Tracker Halfmoon CV Parameters,756162,,7600,PS-p Halfmoon E,71230,35499_027_PSP_HM_EE,,35499_027_PSP_HM_EE,,,,,,4.526,88.04,172248400000.0,652.391,,,,,,,
8826420,9140,Tracker Halfmoon CV Parameters,769922,,7620,PS-p Halfmoon W,71235,35499_027_PSP_HM_WW,,35499_027_PSP_HM_WW,,,,,,5.162999999999999,88.538,194377600000.0,648.719,,,,,,,
8776600,9140,Tracker Halfmoon CV Parameters,759402,,7620,PS-p Halfmoon W,71235,35499_027_PSP_HM_WW,,35499_027_PSP_HM_WW,,,,,,4.295,88.766,165981000000.0,647.053,,,,,,,
8751600,9140,Tracker Halfmoon CV Parameters,753502,,7600,PS-p Halfmoon E,71312,35499_035_PSP_HM_EE,,35499_035_PSP_HM_EE,,,,,,4.5489999999999995,87.999,172922200000.0,652.691,,,,,,,
8804720,9140,Tracker Halfmoon CV Parameters,765042,,7600,PS-p Halfmoon E,71312,35499_035_PSP_HM_EE,,35499_035_PSP_HM_EE,,,,,,5.053999999999999,88.839,191422100000.0,646.526,,,,,,,
8763780,9140,Tracker Halfmoon CV Parameters,757122,,7620,PS-p Halfmoon W,71317,35499_035_PSP_HM_WW,,35499_035_PSP_HM_WW,,,,,,4.313,88.56200000000001,166204100000.0,648.5419999999999,,,,,,,
8747840,9140,Tracker Halfmoon CV Parameters,753402,,7620,PS-p Halfmoon W,71317,35499_035_PSP_HM_WW,,35499_035_PSP_HM_WW,,,,,,5.138999999999999,88.33200000000001,193151700000.0,650.234,,,,,,,
8832860,9140,Tracker Halfmoon CV Parameters,771202,,7600,PS-p Halfmoon E,71356,35499_039_PSP_HM_EE,,35499_039_PSP_HM_EE,,,,,,4.689,88.234,178045300000.0,650.957,,,,,,,
8829540,9140,Tracker Halfmoon CV Parameters,770502,,7600,PS-p Halfmoon E,71356,35499_039_PSP_HM_EE,,35499_039_PSP_HM_EE,,,,,,5.117,88.57,192932100000.0,648.484,,,,,,,
8789200,9140,Tracker Halfmoon CV Parameters,762102,,7620,PS-p Halfmoon W,71371,35499_039_PSP_HM_WW,,35499_039_PSP_HM_WW,,,,,,5.181,88.374,194631000000.0,649.924,,,,,,,
8803500,9140,Tracker Halfmoon CV Parameters,764902,,7620,PS-p Halfmoon W,71371,35499_039_PSP_HM_WW,,35499_039_PSP_HM_WW,,,,,,4.382,88.45100000000001,168295300000.0,649.359,,,,,,,
8841500,9140,Tracker Halfmoon CV Parameters,772862,,7600,PS-p Halfmoon E,71410,35499_043_PSP_HM_EE,,35499_043_PSP_HM_EE,,,,,,5.058,88.054,189838700000.0,652.289,,,,,,,
8793360,9140,Tracker Halfmoon CV Parameters,762662,,7600,PS-p Halfmoon E,71410,35499_043_PSP_HM_EE,,35499_043_PSP_HM_EE,,,,,,4.596,87.90899999999999,174301000000.0,653.362,,,,,,,
8799980,9140,Tracker Halfmoon CV Parameters,764442,,7620,PS-p Halfmoon W,71415,35499_043_PSP_HM_WW,,35499_043_PSP_HM_WW,,,,,,4.353,88.62299999999999,167652200000.0,648.0980000000001,,,,,,,
8814980,9140,Tracker Halfmoon CV Parameters,767242,,7620,PS-p Halfmoon W,71415,35499_043_PSP_HM_WW,,35499_043_PSP_HM_WW,,,,,,5.1,88.272,191705400000.0,650.679,,,,,,,
8839440,9140,Tracker Halfmoon CV Parameters,772482,,7600,PS-p Halfmoon E,71476,35499_049_PSP_HM_EE,,35499_049_PSP_HM_EE,,,,,,4.626,87.79899999999999,175079300000.0,654.183,,,,,,,
8782300,9140,Tracker Halfmoon CV Parameters,760762,,7600,PS-p Halfmoon E,71476,35499_049_PSP_HM_EE,,35499_049_PSP_HM_EE,,,,,,5.047,88.561,190584400000.0,648.553,,,,,,,
8824580,9140,Tracker Halfmoon CV Parameters,769362,,7620,PS-p Halfmoon W,71491,35499_049_PSP_HM_WW,,35499_049_PSP_HM_WW,,,,,,5.11,88.21799999999999,191945100000.0,651.073,,,,,,,
8835880,9140,Tracker Halfmoon CV Parameters,771802,,7620,PS-p Halfmoon W,71491,35499_049_PSP_HM_WW,,35499_049_PSP_HM_WW,,,,,,4.425,87.963,168776000000.0,652.962,,,,,,,
8333340,9140,Tracker Halfmoon CV Parameters,711522,,7420,2S Halfmoon W,52593,35953_001_2-S_HM_WW,,35953_001_2-S_HM_WW,,,,,,2.86,84.531,112577600000.0,679.4689999999999,,,,,,,
8247640,9140,Tracker Halfmoon CV Parameters,696942,,7420,2S Halfmoon W,52593,35953_001_2-S_HM_WW,,35953_001_2-S_HM_WW,,,,,,2.926,85.431,115869900000.0,672.313,,,,,,,
8299980,9140,Tracker Halfmoon CV Parameters,706902,,7400,2S Halfmoon E,52594,35953_002_2-S_HM_EE,,35953_002_2-S_HM_EE,,,,,,2.9389999999999996,84.71600000000001,115328400000.0,677.9839999999999,,,,,,,
8363300,9140,Tracker Halfmoon CV Parameters,715022,,7400,2S Halfmoon E,52594,35953_002_2-S_HM_EE,,35953_002_2-S_HM_EE,,,,,,2.908,85.788,115794800000.0,669.5169999999999,,,,,,,
8291840,9140,Tracker Halfmoon CV Parameters,705262,,7420,2S Halfmoon W,52597,35953_002_2-S_HM_WW,,35953_002_2-S_HM_WW,,,,,,2.9619999999999997,85.565,117207200000.0,671.26,,,,,,,
8288300,9140,Tracker Halfmoon CV Parameters,704442,,7420,2S Halfmoon W,52597,35953_002_2-S_HM_WW,,35953_002_2-S_HM_WW,,,,,,2.912,84.73299999999999,114472900000.0,677.8539999999999,,,,,,,
8329120,9140,Tracker Halfmoon CV Parameters,711182,,7420,2S Halfmoon W,52655,35953_012_2-S_HM_WW,,35953_012_2-S_HM_WW,,,,,,2.992,85.505,118080900000.0,671.7289999999999,,,,,,,
8343240,9140,Tracker Halfmoon CV Parameters,712802,,7420,2S Halfmoon W,52655,35953_012_2-S_HM_WW,,35953_012_2-S_HM_WW,,,,,,3.01,83.985,116548800000.0,683.8919999999999,,,,,,,
8290480,9140,Tracker Halfmoon CV Parameters,701382,,7420,2S Halfmoon W,52659,35953_013_2-S_HM_WW,,35953_013_2-S_HM_WW,,,,,,2.995,85.751,118536300000.0,669.803,,,,,,,
8277480,9140,Tracker Halfmoon CV Parameters,702282,,7420,2S Halfmoon W,52659,35953_013_2-S_HM_WW,,35953_013_2-S_HM_WW,,,,,,2.952,84.999,116135000000.0,675.73,,,,,,,
8307180,9140,Tracker Halfmoon CV Parameters,707282,,7400,2S Halfmoon E,52678,35953_017_2-S_HM_EE,,35953_017_2-S_HM_EE,,,,,,2.963,85.146,116670300000.0,674.565,,,,,,,
8256540,9140,Tracker Halfmoon CV Parameters,698562,,7400,2S Halfmoon E,52678,35953_017_2-S_HM_EE,,35953_017_2-S_HM_EE,,,,,,2.977,86.166,118528400000.0,666.582,,,,,,,
8284480,9140,Tracker Halfmoon CV Parameters,703662,,7420,2S Halfmoon W,52691,35953_017_2-S_HM_WW,,35953_017_2-S_HM_WW,,,,,,2.853,84.815,112709400000.0,677.2,,,,,,,
8263000,9140,Tracker Halfmoon CV Parameters,699662,,7420,2S Halfmoon W,52691,35953_017_2-S_HM_WW,,35953_017_2-S_HM_WW,,,,,,3.031,85.397,119182500000.0,672.5830000000001,,,,,,,
8252740,9140,Tracker Halfmoon CV Parameters,697462,,7400,2S Halfmoon E,53132,35953_024_2-S_HM_EE,,35953_024_2-S_HM_EE,,,,,,3.012,86.306,119847000000.0,665.4939999999999,,,,,,,
8259060,9140,Tracker Halfmoon CV Parameters,698802,,7400,2S Halfmoon E,53132,35953_024_2-S_HM_EE,,35953_024_2-S_HM_EE,,,,,,3.053,85.15100000000001,119547000000.0,674.5269999999999,,,,,,,
8318880,9140,Tracker Halfmoon CV Parameters,710082,,7420,2S Halfmoon W,53135,35953_024_2-S_HM_WW,,35953_024_2-S_HM_WW,,,,,,2.9619999999999997,84.929,116333300000.0,676.288,,,,,,,
8347560,9140,Tracker Halfmoon CV Parameters,713102,,7420,2S Halfmoon W,53135,35953_024_2-S_HM_WW,,35953_024_2-S_HM_WW,,,,,,3.056,85.851,120645800000.0,669.0239999999999,,,,,,,
8314380,9140,Tracker Halfmoon CV Parameters,709402,,7400,2S Halfmoon E,53198,35953_035_2-S_HM_EE,,35953_035_2-S_HM_EE,,,,,,2.7960000000000003,86.09899999999999,112582700000.0,667.0939999999999,,,,,,,
8296680,9140,Tracker Halfmoon CV Parameters,706242,,7400,2S Halfmoon E,53198,35953_035_2-S_HM_EE,,35953_035_2-S_HM_EE,,,,,,2.892,85.444,114815000000.0,672.21,,,,,,,
8355480,9140,Tracker Halfmoon CV Parameters,713962,,7420,2S Halfmoon W,53211,35953_035_2-S_HM_WW,,35953_035_2-S_HM_WW,,,,,,2.8789999999999996,85.765,114826300000.0,669.697,,,,,,,
8273740,9140,Tracker Halfmoon CV Parameters,701762,,7420,2S Halfmoon W,53211,35953_035_2-S_HM_WW,,35953_035_2-S_HM_WW,,,,,,2.888,85.53399999999999,114784600000.0,671.505,,,,,,,
8302620,9140,Tracker Halfmoon CV Parameters,705042,,7400,2S Halfmoon E,53238,35953_040_2-S_HM_EE,,35953_040_2-S_HM_EE,,,,,,2.827,86.345,113914000000.0,665.195,,,,,,,
8303380,9140,Tracker Halfmoon CV Parameters,707182,,7400,2S Halfmoon E,53238,35953_040_2-S_HM_EE,,35953_040_2-S_HM_EE,,,,,,2.8810000000000002,85.59100000000001,114650700000.0,671.055,,,,,,,
8360460,9140,Tracker Halfmoon CV Parameters,714582,,7420,2S Halfmoon W,53251,35953_040_2-S_HM_WW,,35953_040_2-S_HM_WW,,,,,,2.883,85.787,114985100000.0,669.525,,,,,,,
8312660,9140,Tracker Halfmoon CV Parameters,708922,,7420,2S Halfmoon W,53251,35953_040_2-S_HM_WW,,35953_040_2-S_HM_WW,,,,,,2.8739999999999997,85.499,114305400000.0,671.7769999999999,,,,,,,
8242340,9140,Tracker Halfmoon CV Parameters,696042,,7400,2S Halfmoon E,53270,35953_043_2-S_HM_EE,,35953_043_2-S_HM_EE,,,,,,2.867,86.23899999999999,115078300000.0,666.018,,,,,,,
8269700,9140,Tracker Halfmoon CV Parameters,700862,,7400,2S Halfmoon E,53270,35953_043_2-S_HM_EE,,35953_043_2-S_HM_EE,,,,,,2.949,85.471,116654000000.0,672.0010000000001,,,,,,,
8261020,9140,Tracker Halfmoon CV Parameters,699402,,7420,2S Halfmoon W,53273,35953_043_2-S_HM_WW,,35953_043_2-S_HM_WW,,,,,,2.93,86.309,117211600000.0,665.477,,,,,,,
8281580,9140,Tracker Halfmoon CV Parameters,703082,,7420,2S Halfmoon W,53273,35953_043_2-S_HM_WW,,35953_043_2-S_HM_WW,,,,,,2.9730000000000003,85.75,117817300000.0,669.815,,,,,,,
8174880,9140,Tracker Halfmoon CV Parameters,686802,,7400,2S Halfmoon E,58630,35957_001_2-S_HM_EE,,35957_001_2-S_HM_EE,,,,,,2.926,84.60700000000001,114763500000.0,678.8610000000001,,,,,,,
8131420,9140,Tracker Halfmoon CV Parameters,678142,,7400,2S Halfmoon E,58630,35957_001_2-S_HM_EE,,35957_001_2-S_HM_EE,,,,,,2.883,85.67,114804900000.0,670.436,,,,,,,
8182820,9140,Tracker Halfmoon CV Parameters,688162,,7420,2S Halfmoon W,58633,35957_001_2-S_HM_WW,,35957_001_2-S_HM_WW,,,,,,2.94,85.469,116390000000.0,672.012,,,,,,,
8165320,9140,Tracker Halfmoon CV Parameters,684822,,7420,2S Halfmoon W,58633,35957_001_2-S_HM_WW,,35957_001_2-S_HM_WW,,,,,,2.9139999999999997,84.477,114215000000.0,679.903,,,,,,,
8169720,9140,Tracker Halfmoon CV Parameters,685882,,7400,2S Halfmoon E,58652,35957_005_2-S_HM_EE,,35957_005_2-S_HM_EE,,,,,,2.8989999999999996,84.788,114160400000.0,677.4119999999999,,,,,,,
8199600,9140,Tracker Halfmoon CV Parameters,690082,,7400,2S Halfmoon E,58652,35957_005_2-S_HM_EE,,35957_005_2-S_HM_EE,,,,,,2.884,85.62700000000001,114787100000.0,670.775,,,,,,,
8238780,9140,Tracker Halfmoon CV Parameters,695342,,7420,2S Halfmoon W,58655,35957_005_2-S_HM_WW,,35957_005_2-S_HM_WW,,,,,,2.898,84.666,113951600000.0,678.3910000000001,,,,,,,
8155760,9140,Tracker Halfmoon CV Parameters,682922,,7420,2S Halfmoon W,58655,35957_005_2-S_HM_WW,,35957_005_2-S_HM_WW,,,,,,2.935,85.26799999999999,115930700000.0,673.6,,,,,,,
8163720,9140,Tracker Halfmoon CV Parameters,684282,,7400,2S Halfmoon E,58692,35957_011_2-S_HM_EE,,35957_011_2-S_HM_EE,,,,,,2.875,84.455,112950500000.0,680.085,,,,,,,
8194940,9140,Tracker Halfmoon CV Parameters,689602,,7400,2S Halfmoon E,58692,35957_011_2-S_HM_EE,,35957_011_2-S_HM_EE,,,,,,2.864,85.891,114503100000.0,668.716,,,,,,,
8145840,9140,Tracker Halfmoon CV Parameters,680802,,7420,2S Halfmoon W,58695,35957_011_2-S_HM_WW,,35957_011_2-S_HM_WW,,,,,,2.883,85.037,113974800000.0,675.425,,,,,,,
8169040,9140,Tracker Halfmoon CV Parameters,685762,,7420,2S Halfmoon W,58695,35957_011_2-S_HM_WW,,35957_011_2-S_HM_WW,,,,,,2.927,85.555,116076800000.0,671.336,,,,,,,
8150100,9140,Tracker Halfmoon CV Parameters,681702,,7400,2S Halfmoon E,58750,35957_019_2-S_HM_EE,,35957_019_2-S_HM_EE,,,,,,2.908,86.005,116080800000.0,667.824,,,,,,,
8153780,9140,Tracker Halfmoon CV Parameters,682302,,7400,2S Halfmoon E,58750,35957_019_2-S_HM_EE,,35957_019_2-S_HM_EE,,,,,,2.937,84.726,115273100000.0,677.905,,,,,,,
8137940,9140,Tracker Halfmoon CV Parameters,679282,,7420,2S Halfmoon W,58753,35957_019_2-S_HM_WW,,35957_019_2-S_HM_WW,,,,,,2.949,84.73200000000001,115659400000.0,677.862,,,,,,,
8229800,9140,Tracker Halfmoon CV Parameters,693542,,7420,2S Halfmoon W,58753,35957_019_2-S_HM_WW,,35957_019_2-S_HM_WW,,,,,,2.9589999999999996,85.75,117357000000.0,669.816,,,,,,,
8179080,9140,Tracker Halfmoon CV Parameters,686222,,7400,2S Halfmoon E,58794,35957_028_2-S_HM_EE,,35957_028_2-S_HM_EE,,,,,,2.799,85.715,112180700000.0,670.0889999999999,,,,,,,
8232720,9140,Tracker Halfmoon CV Parameters,694122,,7400,2S Halfmoon E,58794,35957_028_2-S_HM_EE,,35957_028_2-S_HM_EE,,,,,,2.8089999999999997,85.368,112047500000.0,672.812,,,,,,,
8210280,9140,Tracker Halfmoon CV Parameters,691362,,7420,2S Halfmoon W,58797,35957_028_2-S_HM_WW,,35957_028_2-S_HM_WW,,,,,,2.813,84.729,111332000000.0,677.883,,,,,,,
8139940,9140,Tracker Halfmoon CV Parameters,679762,,7420,2S Halfmoon W,58797,35957_028_2-S_HM_WW,,35957_028_2-S_HM_WW,,,,,,2.8680000000000003,85.742,114418600000.0,669.875,,,,,,,
