ID,KIND_OF_CONDITION_ID,KIND_OF_CONDITION,CONDITION_DATA_SET_ID,KIND_OF_PART_ID,KIND_OF_PART,PART_ID,PART_BARCODE,PART_NAME_LABEL,VFB_V,CACC_PFRD,NOX,TOX_NM,KIND_OF_HM_FLUTE_ID,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_CONFIG_ID,KIND_OF_HM_SET_ID,PROCEDURE_TYPE,EQUIPMENT,WAITING_TIME_S,AC_FREQ_HZ,AC_AMPL_V,TEMP_SET_DEGC,AV_TEMP_DEGC,FILE_NAME,Location
3987863,9140,Tracker Halfmoon CV Parameters,224066,7400,2S Halfmoon E,104652,37400_006_2-S_HM_EE,37400_006_2-S_HM_EE,-3.345,86.42,65560000000.0,664.932,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.6,21.6,Demokritos_VPX37400_006_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4328320,9140,Tracker Halfmoon CV Parameters,253062,7400,2S Halfmoon E,104652,37400_006_2-S_HM_EE,37400_006_2-S_HM_EE,-3.175,86.42,63120000000.0,664.932,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.6,21.6,Demokritos_VPX37400_006_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4009061,9140,Tracker Halfmoon CV Parameters,224705,7400,2S Halfmoon E,104652,37400_006_2-S_HM_EE,37400_006_2-S_HM_EE,-3.175,86.42,63120000000.0,664.932,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.6,21.6,Demokritos_VPX37400_006_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3987860,9140,Tracker Halfmoon CV Parameters,224042,7420,2S Halfmoon W,104655,37400_006_2-S_HM_WW,37400_006_2-S_HM_WW,-3.409,85.285,67090000000.0,673.78,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.0,21.0,Demokritos_VPX37400_006_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4001933,9140,Tracker Halfmoon CV Parameters,224609,7420,2S Halfmoon W,104655,37400_006_2-S_HM_WW,37400_006_2-S_HM_WW,-3.409,85.285,67090000000.0,673.78,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.0,21.0,Demokritos_VPX37400_006_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3871067,9140,Tracker Halfmoon CV Parameters,217815,7420,2S Halfmoon W,104655,37400_006_2-S_HM_WW,37400_006_2-S_HM_WW,-3.41,85.29,67100000000.0,0.674,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.0,21.0,Demokritos_VPX37400_006_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4016612,9140,Tracker Halfmoon CV Parameters,225079,7420,2S Halfmoon W,104655,37400_006_2-S_HM_WW,37400_006_2-S_HM_WW,-3.409,85.285,67090000000.0,673.78,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.0,21.0,Demokritos_VPX37400_006_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4330680,9140,Tracker Halfmoon CV Parameters,253982,7420,2S Halfmoon W,104655,37400_006_2-S_HM_WW,37400_006_2-S_HM_WW,-3.409,85.285,67090000000.0,673.78,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.0,21.0,Demokritos_VPX37400_006_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3987861,9140,Tracker Halfmoon CV Parameters,224048,7400,2S Halfmoon E,105914,37400_015_2-S_HM_EE,37400_015_2-S_HM_EE,-3.3110000000000004,86.416,62750000000.0,664.9639999999999,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.6,22.6,Demokritos_VPX37400_015_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4333060,9140,Tracker Halfmoon CV Parameters,253782,7400,2S Halfmoon E,105914,37400_015_2-S_HM_EE,37400_015_2-S_HM_EE,-3.3110000000000004,86.416,62750000000.0,664.9639999999999,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.6,22.6,Demokritos_VPX37400_015_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3760160,9140,Tracker Halfmoon CV Parameters,208722,7400,2S Halfmoon E,105914,37400_015_2-S_HM_EE,37400_015_2-S_HM_EE,-3.3110470000000003,86.4161,64259792896.0,0.664964,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.6,22.6,Demokritos_VPX37400_015_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3995363,9140,Tracker Halfmoon CV Parameters,224324,7400,2S Halfmoon E,105914,37400_015_2-S_HM_EE,37400_015_2-S_HM_EE,-3.3110000000000004,86.416,62750000000.0,664.9639999999999,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.6,22.6,Demokritos_VPX37400_015_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4009064,9140,Tracker Halfmoon CV Parameters,224732,7400,2S Halfmoon E,105914,37400_015_2-S_HM_EE,37400_015_2-S_HM_EE,-3.3110000000000004,86.416,62750000000.0,664.9639999999999,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.6,22.6,Demokritos_VPX37400_015_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3871076,9140,Tracker Halfmoon CV Parameters,217923,7400,2S Halfmoon E,105914,37400_015_2-S_HM_EE,37400_015_2-S_HM_EE,-3.31,86.42,62700000000.0,0.665,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.6,22.6,Demokritos_VPX37400_015_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3760380,9140,Tracker Halfmoon CV Parameters,208742,7420,2S Halfmoon W,105917,37400_015_2-S_HM_WW,37400_015_2-S_HM_WW,-3.4208010000000004,84.699028,68751007744.0,0.678445,PQC1,MOS_QUARTER,Not Used,Left,MOS1,,10000.0,0.25,22.6,22.6,22.6,XML_Info/VPX37400_015_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4001923,9140,Tracker Halfmoon CV Parameters,224498,7420,2S Halfmoon W,105917,37400_015_2-S_HM_WW,37400_015_2-S_HM_WW,-3.4210000000000003,84.699,67220000000.0,678.445,PQC1,MOS_QUARTER,Not Used,Left,MOS1,,10000.0,0.25,22.6,22.6,22.6,XML_Info/VPX37400_015_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4009075,9140,Tracker Halfmoon CV Parameters,224874,7420,2S Halfmoon W,105917,37400_015_2-S_HM_WW,37400_015_2-S_HM_WW,-3.4210000000000003,84.699,67220000000.0,678.445,PQC1,MOS_QUARTER,Not Used,Left,MOS1,,10000.0,0.25,22.6,22.6,22.6,XML_Info/VPX37400_015_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4334820,9140,Tracker Halfmoon CV Parameters,254242,7420,2S Halfmoon W,105917,37400_015_2-S_HM_WW,37400_015_2-S_HM_WW,-3.4210000000000003,84.699,67220000000.0,678.445,PQC1,MOS_QUARTER,Not Used,Left,MOS1,,10000.0,0.25,22.6,22.6,22.6,XML_Info/VPX37400_015_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3987865,9140,Tracker Halfmoon CV Parameters,224084,7420,2S Halfmoon W,105917,37400_015_2-S_HM_WW,37400_015_2-S_HM_WW,-3.4210000000000003,84.699,67220000000.0,678.445,PQC1,MOS_QUARTER,Not Used,Left,MOS1,,10000.0,0.25,22.6,22.6,22.6,XML_Info/VPX37400_015_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3850657,9140,Tracker Halfmoon CV Parameters,217716,7420,2S Halfmoon W,105917,37400_015_2-S_HM_WW,37400_015_2-S_HM_WW,-3.42,84.7,67200000000.0,0.6779999999999999,PQC1,MOS_QUARTER,Not Used,Left,MOS1,,10000.0,0.25,22.6,22.6,22.6,XML_Info/VPX37400_015_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3871066,9140,Tracker Halfmoon CV Parameters,217809,7400,2S Halfmoon E,105936,37400_019_2-S_HM_EE,37400_019_2-S_HM_EE,-3.45,86.74,69600000000.0,0.662,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.3,22.3,Demokritos_VPX37400_019_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4001920,9140,Tracker Halfmoon CV Parameters,224477,7400,2S Halfmoon E,105936,37400_019_2-S_HM_EE,37400_019_2-S_HM_EE,-3.448,86.744,69630000000.0,662.451,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.3,22.3,Demokritos_VPX37400_019_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3987879,9140,Tracker Halfmoon CV Parameters,224204,7400,2S Halfmoon E,105936,37400_019_2-S_HM_EE,37400_019_2-S_HM_EE,-3.448,86.744,69630000000.0,662.451,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.3,22.3,Demokritos_VPX37400_019_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4009066,9140,Tracker Halfmoon CV Parameters,224761,7400,2S Halfmoon E,105936,37400_019_2-S_HM_EE,37400_019_2-S_HM_EE,-3.448,86.744,69630000000.0,662.451,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.3,22.3,Demokritos_VPX37400_019_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4336460,9140,Tracker Halfmoon CV Parameters,254422,7400,2S Halfmoon E,105936,37400_019_2-S_HM_EE,37400_019_2-S_HM_EE,-3.448,86.744,69630000000.0,662.451,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.3,22.3,Demokritos_VPX37400_019_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3850654,9140,Tracker Halfmoon CV Parameters,217683,7420,2S Halfmoon W,105939,37400_019_2-S_HM_WW,37400_019_2-S_HM_WW,-3.84,85.23,74300000000.0,0.674,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.5,22.5,Demokritos_VPX37400_019_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4001931,9140,Tracker Halfmoon CV Parameters,224591,7420,2S Halfmoon W,105939,37400_019_2-S_HM_WW,37400_019_2-S_HM_WW,-3.841,85.23200000000001,74290000000.0,674.204,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.5,22.5,Demokritos_VPX37400_019_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3987871,9140,Tracker Halfmoon CV Parameters,224126,7420,2S Halfmoon W,105939,37400_019_2-S_HM_WW,37400_019_2-S_HM_WW,-3.841,85.23200000000001,74290000000.0,674.204,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.5,22.5,Demokritos_VPX37400_019_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4016610,9140,Tracker Halfmoon CV Parameters,225061,7420,2S Halfmoon W,105939,37400_019_2-S_HM_WW,37400_019_2-S_HM_WW,-3.841,85.23200000000001,74290000000.0,674.204,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.5,22.5,Demokritos_VPX37400_019_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4338820,9140,Tracker Halfmoon CV Parameters,254602,7420,2S Halfmoon W,105939,37400_019_2-S_HM_WW,37400_019_2-S_HM_WW,-3.841,85.23200000000001,74290000000.0,674.204,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.5,22.5,Demokritos_VPX37400_019_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3850642,9140,Tracker Halfmoon CV Parameters,217560,7400,2S Halfmoon E,105976,37400_027_2-S_HM_EE,37400_027_2-S_HM_EE,-3.12,86.35,61400000000.0,0.665,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.7,22.7,Demokritos_VPX37400_027_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4022481,9140,Tracker Halfmoon CV Parameters,225193,7400,2S Halfmoon E,105976,37400_027_2-S_HM_EE,37400_027_2-S_HM_EE,-3.1189999999999998,86.348,61430000000.0,665.488,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.7,22.7,Demokritos_VPX37400_027_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4008321,9140,Tracker Halfmoon CV Parameters,224699,7400,2S Halfmoon E,105976,37400_027_2-S_HM_EE,37400_027_2-S_HM_EE,-3.1189999999999998,86.348,61430000000.0,665.488,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.7,22.7,Demokritos_VPX37400_027_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3760600,9140,Tracker Halfmoon CV Parameters,208762,7400,2S Halfmoon E,105976,37400_027_2-S_HM_EE,37400_027_2-S_HM_EE,-3.11863,86.348045,62951854080.0,0.665488,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.7,22.7,Demokritos_VPX37400_027_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4341060,9140,Tracker Halfmoon CV Parameters,255122,7400,2S Halfmoon E,105976,37400_027_2-S_HM_EE,37400_027_2-S_HM_EE,-3.1189999999999998,86.348,61430000000.0,665.488,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.7,22.7,Demokritos_VPX37400_027_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3760820,9140,Tracker Halfmoon CV Parameters,208782,7420,2S Halfmoon W,105979,37400_027_2-S_HM_WW,37400_027_2-S_HM_WW,-3.383893,85.792198,66105712640.0,0.6698,PQC1,MOS_QUARTER,Not Used,Left,MOS1,,10000.0,0.25,22.8,22.8,22.8,XML_Info/VPX37400_027_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4342380,9140,Tracker Halfmoon CV Parameters,255582,7420,2S Halfmoon W,105979,37400_027_2-S_HM_WW,37400_027_2-S_HM_WW,-3.384,85.792,64460000000.0,669.8,PQC1,MOS_QUARTER,Not Used,Left,MOS1,,10000.0,0.25,22.8,22.8,22.8,XML_Info/VPX37400_027_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3995376,9140,Tracker Halfmoon CV Parameters,224438,7420,2S Halfmoon W,105979,37400_027_2-S_HM_WW,37400_027_2-S_HM_WW,-3.384,85.792,64460000000.0,669.8,PQC1,MOS_QUARTER,Not Used,Left,MOS1,,10000.0,0.25,22.8,22.8,22.8,XML_Info/VPX37400_027_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3871072,9140,Tracker Halfmoon CV Parameters,217857,7420,2S Halfmoon W,105979,37400_027_2-S_HM_WW,37400_027_2-S_HM_WW,-3.38,85.79,64500000000.0,0.67,PQC1,MOS_QUARTER,Not Used,Left,MOS1,,10000.0,0.25,22.8,22.8,22.8,XML_Info/VPX37400_027_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4009070,9140,Tracker Halfmoon CV Parameters,224844,7420,2S Halfmoon W,105979,37400_027_2-S_HM_WW,37400_027_2-S_HM_WW,-3.384,85.792,64460000000.0,669.8,PQC1,MOS_QUARTER,Not Used,Left,MOS1,,10000.0,0.25,22.8,22.8,22.8,XML_Info/VPX37400_027_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3761040,9140,Tracker Halfmoon CV Parameters,208802,7400,2S Halfmoon E,106056,37400_037_2-S_HM_EE,37400_037_2-S_HM_EE,-3.1440069999999998,87.131462,66096906240.0,0.659504,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.2,21.2,Demokritos_VPX37400_037_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4009068,9140,Tracker Halfmoon CV Parameters,224823,7400,2S Halfmoon E,106056,37400_037_2-S_HM_EE,37400_037_2-S_HM_EE,-3.1439999999999997,87.131,64560000000.0,659.5039999999999,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.2,21.2,Demokritos_VPX37400_037_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3995372,9140,Tracker Halfmoon CV Parameters,224411,7400,2S Halfmoon E,106056,37400_037_2-S_HM_EE,37400_037_2-S_HM_EE,-3.1439999999999997,87.131,64560000000.0,659.5039999999999,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.2,21.2,Demokritos_VPX37400_037_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4344100,9140,Tracker Halfmoon CV Parameters,255682,7400,2S Halfmoon E,106056,37400_037_2-S_HM_EE,37400_037_2-S_HM_EE,-3.1439999999999997,87.131,64560000000.0,659.5039999999999,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.2,21.2,Demokritos_VPX37400_037_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3850651,9140,Tracker Halfmoon CV Parameters,217668,7400,2S Halfmoon E,106056,37400_037_2-S_HM_EE,37400_037_2-S_HM_EE,-3.14,87.13,64600000000.0,0.66,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.2,21.2,Demokritos_VPX37400_037_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3876840,9140,Tracker Halfmoon CV Parameters,217944,7420,2S Halfmoon W,106059,37400_037_2-S_HM_WW,37400_037_2-S_HM_WW,-3.21,86.16,65400000000.0,0.667,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.2,21.2,Demokritos_VPX37400_037_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4345760,9140,Tracker Halfmoon CV Parameters,255762,7420,2S Halfmoon W,106059,37400_037_2-S_HM_WW,37400_037_2-S_HM_WW,-3.213,86.15700000000001,65430000000.0,666.967,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.2,21.2,Demokritos_VPX37400_037_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4001925,9140,Tracker Halfmoon CV Parameters,224537,7420,2S Halfmoon W,106059,37400_037_2-S_HM_WW,37400_037_2-S_HM_WW,-3.213,86.15700000000001,65430000000.0,666.967,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.2,21.2,Demokritos_VPX37400_037_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4016600,9140,Tracker Halfmoon CV Parameters,224961,7420,2S Halfmoon W,106059,37400_037_2-S_HM_WW,37400_037_2-S_HM_WW,-3.213,86.15700000000001,65430000000.0,666.967,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.2,21.2,Demokritos_VPX37400_037_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3761260,9140,Tracker Halfmoon CV Parameters,208822,7420,2S Halfmoon W,106059,37400_037_2-S_HM_WW,37400_037_2-S_HM_WW,-3.212733,86.156586,66982445056.0,0.666967,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.2,21.2,Demokritos_VPX37400_037_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3995366,9140,Tracker Halfmoon CV Parameters,224339,7400,2S Halfmoon E,106150,37400_049_2-S_HM_EE,37400_049_2-S_HM_EE,-3.275,87.214,65310000000.0,658.8789999999999,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.6,22.6,Demokritos_VPX37400_049_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3850658,9140,Tracker Halfmoon CV Parameters,217725,7400,2S Halfmoon E,106150,37400_049_2-S_HM_EE,37400_049_2-S_HM_EE,-3.27,87.21,65300000000.0,0.659,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.6,22.6,Demokritos_VPX37400_049_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4009076,9140,Tracker Halfmoon CV Parameters,224877,7400,2S Halfmoon E,106150,37400_049_2-S_HM_EE,37400_049_2-S_HM_EE,-3.275,87.214,65310000000.0,658.8789999999999,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.6,22.6,Demokritos_VPX37400_049_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4346540,9140,Tracker Halfmoon CV Parameters,255882,7400,2S Halfmoon E,106150,37400_049_2-S_HM_EE,37400_049_2-S_HM_EE,-3.275,87.214,65310000000.0,658.8789999999999,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.6,22.6,Demokritos_VPX37400_049_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4349880,9140,Tracker Halfmoon CV Parameters,256522,7420,2S Halfmoon W,106153,37400_049_2-S_HM_WW,37400_049_2-S_HM_WW,-3.364,86.353,68510000000.0,665.447,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,20.6,20.6,Demokritos_VPX37400_049_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
3871064,9140,Tracker Halfmoon CV Parameters,217779,7420,2S Halfmoon W,106153,37400_049_2-S_HM_WW,37400_049_2-S_HM_WW,-3.36,86.35,68500000000.0,0.665,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,20.6,20.6,Demokritos_VPX37400_049_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4016616,9140,Tracker Halfmoon CV Parameters,225109,7420,2S Halfmoon W,106153,37400_049_2-S_HM_WW,37400_049_2-S_HM_WW,-3.364,86.353,68510000000.0,665.447,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,20.6,20.6,Demokritos_VPX37400_049_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4001938,9140,Tracker Halfmoon CV Parameters,224669,7420,2S Halfmoon W,106153,37400_049_2-S_HM_WW,37400_049_2-S_HM_WW,-3.364,86.353,68510000000.0,665.447,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,20.6,20.6,Demokritos_VPX37400_049_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4239920,9140,Tracker Halfmoon CV Parameters,241822,7400,2S Halfmoon E,106176,37401_005_2-S_HM_EE,37401_005_2-S_HM_EE,-2.7510000000000003,87.48700000000001,49750000000.0,656.826,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.1,21.1,Demokritos_VPX37401_005_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4241440,9140,Tracker Halfmoon CV Parameters,242022,7420,2S Halfmoon W,106179,37401_005_2-S_HM_WW,37401_005_2-S_HM_WW,-2.9130000000000003,86.18799999999999,50900000000.0,666.725,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,20.8,20.8,Demokritos_VPX37401_005_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4242960,9140,Tracker Halfmoon CV Parameters,242222,7400,2S Halfmoon E,106212,37401_009_2-S_HM_EE,37401_009_2-S_HM_EE,-2.787,87.331,50550000000.0,657.9960000000001,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,20.9,20.9,Demokritos_VPX37401_009_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4245420,9140,Tracker Halfmoon CV Parameters,242562,7420,2S Halfmoon W,106215,37401_009_2-S_HM_WW,37401_009_2-S_HM_WW,-2.95,86.34200000000001,52290000000.0,665.5369999999999,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,20.3,20.3,Demokritos_VPX37401_009_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4247940,9140,Tracker Halfmoon CV Parameters,243182,7400,2S Halfmoon E,106238,37401_014_2-S_HM_EE,37401_014_2-S_HM_EE,-2.9730000000000003,86.586,55130000000.0,663.6569999999999,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,20.7,20.7,Demokritos_VPX37401_014_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4249580,9140,Tracker Halfmoon CV Parameters,243342,7420,2S Halfmoon W,106251,37401_014_2-S_HM_WW,37401_014_2-S_HM_WW,-2.9189999999999996,86.21700000000001,54080000000.0,666.497,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,20.6,20.6,Demokritos_VPX37401_014_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4251200,9140,Tracker Halfmoon CV Parameters,243502,7400,2S Halfmoon E,106314,37401_026_2-S_HM_EE,37401_026_2-S_HM_EE,-2.9760000000000004,88.444,52540000000.0,649.714,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,19.9,19.9,Demokritos_VPX37401_026_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4253460,9140,Tracker Halfmoon CV Parameters,242982,7420,2S Halfmoon W,106317,37401_026_2-S_HM_WW,37401_026_2-S_HM_WW,-2.968,86.649,49990000000.0,663.175,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.9,21.9,Demokritos_VPX37401_026_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
4255460,9140,Tracker Halfmoon CV Parameters,243882,7400,2S Halfmoon E,106318,37401_028_2-S_HM_EE,37401_028_2-S_HM_EE,-3.017,87.46700000000001,54130000000.0,656.972,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.3,21.3,Demokritos_VPX37401_028_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
