,Name,Mode,CAP_E,CAP_W,VDPPoly_std,VDPPoly_rot,VDPPstop_std,VDPPstop_rot,VDPStrip_std,VDPStrip_rot,FET_Vth,C_acc,t_ox,VFB,Nox
389,VPX35721_039_2-S_HM_W_Left,Quick,2.4430400000000003,2.4814700000000003,2.00175,1.99558,18.7969,18.8803,34.5289,34.6194,4.26567,84.3398,0.681335,-2.6267099999999997,58098700000.0
390,VPX35721_047_2-S_HM_E_Left,Quick,2.4531400000000003,2.4601,1.9677799999999999,1.9611299999999998,18.6191,18.6459,34.2433,34.2075,4.27027,85.4707,0.672319,-2.75517,63197900000.0
391,VPX35721_047_2-S_HM_W_Left,Quick,2.44647,2.4603900000000003,2.00387,1.96947,19.0336,19.0284,34.6055,34.705,4.18519,84.779,0.677804,-2.7997400000000003,63852500000.0
392,VPX35721_002_2-S_HM_E_Right,Extended,,,1.9529,1.9207599999999998,19.1488,19.1668,34.4571,34.5423,4.18198,,,,
393,VPX35721_002_2-S_HM_W_Right,Extended,,,1.9686,1.95097,18.8896,19.0227,34.3517,34.5804,4.27027,,,,
394,VPX35721_012_2-S_HM_E_Right,Extended,,,1.9313200000000001,1.9031900000000002,19.1474,19.219,34.3796,34.6142,4.1967,,,,
395,VPX35721_012_2-S_HM_W_Right,Extended,,,1.9492900000000002,1.9337799999999998,19.1575,19.3035,34.4069,34.5367,4.21141,,,,
396,VPX35721_020_2-S_HM_E_Right,Extended,,,1.9373799999999999,1.9162,18.7586,18.6726,34.3542,34.4532,4.18769,,,,
397,VPX35721_020_2-S_HM_W_Right,Extended,,,1.96531,1.95128,18.6604,18.6621,34.2737,34.4479,4.2025,,,,
398,VPX35721_033_2-S_HM_E_Right,Extended,,,1.95817,1.92822,18.843,18.7287,34.3174,34.4431,4.28929,,,,
399,VPX35721_033_2-S_HM_W_Right,Extended,,,1.9630400000000001,1.9673599999999998,18.7058,18.5782,34.2697,34.4426,4.40541,,,,
400,VPX35721_002_2-S_HM_E_Left,Extended,2.44676,2.47412,1.94385,1.93998,18.9715,18.882,34.3219,34.3555,4.25556,84.3666,0.681118,-2.64336,59093900000.0
401,VPX35721_002_2-S_HM_W_Left,Extended,2.45255,2.47686,1.9778,1.96613,19.2006,19.147000000000002,34.5171,34.7185,4.24725,82.6632,0.695153,-2.74848,60713100000.0
402,VPX35721_012_2-S_HM_E_Left,Extended,2.46069,2.4628400000000004,1.93354,1.91052,19.0963,19.0031,34.3779,34.2827,4.19259,84.572,0.6794640000000001,-2.8078,64242600000.0
403,VPX35721_012_2-S_HM_W_Left,Extended,2.48255,2.43912,1.95714,1.9482599999999999,19.413,19.2983,34.7679,34.8522,4.167269999999999,83.0807,0.69166,-2.81014,62943900000.0
404,VPX35721_020_2-S_HM_E_Left,Extended,2.47304,2.48657,1.93144,1.94052,18.6178,18.5786,34.1498,34.2522,4.2022,84.1539,0.6828390000000001,-2.83432,64800300000.0
405,VPX35721_020_2-S_HM_W_Left,Extended,2.4702,2.4816700000000003,1.94966,1.94459,18.7793,18.7062,34.4507,34.5815,4.19259,83.1188,0.691343,-2.83146,63617500000.0
406,VPX35721_033_2-S_HM_E_Left,Extended,2.47922,2.42863,1.93285,1.93125,18.508,18.441,34.1704,34.3161,4.40541,85.0766,0.675434,-2.70001,61131400000.0
407,VPX35721_033_2-S_HM_W_Left,Extended,2.4599,2.45725,1.97823,1.95985,19.0001,19.104,34.4899,34.5944,4.22503,83.9007,0.6849,-2.68057,59411300000.0
408,VPX38870_005_2-S_HM_E_Left,Quick,2.45108,2.45951,1.9054200000000001,1.9199700000000002,18.4256,18.4889,34.0326,34.2428,4.41742,83.7005,0.686538,-2.78253,62162300000.0
409,VPX38870_005_2-S_HM_W_Left,Quick,2.46922,2.46637,1.9343299999999999,1.93354,19.3352,19.1115,34.7931,35.0406,4.26426,82.3207,0.698045,-2.91685,64770000000.0
410,VPX38870_019_2-S_HM_E_Left,Quick,2.43186,2.4701,1.91737,1.91438,18.6452,18.6626,34.7007,35.1494,4.35435,84.0473,0.683705,-2.93096,66663400000.0
411,VPX38870_019_2-S_HM_W_Left,Quick,2.45382,2.42373,1.91343,1.93182,18.942,18.9345,34.9054,35.1025,4.24925,82.3607,0.697706,-2.91696,64800900000.0
412,VPX38870_035_2-S_HM_E_Left,Quick,2.43716,2.47549,1.88792,1.8814400000000002,18.3789,18.566,34.8949,34.7596,4.38438,84.5046,0.680005,-2.76432,61760500000.0
413,VPX38870_035_2-S_HM_W_Left,Quick,2.45775,2.46157,1.93796,1.9534599999999998,18.9004,18.8287,34.8911,34.8414,4.36937,83.1771,0.690859,-2.7594,60501800000.0
414,VPX38870_044_2-S_HM_E_Left,Quick,2.47118,2.445,1.89966,1.8865599999999998,18.4893,18.5537,34.5669,34.8778,4.366569999999999,84.3424,0.6813130000000001,-2.76973,61847000000.0
415,VPX38870_044_2-S_HM_W_Left,Quick,2.45059,2.45324,1.92428,1.9363700000000001,19.1273,18.9792,34.961,35.0464,4.29429,83.2429,0.690312,-2.89355,64049300000.0
416,VPX38870_013_2-S_HM_E_Right,Extended,,,1.8832799999999998,1.9045900000000002,19.0165,18.77,34.8623,35.0449,4.26426,,,,
417,VPX38870_013_2-S_HM_W_Right,Extended,,,1.9444099999999997,1.9436400000000003,18.7256,18.8006,34.9621,35.0071,4.26426,,,,
418,VPX38870_026_2-S_HM_E_Right,Extended,,,1.88047,1.88314,18.668,18.7109,34.8312,35.0888,4.35165,,,,
419,VPX38870_026_2-S_HM_W_Right,Extended,,,1.9162400000000002,1.91061,18.6432,18.6398,34.799,35.0168,4.3777800000000004,,,,
420,VPX38870_034_2-S_HM_E_Right,Extended,,,1.86388,1.88435,19.3915,18.9878,34.6835,34.9974,4.3994,,,,
421,VPX38870_034_2-S_HM_W_Right,Extended,,,1.923,1.90893,18.7367,18.7346,34.8156,35.1046,4.42943,,,,
422,VPX38870_013_2-S_HM_E_Left,Extended,2.4414700000000003,2.4436299999999997,1.9165299999999998,1.9073799999999999,18.68,18.7458,34.6114,34.8424,4.29429,83.2034,0.6906399999999999,-2.84302,63613500000.0
423,VPX38870_013_2-S_HM_W_Left,Extended,2.47725,2.47098,1.94308,1.93812,19.0883,18.9533,34.8847,35.2972,4.23423,82.8032,0.693978,-2.94733,65752000000.0
424,VPX38870_026_2-S_HM_E_Left,Extended,2.47971,2.47745,1.89978,1.9039099999999998,18.6379,18.4464,34.7559,35.0048,4.36797,84.7883,0.67773,-2.79007,62609400000.0
425,VPX38870_026_2-S_HM_W_Left,Extended,2.46559,2.44314,1.9071599999999997,1.9066900000000002,18.9542,18.9635,34.6168,35.0325,4.366569999999999,82.7946,0.69405,-2.8073900000000003,61539300000.0
426,VPX38870_034_2-S_HM_E_Left,Extended,2.4402,2.44863,1.89317,1.90002,18.5674,18.5413,34.8097,34.9052,4.45946,84.3351,0.681372,-2.74927,61159200000.0
427,VPX38870_034_2-S_HM_W_Left,Extended,2.48373,2.4493099999999997,1.92146,1.9269900000000002,19.077,19.0451,34.7861,34.8952,4.44444,83.2554,0.690209,-2.82088,61929400000.0
428,VPX37401_005_2-S_HM_E_Left,Quick,2.47725,2.44373,1.8588200000000001,1.84433,18.6447,18.3779,34.8139,35.2434,4.36797,87.4868,0.656826,-2.32235,49754100000.0
429,VPX37401_005_2-S_HM_W_Left,Quick,2.445,2.4744099999999998,1.88188,1.8669,19.451,19.7101,34.6772,34.775999999999996,3.86487,86.1878,0.666725,-2.37846,50899300000.0
430,VPX37401_014_2-S_HM_E_Left,Quick,2.4649,2.45382,1.88145,1.88332,18.09,18.0685,34.5418,34.5638,4.3964,86.5863,0.6636569999999999,-2.5219400000000003,55129500000.0
431,VPX37401_014_2-S_HM_W_Left,Quick,2.44,2.45725,1.88045,1.8938400000000002,18.6569,18.7608,34.7183,34.7589,4.066669999999999,86.2173,0.666497,-2.4943,54079100000.0
432,VPX37401_028_2-S_HM_E_Left,Quick,2.45922,2.46118,1.88706,1.88031,18.243,18.232,34.5052,34.3985,4.38799,87.4673,0.656972,-2.4731400000000003,54132700000.0
433,VPX37401_028_2-S_HM_W_Left,Quick,2.47284,2.46245,1.9048,1.90029,20.6957,20.7539,34.95,35.0272,3.15015,86.6083,0.663488,-2.29858,48750800000.0
434,VPX37401_035_2-S_HM_E_Left,Quick,2.44804,2.45618,1.87495,1.88516,18.1936,18.2841,34.6724,34.3577,4.36937,88.0844,0.65237,-2.39051,51876200000.0
435,VPX37401_035_2-S_HM_W_Left,Quick,2.42745,2.47167,1.90569,1.9127,20.2485,20.0392,34.9033,34.9101,3.5108099999999998,87.2227,0.6588149999999999,-2.43243,52779200000.0
436,VPX37401_009_2-S_HM_E_Left,Extended,2.49078,2.46422,1.86522,1.8758700000000001,18.4107,18.4898,34.7671,34.7339,4.2997,87.3312,0.657996,-2.35098,50552600000.0
437,VPX37401_009_2-S_HM_W_Left,Extended,2.4251,2.46863,1.8899,1.8853,19.2344,19.105,34.6717,34.7606,3.88288,86.3417,0.6655369999999999,-2.42425,52289600000.0
438,VPX37401_026_2-S_HM_E_Left,Extended,2.49647,2.42069,1.89595,1.8860700000000001,18.0873,18.0022,34.4209,34.586999999999996,4.28999,88.4444,0.649714,-2.40414,52541300000.0
439,VPX37401_026_2-S_HM_W_Left,Extended,2.44608,2.42696,1.91304,1.90678,20.6497,20.6432,34.8121,34.853,3.16396,86.6493,0.663175,-2.33967,49987700000.0
440,VPX37401_041_2-S_HM_E_Left,Extended,2.45255,2.45667,1.8722299999999998,1.8816400000000002,18.162,18.2297,33.7639,34.9597,4.3982,88.1646,0.651776,-2.46117,54336200000.0
441,VPX37401_041_2-S_HM_W_Left,Extended,2.43206,2.44069,1.90513,1.88915,19.1576,19.7749,34.7297,34.8064,3.6029,87.4007,0.657473,-2.49974,55166100000.0
442,VPX37401_009_2-S_HM_E_Right,Extended,,,1.84716,1.8193099999999998,18.7839,18.6683,34.4529,34.6383,4.18919,,,,
443,VPX37401_009_2-S_HM_W_Right,Extended,,,1.89625,1.8842700000000001,18.5042,18.4836,34.7971,35.034,4.27568,,,,
444,VPX37401_026_2-S_HM_E_Right,Extended,,,1.88988,1.8862900000000002,18.6587,18.6544,34.6207,34.5418,4.06867,,,,
445,VPX37401_026_2-S_HM_W_Right,Extended,,,1.92115,1.91862,18.3489,18.3011,34.4476,34.6851,4.274769999999999,,,,
446,VPX37401_041_2-S_HM_E_Right,Extended,,,1.86811,1.85485,18.8288,18.7951,34.6024,34.7258,4.1964,,,,
447,VPX37401_041_2-S_HM_W_Right,Extended,,,1.89999,1.87132,18.5662,18.5218,35.1981,35.0505,4.2949,,,,
448,VPX38872_042_2-S_HM_E_Left,Extended,2.46775,2.45696,1.90867,1.92212,18.6396,18.8714,34.7047,34.8862,4.38438,84.9224,0.67666,-2.64663,58560300000.0
449,VPX38872_042_2-S_HM_W_Left,Extended,2.45618,2.46716,1.92258,1.9404599999999999,19.0477,19.0779,34.9128,35.1782,4.29429,83.5656,0.687646,-2.7534099999999997,60447200000.0
450,VPX38872_042_2-S_HM_E_Right,Extended,,,1.90083,1.9058400000000002,19.0503,19.0403,34.792,35.1344,4.29429,,,,
451,VPX38872_042_2-S_HM_W_Right,Extended,,,1.9252599999999997,1.94356,18.7817,18.6662,35.1983,35.1219,4.36937,,,,
452,VPX38872_037_2-S_HM_E_Left,Quick,2.475,2.4508799999999997,1.93354,1.93091,18.4651,18.5117,34.7332,35.0111,4.45946,85.4102,0.672795,-2.58859,57171500000.0
453,VPX38872_037_2-S_HM_W_Left,Quick,2.4501,2.45627,1.9222599999999999,1.9618799999999998,18.9253,18.9457,35.0098,35.2929,4.45946,84.2168,0.682329,-2.79827,62154900000.0
