ID,KIND_OF_CONDITION_ID,KIND_OF_CONDITION,CONDITION_DATA_SET_ID,CHANNEL_ID,AGGREGATED_COND_DATA_SET_ID,KIND_OF_PART_ID,KIND_OF_PART,PART_ID,PART_BARCODE,PART_SERIAL_NUMBER,PART_NAME_LABEL,VTH_V
9707424,9160,"Tracker Halfmoon TC Parameters",837071,,837070,7400,"2S Halfmoon E",144516,38877_026_2-S_HM_EE,,38877_026_2-S_HM_EE,4.333
9707438,9160,"Tracker Halfmoon TC Parameters",837719,,837718,7420,"2S Halfmoon W",144519,38877_026_2-S_HM_WW,,38877_026_2-S_HM_WW,3.825
9707429,9160,"Tracker Halfmoon TC Parameters",837317,,837316,7400,"2S Halfmoon E",144534,38877_036_2-S_HM_EE,,38877_036_2-S_HM_EE,3.921
9707433,9160,"Tracker Halfmoon TC Parameters",837467,,837466,7400,"2S Halfmoon E",144534,38877_036_2-S_HM_EE,,38877_036_2-S_HM_EE,4.39
9707431,9160,"Tracker Halfmoon TC Parameters",837452,,837451,7420,"2S Halfmoon W",144537,38877_036_2-S_HM_WW,,38877_036_2-S_HM_WW,4.362
9731300,9160,"Tracker Halfmoon TC Parameters",837872,,837871,7420,"2S Halfmoon W",144537,38877_036_2-S_HM_WW,,38877_036_2-S_HM_WW,3.944
13131300,9160,"Tracker Halfmoon TC Parameters",1232822,,1232821,7400,"2S Halfmoon E",170456,41733_039_2-S_HM_EE,,41733_039_2-S_HM_EE,2.092
13133020,9160,"Tracker Halfmoon TC Parameters",1233462,,1233461,7400,"2S Halfmoon E",170456,41733_039_2-S_HM_EE,,41733_039_2-S_HM_EE,4.767
13105940,9160,"Tracker Halfmoon TC Parameters",1227822,,1227821,7420,"2S Halfmoon W",170459,41733_039_2-S_HM_WW,,41733_039_2-S_HM_WW,4.896
13088840,9160,"Tracker Halfmoon TC Parameters",1224222,,1224221,7420,"2S Halfmoon W",170459,41733_039_2-S_HM_WW,,41733_039_2-S_HM_WW,3.268
13119880,9160,"Tracker Halfmoon TC Parameters",1230802,,1230801,7400,"2S Halfmoon E",170478,41733_043_2-S_HM_EE,,41733_043_2-S_HM_EE,4.497
13107460,9160,"Tracker Halfmoon TC Parameters",1228162,,1228161,7400,"2S Halfmoon E",170478,41733_043_2-S_HM_EE,,41733_043_2-S_HM_EE,1.509
13110840,9160,"Tracker Halfmoon TC Parameters",1228762,,1228761,7420,"2S Halfmoon W",170491,41733_043_2-S_HM_WW,,41733_043_2-S_HM_WW,2.971
13110040,9160,"Tracker Halfmoon TC Parameters",1228602,,1228601,7420,"2S Halfmoon W",170491,41733_043_2-S_HM_WW,,41733_043_2-S_HM_WW,4.757
13128360,9160,"Tracker Halfmoon TC Parameters",1232482,,1232481,7400,"2S Halfmoon E",170492,41733_044_2-S_HM_EE,,41733_044_2-S_HM_EE,4.549
13106500,9160,"Tracker Halfmoon TC Parameters",1227942,,1227941,7400,"2S Halfmoon E",170492,41733_044_2-S_HM_EE,,41733_044_2-S_HM_EE,1.904
13125900,9160,"Tracker Halfmoon TC Parameters",1232022,,1232021,7420,"2S Halfmoon W",170495,41733_044_2-S_HM_WW,,41733_044_2-S_HM_WW,3.341
13095020,9160,"Tracker Halfmoon TC Parameters",1224662,,1224661,7420,"2S Halfmoon W",170495,41733_044_2-S_HM_WW,,41733_044_2-S_HM_WW,4.773
9707437,9160,"Tracker Halfmoon TC Parameters",837572,,837571,7400,"2S Halfmoon E",144556,38877_046_2-S_HM_EE,,38877_046_2-S_HM_EE,4.287
9707420,9160,"Tracker Halfmoon TC Parameters",836987,,836986,7420,"2S Halfmoon W",144559,38877_046_2-S_HM_WW,,38877_046_2-S_HM_WW,3.589
9707422,9160,"Tracker Halfmoon TC Parameters",837008,,837007,7400,"2S Halfmoon E",144574,38877_049_2-S_HM_EE,,38877_049_2-S_HM_EE,4.33
9707426,9160,"Tracker Halfmoon TC Parameters",837116,,837115,7400,"2S Halfmoon E",144574,38877_049_2-S_HM_EE,,38877_049_2-S_HM_EE,3.491
9707430,9160,"Tracker Halfmoon TC Parameters",837410,,837409,7420,"2S Halfmoon W",144577,38877_049_2-S_HM_WW,,38877_049_2-S_HM_WW,4.385
9707425,9160,"Tracker Halfmoon TC Parameters",837101,,837100,7420,"2S Halfmoon W",144577,38877_049_2-S_HM_WW,,38877_049_2-S_HM_WW,3.771
10284140,9160,"Tracker Halfmoon TC Parameters",902202,,902201,7400,"2S Halfmoon E",144578,38878_001_2-S_HM_EE,,38878_001_2-S_HM_EE,4.057
10325260,9160,"Tracker Halfmoon TC Parameters",910762,,910761,7400,"2S Halfmoon E",144578,38878_001_2-S_HM_EE,,38878_001_2-S_HM_EE,4.054
10298640,9160,"Tracker Halfmoon TC Parameters",905362,,905361,7420,"2S Halfmoon W",144591,38878_001_2-S_HM_WW,,38878_001_2-S_HM_WW,4.085
10331860,9160,"Tracker Halfmoon TC Parameters",912322,,912321,7420,"2S Halfmoon W",144591,38878_001_2-S_HM_WW,,38878_001_2-S_HM_WW,4.039
10307080,9160,"Tracker Halfmoon TC Parameters",907222,,907221,7400,"2S Halfmoon E",144596,38878_009_2-S_HM_EE,,38878_009_2-S_HM_EE,4.053
10306020,9160,"Tracker Halfmoon TC Parameters",906982,,906981,7400,"2S Halfmoon E",144596,38878_009_2-S_HM_EE,,38878_009_2-S_HM_EE,3.992
10304780,9160,"Tracker Halfmoon TC Parameters",906522,,906521,7420,"2S Halfmoon W",144599,38878_009_2-S_HM_WW,,38878_009_2-S_HM_WW,4.053
10287480,9160,"Tracker Halfmoon TC Parameters",903022,,903021,7420,"2S Halfmoon W",144599,38878_009_2-S_HM_WW,,38878_009_2-S_HM_WW,4.07
10314740,9160,"Tracker Halfmoon TC Parameters",908522,,908521,7400,"2S Halfmoon E",144610,38878_013_2-S_HM_EE,,38878_013_2-S_HM_EE,4.089
10299720,9160,"Tracker Halfmoon TC Parameters",905582,,905581,7400,"2S Halfmoon E",144610,38878_013_2-S_HM_EE,,38878_013_2-S_HM_EE,4.02
10304960,9160,"Tracker Halfmoon TC Parameters",906762,,906761,7420,"2S Halfmoon W",144613,38878_013_2-S_HM_WW,,38878_013_2-S_HM_WW,4.036
10321120,9160,"Tracker Halfmoon TC Parameters",909942,,909941,7420,"2S Halfmoon W",144613,38878_013_2-S_HM_WW,,38878_013_2-S_HM_WW,4.085
10329380,9160,"Tracker Halfmoon TC Parameters",911582,,911581,7400,"2S Halfmoon E",144618,38878_016_2-S_HM_EE,,38878_016_2-S_HM_EE,4.041
10283960,9160,"Tracker Halfmoon TC Parameters",902182,,902181,7400,"2S Halfmoon E",144618,38878_016_2-S_HM_EE,,38878_016_2-S_HM_EE,4.01
10322400,9160,"Tracker Halfmoon TC Parameters",909382,,909381,7420,"2S Halfmoon W",144631,38878_016_2-S_HM_WW,,38878_016_2-S_HM_WW,3.991
10291640,9160,"Tracker Halfmoon TC Parameters",904002,,904001,7420,"2S Halfmoon W",144631,38878_016_2-S_HM_WW,,38878_016_2-S_HM_WW,4.045
10327000,9160,"Tracker Halfmoon TC Parameters",911202,,911201,7400,"2S Halfmoon E",144636,38878_027_2-S_HM_EE,,38878_027_2-S_HM_EE,4.164
10308600,9160,"Tracker Halfmoon TC Parameters",906562,,906561,7400,"2S Halfmoon E",144636,38878_027_2-S_HM_EE,,38878_027_2-S_HM_EE,4.207
10298220,9160,"Tracker Halfmoon TC Parameters",905282,,905281,7420,"2S Halfmoon W",144639,38878_027_2-S_HM_WW,,38878_027_2-S_HM_WW,4.128
10290720,9160,"Tracker Halfmoon TC Parameters",903882,,903881,7420,"2S Halfmoon W",144639,38878_027_2-S_HM_WW,,38878_027_2-S_HM_WW,4.172
10313720,9160,"Tracker Halfmoon TC Parameters",908302,,908301,7400,"2S Halfmoon E",144654,38878_039_2-S_HM_EE,,38878_039_2-S_HM_EE,4.134
10293600,9160,"Tracker Halfmoon TC Parameters",904142,,904141,7400,"2S Halfmoon E",144654,38878_039_2-S_HM_EE,,38878_039_2-S_HM_EE,4.142
10284740,9160,"Tracker Halfmoon TC Parameters",902742,,902741,7420,"2S Halfmoon W",144657,38878_039_2-S_HM_WW,,38878_039_2-S_HM_WW,4.143
10286620,9160,"Tracker Halfmoon TC Parameters",902942,,902941,7420,"2S Halfmoon W",144657,38878_039_2-S_HM_WW,,38878_039_2-S_HM_WW,4.122
10316840,9160,"Tracker Halfmoon TC Parameters",909162,,909161,7400,"2S Halfmoon E",144658,38878_044_2-S_HM_EE,,38878_044_2-S_HM_EE,4.064
10317220,9160,"Tracker Halfmoon TC Parameters",908942,,908941,7400,"2S Halfmoon E",144658,38878_044_2-S_HM_EE,,38878_044_2-S_HM_EE,4.087
10305620,9160,"Tracker Halfmoon TC Parameters",906902,,906901,7420,"2S Halfmoon W",144671,38878_044_2-S_HM_WW,,38878_044_2-S_HM_WW,4.091
10320360,9160,"Tracker Halfmoon TC Parameters",909782,,909781,7420,"2S Halfmoon W",144671,38878_044_2-S_HM_WW,,38878_044_2-S_HM_WW,4.055
10281720,9160,"Tracker Halfmoon TC Parameters",901842,,901841,7400,"2S Halfmoon E",144672,38878_048_2-S_HM_EE,,38878_048_2-S_HM_EE,4.11
10291900,9160,"Tracker Halfmoon TC Parameters",904042,,904041,7400,"2S Halfmoon E",144672,38878_048_2-S_HM_EE,,38878_048_2-S_HM_EE,4.027
10302920,9160,"Tracker Halfmoon TC Parameters",906122,,906121,7420,"2S Halfmoon W",144675,38878_048_2-S_HM_WW,,38878_048_2-S_HM_WW,4.089
10294980,9160,"Tracker Halfmoon TC Parameters",904262,,904261,7420,"2S Halfmoon W",144675,38878_048_2-S_HM_WW,,38878_048_2-S_HM_WW,4.103
10368420,9160,"Tracker Halfmoon TC Parameters",919782,,919781,7400,"2S Halfmoon E",144676,38879_003_2-S_HM_EE,,38879_003_2-S_HM_EE,4.534
10373320,9160,"Tracker Halfmoon TC Parameters",920282,,920281,7400,"2S Halfmoon E",144676,38879_003_2-S_HM_EE,,38879_003_2-S_HM_EE,4.316
10385180,9160,"Tracker Halfmoon TC Parameters",923342,,923341,7420,"2S Halfmoon W",144679,38879_003_2-S_HM_WW,,38879_003_2-S_HM_WW,4.349
10354380,9160,"Tracker Halfmoon TC Parameters",917142,,917141,7420,"2S Halfmoon W",144679,38879_003_2-S_HM_WW,,38879_003_2-S_HM_WW,4.455
10343640,9160,"Tracker Halfmoon TC Parameters",914962,,914961,7400,"2S Halfmoon E",144690,38879_004_2-S_HM_EE,,38879_004_2-S_HM_EE,4.286
10334320,9160,"Tracker Halfmoon TC Parameters",912842,,912841,7400,"2S Halfmoon E",144690,38879_004_2-S_HM_EE,,38879_004_2-S_HM_EE,4.318
10336340,9160,"Tracker Halfmoon TC Parameters",913322,,913321,7420,"2S Halfmoon W",144693,38879_004_2-S_HM_WW,,38879_004_2-S_HM_WW,4.252
10377160,9160,"Tracker Halfmoon TC Parameters",921642,,921641,7420,"2S Halfmoon W",144693,38879_004_2-S_HM_WW,,38879_004_2-S_HM_WW,4.324
10385740,9160,"Tracker Halfmoon TC Parameters",923462,,923461,7400,"2S Halfmoon E",144694,38879_008_2-S_HM_EE,,38879_008_2-S_HM_EE,4.287
10356820,9160,"Tracker Halfmoon TC Parameters",917622,,917621,7400,"2S Halfmoon E",144694,38879_008_2-S_HM_EE,,38879_008_2-S_HM_EE,4.253
10371320,9160,"Tracker Halfmoon TC Parameters",920342,,920341,7420,"2S Halfmoon W",144697,38879_008_2-S_HM_WW,,38879_008_2-S_HM_WW,4.197
10351000,9160,"Tracker Halfmoon TC Parameters",916242,,916241,7420,"2S Halfmoon W",144697,38879_008_2-S_HM_WW,,38879_008_2-S_HM_WW,4.292
10363720,9160,"Tracker Halfmoon TC Parameters",919002,,919001,7400,"2S Halfmoon E",144698,38879_016_2-S_HM_EE,,38879_016_2-S_HM_EE,4.231
10361820,9160,"Tracker Halfmoon TC Parameters",918642,,918641,7400,"2S Halfmoon E",144698,38879_016_2-S_HM_EE,,38879_016_2-S_HM_EE,4.209
10374820,9160,"Tracker Halfmoon TC Parameters",921282,,921281,7420,"2S Halfmoon W",144711,38879_016_2-S_HM_WW,,38879_016_2-S_HM_WW,4.208
10355320,9160,"Tracker Halfmoon TC Parameters",917342,,917341,7420,"2S Halfmoon W",144711,38879_016_2-S_HM_WW,,38879_016_2-S_HM_WW,4.246
10361420,9160,"Tracker Halfmoon TC Parameters",918562,,918561,7400,"2S Halfmoon E",144712,38879_027_2-S_HM_EE,,38879_027_2-S_HM_EE,4.411
10349200,9160,"Tracker Halfmoon TC Parameters",915982,,915981,7400,"2S Halfmoon E",144712,38879_027_2-S_HM_EE,,38879_027_2-S_HM_EE,4.463
10381680,9160,"Tracker Halfmoon TC Parameters",922402,,922401,7420,"2S Halfmoon W",144715,38879_027_2-S_HM_WW,,38879_027_2-S_HM_WW,4.438
10366760,9160,"Tracker Halfmoon TC Parameters",919462,,919461,7420,"2S Halfmoon W",144715,38879_027_2-S_HM_WW,,38879_027_2-S_HM_WW,4.159
10337420,9160,"Tracker Halfmoon TC Parameters",913462,,913461,7400,"2S Halfmoon E",144716,38879_032_2-S_HM_EE,,38879_032_2-S_HM_EE,4.387
10384540,9160,"Tracker Halfmoon TC Parameters",922822,,922821,7400,"2S Halfmoon E",144716,38879_032_2-S_HM_EE,,38879_032_2-S_HM_EE,4.367
10380880,9160,"Tracker Halfmoon TC Parameters",922222,,922221,7420,"2S Halfmoon W",144719,38879_032_2-S_HM_WW,,38879_032_2-S_HM_WW,4.4
10383200,9160,"Tracker Halfmoon TC Parameters",922602,,922601,7420,"2S Halfmoon W",144719,38879_032_2-S_HM_WW,,38879_032_2-S_HM_WW,4.095
10341140,9160,"Tracker Halfmoon TC Parameters",914442,,914441,7400,"2S Halfmoon E",144730,38879_042_2-S_HM_EE,,38879_042_2-S_HM_EE,4.473
10374060,9160,"Tracker Halfmoon TC Parameters",921122,,921121,7400,"2S Halfmoon E",144730,38879_042_2-S_HM_EE,,38879_042_2-S_HM_EE,4.322
10358020,9160,"Tracker Halfmoon TC Parameters",917882,,917881,7420,"2S Halfmoon W",144733,38879_042_2-S_HM_WW,,38879_042_2-S_HM_WW,4.252
10335260,9160,"Tracker Halfmoon TC Parameters",913062,,913061,7420,"2S Halfmoon W",144733,38879_042_2-S_HM_WW,,38879_042_2-S_HM_WW,4.342
10334060,9160,"Tracker Halfmoon TC Parameters",912802,,912801,7400,"2S Halfmoon E",144734,38879_047_2-S_HM_EE,,38879_047_2-S_HM_EE,4.312
10345660,9160,"Tracker Halfmoon TC Parameters",915322,,915321,7400,"2S Halfmoon E",144734,38879_047_2-S_HM_EE,,38879_047_2-S_HM_EE,4.315
10377800,9160,"Tracker Halfmoon TC Parameters",920982,,920981,7420,"2S Halfmoon W",144737,38879_047_2-S_HM_WW,,38879_047_2-S_HM_WW,4.158
10373800,9160,"Tracker Halfmoon TC Parameters",920782,,920781,7420,"2S Halfmoon W",144737,38879_047_2-S_HM_WW,,38879_047_2-S_HM_WW,4.308
10390300,9160,"Tracker Halfmoon TC Parameters",923862,,923861,7400,"2S Halfmoon E",144738,38880_005_2-S_HM_EE,,38880_005_2-S_HM_EE,3.945
10404060,9160,"Tracker Halfmoon TC Parameters",926422,,926421,7400,"2S Halfmoon E",144738,38880_005_2-S_HM_EE,,38880_005_2-S_HM_EE,4.035
10391400,9160,"Tracker Halfmoon TC Parameters",922982,,922981,7420,"2S Halfmoon W",144751,38880_005_2-S_HM_WW,,38880_005_2-S_HM_WW,3.992
10395080,9160,"Tracker Halfmoon TC Parameters",924522,,924521,7420,"2S Halfmoon W",144751,38880_005_2-S_HM_WW,,38880_005_2-S_HM_WW,3.934
10391040,9160,"Tracker Halfmoon TC Parameters",923922,,923921,7400,"2S Halfmoon E",144752,38880_016_2-S_HM_EE,,38880_016_2-S_HM_EE,3.92
10411880,9160,"Tracker Halfmoon TC Parameters",928122,,928121,7400,"2S Halfmoon E",144752,38880_016_2-S_HM_EE,,38880_016_2-S_HM_EE,3.985
10396120,9160,"Tracker Halfmoon TC Parameters",924862,,924861,7420,"2S Halfmoon W",144755,38880_016_2-S_HM_WW,,38880_016_2-S_HM_WW,3.948
10409440,9160,"Tracker Halfmoon TC Parameters",927462,,927461,7420,"2S Halfmoon W",144755,38880_016_2-S_HM_WW,,38880_016_2-S_HM_WW,3.798
10395740,9160,"Tracker Halfmoon TC Parameters",924782,,924781,7400,"2S Halfmoon E",144756,38880_030_2-S_HM_EE,,38880_030_2-S_HM_EE,4.103
10399420,9160,"Tracker Halfmoon TC Parameters",925642,,925641,7400,"2S Halfmoon E",144756,38880_030_2-S_HM_EE,,38880_030_2-S_HM_EE,4.129
10406200,9160,"Tracker Halfmoon TC Parameters",926842,,926841,7420,"2S Halfmoon W",144759,38880_030_2-S_HM_WW,,38880_030_2-S_HM_WW,4.144
10401500,9160,"Tracker Halfmoon TC Parameters",926002,,926001,7420,"2S Halfmoon W",144759,38880_030_2-S_HM_WW,,38880_030_2-S_HM_WW,4.093
9210380,9160,"Tracker Halfmoon TC Parameters",811862,,811861,7400,"2S Halfmoon E",144770,38881_018_2-S_HM_EE,,38881_018_2-S_HM_EE,4.36937
9213300,9160,"Tracker Halfmoon TC Parameters",812502,,812501,7420,"2S Halfmoon W",144773,38881_018_2-S_HM_WW,,38881_018_2-S_HM_WW,4.20721
13588100,9160,"Tracker Halfmoon TC Parameters",1307502,,1307501,7400,"2S Halfmoon E",168358,41730_004_2-S_HM_EE,,41730_004_2-S_HM_EE,4.6997
11928260,9160,"Tracker Halfmoon TC Parameters",1097402,,1097401,7400,"2S Halfmoon E",168358,41730_004_2-S_HM_EE,,41730_004_2-S_HM_EE,4.6997
11924320,9160,"Tracker Halfmoon TC Parameters",1097162,,1097161,7400,"2S Halfmoon E",168358,41730_004_2-S_HM_EE,,41730_004_2-S_HM_EE,4.6997
11941940,9160,"Tracker Halfmoon TC Parameters",1098262,,1098261,7400,"2S Halfmoon E",168358,41730_004_2-S_HM_EE,,41730_004_2-S_HM_EE,4.6997
13589620,9160,"Tracker Halfmoon TC Parameters",1308102,,1308101,7420,"2S Halfmoon W",168371,41730_004_2-S_HM_WW,,41730_004_2-S_HM_WW,4.48949
11925160,9160,"Tracker Halfmoon TC Parameters",1097242,,1097241,7420,"2S Halfmoon W",168371,41730_004_2-S_HM_WW,,41730_004_2-S_HM_WW,4.48949
11943480,9160,"Tracker Halfmoon TC Parameters",1098482,,1098481,7420,"2S Halfmoon W",168371,41730_004_2-S_HM_WW,,41730_004_2-S_HM_WW,4.48949
11929740,9160,"Tracker Halfmoon TC Parameters",1097002,,1097001,7420,"2S Halfmoon W",168371,41730_004_2-S_HM_WW,,41730_004_2-S_HM_WW,4.48949
13591140,9160,"Tracker Halfmoon TC Parameters",1308302,,1308301,7400,"2S Halfmoon E",168398,41730_012_2-S_HM_EE,,41730_012_2-S_HM_EE,4.65465
11926260,9160,"Tracker Halfmoon TC Parameters",1097302,,1097301,7400,"2S Halfmoon E",168398,41730_012_2-S_HM_EE,,41730_012_2-S_HM_EE,4.65465
11930640,9160,"Tracker Halfmoon TC Parameters",1097502,,1097501,7400,"2S Halfmoon E",168398,41730_012_2-S_HM_EE,,41730_012_2-S_HM_EE,4.65465
11944860,9160,"Tracker Halfmoon TC Parameters",1098842,,1098841,7400,"2S Halfmoon E",168398,41730_012_2-S_HM_EE,,41730_012_2-S_HM_EE,4.65465
13592660,9160,"Tracker Halfmoon TC Parameters",1308502,,1308501,7420,"2S Halfmoon W",168411,41730_012_2-S_HM_WW,,41730_012_2-S_HM_WW,4.45946
11946360,9160,"Tracker Halfmoon TC Parameters",1098642,,1098641,7420,"2S Halfmoon W",168411,41730_012_2-S_HM_WW,,41730_012_2-S_HM_WW,4.45946
11931420,9160,"Tracker Halfmoon TC Parameters",1097042,,1097041,7420,"2S Halfmoon W",168411,41730_012_2-S_HM_WW,,41730_012_2-S_HM_WW,4.45946
11927220,9160,"Tracker Halfmoon TC Parameters",1096842,,1096841,7420,"2S Halfmoon W",168411,41730_012_2-S_HM_WW,,41730_012_2-S_HM_WW,4.45946
13606420,9160,"Tracker Halfmoon TC Parameters",1310262,,1310261,7400,"2S Halfmoon E",168430,41730_019_2-S_HM_EE,,41730_019_2-S_HM_EE,4.66967
13594200,9160,"Tracker Halfmoon TC Parameters",1307622,,1307621,7400,"2S Halfmoon E",168430,41730_019_2-S_HM_EE,,41730_019_2-S_HM_EE,4.68468
11947780,9160,"Tracker Halfmoon TC Parameters",1099162,,1099161,7400,"2S Halfmoon E",168430,41730_019_2-S_HM_EE,,41730_019_2-S_HM_EE,4.68468
11960220,9160,"Tracker Halfmoon TC Parameters",1101122,,1101121,7400,"2S Halfmoon E",168430,41730_019_2-S_HM_EE,,41730_019_2-S_HM_EE,4.66967
11937120,9160,"Tracker Halfmoon TC Parameters",1098082,,1098081,7400,"2S Halfmoon E",168430,41730_019_2-S_HM_EE,,41730_019_2-S_HM_EE,4.66967
11932580,9160,"Tracker Halfmoon TC Parameters",1097102,,1097101,7400,"2S Halfmoon E",168430,41730_019_2-S_HM_EE,,41730_019_2-S_HM_EE,4.68468
13608820,9160,"Tracker Halfmoon TC Parameters",1309802,,1309801,7420,"2S Halfmoon W",168433,41730_019_2-S_HM_WW,,41730_019_2-S_HM_WW,4.6997
13595860,9160,"Tracker Halfmoon TC Parameters",1307782,,1307781,7420,"2S Halfmoon W",168433,41730_019_2-S_HM_WW,,41730_019_2-S_HM_WW,4.3994
11962400,9160,"Tracker Halfmoon TC Parameters",1101082,,1101081,7420,"2S Halfmoon W",168433,41730_019_2-S_HM_WW,,41730_019_2-S_HM_WW,4.6997
11938780,9160,"Tracker Halfmoon TC Parameters",1098142,,1098141,7420,"2S Halfmoon W",168433,41730_019_2-S_HM_WW,,41730_019_2-S_HM_WW,4.6997
11933320,9160,"Tracker Halfmoon TC Parameters",1097962,,1097961,7420,"2S Halfmoon W",168433,41730_019_2-S_HM_WW,,41730_019_2-S_HM_WW,4.3994
11948680,9160,"Tracker Halfmoon TC Parameters",1099102,,1099101,7420,"2S Halfmoon W",168433,41730_019_2-S_HM_WW,,41730_019_2-S_HM_WW,4.3994
13597360,9160,"Tracker Halfmoon TC Parameters",1309122,,1309121,7400,"2S Halfmoon E",168456,41730_024_2-S_HM_EE,,41730_024_2-S_HM_EE,4.59459
11933900,9160,"Tracker Halfmoon TC Parameters",1097622,,1097621,7400,"2S Halfmoon E",168456,41730_024_2-S_HM_EE,,41730_024_2-S_HM_EE,4.59459
11951120,9160,"Tracker Halfmoon TC Parameters",1099442,,1099441,7400,"2S Halfmoon E",168456,41730_024_2-S_HM_EE,,41730_024_2-S_HM_EE,4.59459
13599720,9160,"Tracker Halfmoon TC Parameters",1309342,,1309341,7420,"2S Halfmoon W",168459,41730_024_2-S_HM_WW,,41730_024_2-S_HM_WW,4.36937
11935500,9160,"Tracker Halfmoon TC Parameters",1097702,,1097701,7420,"2S Halfmoon W",168459,41730_024_2-S_HM_WW,,41730_024_2-S_HM_WW,4.36937
11953460,9160,"Tracker Halfmoon TC Parameters",1100082,,1100081,7420,"2S Halfmoon W",168459,41730_024_2-S_HM_WW,,41730_024_2-S_HM_WW,4.36937
13598480,9160,"Tracker Halfmoon TC Parameters",1308742,,1308741,7400,"2S Halfmoon E",168514,41730_035_2-S_HM_EE,,41730_035_2-S_HM_EE,4.48949
13602180,9160,"Tracker Halfmoon TC Parameters",1309482,,1309481,7400,"2S Halfmoon E",168514,41730_035_2-S_HM_EE,,41730_035_2-S_HM_EE,4.86487
11952260,9160,"Tracker Halfmoon TC Parameters",1099922,,1099921,7400,"2S Halfmoon E",168514,41730_035_2-S_HM_EE,,41730_035_2-S_HM_EE,4.48949
11934940,9160,"Tracker Halfmoon TC Parameters",1097642,,1097641,7400,"2S Halfmoon E",168514,41730_035_2-S_HM_EE,,41730_035_2-S_HM_EE,4.48949
11955760,9160,"Tracker Halfmoon TC Parameters",1099802,,1099801,7400,"2S Halfmoon E",168514,41730_035_2-S_HM_EE,,41730_035_2-S_HM_EE,4.86487
13603740,9160,"Tracker Halfmoon TC Parameters",1309102,,1309101,7420,"2S Halfmoon W",168517,41730_035_2-S_HM_WW,,41730_035_2-S_HM_WW,4.66967
13601020,9160,"Tracker Halfmoon TC Parameters",1309402,,1309401,7420,"2S Halfmoon W",168517,41730_035_2-S_HM_WW,,41730_035_2-S_HM_WW,4.68468
11954660,9160,"Tracker Halfmoon TC Parameters",1100182,,1100181,7420,"2S Halfmoon W",168517,41730_035_2-S_HM_WW,,41730_035_2-S_HM_WW,4.68468
11957300,9160,"Tracker Halfmoon TC Parameters",1100482,,1100481,7420,"2S Halfmoon W",168517,41730_035_2-S_HM_WW,,41730_035_2-S_HM_WW,4.66967
11936080,9160,"Tracker Halfmoon TC Parameters",1098042,,1098041,7420,"2S Halfmoon W",168517,41730_035_2-S_HM_WW,,41730_035_2-S_HM_WW,4.68468
13605260,9160,"Tracker Halfmoon TC Parameters",1310102,,1310101,7400,"2S Halfmoon E",168550,41730_039_2-S_HM_EE,,41730_039_2-S_HM_EE,4.72973
11958760,9160,"Tracker Halfmoon TC Parameters",1100682,,1100681,7400,"2S Halfmoon E",168550,41730_039_2-S_HM_EE,,41730_039_2-S_HM_EE,4.72973
11936380,9160,"Tracker Halfmoon TC Parameters",1098062,,1098061,7400,"2S Halfmoon E",168550,41730_039_2-S_HM_EE,,41730_039_2-S_HM_EE,4.72973
13607660,9160,"Tracker Halfmoon TC Parameters",1309642,,1309641,7420,"2S Halfmoon W",168553,41730_039_2-S_HM_WW,,41730_039_2-S_HM_WW,4.59459
11961300,9160,"Tracker Halfmoon TC Parameters",1100922,,1100921,7420,"2S Halfmoon W",168553,41730_039_2-S_HM_WW,,41730_039_2-S_HM_WW,4.59459
11937840,9160,"Tracker Halfmoon TC Parameters",1098102,,1098101,7420,"2S Halfmoon W",168553,41730_039_2-S_HM_WW,,41730_039_2-S_HM_WW,4.59459
13610300,9160,"Tracker Halfmoon TC Parameters",1310522,,1310521,7400,"2S Halfmoon E",168612,41730_049_2-S_HM_EE,,41730_049_2-S_HM_EE,4.77477
13609560,9160,"Tracker Halfmoon TC Parameters",1309902,,1309901,7400,"2S Halfmoon E",168612,41730_049_2-S_HM_EE,,41730_049_2-S_HM_EE,4.65465
11963680,9160,"Tracker Halfmoon TC Parameters",1101602,,1101601,7400,"2S Halfmoon E",168612,41730_049_2-S_HM_EE,,41730_049_2-S_HM_EE,4.77477
11939300,9160,"Tracker Halfmoon TC Parameters",1097862,,1097861,7400,"2S Halfmoon E",168612,41730_049_2-S_HM_EE,,41730_049_2-S_HM_EE,4.77477
11965200,9160,"Tracker Halfmoon TC Parameters",1101242,,1101241,7400,"2S Halfmoon E",168612,41730_049_2-S_HM_EE,,41730_049_2-S_HM_EE,4.65465
11939960,9160,"Tracker Halfmoon TC Parameters",1098202,,1098201,7400,"2S Halfmoon E",168612,41730_049_2-S_HM_EE,,41730_049_2-S_HM_EE,4.65465
13612500,9160,"Tracker Halfmoon TC Parameters",1310842,,1310841,7420,"2S Halfmoon W",168615,41730_049_2-S_HM_WW,,41730_049_2-S_HM_WW,4.60961
13613660,9160,"Tracker Halfmoon TC Parameters",1311002,,1311001,7420,"2S Halfmoon W",168615,41730_049_2-S_HM_WW,,41730_049_2-S_HM_WW,4.68468
11967380,9160,"Tracker Halfmoon TC Parameters",1101842,,1101841,7420,"2S Halfmoon W",168615,41730_049_2-S_HM_WW,,41730_049_2-S_HM_WW,4.68468
11940500,9160,"Tracker Halfmoon TC Parameters",1097902,,1097901,7420,"2S Halfmoon W",168615,41730_049_2-S_HM_WW,,41730_049_2-S_HM_WW,4.60961
