batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,TOX_NM
37905,2S,EE,Demokritos,Left,18.9,18.9,675.726
37905,2S,WW,Demokritos,Left,20.4,20.4,690.051
37905,2S,WW,Demokritos,Left,20.4,20.4,690.051
37905,2S,EE,Demokritos,Left,19.0,19.0,673.78
37905,2S,EE,Demokritos,Left,19.0,19.0,673.78
37905,2S,WW,Demokritos,Left,20.0,20.0,682.762
37905,2S,WW,Demokritos,Left,20.0,20.0,682.762
37905,2S,EE,Demokritos,Left,20.9,20.9,671.185
37905,2S,EE,Demokritos,Left,20.9,20.9,671.185
37905,2S,WW,Demokritos,Left,20.6,20.6,679.039
37905,2S,WW,Demokritos,Left,20.6,20.6,679.039
37905,2S,EE,Demokritos,Left,21.0,21.0,671.96
37905,2S,EE,Demokritos,Left,21.0,21.0,671.96
37905,2S,WW,Demokritos,Left,22.0,22.0,675.476
37905,2S,WW,Demokritos,Left,22.0,22.0,675.476
37906,2S,EE,HEPHY,Right,,,679.769
37906,2S,EE,HEPHY,Left,,,669.083
37906,2S,WW,HEPHY,Right,,,673.84
37906,2S,EE,HEPHY,Left,,,670.393
37906,2S,WW,HEPHY,Left,,,679.921
37906,2S,EE,HEPHY,Right,,,683.455
37906,2S,EE,HEPHY,Left,,,669.67
37906,2S,WW,HEPHY,Left,,,682.137
37906,2S,WW,HEPHY,Right,,,675.778
37906,2S,EE,HEPHY,Left,,,665.585
37906,2S,WW,HEPHY,Left,,,676.329
37906,2S,EE,HEPHY,Left,,,668.975
37906,2S,WW,HEPHY,Left,,,678.997
37906,2S,EE,HEPHY,Left,,,665.982
37906,2S,WW,HEPHY,Left,,,671.911
37906,2S,EE,HEPHY,Left,,,667.314
37906,2S,WW,HEPHY,Left,,,671.109
37906,2S,EE,HEPHY,Left,,,667.97
37906,2S,WW,HEPHY,Left,,,672.987
37907,2S,EE,HEPHY,Left,,,671.242
37907,2S,WW,HEPHY,Left,,,678.17
37907,2S,EE,HEPHY,Left,,,667.471
37907,2S,WW,HEPHY,Left,,,679.464
37907,2S,EE,HEPHY,Left,,,665.653
37907,2S,WW,HEPHY,Left,,,676.788
37907,2S,EE,HEPHY,Left,,,665.913
37907,2S,WW,HEPHY,Left,,,672.436
37907,2S,EE,HEPHY,Left,,,667.026
37907,2S,WW,HEPHY,Left,,,672.881
37907,2S,EE,HEPHY,Left,,,761.962
37907,2S,EE,HEPHY,Left,,,663.966
37907,2S,WW,HEPHY,Left,,,669.558
37907,2S,EE,HEPHY,Left,,,667.758
38712,PSS,EE,HEPHY,Left,,,673.044
38712,PSS,WW,HEPHY,Left,,,686.601
38712,PSS,EE,HEPHY,Left,,,674.65
38712,PSS,WW,HEPHY,Left,,,679.228
38712,PSS,EE,HEPHY,Left,,,671.838
38712,PSS,WW,HEPHY,Left,,,683.004
38712,PSS,EE,HEPHY,Left,,,669.143
38712,PSS,WW,HEPHY,Left,,,681.563
38712,PSS,EE,HEPHY,Left,,,671.942
38712,PSS,WW,HEPHY,Left,,,672.683
38712,PSS,EE,HEPHY,Left,,,671.191
38712,PSS,WW,HEPHY,Left,,,675.789
38712,PSS,EE,HEPHY,Left,,,668.429
38712,PSS,WW,HEPHY,Left,,,673.689
38712,PSS,EE,HEPHY,Left,,,669.89
38712,PSS,WW,HEPHY,Left,,,675.159
38712,PSS,EE,HEPHY,Left,,,669.236
38712,PSS,WW,HEPHY,Left,,,675.125
38196,2S,EE,Demokritos,Left,19.0,19.0,653.492
38196,2S,WW,Demokritos,Left,21.3,21.3,664.371
38196,2S,EE,Demokritos,Left,23.2,23.2,656.363
38196,2S,WW,Demokritos,Left,20.4,20.4,666.757
38196,2S,EE,Demokritos,Left,21.5,21.5,658.413
38196,2S,WW,Demokritos,Left,21.8,21.8,666.591
38196,2S,EE,Demokritos,Left,22.6,22.6,655.897
38196,2S,WW,Demokritos,Left,17.4,17.4,664.563
38196,2S,EE,Demokritos,Left,22.2,22.2,657.418
38196,2S,WW,Demokritos,Left,22.5,22.5,666.508
38196,2S,EE,Demokritos,Left,22.1,22.1,663.055
38196,2S,WW,Demokritos,Left,22.6,22.6,665.697
38196,2S,EE,Demokritos,Left,20.2,20.2,660.677
38196,2S,WW,Demokritos,Left,21.3,21.3,664.596
38197,2S,EE,HEPHY,Left,,,662.256
38197,2S,WW,HEPHY,Left,,,677.156
38197,2S,EE,HEPHY,Left,,,665.722
38197,2S,WW,HEPHY,Left,,,678.484
38197,2S,EE,HEPHY,Left,,,667.442
38197,2S,WW,HEPHY,Left,,,677.773
38197,2S,EE,HEPHY,Left,,,670.032
38197,2S,WW,HEPHY,Left,,,681.228
38197,2S,EE,HEPHY,Left,,,665.021
38197,2S,WW,HEPHY,Left,,,679.283
38197,2S,EE,HEPHY,Left,,,662.09
38197,2S,WW,HEPHY,Left,,,680.742
38197,2S,EE,HEPHY,Left,,,673.082
38197,2S,WW,HEPHY,Left,,,699.415
38197,2S,EE,HEPHY,Left,,,661.029
38197,2S,WW,HEPHY,Left,,,666.943
38199,2S,EE,Demokritos,Left,18.3,18.3,649.251
38199,2S,WW,Demokritos,Left,19.4,19.4,656.348
38199,2S,EE,Demokritos,Left,20.2,20.2,650.308
38199,2S,WW,Demokritos,Left,20.7,20.7,654.952
38199,2S,EE,Demokritos,Left,19.4,19.4,647.68
38199,2S,WW,Demokritos,Left,20.7,20.7,649.738
38199,2S,EE,Demokritos,Left,21.2,21.2,650.987
38199,2S,WW,Demokritos,Left,21.5,21.5,651.347
38199,2S,EE,Demokritos,Left,22.1,22.1,643.727
38199,2S,WW,Demokritos,Left,22.4,22.4,646.699
38199,2S,EE,Demokritos,Left,20.2,20.2,645.982
38199,2S,WW,Demokritos,Left,21.2,21.2,648.929
38199,2S,EE,Demokritos,Left,21.7,21.7,650.428
38199,2S,WW,Demokritos,Left,21.9,21.9,652.898
38200,2S,EE,HEPHY,Left,,,665.558
38200,2S,WW,HEPHY,Left,,,674.585
38200,2S,EE,HEPHY,Left,,,665.277
38200,2S,WW,HEPHY,Left,,,677.03
38200,2S,EE,HEPHY,Left,,,665.432
38200,2S,WW,HEPHY,Left,,,674.899
38200,2S,EE,HEPHY,Left,,,662.123
38200,2S,WW,HEPHY,Left,,,674.222
38200,2S,EE,HEPHY,Left,,,668.49
38200,2S,WW,HEPHY,Left,,,674.116
38200,2S,EE,HEPHY,Left,,,664.772
38200,2S,WW,HEPHY,Left,,,669.57
38200,2S,EE,HEPHY,Left,,,664.155
38200,2S,WW,HEPHY,Left,,,668.737
38200,2S,EE,HEPHY,Left,,,661.538
38200,2S,WW,HEPHY,Left,,,676.689
38202,2S,EE,Brown,Right,20.0,20.02,660.373
38202,2S,EE,Brown,Right,20.0,20.02,660.373
38202,2S,WW,Brown,Right,20.0,20.015,651.87
38202,2S,EE,Brown,Right,20.0,20.02,661.403
38202,2S,WW,Brown,Right,20.0,20.02,652.472
38202,2S,EE,Brown,Right,20.0,20.02,662.716
38202,2S,WW,Brown,Right,20.0,20.017,651.183
38202,2S,EE,Brown,Right,20.0,20.022,662.807
38202,2S,WW,Brown,Right,20.0,20.019,650.881
38202,2S,EE,Brown,Right,20.0,20.014,655.275
38202,2S,WW,Brown,Right,20.0,20.008,649.482
38202,2S,EE,Brown,Right,20.0,20.018,698.985
38202,2S,WW,Brown,Right,20.0,20.008,651.609
38202,2S,EE,Brown,Right,20.0,20.002,651.891
38202,2S,WW,Brown,Right,20.0,20.009,646.502
38202,2S,EE,Brown,Right,20.0,20.011,651.51
38202,2S,WW,Brown,Right,20.0,20.011,646.762
38691,2S,EE,HEPHY,Left,,,651.978
38691,2S,WW,HEPHY,Left,,,655.111
38691,2S,EE,HEPHY,Left,,,649.663
38691,2S,WW,HEPHY,Left,,,653.835
38691,2S,EE,HEPHY,Left,,,648.972
38691,2S,WW,HEPHY,Left,,,656.558
38691,2S,EE,HEPHY,Left,,,647.826
38691,2S,WW,HEPHY,Left,,,655.184
38691,2S,EE,HEPHY,Left,,,644.568
38691,2S,WW,HEPHY,Left,,,648.106
38691,2S,EE,HEPHY,Left,,,645.391
38691,2S,WW,HEPHY,Left,,,649.231
38691,2S,EE,HEPHY,Left,,,648.329
38691,2S,WW,HEPHY,Left,,,648.758
38691,2S,EE,HEPHY,Left,,,646.07
38691,2S,WW,HEPHY,Left,,,649.227
38693,2S,EE,Brown,Right,20.0,20.019,672.484
38693,2S,WW,Brown,Right,20.0,20.018,662.55
38693,2S,EE,Brown,Right,20.0,20.011,674.57
38693,2S,WW,Brown,Right,20.0,20.007,662.921
38693,2S,EE,Brown,Right,20.0,20.01,678.67
38693,2S,WW,Brown,Right,20.0,20.011,663.684
38693,2S,EE,Brown,Right,20.0,20.013,680.444
38693,2S,WW,Brown,Right,20.0,20.008,664.615
38693,2S,EE,Brown,Right,20.0,20.01,670.812
38693,2S,WW,Brown,Right,20.0,20.012,660.794
38693,2S,EE,Brown,Right,20.0,20.01,669.7
38693,2S,WW,Brown,Right,20.0,20.005,658.796
38693,2S,EE,Brown,Right,20.0,20.027,666.798
38693,2S,WW,Brown,Right,20.0,20.028,658.305
38693,2S,EE,Brown,Right,20.0,20.01,662.625
38693,2S,WW,Brown,Right,20.0,20.07,659.637
38694,2S,EE,Brown,Right,20.0,20.027,665.688
38694,2S,WW,Brown,Right,20.0,20.023,656.848
38694,2S,EE,Brown,Right,20.0,20.008,661.417
38694,2S,WW,Brown,Right,20.0,20.017,660.194
38694,2S,EE,Brown,Right,20.0,20.136,661.761
38694,2S,WW,Brown,Right,20.0,20.037,657.551
38694,2S,EE,Brown,Right,20.0,20.036,660.076
38694,2S,WW,Brown,Right,20.0,20.026,657.63
38694,2S,EE,Brown,Right,20.0,20.008,658.696
38694,2S,WW,Brown,Right,20.0,20.053,653.344
38694,2S,EE,Brown,Right,20.0,20.006,660.004
38694,2S,WW,Brown,Right,20.0,20.021,652.352
38694,2S,EE,Brown,Right,20.0,20.028,659.916
38694,2S,WW,Brown,Right,20.0,20.176,651.951
38694,2S,EE,Brown,Right,20.0,20.008,661.38
38694,2S,WW,Brown,Right,20.0,20.056,651.477
38713,2S,EE,Brown,Right,20.0,20.036,669.325
38713,2S,WW,Brown,Right,20.0,20.031,663.168
38713,2S,EE,Brown,Right,20.0,20.006,668.454
38713,2S,WW,Brown,Right,20.0,20.014,665.056
38713,2S,EE,Brown,Right,20.0,20.059,671.385
38713,2S,WW,Brown,Right,20.0,20.045,662.401
38713,2S,EE,Brown,Right,20.0,20.036,672.783
38713,2S,WW,Brown,Right,20.0,20.033,660.5
38713,2S,EE,Brown,Right,20.0,20.022,669.068
38713,2S,WW,Brown,Right,20.0,20.017,664.362
38713,2S,EE,Brown,Right,20.0,20.013,663.973
38713,2S,WW,Brown,Right,20.0,20.07,662.821
38713,2S,EE,Brown,Right,20.0,20.032,666.896
38713,2S,WW,Brown,Right,20.0,20.031,661.589
38713,2S,EE,Brown,Right,20.0,20.016,664.227
38713,2S,WW,Brown,Right,20.0,20.125,661.043
38714,2S,EE,Demokritos,Left,22.0,22.0,650.547
38714,2S,WW,Demokritos,Left,22.2,22.2,658.472
38714,2S,EE,Demokritos,Left,22.6,22.6,650.886
38714,2S,WW,Demokritos,Left,20.6,20.6,658.588
38714,2S,EE,Demokritos,Left,19.7,19.7,652.773
38714,2S,WW,Demokritos,Left,20.7,20.7,657.462
38714,2S,EE,Demokritos,Left,21.5,21.5,649.304
38714,2S,WW,Demokritos,Left,21.9,21.9,655.711
38714,2S,EE,Demokritos,Left,21.7,21.7,648.108
38714,2S,WW,Demokritos,Left,22.0,22.0,651.973
38714,2S,EE,Demokritos,Left,22.1,22.1,644.678
38714,2S,WW,Demokritos,Left,22.4,22.4,649.172
38714,2S,EE,Demokritos,Left,22.2,22.2,644.988
38714,2S,WW,Demokritos,Left,22.3,22.3,654.148
38715,2S,EE,Demokritos,Left,21.0,21.0,653.042
38715,2S,WW,Demokritos,Left,21.0,21.0,655.291
38715,2S,EE,Demokritos,Left,22.4,22.4,652.308
38715,2S,WW,Demokritos,Left,20.6,20.6,655.185
38715,2S,EE,Demokritos,Left,20.9,20.9,650.204
38715,2S,WW,Demokritos,Left,20.5,20.5,657.935
38715,2S,EE,Demokritos,Left,21.3,21.3,649.256
38715,2S,WW,Demokritos,Left,21.7,21.7,660.579
38715,2S,EE,Demokritos,Left,21.7,21.7,647.207
38715,2S,WW,Demokritos,Left,21.9,21.9,654.098
38715,2S,EE,Demokritos,Left,21.4,21.4,646.055
38715,2S,WW,Demokritos,Left,21.1,21.1,650.768
38715,2S,EE,Demokritos,Left,22.0,22.0,646.537
38715,2S,WW,Demokritos,Left,22.1,22.1,652.243
38695,2S,EE,Brown,Right,20.0,20.037,667.406
38695,2S,WW,Brown,Right,20.0,20.023,659.384
38695,2S,EE,Brown,Right,20.0,20.009,672.289
38695,2S,WW,Brown,Right,20.0,20.011,660.726
38695,2S,EE,Brown,Right,20.0,20.051,670.519
38695,2S,WW,Brown,Right,20.0,20.049,663.019
38695,2S,EE,Brown,Right,20.0,20.028,730.762
38695,2S,WW,Brown,Right,20.0,20.017,662.239
38695,2S,EE,Brown,Right,20.0,20.008,663.304
38695,2S,WW,Brown,Right,20.0,20.05,661.658
38695,2S,EE,Brown,Right,20.0,20.053,663.328
38695,2S,WW,Brown,Right,20.0,20.005,661.523
38695,2S,EE,Brown,Right,20.0,20.073,665.614
38695,2S,WW,Brown,Right,20.0,20.067,658.078
38695,2S,EE,Brown,Right,20.0,20.057,663.192
38695,2S,WW,Brown,Right,20.0,20.091,659.414
38696,2S,EE,Brown,Right,20.0,20.004,665.456
38696,2S,WW,Brown,Right,20.0,20.046,656.52
38696,2S,EE,Brown,Right,20.0,20.041,663.456
38696,2S,WW,Brown,Right,20.0,20.025,655.557
38696,2S,EE,Brown,Right,20.0,20.135,664.046
38696,2S,WW,Brown,Right,20.0,20.036,656.061
38696,2S,EE,Brown,Right,20.0,20.028,660.855
38696,2S,WW,Brown,Right,20.0,20.042,656.077
38696,2S,EE,Brown,Right,20.0,20.015,661.076
38696,2S,WW,Brown,Right,20.0,20.015,655.831
38696,2S,EE,Brown,Right,20.0,20.005,697.127
38696,2S,WW,Brown,Right,20.0,20.015,657.884
38696,2S,EE,Brown,Right,20.0,20.034,658.372
38696,2S,WW,Brown,Right,20.0,20.035,654.224
38696,2S,EE,Brown,Right,20.0,20.075,660.508
38696,2S,WW,Brown,Right,20.0,20.027,655.606
38696,2S,EE,Brown,Right,20.0,20.007,657.989
38696,2S,WW,Brown,Right,20.0,20.006,652.409
38696,2S,EE,Brown,Right,20.0,20.022,656.164
38696,2S,WW,Brown,Right,20.0,20.022,720.858
38868,2S,EE,HEPHY,Left,,,661.228
38868,2S,WW,HEPHY,Left,,,681.45
38868,2S,EE,HEPHY,Left,,,666.493
38868,2S,WW,HEPHY,Left,,,679.787
38868,2S,EE,HEPHY,Left,,,673.324
38868,2S,WW,HEPHY,Left,,,680.264
38868,2S,EE,HEPHY,Left,,,664.375
38868,2S,WW,HEPHY,Left,,,678.837
38868,2S,EE,HEPHY,Left,,,667.526
38868,2S,WW,HEPHY,Left,,,674.351
38868,2S,EE,HEPHY,Left,,,666.136
38868,2S,WW,HEPHY,Left,,,669.809
38868,2S,EE,HEPHY,Left,,,663.704
38868,2S,WW,HEPHY,Left,,,671.209
38868,2S,EE,HEPHY,Left,,,665.564
38868,2S,WW,HEPHY,Left,,,674.937
38869,2S,EE,Demokritos,Left,23.1,23.1,649.768
38869,2S,WW,Demokritos,Left,23.3,23.3,656.322
38869,2S,EE,Demokritos,Left,22.9,22.9,645.938
38869,2S,EE,Demokritos,Left,20.1,20.1,655.521
38869,2S,EE,Demokritos,Left,21.4,21.4,646.979
38869,2S,WW,Demokritos,Left,22.1,22.1,654.592
38869,2S,EE,Demokritos,Left,21.6,21.6,644.987
38869,2S,WW,Demokritos,Left,22.5,22.5,654.981
38869,2S,EE,Demokritos,Left,22.5,22.5,644.856
38869,2S,WW,Demokritos,Left,20.5,20.5,650.335
38869,2S,EE,Demokritos,Left,21.0,21.0,644.695
38869,2S,WW,Demokritos,Left,21.5,21.5,650.617
38869,2S,EE,Demokritos,Left,21.1,21.1,643.718
38869,2S,WW,Demokritos,Left,22.6,22.6,648.275
38870,2S,EE,Demokritos,Left,21.5,21.5,686.538
38870,2S,WW,Demokritos,Left,21.5,21.5,698.045
38870,2S,EE,Demokritos,Left,21.9,21.9,690.64
38870,2S,WW,Demokritos,Left,21.4,21.4,693.978
38870,2S,EE,Demokritos,Left,21.6,21.6,683.705
38870,2S,WW,Demokritos,Left,20.1,20.1,697.706
38870,2S,EE,Demokritos,Left,21.3,21.3,677.73
38870,2S,WW,Demokritos,Left,22.1,22.1,694.05
38870,2S,EE,Demokritos,Left,20.9,20.9,681.372
38870,2S,WW,Demokritos,Left,21.7,21.7,690.209
38870,2S,EE,Demokritos,Left,21.1,21.1,680.005
38870,2S,WW,Demokritos,Left,21.2,21.2,690.859
38870,2S,EE,Demokritos,Left,22.1,22.1,681.313
38870,2S,WW,Demokritos,Left,22.3,22.3,690.312
38871,2S,EE,HEPHY,Left,,,692.883
38871,2S,WW,HEPHY,Left,,,703.029
38871,2S,EE,HEPHY,Left,,,691.104
38871,2S,WW,HEPHY,Left,,,702.713
38871,2S,EE,HEPHY,Left,,,691.725
38871,2S,WW,HEPHY,Left,,,699.656
38871,2S,EE,HEPHY,Left,,,690.955
38871,2S,WW,HEPHY,Left,,,693.265
38871,2S,EE,HEPHY,Left,,,688.531
38871,2S,WW,HEPHY,Left,,,694.705
38871,2S,EE,HEPHY,Left,,,686.72
38871,2S,WW,HEPHY,Left,,,694.687
38871,2S,EE,HEPHY,Left,,,686.906
38871,2S,WW,HEPHY,Left,,,695.726
38871,2S,EE,HEPHY,Left,,,688.379
38871,2S,WW,HEPHY,Left,,,695.278
38872,2S,EE,Demokritos,Left,21.5,21.5,672.795
38872,2S,WW,Demokritos,Left,21.7,21.7,682.329
38872,2S,EE,Demokritos,Left,21.2,21.2,676.66
38872,2S,WW,Demokritos,Left,21.5,21.5,687.646
38873,2S,EE,Brown,Right,20.0,20.007,690.288
38873,2S,WW,Brown,Right,20.0,20.008,681.106
38873,2S,EE,Brown,Right,20.0,20.005,689.824
38873,2S,WW,Brown,Right,20.0,20.007,679.905
38873,2S,EE,Brown,Right,20.0,20.003,686.558
38873,2S,WW,Brown,Right,20.0,20.015,676.939
38873,2S,EE,Brown,Right,20.0,20.04,686.553
38873,2S,WW,Brown,Right,20.0,20.043,676.417
38873,2S,EE,Brown,Right,20.0,20.034,685.69
38873,2S,WW,Brown,Right,20.0,20.029,677.475
38874,2S,EE,Brown,Right,20.0,20.003,693.74
38874,2S,WW,Brown,Right,20.0,20.003,686.417
38874,2S,EE,Brown,Right,20.0,20.038,690.717
38874,2S,WW,Brown,Right,20.0,20.004,684.908
38874,2S,EE,Brown,Right,20.0,20.04,688.345
38874,2S,WW,Brown,Right,20.0,20.005,680.272
38874,2S,EE,Brown,Right,20.0,20.007,687.65
38874,2S,WW,Brown,Right,20.0,20.005,677.627
38874,2S,EE,Brown,Right,20.0,20.003,686.656
38874,2S,WW,Brown,Right,20.0,20.006,678.125
38874,2S,EE,Brown,Right,20.0,20.022,687.509
38874,2S,WW,Brown,Right,20.0,20.006,679.912
38875,2S,EE,Brown,Right,20.0,20.006,684.657
38875,2S,WW,Brown,Right,20.0,20.003,677.737
38875,2S,EE,Brown,Right,20.0,20.007,682.435
38875,2S,WW,Brown,Right,20.0,20.004,677.573
38875,2S,EE,Brown,Right,20.0,20.037,681.795
38875,2S,WW,Brown,Right,20.0,20.003,673.913
38875,2S,EE,Brown,Right,20.0,20.007,678.791
38875,2S,WW,Brown,Right,20.0,20.006,674.83
38875,2S,EE,Brown,Right,20.0,20.005,678.801
38875,2S,WW,Brown,Right,20.0,20.005,675.355
38876,2S,EE,Demokritos,Left,21.8,21.8,682.001
38876,2S,WW,Demokritos,Left,21.8,21.8,698.587
38876,2S,EE,Demokritos,Left,21.8,21.8,682.157
38876,2S,WW,Demokritos,Left,18.0,18.0,690.589
38876,2S,EE,Demokritos,Left,20.2,20.2,680.602
38876,2S,WW,Demokritos,Left,21.1,21.1,689.474
38876,2S,EE,Demokritos,Left,21.6,21.6,680.042
38876,2S,WW,Demokritos,Left,22.2,22.2,687.518
38878,2S,EE,HEPHY,Left,,,695.55
38878,2S,WW,HEPHY,Left,,,710.055
38878,2S,EE,HEPHY,Left,,,701.288
38878,2S,WW,HEPHY,Left,,,721.781
38878,2S,EE,HEPHY,Left,,,701.937
38878,2S,EE,HEPHY,Left,,,699.942
38878,2S,WW,HEPHY,Left,,,712.742
38878,2S,EE,HEPHY,Left,,,701.679
38878,2S,WW,HEPHY,Left,,,709.293
38878,2S,EE,HEPHY,Left,,,696.338
38878,2S,WW,HEPHY,Left,,,704.964
38878,2S,EE,HEPHY,Left,,,700.157
38878,2S,WW,HEPHY,Left,,,706.112
38878,2S,EE,HEPHY,Left,,,699.869
38878,2S,WW,HEPHY,Left,,,705.944
38879,2S,EE,HEPHY,Left,,,698.025
38879,2S,WW,HEPHY,Left,,,705.723
38879,2S,EE,HEPHY,Left,,,697.127
38879,2S,WW,HEPHY,Left,,,703.56
38879,2S,EE,HEPHY,Left,,,693.127
38879,2S,WW,HEPHY,Left,,,704.525
38879,2S,EE,HEPHY,Left,,,692.997
38879,2S,WW,HEPHY,Left,,,701.237
38879,2S,EE,HEPHY,Left,,,695.093
38879,2S,WW,HEPHY,Left,,,696.025
38879,2S,EE,HEPHY,Left,,,693.566
38879,2S,WW,HEPHY,Left,,,696.673
38879,2S,EE,HEPHY,Left,,,693.886
38879,2S,WW,HEPHY,Left,,,698.271
38879,2S,EE,HEPHY,Left,,,692.668
38879,2S,WW,HEPHY,Left,,,699.447
38880,2S,EE,HEPHY,Left,,,697.633
38880,2S,WW,HEPHY,Left,,,707.404
38880,2S,EE,HEPHY,Left,,,697.43
38880,2S,WW,HEPHY,Left,,,706.217
38880,2S,EE,HEPHY,Left,,,696.363
38880,2S,WW,HEPHY,Left,,,703.434
38881,2S,EE,Demokritos,Left,19.3,19.3,674.444
38881,2S,WW,Demokritos,Left,19.8,19.8,676.835
38882,2S,EE,Demokritos,Left,21.0,21.0,698.372
38882,2S,WW,Demokritos,Left,21.8,21.8,709.581
38882,2S,EE,Demokritos,Left,21.1,21.1,703.555
38882,2S,WW,Demokritos,Left,21.0,21.0,713.604
38882,2S,EE,Demokritos,Left,21.7,21.7,700.082
38882,2S,WW,Demokritos,Left,21.6,21.6,711.901
38882,2S,EE,Demokritos,Left,21.2,21.2,702.675
38882,2S,WW,Demokritos,Left,21.0,21.0,708.233
38882,2S,EE,Demokritos,Left,20.8,20.8,705.119
38882,2S,WW,Demokritos,Left,21.0,21.0,708.942
38882,2S,EE,Demokritos,Left,21.3,21.3,699.606
38882,2S,WW,Demokritos,Left,18.9,18.9,707.0
38882,2S,EE,Demokritos,Left,19.6,19.6,702.2
38882,2S,WW,Demokritos,Left,20.2,20.2,704.548
38883,2S,EE,Demokritos,Left,20.6,20.6,686.656
38883,2S,WW,Demokritos,Left,21.0,21.0,697.671
38883,2S,EE,Demokritos,Left,19.1,19.1,688.814
38883,2S,WW,Demokritos,Left,19.9,19.9,698.923
38883,2S,EE,Demokritos,Left,21.0,21.0,687.011
38883,2S,WW,Demokritos,Left,21.0,21.0,695.488
38883,2S,EE,Demokritos,Left,18.3,18.3,685.917
38883,2S,WW,Demokritos,Left,19.8,19.8,696.349
38883,2S,EE,Demokritos,Left,21.2,21.2,684.548
38883,2S,WW,Demokritos,Left,21.6,21.6,693.882
38883,2S,EE,Demokritos,Left,21.1,21.1,683.745
38883,2S,WW,Demokritos,Left,21.2,21.2,684.794
38883,2S,EE,Demokritos,Left,21.3,21.3,681.545
38883,2S,WW,Demokritos,Left,21.3,21.3,689.433
38884,2S,EE,Demokritos,Left,19.7,19.7,678.38
38884,2S,WW,Demokritos,Left,21.6,21.6,688.325
38884,2S,EE,Demokritos,Left,21.6,21.6,682.092
38884,2S,WW,Demokritos,Left,21.6,21.6,689.538
38884,2S,EE,Demokritos,Left,22.2,22.2,687.765
38884,2S,WW,Demokritos,Left,22.2,22.2,689.474
38884,2S,EE,Demokritos,Left,22.3,22.3,678.325
38884,2S,WW,Demokritos,Left,22.4,22.4,691.948
38884,2S,EE,Demokritos,Left,22.5,22.5,674.604
38884,2S,WW,Demokritos,Left,20.6,20.6,682.914
38884,2S,EE,Demokritos,Left,22.8,22.8,674.376
38884,2S,WW,Demokritos,Left,22.5,22.5,693.127
38884,2S,EE,Demokritos,Left,23.2,23.2,671.25
38884,2S,WW,Demokritos,Left,23.9,23.9,678.021
38885,2S,EE,HEPHY,Left,,,688.194
38885,2S,EE,HEPHY,Left,,,688.194
38885,2S,WW,HEPHY,Left,,,697.679
38885,2S,WW,HEPHY,Left,,,697.679
38885,2S,EE,HEPHY,Left,,,688.121
38885,2S,EE,HEPHY,Left,,,688.121
38885,2S,WW,HEPHY,Left,,,696.401
38885,2S,WW,HEPHY,Left,,,696.401
38885,2S,EE,HEPHY,Left,,,690.734
38885,2S,EE,HEPHY,Left,,,690.734
38885,2S,WW,HEPHY,Left,,,701.982
38885,2S,WW,HEPHY,Left,,,701.982
38885,2S,EE,HEPHY,Left,,,686.051
38885,2S,EE,HEPHY,Left,,,686.051
38885,2S,WW,HEPHY,Left,,,694.439
38885,2S,WW,HEPHY,Left,,,694.439
38885,2S,EE,HEPHY,Left,,,687.42
38885,2S,EE,HEPHY,Left,,,687.42
38885,2S,WW,HEPHY,Left,,,690.648
38885,2S,WW,HEPHY,Left,,,690.648
38885,2S,EE,HEPHY,Left,,,687.317
38885,2S,EE,HEPHY,Left,,,687.317
38885,2S,WW,HEPHY,Left,,,689.426
38885,2S,WW,HEPHY,Left,,,689.426
38885,2S,EE,HEPHY,Left,,,688.67
38885,2S,EE,HEPHY,Left,,,688.67
38885,2S,WW,HEPHY,Left,,,696.893
38885,2S,WW,HEPHY,Left,,,696.893
38885,2S,EE,HEPHY,Left,,,689.3
38885,2S,EE,HEPHY,Left,,,689.3
38885,2S,WW,HEPHY,Left,,,694.42
38885,2S,WW,HEPHY,Left,,,694.42
39480,2S,EE,HEPHY,Left,,,721.479
39480,2S,WW,HEPHY,Left,,,733.834
39480,2S,EE,HEPHY,Left,,,723.487
39480,2S,WW,HEPHY,Left,,,734.034
39480,2S,EE,HEPHY,Left,,,725.793
39480,2S,WW,HEPHY,Left,,,736.066
39480,2S,EE,HEPHY,Left,,,728.38
39480,2S,WW,HEPHY,Left,,,735.417
39480,2S,EE,HEPHY,Left,,,725.036
39480,2S,WW,HEPHY,Left,,,731.714
39480,2S,EE,HEPHY,Left,,,724.796
39480,2S,WW,HEPHY,Left,,,731.017
39480,2S,EE,HEPHY,Left,,,724.716
39480,2S,WW,HEPHY,Left,,,731.354
39480,2S,EE,HEPHY,Left,,,722.407
39480,2S,WW,HEPHY,Left,,,729.871
39481,2S,EE,HEPHY,Left,,,707.949
39481,2S,WW,HEPHY,Left,,,715.174
39481,2S,EE,HEPHY,Left,,,706.084
39481,2S,WW,HEPHY,Left,,,711.119
39481,2S,EE,HEPHY,Left,,,702.74
39481,2S,WW,HEPHY,Left,,,711.708
39481,2S,EE,HEPHY,Left,,,710.358
39481,2S,WW,HEPHY,Left,,,713.882
39481,2S,EE,HEPHY,Left,,,703.078
39481,2S,WW,HEPHY,Left,,,708.538
39481,2S,EE,HEPHY,Left,,,702.306
39481,2S,WW,HEPHY,Left,,,709.631
39481,2S,EE,HEPHY,Left,,,703.594
39481,2S,WW,HEPHY,Left,,,707.574
