batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,TOX_NM
39563,PSS,WW,Brown,Right,20.0,20.059,696.797
39563,PSS,EE,Brown,Right,20.0,20.074,699.338
39563,PSS,WW,Brown,Right,20.0,20.061,696.58
41727,PSS,EE,Brown,Right,20.0,20.011,699.23
41727,PSS,WW,Brown,Right,20.0,20.039,691.994
41727,PSS,EE,Brown,Right,20.0,20.032,698.601
41727,PSS,WW,Brown,Right,20.0,20.043,694.645
41727,PSS,EE,Brown,Right,20.0,20.071,700.935
41727,PSS,WW,Brown,Right,20.0,20.068,695.283
41727,PSS,EE,Brown,Right,20.0,20.076,699.768
41727,PSS,WW,Brown,Right,20.0,20.072,692.351
41727,PSS,EE,Brown,Right,20.0,20.005,697.095
41727,PSS,WW,Brown,Right,20.0,20.01,691.794
41727,PSS,EE,Brown,Right,20.0,20.008,695.165
41727,PSS,WW,Brown,Right,20.0,20.019,690.575
41727,PSS,EE,Brown,Right,20.0,20.035,697.135
41727,PSS,WW,Brown,Right,20.0,20.037,690.165
41727,PSS,EE,Brown,Right,20.0,20.051,694.902
41727,PSS,WW,Brown,Right,20.0,20.04,688.381
41740,2S,EE,Demokritos,Left,26.1,26.1,674.706
41740,2S,EE,Demokritos,Left,26.1,26.1,674.706
41740,2S,WW,Demokritos,Left,19.3,19.3,683.959
41740,2S,WW,Demokritos,Left,19.3,19.3,683.959
41740,2S,EE,Demokritos,Left,27.2,27.2,672.982
41740,2S,EE,Demokritos,Left,27.2,27.2,672.982
41740,2S,WW,Demokritos,Left,26.5,26.5,678.413
41740,2S,WW,Demokritos,Left,26.5,26.5,678.413
41740,2S,EE,Demokritos,Left,20.5,20.5,672.137
41740,2S,EE,Demokritos,Left,20.5,20.5,672.137
41740,2S,WW,Demokritos,Left,21.2,21.2,675.943
41740,2S,WW,Demokritos,Left,21.2,21.2,675.943
41740,2S,EE,Demokritos,Left,26.1,26.1,676.936
41740,2S,EE,Demokritos,Left,26.1,26.1,676.936
41740,2S,WW,Demokritos,Left,26.2,26.2,682.211
41740,2S,WW,Demokritos,Left,26.2,26.2,682.211
41740,2S,EE,Demokritos,Left,21.5,21.5,671.646
41740,2S,EE,Demokritos,Left,21.5,21.5,671.646
41740,2S,WW,Demokritos,Left,21.7,21.7,681.853
41740,2S,WW,Demokritos,Left,21.7,21.7,681.853
41741,2S,EE,Demokritos,Left,22.1,22.1,698.548
41741,2S,EE,Demokritos,Left,22.1,22.1,698.548
41741,2S,WW,Demokritos,Left,22.3,22.3,716.78
41741,2S,WW,Demokritos,Left,22.3,22.3,716.78
41741,2S,EE,Demokritos,Left,22.4,22.4,700.932
41741,2S,EE,Demokritos,Left,22.4,22.4,700.932
41741,2S,WW,Demokritos,Left,22.4,22.4,712.041
41741,2S,WW,Demokritos,Left,22.4,22.4,712.041
41741,2S,EE,Demokritos,Left,22.0,22.0,700.197
41741,2S,EE,Demokritos,Left,22.0,22.0,700.197
41741,2S,WW,Demokritos,Left,22.2,22.2,712.566
41741,2S,WW,Demokritos,Left,22.2,22.2,712.566
41741,2S,EE,Demokritos,Left,22.5,22.5,698.803
41741,2S,EE,Demokritos,Left,22.5,22.5,698.803
41741,2S,WW,Demokritos,Left,22.4,22.4,713.021
41741,2S,WW,Demokritos,Left,22.4,22.4,713.021
41741,2S,EE,Demokritos,Left,22.7,22.7,697.215
41741,2S,EE,Demokritos,Left,22.7,22.7,697.215
41741,2S,WW,Demokritos,Left,23.3,23.3,707.686
41741,2S,WW,Demokritos,Left,23.3,23.3,707.686
41741,2S,EE,Demokritos,Left,21.2,21.2,695.971
41741,2S,EE,Demokritos,Left,21.2,21.2,695.971
41741,2S,WW,Demokritos,Left,21.9,21.9,704.451
41741,2S,WW,Demokritos,Left,21.9,21.9,704.451
41741,2S,EE,Demokritos,Left,23.6,23.6,694.717
41741,2S,EE,Demokritos,Left,23.6,23.6,694.717
41741,2S,WW,Demokritos,Left,23.8,23.8,700.459
41741,2S,WW,Demokritos,Left,23.8,23.8,700.459
41744,2S,EE,HEPHY,Left,,,699.189
41744,2S,WW,HEPHY,Left,,,708.977
41744,2S,EE,HEPHY,Left,,,695.86
41744,2S,WW,HEPHY,Left,,,701.929
41744,2S,EE,HEPHY,Left,,,694.456
41744,2S,WW,HEPHY,Left,,,703.168
41744,2S,EE,HEPHY,Left,,,692.58
41744,2S,WW,HEPHY,Left,,,700.923
41744,2S,EE,HEPHY,Left,,,697.8
41744,2S,WW,HEPHY,Left,,,700.148
41744,2S,EE,HEPHY,Left,,,690.884
41744,2S,WW,HEPHY,Left,,,697.5
41744,2S,EE,HEPHY,Left,,,695.114
41744,2S,WW,HEPHY,Left,,,702.89
41744,2S,EE,HEPHY,Left,,,694.981
41744,2S,WW,HEPHY,Left,,,701.159
41745,2S,EE,HEPHY,Left,,,702.224
41745,2S,WW,HEPHY,Left,,,713.01
41745,2S,EE,HEPHY,Left,,,699.743
41745,2S,WW,HEPHY,Left,,,709.146
41745,2S,EE,HEPHY,Left,,,702.984
41745,2S,WW,HEPHY,Left,,,714.009
41745,2S,EE,HEPHY,Left,,,700.564
41745,2S,WW,HEPHY,Left,,,708.748
41745,2S,EE,HEPHY,Left,,,699.347
41745,2S,WW,HEPHY,Left,,,702.668
41745,2S,EE,HEPHY,Left,,,701.626
41745,2S,WW,HEPHY,Left,,,704.088
41745,2S,EE,HEPHY,Left,,,694.923
41745,2S,WW,HEPHY,Left,,,698.45
41745,2S,EE,HEPHY,Left,,,692.715
41745,2S,WW,HEPHY,Left,,,701.487
41747,2S,EE,HEPHY,Left,,,697.759
41747,2S,WW,HEPHY,Left,,,705.317
41747,2S,EE,HEPHY,Left,,,701.096
41747,2S,WW,HEPHY,Left,,,706.0
41747,2S,EE,HEPHY,Left,,,698.427
41747,2S,WW,HEPHY,Left,,,706.307
41747,2S,EE,HEPHY,Left,,,702.511
41747,2S,WW,HEPHY,Left,,,708.541
41747,2S,EE,HEPHY,Left,,,702.496
41747,2S,WW,HEPHY,Left,,,710.567
41747,2S,EE,HEPHY,Left,,,702.623
41747,2S,WW,HEPHY,Left,,,711.909
41747,2S,EE,HEPHY,Left,,,701.217
41747,2S,WW,HEPHY,Left,,,710.477
41747,2S,EE,HEPHY,Left,,,702.251
41747,2S,WW,HEPHY,Left,,,713.557
41748,2S,EE,Demokritos,Left,22.5,22.5,685.274
41748,2S,EE,Demokritos,Left,22.5,22.5,685.274
41748,2S,WW,Demokritos,Left,23.2,23.2,694.314
41748,2S,WW,Demokritos,Left,23.2,23.2,694.314
41748,2S,EE,Demokritos,Left,22.9,22.9,685.171
41748,2S,EE,Demokritos,Left,22.9,22.9,685.171
41748,2S,WW,Demokritos,Left,23.8,23.8,693.06
41748,2S,WW,Demokritos,Left,23.8,23.8,693.06
41748,2S,EE,Demokritos,Left,23.6,23.6,686.885
41748,2S,EE,Demokritos,Left,23.6,23.6,686.885
41748,2S,WW,Demokritos,Left,23.9,23.9,689.906
41748,2S,WW,Demokritos,Left,23.9,23.9,689.906
41748,2S,EE,Demokritos,Left,24.1,24.1,682.584
41748,2S,EE,Demokritos,Left,24.1,24.1,682.584
41748,2S,WW,Demokritos,Left,24.3,24.3,690.658
41748,2S,WW,Demokritos,Left,24.3,24.3,690.658
41748,2S,EE,Demokritos,Left,24.1,24.1,686.664
41748,2S,EE,Demokritos,Left,24.1,24.1,686.664
41748,2S,WW,Demokritos,Left,24.1,24.1,691.006
41748,2S,WW,Demokritos,Left,24.1,24.1,691.006
41748,2S,EE,Demokritos,Left,24.2,24.2,685.103
41748,2S,EE,Demokritos,Left,24.2,24.2,685.103
41748,2S,WW,Demokritos,Left,24.2,24.2,690.571
41748,2S,WW,Demokritos,Left,24.2,24.2,690.571
41748,2S,EE,Demokritos,Left,24.4,24.4,684.003
41748,2S,EE,Demokritos,Left,24.4,24.4,684.003
41748,2S,WW,Demokritos,Left,24.4,24.4,691.242
41748,2S,WW,Demokritos,Left,24.4,24.4,691.242
41749,2S,EE,Demokritos,Left,24.2,24.2,664.587
41749,2S,EE,Demokritos,Left,24.2,24.2,664.587
41749,2S,WW,Demokritos,Left,24.3,24.3,677.222
41749,2S,WW,Demokritos,Left,24.3,24.3,677.222
41749,2S,EE,Demokritos,Left,25.6,25.6,662.952
41749,2S,EE,Demokritos,Left,25.6,25.6,662.952
41749,2S,WW,Demokritos,Left,24.8,24.8,668.819
41749,2S,WW,Demokritos,Left,24.8,24.8,668.819
41749,2S,EE,Demokritos,Left,24.3,24.3,663.829
41749,2S,EE,Demokritos,Left,24.3,24.3,663.829
41749,2S,WW,Demokritos,Left,24.7,24.7,670.669
41749,2S,WW,Demokritos,Left,24.7,24.7,670.669
41749,2S,EE,Demokritos,Left,24.4,24.4,663.554
41749,2S,EE,Demokritos,Left,24.4,24.4,663.554
41749,2S,WW,Demokritos,Left,23.9,23.9,665.59
41749,2S,WW,Demokritos,Left,23.9,23.9,665.59
41749,2S,EE,Demokritos,Left,27.2,27.2,687.952
41749,2S,EE,Demokritos,Left,27.2,27.2,687.952
41749,2S,WW,Demokritos,Left,26.7,26.7,691.583
41749,2S,WW,Demokritos,Left,26.7,26.7,691.583
41750,2S,EE,Demokritos,Left,22.4,22.4,678.173
41750,2S,EE,Demokritos,Left,22.4,22.4,678.173
41750,2S,WW,Demokritos,Left,23.1,23.1,685.175
41750,2S,WW,Demokritos,Left,23.1,23.1,685.175
41750,2S,EE,Demokritos,Left,23.5,23.5,676.403
41750,2S,EE,Demokritos,Left,23.5,23.5,676.403
41750,2S,WW,Demokritos,Left,23.8,23.8,684.48
41750,2S,WW,Demokritos,Left,23.8,23.8,684.48
41750,2S,EE,Demokritos,Left,23.5,23.5,674.703
41750,2S,EE,Demokritos,Left,23.5,23.5,674.703
41750,2S,WW,Demokritos,Left,23.7,23.7,680.557
41750,2S,WW,Demokritos,Left,23.7,23.7,680.557
41750,2S,EE,Demokritos,Left,23.7,23.7,671.154
41750,2S,EE,Demokritos,Left,23.7,23.7,671.154
41750,2S,WW,Demokritos,Left,23.9,23.9,677.42
41750,2S,WW,Demokritos,Left,23.9,23.9,677.42
41750,2S,EE,Demokritos,Left,23.9,23.9,671.74
41750,2S,EE,Demokritos,Left,23.9,23.9,671.74
41750,2S,WW,Demokritos,Left,24.0,24.0,675.602
41750,2S,WW,Demokritos,Left,24.0,24.0,675.602
41752,2S,EE,Brown,Right,20.0,20.135,699.234
41752,2S,WW,Brown,Right,20.0,20.038,690.957
41752,2S,EE,Brown,Right,20.0,20.006,699.442
41752,2S,WW,Brown,Right,20.0,20.005,690.397
41752,2S,EE,Brown,Right,20.0,20.009,698.1
41752,2S,WW,Brown,Right,20.0,20.01,691.088
41752,2S,EE,Brown,Right,20.0,20.009,696.205
41752,2S,WW,Brown,Right,20.0,20.012,690.718
41752,2S,EE,Brown,Right,20.0,20.016,693.139
41752,2S,WW,Brown,Right,20.0,20.009,688.938
41752,2S,EE,Brown,Right,20.0,20.007,693.678
41752,2S,WW,Brown,Right,20.0,20.009,685.618
41752,2S,EE,Brown,Right,20.0,20.006,692.867
41752,2S,WW,Brown,Right,20.0,20.006,686.211
41752,2S,EE,Brown,Right,20.0,20.008,693.141
41752,2S,WW,Brown,Right,20.0,20.006,686.949
41753,2S,EE,Brown,Right,20.0,20.024,695.898
41753,2S,WW,Brown,Right,20.0,20.016,687.055
41753,2S,EE,Brown,Right,20.0,20.009,699.782
41753,2S,WW,Brown,Right,20.0,20.01,689.926
41753,2S,EE,Brown,Right,20.0,20.014,698.929
41753,2S,WW,Brown,Right,20.0,20.01,690.772
41753,2S,EE,Brown,Right,20.0,20.011,698.436
41753,2S,WW,Brown,Right,20.0,20.01,689.586
41753,2S,EE,Brown,Right,20.0,20.048,694.289
41753,2S,WW,Brown,Right,20.0,20.074,687.514
41753,2S,EE,Brown,Right,20.0,20.007,690.835
41753,2S,WW,Brown,Right,20.0,20.005,686.992
41753,2S,EE,Brown,Right,20.0,20.036,690.575
41753,2S,WW,Brown,Right,20.0,20.01,683.092
41753,2S,EE,Brown,Right,20.0,20.02,690.065
41753,2S,WW,Brown,Right,20.0,20.006,682.981
41754,2S,EE,Brown,Right,20.0,20.009,684.993
41754,2S,WW,Brown,Right,20.0,20.01,680.46
41754,2S,EE,Brown,Right,20.0,20.007,682.724
41754,2S,WW,Brown,Right,20.0,20.015,683.429
41754,2S,EE,Brown,Right,20.0,20.023,678.138
41754,2S,WW,Brown,Right,20.0,20.021,679.497
41754,2S,EE,Brown,Right,20.0,20.032,679.308
41754,2S,WW,Brown,Right,20.0,20.027,677.367
41754,2S,EE,Brown,Right,20.0,20.011,676.909
41754,2S,WW,Brown,Right,20.0,20.008,676.728
41754,2S,EE,Brown,Right,20.0,20.006,679.522
41754,2S,WW,Brown,Right,20.0,20.005,676.517
41729,PSS,EE,Brown,Right,20.0,20.004,687.666
41729,PSS,WW,Brown,Right,20.0,20.006,681.051
41729,PSS,EE,Brown,Right,20.0,20.004,685.391
41729,PSS,WW,Brown,Right,20.0,20.002,679.648
41729,PSS,EE,Brown,Right,20.0,20.018,688.74
41729,PSS,WW,Brown,Right,20.0,20.015,680.457
41729,PSS,EE,Brown,Right,20.0,20.004,685.113
41729,PSS,WW,Brown,Right,20.0,20.008,679.85
41729,PSS,EE,Brown,Right,20.0,20.018,686.201
41729,PSS,WW,Brown,Right,20.0,20.005,678.038
41729,PSS,EE,Brown,Right,20.0,20.017,684.703
41729,PSS,WW,Brown,Right,20.0,20.011,678.473
41729,PSS,EE,Brown,Right,20.0,20.032,683.619
41729,PSS,WW,Brown,Right,20.0,20.02,677.96
41729,PSS,EE,Brown,Right,20.0,20.024,683.785
41729,PSS,WW,Brown,Right,20.0,20.012,678.414
42240,PSS,EE,Brown,Right,20.0,20.005,693.438
42240,PSS,WW,Brown,Right,20.0,20.002,684.987
42240,PSS,EE,Brown,Right,20.0,20.004,692.642
42240,PSS,WW,Brown,Right,20.0,20.007,686.009
42240,PSS,EE,Brown,Right,20.0,20.02,688.536
42240,PSS,WW,Brown,Right,20.0,20.008,696.448
42240,PSS,EE,Brown,Right,20.0,20.028,692.712
42240,PSS,WW,Brown,Right,20.0,20.014,688.192
42240,PSS,EE,Brown,Right,20.0,20.003,692.854
42240,PSS,WW,Brown,Right,20.0,20.006,686.752
42240,PSS,EE,Brown,Right,20.0,20.054,688.716
42240,PSS,WW,Brown,Right,20.0,20.009,677.47
42240,PSS,EE,Brown,Right,20.0,20.01,690.244
42240,PSS,WW,Brown,Right,20.0,20.005,683.893
42240,PSS,EE,Brown,Right,20.0,20.025,689.254
42240,PSS,WW,Brown,Right,20.0,20.014,682.53
41751,2S,EE,Brown,Right,20.0,20.065,688.939
41751,2S,WW,Brown,Right,20.0,20.096,681.989
41751,2S,EE,Brown,Right,20.0,20.113,690.773
41751,2S,WW,Brown,Right,20.0,20.12,682.52
41751,2S,EE,Brown,Right,20.0,20.013,689.811
41751,2S,WW,Brown,Right,20.0,20.061,681.611
41751,2S,EE,Brown,Right,20.0,20.155,688.037
41751,2S,WW,Brown,Right,20.0,20.15,683.331
41751,2S,EE,Brown,Right,20.0,20.116,690.947
41751,2S,WW,Brown,Right,20.0,20.131,677.013
41751,2S,EE,Brown,Right,20.0,20.133,684.902
41751,2S,WW,Brown,Right,20.0,20.134,676.731
41755,2S,EE,Brown,Right,20.0,20.107,693.974
41755,2S,WW,Brown,Right,20.0,20.145,684.491
41755,2S,EE,Brown,Right,20.0,20.114,695.213
41755,2S,WW,Brown,Right,20.0,20.142,687.301
41755,2S,EE,Brown,Right,20.0,20.183,696.658
41755,2S,WW,Brown,Right,20.0,20.19,686.123
41755,2S,EE,Brown,Right,20.0,20.182,695.367
41755,2S,WW,Brown,Right,20.0,20.179,688.239
41755,2S,EE,Brown,Right,20.0,20.108,693.781
41755,2S,WW,Brown,Right,20.0,20.14,684.811
41755,2S,EE,Brown,Right,20.0,20.143,690.685
41755,2S,WW,Brown,Right,20.0,20.165,683.158
41755,2S,EE,Brown,Right,20.0,20.174,687.58
41755,2S,WW,Brown,Right,20.0,20.174,681.653
41755,2S,EE,Brown,Right,20.0,20.206,686.614
41755,2S,WW,Brown,Right,20.0,20.196,681.929
41756,2S,EE,Demokritos,Left,23.2,23.2,672.734
41756,2S,WW,Demokritos,Left,23.1,23.1,680.447
41756,2S,EE,Demokritos,Left,19.6,19.6,674.965
41756,2S,WW,Demokritos,Left,20.4,20.4,677.8
41756,2S,EE,Demokritos,Left,20.6,20.6,677.008
41756,2S,WW,Demokritos,Left,20.8,20.8,677.824
41756,2S,EE,Demokritos,Left,22.7,22.7,673.168
41756,2S,WW,Demokritos,Left,22.3,22.3,676.59
41756,2S,EE,Demokritos,Left,22.0,22.0,673.805
41756,2S,WW,Demokritos,Left,21.7,21.7,676.967
41756,2S,EE,Demokritos,Left,21.6,21.6,672.734
41756,2S,WW,Demokritos,Left,21.3,21.3,675.157
41756,2S,EE,Demokritos,Left,20.9,20.9,672.194
41756,2S,WW,Demokritos,Left,21.2,21.2,680.107
41757,2S,EE,Demokritos,Left,22.4,22.4,683.997
41757,2S,WW,Demokritos,Left,22.3,22.3,693.3
41757,2S,EE,Demokritos,Left,21.5,21.5,685.565
41757,2S,WW,Demokritos,Left,21.5,21.5,697.731
41757,2S,EE,Demokritos,Left,21.5,21.5,682.873
41757,2S,WW,Demokritos,Left,21.3,21.3,693.694
41757,2S,EE,Demokritos,Left,22.1,22.1,679.942
41757,2S,WW,Demokritos,Left,21.9,21.9,693.329
41757,2S,EE,Demokritos,Left,21.7,21.7,680.455
41757,2S,WW,Demokritos,Left,21.6,21.6,687.169
41757,2S,EE,Demokritos,Left,23.0,23.0,680.709
41757,2S,WW,Demokritos,Left,22.8,22.8,684.631
41757,2S,EE,Demokritos,Left,19.4,19.4,682.086
41757,2S,WW,Demokritos,Left,20.1,20.1,686.068
41758,2S,EE,Demokritos,Left,24.5,24.5,685.845
41758,2S,EE,Demokritos,Left,24.5,24.5,685.845
41758,2S,WW,Demokritos,Left,20.9,20.9,695.258
41758,2S,WW,Demokritos,Left,20.9,20.9,695.258
41758,2S,EE,Demokritos,Left,20.9,20.9,682.333
41758,2S,EE,Demokritos,Left,20.9,20.9,682.333
41758,2S,WW,Demokritos,Left,21.2,21.2,692.992
41758,2S,WW,Demokritos,Left,21.2,21.2,692.992
41758,2S,EE,Demokritos,Left,20.6,20.6,679.693
41758,2S,EE,Demokritos,Left,20.6,20.6,679.693
41758,2S,WW,Demokritos,Left,20.8,20.8,689.292
41758,2S,WW,Demokritos,Left,20.8,20.8,689.292
41758,2S,EE,Demokritos,Left,20.9,20.9,679.168
41758,2S,EE,Demokritos,Left,20.9,20.9,679.168
41758,2S,WW,Demokritos,Left,21.0,21.0,685.48
41758,2S,WW,Demokritos,Left,21.0,21.0,685.48
41758,2S,EE,Demokritos,Left,21.0,21.0,678.445
41758,2S,EE,Demokritos,Left,21.0,21.0,678.445
41758,2S,WW,Demokritos,Left,19.8,19.8,684.061
41758,2S,WW,Demokritos,Left,19.8,19.8,684.061
41758,2S,EE,Demokritos,Left,22.1,22.1,677.043
41758,2S,EE,Demokritos,Left,22.1,22.1,677.043
41758,2S,WW,Demokritos,Left,22.8,22.8,684.956
41758,2S,WW,Demokritos,Left,22.8,22.8,684.956
41758,2S,EE,Demokritos,Left,23.5,23.5,676.879
41758,2S,EE,Demokritos,Left,23.5,23.5,676.879
41758,2S,WW,Demokritos,Left,24.2,24.2,685.522
41758,2S,WW,Demokritos,Left,24.2,24.2,685.522
41759,2S,EE,HEPHY,Left,,,694.058
41759,2S,WW,HEPHY,Left,,,707.357
41759,2S,EE,HEPHY,Left,,,696.172
41759,2S,WW,HEPHY,Left,,,708.654
41759,2S,EE,HEPHY,Left,,,697.538
41759,2S,WW,HEPHY,Left,,,711.383
41759,2S,EE,HEPHY,Left,,,698.627
41759,2S,WW,HEPHY,Left,,,705.949
41759,2S,EE,HEPHY,Left,,,695.328
41759,2S,WW,HEPHY,Left,,,703.484
41759,2S,EE,HEPHY,Left,,,691.74
41759,2S,WW,HEPHY,Left,,,700.795
41759,2S,EE,HEPHY,Left,,,691.877
41759,2S,WW,HEPHY,Left,,,700.999
41759,2S,EE,HEPHY,Left,,,689.962
41759,2S,WW,HEPHY,Left,,,697.612
42242,2S,EE,HEPHY,Left,,,691.588
42242,2S,WW,HEPHY,Left,,,699.718
42242,2S,EE,HEPHY,Left,,,692.163
42242,2S,WW,HEPHY,Left,,,698.802
42242,2S,EE,HEPHY,Left,,,688.702
42242,2S,WW,HEPHY,Left,,,700.326
42242,2S,EE,HEPHY,Left,,,687.991
42242,2S,WW,HEPHY,Left,,,693.66
42242,2S,EE,HEPHY,Left,,,690.357
42242,2S,WW,HEPHY,Left,,,692.172
42242,2S,EE,HEPHY,Left,,,687.737
42242,2S,WW,HEPHY,Left,,,691.642
42242,2S,EE,HEPHY,Left,,,688.597
42242,2S,WW,HEPHY,Left,,,687.873
42242,2S,EE,HEPHY,Left,,,690.208
42242,2S,WW,HEPHY,Left,,,691.18
42243,2S,EE,HEPHY,Left,,,708.847
42243,2S,WW,HEPHY,Left,,,720.289
42243,2S,EE,HEPHY,Left,,,711.375
42243,2S,WW,HEPHY,Left,,,718.602
42243,2S,WW,HEPHY,Left,,,721.155
42243,2S,EE,HEPHY,Left,,,708.958
42243,2S,WW,HEPHY,Left,,,722.838
42243,2S,EE,HEPHY,Left,,,706.96
42243,2S,WW,HEPHY,Left,,,711.988
42243,2S,EE,HEPHY,Left,,,705.743
42243,2S,WW,HEPHY,Left,,,712.257
42243,2S,EE,HEPHY,Left,,,706.373
42243,2S,WW,HEPHY,Left,,,710.868
42243,2S,EE,HEPHY,Left,,,705.011
42243,2S,WW,HEPHY,Left,,,711.066
42244,2S,EE,HEPHY,Left,,,681.912
42244,2S,WW,HEPHY,Left,,,692.482
42244,2S,EE,HEPHY,Left,,,683.322
42244,2S,WW,HEPHY,Left,,,690.208
42244,2S,EE,HEPHY,Left,,,682.637
42244,2S,WW,HEPHY,Left,,,688.43
42244,2S,EE,HEPHY,Left,,,680.34
42244,2S,WW,HEPHY,Left,,,686.786
42244,2S,EE,HEPHY,Left,,,677.661
42244,2S,WW,HEPHY,Left,,,689.926
42244,2S,EE,HEPHY,Left,,,682.703
42244,2S,WW,HEPHY,Left,,,686.053
42244,2S,EE,HEPHY,Left,,,683.343
42244,2S,WW,HEPHY,Left,,,684.1
42244,2S,EE,HEPHY,Left,,,680.986
42244,2S,WW,HEPHY,Left,,,685.413
42241,PSS,EE,HEPHY,Left,,,687.792
42241,PSS,WW,HEPHY,Left,,,698.042
42241,PSS,EE,HEPHY,Left,,,687.976
42241,PSS,WW,HEPHY,Left,,,696.537
42241,PSS,EE,HEPHY,Left,,,687.683
42241,PSS,WW,HEPHY,Left,,,698.756
42241,PSS,EE,HEPHY,Left,,,692.468
42241,PSS,WW,HEPHY,Left,,,692.856
42241,PSS,EE,HEPHY,Left,,,686.519
42241,PSS,WW,HEPHY,Left,,,695.997
42241,PSS,EE,HEPHY,Left,,,687.674
42241,PSS,WW,HEPHY,Left,,,696.741
42241,PSS,EE,HEPHY,Left,,,683.602
42241,PSS,WW,HEPHY,Left,,,692.157
42241,PSS,EE,HEPHY,Left,,,690.738
42241,PSS,WW,HEPHY,Left,,,689.029
42241,PSS,EE,HEPHY,Left,,,684.653
42241,PSS,WW,HEPHY,Left,,,690.524
42241,PSS,EE,HEPHY,Left,,,686.852
42241,PSS,WW,HEPHY,Left,,,691.212
42648,PSS,EE,HEPHY,Left,,,699.16
42648,PSS,WW,HEPHY,Left,,,709.306
42648,PSS,EE,HEPHY,Left,,,705.549
42648,PSS,WW,HEPHY,Left,,,708.608
42648,PSS,EE,HEPHY,Left,,,694.957
42648,PSS,WW,HEPHY,Left,,,706.707
42648,PSS,EE,HEPHY,Left,,,693.879
42648,PSS,WW,HEPHY,Left,,,707.793
42648,PSS,EE,HEPHY,Left,,,693.692
42648,PSS,WW,HEPHY,Left,,,707.727
42648,PSS,EE,HEPHY,Left,,,694.809
42648,PSS,WW,HEPHY,Left,,,707.941
42648,PSS,EE,HEPHY,Left,,,693.683
42648,PSS,WW,HEPHY,Left,,,703.728
42648,PSS,EE,HEPHY,Left,,,691.771
42648,PSS,WW,HEPHY,Left,,,701.666
42648,PSS,EE,HEPHY,Left,,,689.914
42648,PSS,WW,HEPHY,Left,,,700.195
42648,PSS,EE,HEPHY,Left,,,690.832
42648,PSS,WW,HEPHY,Left,,,699.096
42247,2S,EE,Brown,Right,20.0,20.045,694.021
42247,2S,WW,Brown,Right,20.0,20.004,684.578
42247,2S,EE,Brown,Right,20.0,20.002,695.508
42247,2S,WW,Brown,Right,20.0,20.01,687.415
42247,2S,EE,Brown,Right,20.0,20.021,698.104
42247,2S,WW,Brown,Right,20.0,20.005,688.981
42247,2S,EE,Brown,Right,20.0,20.057,690.944
42247,2S,WW,Brown,Right,20.0,20.068,685.643
42247,2S,EE,Brown,Right,20.0,20.005,687.747
42247,2S,WW,Brown,Right,20.0,20.006,679.774
42247,2S,EE,Brown,Right,20.0,20.046,687.26
42247,2S,WW,Brown,Right,20.0,20.066,680.917
42247,2S,EE,Brown,Right,20.0,20.19,683.543
42247,2S,WW,Brown,Right,20.0,20.23,680.595
42247,2S,EE,Brown,Right,20.0,20.302,683.724
42247,2S,WW,Brown,Right,20.0,20.317,677.121
42249,2S,EE,Brown,Right,20.0,20.033,697.879
42249,2S,WW,Brown,Right,20.0,20.004,687.214
42249,2S,EE,Brown,Right,20.0,20.07,698.239
42249,2S,WW,Brown,Right,20.0,20.004,669.081
42249,2S,EE,Brown,Right,20.0,20.004,699.521
42249,2S,WW,Brown,Right,20.0,20.004,689.77
42249,2S,EE,Brown,Right,20.0,20.011,699.071
42249,2S,WW,Brown,Right,20.0,20.004,688.971
42249,2S,EE,Brown,Right,20.0,20.052,693.114
42249,2S,WW,Brown,Right,20.0,20.001,686.394
42249,2S,EE,Brown,Right,20.0,20.019,692.516
42249,2S,WW,Brown,Right,20.0,20.027,683.6
42249,2S,EE,Brown,Right,20.0,20.212,692.763
42249,2S,WW,Brown,Right,20.0,20.024,683.856
42249,2S,EE,Brown,Right,20.0,20.079,689.815
42249,2S,WW,Brown,Right,20.0,20.082,680.782
42251,2S,EE,Brown,Right,20.0,20.049,683.088
42251,2S,WW,Brown,Right,20.0,20.002,676.556
42251,2S,EE,Brown,Right,20.0,20.027,683.798
42251,2S,WW,Brown,Right,20.0,20.005,680.343
42251,2S,EE,Brown,Right,20.0,20.012,678.126
42251,2S,WW,Brown,Right,20.0,20.004,677.74
42251,2S,EE,Brown,Right,20.0,20.022,679.86
42251,2S,WW,Brown,Right,20.0,20.017,656.214
42251,2S,WW,Brown,Right,20.0,20.017,656.214
42251,2S,EE,Brown,Right,20.0,20.008,679.417
42251,2S,WW,Brown,Right,20.0,20.015,674.544
42251,2S,EE,Brown,Right,20.0,20.005,679.418
42251,2S,WW,Brown,Right,20.0,20.003,670.624
42251,2S,EE,Brown,Right,20.0,20.111,677.973
42251,2S,WW,Brown,Right,20.0,20.004,672.141
42251,2S,EE,Brown,Right,20.0,20.032,676.822
42251,2S,WW,Brown,Right,20.0,20.066,670.711
42252,2S,EE,HEPHY,Left,,,699.43
42252,2S,WW,HEPHY,Left,,,714.108
42252,2S,EE,HEPHY,Left,,,701.742
42252,2S,WW,HEPHY,Left,,,711.566
42252,2S,EE,HEPHY,Left,,,701.288
42252,2S,WW,HEPHY,Left,,,712.352
42252,2S,EE,HEPHY,Left,,,702.398
42252,2S,WW,HEPHY,Left,,,711.162
42252,2S,EE,HEPHY,Left,,,701.235
42252,2S,WW,HEPHY,Left,,,708.137
