batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,CACC_PFRD
37895,PSS,WW,Brown,Right,20.0,20.067,84.225
37895,PSS,EE,Brown,Right,20.0,20.089,84.147
37895,PSS,WW,Brown,Right,20.0,20.072,84.409
37895,PSS,EE,Brown,Right,20.0,20.098,83.945
37895,PSS,WW,Brown,Right,20.0,20.079,84.594
37897,2S,WW,Demokritos,Left,19.9,19.9,85.634
37897,2S,EE,Demokritos,Left,19.1,19.1,86.812
37897,2S,WW,Demokritos,Left,18.8,18.8,85.82
37897,2S,EE,Demokritos,Left,19.1,19.1,87.16
37897,2S,WW,Demokritos,Left,19.4,19.4,85.45
37897,2S,EE,Demokritos,Left,19.1,19.1,86.412
37897,2S,WW,Demokritos,Left,20.3,20.3,85.67
37897,2S,EE,Demokritos,Left,19.4,19.4,87.752
37897,2S,WW,Demokritos,Left,19.6,19.6,85.565
37897,2S,EE,Demokritos,Left,19.9,19.9,87.622
37897,2S,WW,Demokritos,Left,20.0,20.0,86.529
37897,2S,EE,Demokritos,Left,21.0,21.0,87.602
37897,2S,WW,Demokritos,Left,21.0,21.0,86.909
37898,2S,EE,HEPHY,Left,,,85.036
37898,2S,WW,HEPHY,Left,,,83.527
37898,2S,EE,HEPHY,Left,,,85.47
37898,2S,WW,HEPHY,Left,,,82.743
37898,2S,EE,HEPHY,Left,,,85.634
37898,2S,WW,HEPHY,Left,,,82.922
37898,2S,EE,HEPHY,Left,,,85.492
37898,2S,WW,HEPHY,Left,,,84.739
37898,2S,EE,HEPHY,Left,,,85.68
37898,2S,WW,HEPHY,Left,,,84.709
37898,2S,EE,HEPHY,Left,,,85.533
37898,2S,WW,HEPHY,Left,,,84.756
37898,2S,EE,HEPHY,Left,,,85.626
37898,2S,WW,HEPHY,Left,,,84.89
37898,2S,EE,HEPHY,Left,,,85.753
37898,2S,WW,HEPHY,Left,,,84.906
37898,2S,EE,HEPHY,Left,,,84.673
37898,2S,WW,HEPHY,Left,,,84.766
37899,2S,EE,HEPHY,Left,,,84.268
37899,2S,WW,HEPHY,Left,,,83.54
37899,2S,EE,HEPHY,Left,,,84.548
37899,2S,WW,HEPHY,Left,,,83.772
37899,2S,EE,HEPHY,Left,,,85.893
37899,2S,WW,HEPHY,Left,,,84.422
37899,2S,EE,HEPHY,Left,,,86.231
37899,2S,WW,HEPHY,Left,,,84.585
37899,2S,EE,HEPHY,Left,,,86.144
37899,2S,WW,HEPHY,Left,,,84.669
37899,2S,EE,HEPHY,Left,,,86.423
37899,2S,WW,HEPHY,Left,,,84.108
37899,2S,EE,HEPHY,Left,,,86.344
37899,2S,WW,HEPHY,Left,,,84.264
37899,2S,EE,HEPHY,Left,,,85.863
37899,2S,WW,HEPHY,Left,,,85.004
37903,2S,EE,Brown,Right,20.0,20.019,83.591
37903,2S,WW,Brown,Right,20.0,20.015,84.508
37903,2S,EE,Brown,Right,20.0,20.066,83.685
37903,2S,WW,Brown,Right,20.0,20.078,84.085
37903,2S,EE,Brown,Right,20.0,20.027,83.338
37903,2S,WW,Brown,Right,20.0,20.033,84.58
37903,2S,EE,Brown,Right,20.0,20.057,83.426
37903,2S,WW,Brown,Right,20.0,20.061,84.471
37903,2S,EE,Brown,Right,20.0,20.043,83.836
37903,2S,WW,Brown,Right,20.0,20.043,84.781
37903,2S,EE,Brown,Right,20.0,20.055,83.948
37903,2S,WW,Brown,Right,20.0,20.068,84.58
37903,2S,EE,Brown,Right,20.0,20.047,84.176
37903,2S,WW,Brown,Right,20.0,20.053,84.935
37903,2S,EE,Brown,Right,20.0,20.07,84.675
37903,2S,WW,Brown,Right,20.0,20.117,85.243
37896,PSS,EE,Brown,Right,20.0,20.066,85.308
37896,PSS,WW,Brown,Right,20.0,20.063,86.532
37896,PSS,EE,Brown,Right,20.0,20.033,85.588
37896,PSS,WW,Brown,Right,20.0,20.049,86.678
37896,PSS,EE,Brown,Right,20.0,20.084,85.813
37896,PSS,WW,Brown,Right,20.0,20.086,86.259
37896,PSS,EE,Brown,Right,20.0,20.04,85.776
37896,PSS,WW,Brown,Right,20.0,20.062,86.714
37896,PSS,EE,Brown,Right,20.0,20.064,85.877
37896,PSS,WW,Brown,Right,20.0,20.031,86.728
37896,PSS,EE,Brown,Right,20.0,20.039,85.497
37896,PSS,WW,Brown,Right,20.0,20.058,86.563
37896,PSS,EE,Brown,Right,20.0,20.056,86.623
37896,PSS,WW,Brown,Right,20.0,20.053,86.668
37896,PSS,EE,Brown,Right,20.0,20.085,86.662
37896,PSS,WW,Brown,Right,20.0,20.067,86.976
38212,PSS,EE,Brown,Right,20.0,20.006,86.163
38212,PSS,WW,Brown,Right,20.0,20.015,87.176
38212,PSS,EE,Brown,Right,20.0,20.085,85.897
38212,PSS,WW,Brown,Right,20.0,20.138,87.301
38212,PSS,EE,Brown,Right,20.0,20.033,85.476
38212,PSS,WW,Brown,Right,20.0,20.098,87.054
38212,PSS,EE,Brown,Right,20.0,20.172,85.757
38212,PSS,WW,Brown,Right,20.0,20.176,86.926
38212,PSS,EE,Brown,Right,20.0,20.101,86.109
38212,PSS,WW,Brown,Right,20.0,20.196,87.588
38212,PSS,EE,Brown,Right,20.0,20.157,86.351
38212,PSS,WW,Brown,Right,20.0,20.13,87.758
38212,PSS,EE,Brown,Right,20.0,20.212,86.47
38212,PSS,WW,Brown,Right,20.0,20.226,87.559
38212,PSS,EE,Brown,Right,20.0,20.105,86.841
38212,PSS,WW,Brown,Right,20.0,20.203,87.874
37904,2S,EE,Demokritos,Left,18.8,18.8,85.811
37904,2S,WW,Demokritos,Left,18.9,18.9,84.604
37904,2S,EE,Demokritos,Left,17.5,17.5,85.818
37904,2S,WW,Demokritos,Left,19.5,19.5,84.899
37904,2S,EE,Demokritos,Left,14.6,14.6,85.9
37904,2S,WW,Demokritos,Left,18.6,18.6,84.724
37904,2S,EE,Demokritos,Left,21.0,21.0,86.198
37904,2S,WW,Demokritos,Left,17.4,17.4,85.094
37904,2S,EE,Demokritos,Left,18.0,18.0,86.461
37904,2S,WW,Demokritos,Left,18.1,18.1,84.947
37904,2S,EE,Demokritos,Left,18.0,18.0,85.827
37904,2S,EE,Demokritos,Left,18.2,18.2,85.728
37904,2S,EE,Demokritos,Left,18.7,18.7,86.542
37904,2S,WW,Demokritos,Left,19.7,19.7,85.844
37905,2S,EE,Demokritos,Left,14.9,14.9,85.158
37905,2S,WW,Demokritos,Left,15.5,15.5,83.483
37905,2S,EE,Demokritos,Left,20.0,20.0,84.978
37905,2S,WW,Demokritos,Left,19.6,19.6,83.744
37905,2S,EE,Demokritos,Left,16.9,16.9,85.052
37905,2S,WW,Demokritos,Left,18.0,18.0,83.495
37905,2S,EE,Demokritos,Left,18.9,18.9,85.04
37905,2S,WW,Demokritos,Left,20.4,20.4,83.274
37905,2S,EE,Demokritos,Left,19.0,19.0,85.285
37905,2S,WW,Demokritos,Left,20.0,20.0,84.163
37905,2S,EE,Demokritos,Left,20.9,20.9,85.615
37905,2S,WW,Demokritos,Left,20.6,20.6,84.625
37905,2S,EE,Demokritos,Left,21.0,21.0,85.516
37905,2S,WW,Demokritos,Left,22.0,22.0,85.071
37906,2S,EE,HEPHY,Right,,,84.494
37906,2S,EE,HEPHY,Left,,,85.843
37906,2S,WW,HEPHY,Right,,,85.237
37906,2S,WW,HEPHY,Left,,,70.384
37906,2S,EE,HEPHY,Left,,,85.676
37906,2S,WW,HEPHY,Left,,,84.475
37906,2S,EE,HEPHY,Right,,,84.038
37906,2S,EE,HEPHY,Left,,,85.768
37906,2S,WW,HEPHY,Left,,,84.201
37906,2S,WW,HEPHY,Right,,,84.993
37906,2S,EE,HEPHY,Left,,,86.295
37906,2S,WW,HEPHY,Left,,,84.924
37906,2S,EE,HEPHY,Left,,,85.857
37906,2S,WW,HEPHY,Left,,,84.59
37906,2S,EE,HEPHY,Left,,,86.243
37906,2S,WW,HEPHY,Left,,,85.482
37906,2S,EE,HEPHY,Left,,,86.071
37906,2S,WW,HEPHY,Left,,,85.584
37906,2S,EE,HEPHY,Left,,,85.987
37906,2S,WW,HEPHY,Left,,,85.346
37907,2S,EE,HEPHY,Left,,,85.567
37907,2S,WW,HEPHY,Left,,,84.693
37907,2S,EE,HEPHY,Left,,,86.051
37907,2S,WW,HEPHY,Left,,,84.532
37907,2S,EE,HEPHY,Left,,,86.286
37907,2S,WW,HEPHY,Left,,,84.866
37907,2S,EE,HEPHY,Left,,,86.252
37907,2S,WW,HEPHY,Left,,,85.415
37907,2S,EE,HEPHY,Left,,,86.108
37907,2S,WW,HEPHY,Left,,,85.359
37907,2S,EE,HEPHY,Left,,,75.38
37907,2S,EE,HEPHY,Left,,,86.505
37907,2S,WW,HEPHY,Left,,,85.783
37907,2S,EE,HEPHY,Left,,,86.014
38712,PSS,EE,HEPHY,Left,,,85.338
38712,PSS,WW,HEPHY,Left,,,83.653
38712,PSS,EE,HEPHY,Left,,,85.135
38712,PSS,WW,HEPHY,Left,,,84.561
38712,PSS,EE,HEPHY,Left,,,85.491
38712,PSS,WW,HEPHY,Left,,,84.094
38712,PSS,EE,HEPHY,Left,,,85.836
38712,PSS,WW,HEPHY,Left,,,84.272
38712,PSS,EE,HEPHY,Left,,,85.478
38712,PSS,WW,HEPHY,Left,,,85.384
38712,PSS,EE,HEPHY,Left,,,85.574
38712,PSS,WW,HEPHY,Left,,,84.992
38712,PSS,EE,HEPHY,Left,,,85.927
38712,PSS,WW,HEPHY,Left,,,85.257
38712,PSS,EE,HEPHY,Left,,,85.74
38712,PSS,WW,HEPHY,Left,,,85.071
38712,PSS,EE,HEPHY,Left,,,85.824
38712,PSS,WW,HEPHY,Left,,,85.075
38196,2S,EE,Demokritos,Left,19.0,19.0,87.933
38196,2S,WW,Demokritos,Left,21.3,21.3,86.493
38196,2S,EE,Demokritos,Left,23.2,23.2,87.549
38196,2S,WW,Demokritos,Left,20.4,20.4,86.184
38196,2S,EE,Demokritos,Left,21.5,21.5,87.276
38196,2S,WW,Demokritos,Left,21.8,21.8,86.205
38196,2S,EE,Demokritos,Left,22.6,22.6,87.611
38196,2S,WW,Demokritos,Left,17.4,17.4,86.468
38196,2S,EE,Demokritos,Left,22.2,22.2,87.408
38196,2S,WW,Demokritos,Left,22.5,22.5,86.216
38196,2S,EE,Demokritos,Left,22.1,22.1,86.665
38196,2S,WW,Demokritos,Left,22.6,22.6,86.321
38196,2S,EE,Demokritos,Left,20.2,20.2,86.977
38196,2S,WW,Demokritos,Left,21.3,21.3,86.464
38197,2S,EE,HEPHY,Left,,,86.728
38197,2S,WW,HEPHY,Left,,,84.82
38197,2S,EE,HEPHY,Left,,,86.277
38197,2S,WW,HEPHY,Left,,,84.654
38197,2S,EE,HEPHY,Left,,,86.054
38197,2S,WW,HEPHY,Left,,,84.743
38197,2S,EE,HEPHY,Left,,,85.722
38197,2S,WW,HEPHY,Left,,,84.313
38197,2S,EE,HEPHY,Left,,,86.368
38197,2S,WW,HEPHY,Left,,,84.555
38197,2S,EE,HEPHY,Left,,,86.75
38197,2S,WW,HEPHY,Left,,,84.373
38197,2S,EE,HEPHY,Left,,,85.333
38197,2S,WW,HEPHY,Left,,,82.121
38197,2S,EE,HEPHY,Left,,,86.889
38197,2S,WW,HEPHY,Left,,,86.119
38199,2S,EE,Demokritos,Left,18.3,18.3,88.508
38199,2S,WW,Demokritos,Left,19.4,19.4,87.55
38199,2S,EE,Demokritos,Left,20.2,20.2,88.364
38199,2S,WW,Demokritos,Left,20.7,20.7,87.737
38199,2S,EE,Demokritos,Left,19.4,19.4,88.722
38199,2S,WW,Demokritos,Left,20.7,20.7,88.441
38199,2S,EE,Demokritos,Left,21.2,21.2,88.271
38199,2S,WW,Demokritos,Left,21.5,21.5,88.223
38199,2S,EE,Demokritos,Left,22.1,22.1,89.267
38199,2S,WW,Demokritos,Left,22.4,22.4,88.857
38199,2S,EE,Demokritos,Left,20.2,20.2,88.955
38199,2S,WW,Demokritos,Left,21.2,21.2,88.551
38199,2S,EE,Demokritos,Left,21.7,21.7,88.347
38199,2S,WW,Demokritos,Left,21.9,21.9,88.013
38200,2S,EE,HEPHY,Left,,,86.298
38200,2S,WW,HEPHY,Left,,,85.143
38200,2S,EE,HEPHY,Left,,,86.335
38200,2S,WW,HEPHY,Left,,,84.836
38200,2S,EE,HEPHY,Left,,,86.314
38200,2S,WW,HEPHY,Left,,,85.104
38200,2S,EE,HEPHY,Left,,,86.746
38200,2S,WW,HEPHY,Left,,,85.189
38200,2S,EE,HEPHY,Left,,,85.92
38200,2S,WW,HEPHY,Left,,,85.203
38200,2S,EE,HEPHY,Left,,,86.4
38200,2S,WW,HEPHY,Left,,,85.781
38200,2S,EE,HEPHY,Left,,,86.48
38200,2S,WW,HEPHY,Left,,,85.888
38200,2S,EE,HEPHY,Left,,,86.823
38200,2S,WW,HEPHY,Left,,,84.879
38202,2S,EE,Brown,Right,20.0,20.02,87.017
38202,2S,WW,Brown,Right,20.0,20.015,88.152
38202,2S,EE,Brown,Right,20.0,20.02,86.881
38202,2S,WW,Brown,Right,20.0,20.02,88.071
38202,2S,EE,Brown,Right,20.0,20.02,86.709
38202,2S,WW,Brown,Right,20.0,20.017,88.245
38202,2S,EE,Brown,Right,20.0,20.022,86.697
38202,2S,WW,Brown,Right,20.0,20.019,88.286
38202,2S,EE,Brown,Right,20.0,20.014,87.694
38202,2S,WW,Brown,Right,20.0,20.008,88.476
38202,2S,EE,Brown,Right,20.0,20.018,82.21
38202,2S,WW,Brown,Right,20.0,20.008,88.187
38202,2S,EE,Brown,Right,20.0,20.002,88.149
38202,2S,WW,Brown,Right,20.0,20.009,88.884
38202,2S,EE,Brown,Right,20.0,20.011,88.201
38202,2S,WW,Brown,Right,20.0,20.011,88.848
38691,2S,EE,HEPHY,Left,,,88.096
38691,2S,WW,HEPHY,Left,,,87.674
38691,2S,EE,HEPHY,Left,,,88.41
38691,2S,WW,HEPHY,Left,,,87.845
38691,2S,EE,HEPHY,Left,,,88.504
38691,2S,WW,HEPHY,Left,,,87.481
38691,2S,EE,HEPHY,Left,,,88.66
38691,2S,WW,HEPHY,Left,,,87.664
38691,2S,EE,HEPHY,Left,,,89.108
38691,2S,WW,HEPHY,Left,,,88.622
38691,2S,EE,HEPHY,Left,,,88.995
38691,2S,WW,HEPHY,Left,,,88.468
38691,2S,EE,HEPHY,Left,,,88.592
38691,2S,WW,HEPHY,Left,,,88.533
38691,2S,EE,HEPHY,Left,,,88.901
38691,2S,WW,HEPHY,Left,,,88.469
38693,2S,EE,Brown,Right,20.0,20.019,85.45
38693,2S,WW,Brown,Right,20.0,20.018,86.731
38693,2S,EE,Brown,Right,20.0,20.011,85.186
38693,2S,WW,Brown,Right,20.0,20.007,86.682
38693,2S,EE,Brown,Right,20.0,20.01,84.671
38693,2S,WW,Brown,Right,20.0,20.011,86.583
38693,2S,EE,Brown,Right,20.0,20.013,84.45
38693,2S,WW,Brown,Right,20.0,20.008,86.461
38693,2S,EE,Brown,Right,20.0,20.01,85.663
38693,2S,WW,Brown,Right,20.0,20.012,86.961
38693,2S,EE,Brown,Right,20.0,20.01,85.805
38693,2S,WW,Brown,Right,20.0,20.005,87.225
38693,2S,EE,Brown,Right,20.0,20.027,86.178
38693,2S,WW,Brown,Right,20.0,20.028,87.29
38693,2S,EE,Brown,Right,20.0,20.01,86.721
38693,2S,WW,Brown,Right,20.0,20.07,87.114
38694,2S,EE,Brown,Right,20.0,20.027,86.322
38694,2S,WW,Brown,Right,20.0,20.023,87.484
38694,2S,EE,Brown,Right,20.0,20.008,86.879
38694,2S,WW,Brown,Right,20.0,20.017,87.04
38694,2S,EE,Brown,Right,20.0,20.136,86.834
38694,2S,WW,Brown,Right,20.0,20.037,87.39
38694,2S,EE,Brown,Right,20.0,20.036,87.056
38694,2S,WW,Brown,Right,20.0,20.026,87.38
38694,2S,EE,Brown,Right,20.0,20.008,87.238
38694,2S,WW,Brown,Right,20.0,20.053,87.953
38694,2S,EE,Brown,Right,20.0,20.006,87.065
38694,2S,WW,Brown,Right,20.0,20.021,88.087
38694,2S,EE,Brown,Right,20.0,20.028,87.077
38694,2S,WW,Brown,Right,20.0,20.176,88.141
38694,2S,EE,Brown,Right,20.0,20.008,86.884
38694,2S,WW,Brown,Right,20.0,20.056,88.205
38713,2S,EE,Brown,Right,20.0,20.036,85.853
38713,2S,WW,Brown,Right,20.0,20.031,86.65
38713,2S,EE,Brown,Right,20.0,20.006,85.965
38713,2S,WW,Brown,Right,20.0,20.014,86.404
38713,2S,EE,Brown,Right,20.0,20.059,85.59
38713,2S,WW,Brown,Right,20.0,20.045,86.751
38713,2S,EE,Brown,Right,20.0,20.036,85.412
38713,2S,WW,Brown,Right,20.0,20.033,87.0
38713,2S,EE,Brown,Right,20.0,20.022,85.886
38713,2S,WW,Brown,Right,20.0,20.017,86.494
38713,2S,EE,Brown,Right,20.0,20.013,86.545
38713,2S,WW,Brown,Right,20.0,20.07,86.696
38713,2S,EE,Brown,Right,20.0,20.032,86.166
38713,2S,WW,Brown,Right,20.0,20.031,86.857
38713,2S,EE,Brown,Right,20.0,20.016,86.512
38713,2S,WW,Brown,Right,20.0,20.125,86.929
38714,2S,EE,Demokritos,Left,22.0,22.0,88.331
38714,2S,WW,Demokritos,Left,22.2,22.2,87.268
38714,2S,EE,Demokritos,Left,22.6,22.6,88.285
38714,2S,WW,Demokritos,Left,20.6,20.6,87.253
38714,2S,EE,Demokritos,Left,19.7,19.7,88.03
38714,2S,WW,Demokritos,Left,20.7,20.7,87.402
38714,2S,EE,Demokritos,Left,21.5,21.5,88.5
38714,2S,WW,Demokritos,Left,21.9,21.9,87.636
38714,2S,EE,Demokritos,Left,21.7,21.7,88.664
38714,2S,WW,Demokritos,Left,22.0,22.0,88.138
38714,2S,EE,Demokritos,Left,22.1,22.1,89.135
38714,2S,WW,Demokritos,Left,22.4,22.4,88.518
38714,2S,EE,Demokritos,Left,22.2,22.2,89.092
38714,2S,WW,Demokritos,Left,22.3,22.3,87.845
38715,2S,EE,Demokritos,Left,21.0,21.0,87.994
38715,2S,WW,Demokritos,Left,21.0,21.0,87.692
38715,2S,EE,Demokritos,Left,22.4,22.4,88.093
38715,2S,WW,Demokritos,Left,20.6,20.6,87.706
38715,2S,EE,Demokritos,Left,20.9,20.9,88.378
38715,2S,WW,Demokritos,Left,20.5,20.5,87.339
38715,2S,EE,Demokritos,Left,21.3,21.3,88.507
38715,2S,WW,Demokritos,Left,21.7,21.7,86.99
38715,2S,EE,Demokritos,Left,21.7,21.7,88.787
38715,2S,WW,Demokritos,Left,21.9,21.9,87.852
38715,2S,EE,Demokritos,Left,21.4,21.4,88.945
38715,2S,WW,Demokritos,Left,21.1,21.1,88.301
38715,2S,EE,Demokritos,Left,22.0,22.0,88.879
38715,2S,WW,Demokritos,Left,22.1,22.1,88.101
38695,2S,EE,Brown,Right,20.0,20.037,86.1
38695,2S,WW,Brown,Right,20.0,20.023,87.147
38695,2S,EE,Brown,Right,20.0,20.009,85.475
38695,2S,WW,Brown,Right,20.0,20.011,86.97
38695,2S,EE,Brown,Right,20.0,20.051,85.7
38695,2S,WW,Brown,Right,20.0,20.049,86.67
38695,2S,EE,Brown,Right,20.0,20.028,78.635
38695,2S,WW,Brown,Right,20.0,20.017,86.772
38695,2S,EE,Brown,Right,20.0,20.008,86.632
38695,2S,WW,Brown,Right,20.0,20.05,86.848
38695,2S,EE,Brown,Right,20.0,20.053,86.629
38695,2S,WW,Brown,Right,20.0,20.005,86.866
38695,2S,EE,Brown,Right,20.0,20.073,86.332
38695,2S,WW,Brown,Right,20.0,20.067,87.32
38695,2S,EE,Brown,Right,20.0,20.057,86.647
38695,2S,WW,Brown,Right,20.0,20.091,87.143
38696,2S,EE,Brown,Right,20.0,20.004,86.352
38696,2S,WW,Brown,Right,20.0,20.046,87.528
38696,2S,EE,Brown,Right,20.0,20.041,86.613
38696,2S,WW,Brown,Right,20.0,20.025,87.656
38696,2S,EE,Brown,Right,20.0,20.135,86.536
38696,2S,WW,Brown,Right,20.0,20.036,87.589
38696,2S,EE,Brown,Right,20.0,20.028,86.953
38696,2S,WW,Brown,Right,20.0,20.042,87.587
38696,2S,EE,Brown,Right,20.0,20.015,86.924
38696,2S,WW,Brown,Right,20.0,20.015,87.62
38696,2S,EE,Brown,Right,20.0,20.005,82.429
38696,2S,WW,Brown,Right,20.0,20.015,87.346
38696,2S,EE,Brown,Right,20.0,20.034,87.281
38696,2S,WW,Brown,Right,20.0,20.035,87.835
38696,2S,EE,Brown,Right,20.0,20.075,86.999
38696,2S,WW,Brown,Right,20.0,20.027,87.65
38696,2S,EE,Brown,Right,20.0,20.007,87.332
38696,2S,WW,Brown,Right,20.0,20.006,88.079
38696,2S,EE,Brown,Right,20.0,20.022,87.575
38696,2S,WW,Brown,Right,20.0,20.022,79.716
38868,2S,EE,HEPHY,Left,,,86.863
38868,2S,WW,HEPHY,Left,,,84.286
38868,2S,EE,HEPHY,Left,,,86.177
38868,2S,WW,HEPHY,Left,,,84.492
38868,2S,EE,HEPHY,Left,,,85.303
38868,2S,WW,HEPHY,Left,,,84.433
38868,2S,EE,HEPHY,Left,,,86.452
38868,2S,WW,HEPHY,Left,,,84.61
38868,2S,EE,HEPHY,Left,,,86.044
38868,2S,WW,HEPHY,Left,,,85.173
38868,2S,EE,HEPHY,Left,,,86.223
38868,2S,WW,HEPHY,Left,,,85.75
38868,2S,EE,HEPHY,Left,,,86.539
38868,2S,WW,HEPHY,Left,,,85.572
38868,2S,EE,HEPHY,Left,,,86.297
38868,2S,WW,HEPHY,Left,,,85.099
38869,2S,EE,Demokritos,Left,23.1,23.1,88.437
38869,2S,WW,Demokritos,Left,23.3,23.3,87.554
38869,2S,EE,Demokritos,Left,22.9,22.9,88.961
38869,2S,EE,Demokritos,Left,20.1,20.1,87.661
38869,2S,EE,Demokritos,Left,21.4,21.4,88.818
38869,2S,WW,Demokritos,Left,22.1,22.1,87.785
38869,2S,EE,Demokritos,Left,21.6,21.6,89.093
38869,2S,WW,Demokritos,Left,22.5,22.5,87.733
38869,2S,EE,Demokritos,Left,22.5,22.5,89.111
38869,2S,WW,Demokritos,Left,20.5,20.5,88.36
38869,2S,EE,Demokritos,Left,21.0,21.0,89.133
38869,2S,WW,Demokritos,Left,21.5,21.5,88.322
38869,2S,EE,Demokritos,Left,21.1,21.1,89.268
38869,2S,WW,Demokritos,Left,22.6,22.6,88.641
38870,2S,EE,Demokritos,Left,21.5,21.5,83.7
38870,2S,WW,Demokritos,Left,21.5,21.5,82.321
38870,2S,EE,Demokritos,Left,21.9,21.9,83.203
38870,2S,WW,Demokritos,Left,21.4,21.4,82.803
38870,2S,EE,Demokritos,Left,21.6,21.6,84.047
38870,2S,WW,Demokritos,Left,20.1,20.1,82.361
38870,2S,EE,Demokritos,Left,21.3,21.3,84.788
38870,2S,WW,Demokritos,Left,22.1,22.1,82.795
38870,2S,EE,Demokritos,Left,20.9,20.9,84.335
38870,2S,WW,Demokritos,Left,21.7,21.7,83.255
38870,2S,EE,Demokritos,Left,21.1,21.1,84.505
38870,2S,WW,Demokritos,Left,21.2,21.2,83.177
38870,2S,EE,Demokritos,Left,22.1,22.1,84.342
38870,2S,WW,Demokritos,Left,22.3,22.3,83.243
38871,2S,EE,HEPHY,Left,,,82.895
38871,2S,WW,HEPHY,Left,,,81.699
38871,2S,EE,HEPHY,Left,,,83.108
38871,2S,WW,HEPHY,Left,,,81.735
38871,2S,EE,HEPHY,Left,,,83.034
38871,2S,WW,HEPHY,Left,,,82.092
38871,2S,EE,HEPHY,Left,,,83.126
38871,2S,WW,HEPHY,Left,,,82.849
38871,2S,EE,HEPHY,Left,,,83.419
38871,2S,WW,HEPHY,Left,,,82.677
38871,2S,EE,HEPHY,Left,,,83.639
38871,2S,WW,HEPHY,Left,,,82.68
38871,2S,EE,HEPHY,Left,,,83.616
38871,2S,WW,HEPHY,Left,,,82.556
38871,2S,EE,HEPHY,Left,,,83.437
38871,2S,WW,HEPHY,Left,,,82.609
38872,2S,EE,Demokritos,Left,21.5,21.5,85.41
38872,2S,WW,Demokritos,Left,21.7,21.7,84.217
38872,2S,EE,Demokritos,Left,21.2,21.2,84.922
38872,2S,WW,Demokritos,Left,21.5,21.5,83.566
38873,2S,EE,Brown,Right,20.0,20.007,83.246
38873,2S,WW,Brown,Right,20.0,20.008,84.368
38873,2S,EE,Brown,Right,20.0,20.005,83.302
38873,2S,WW,Brown,Right,20.0,20.007,84.517
38873,2S,EE,Brown,Right,20.0,20.003,83.698
38873,2S,WW,Brown,Right,20.0,20.015,84.887
38873,2S,EE,Brown,Right,20.0,20.04,83.699
38873,2S,WW,Brown,Right,20.0,20.043,84.953
38873,2S,EE,Brown,Right,20.0,20.034,83.804
38873,2S,WW,Brown,Right,20.0,20.029,84.82
38874,2S,EE,Brown,Right,20.0,20.003,82.832
38874,2S,WW,Brown,Right,20.0,20.003,83.715
38874,2S,EE,Brown,Right,20.0,20.038,83.194
38874,2S,WW,Brown,Right,20.0,20.004,83.9
38874,2S,EE,Brown,Right,20.0,20.04,83.481
38874,2S,WW,Brown,Right,20.0,20.005,84.472
38874,2S,EE,Brown,Right,20.0,20.007,83.565
38874,2S,WW,Brown,Right,20.0,20.005,84.801
38874,2S,EE,Brown,Right,20.0,20.003,83.686
38874,2S,WW,Brown,Right,20.0,20.006,84.739
38874,2S,EE,Brown,Right,20.0,20.022,83.582
38874,2S,WW,Brown,Right,20.0,20.006,84.516
38875,2S,EE,Brown,Right,20.0,20.006,83.931
38875,2S,WW,Brown,Right,20.0,20.003,84.787
38875,2S,EE,Brown,Right,20.0,20.007,84.204
38875,2S,WW,Brown,Right,20.0,20.004,84.808
38875,2S,EE,Brown,Right,20.0,20.037,84.283
38875,2S,WW,Brown,Right,20.0,20.003,85.268
38875,2S,EE,Brown,Right,20.0,20.007,84.656
38875,2S,WW,Brown,Right,20.0,20.006,85.153
38875,2S,EE,Brown,Right,20.0,20.005,84.655
38875,2S,WW,Brown,Right,20.0,20.005,85.086
38876,2S,EE,Demokritos,Left,21.8,21.8,84.257
38876,2S,WW,Demokritos,Left,21.8,21.8,82.257
38876,2S,EE,Demokritos,Left,21.8,21.8,84.238
38876,2S,WW,Demokritos,Left,18.0,18.0,83.21
38876,2S,EE,Demokritos,Left,20.2,20.2,84.43
38876,2S,WW,Demokritos,Left,21.1,21.1,83.344
38876,2S,EE,Demokritos,Left,21.6,21.6,84.5
38876,2S,WW,Demokritos,Left,22.2,22.2,83.581
38878,2S,EE,HEPHY,Left,,,82.577
38878,2S,WW,HEPHY,Left,,,80.89
38878,2S,EE,HEPHY,Left,,,81.901
38878,2S,WW,HEPHY,Left,,,79.576
38878,2S,EE,HEPHY,Left,,,81.826
38878,2S,WW,HEPHY,Left,,,71.64
38878,2S,EE,HEPHY,Left,,,82.059
38878,2S,WW,HEPHY,Left,,,80.585
38878,2S,EE,HEPHY,Left,,,81.856
38878,2S,WW,HEPHY,Left,,,80.977
38878,2S,EE,HEPHY,Left,,,82.484
38878,2S,WW,HEPHY,Left,,,81.474
38878,2S,EE,HEPHY,Left,,,82.034
38878,2S,WW,HEPHY,Left,,,81.342
38878,2S,EE,HEPHY,Left,,,82.067
38878,2S,WW,HEPHY,Left,,,81.361
38879,2S,EE,HEPHY,Left,,,82.284
38879,2S,WW,HEPHY,Left,,,81.387
38879,2S,EE,HEPHY,Left,,,82.39
38879,2S,WW,HEPHY,Left,,,81.637
38879,2S,EE,HEPHY,Left,,,82.866
38879,2S,WW,HEPHY,Left,,,81.525
38879,2S,EE,HEPHY,Left,,,82.881
38879,2S,WW,HEPHY,Left,,,81.907
38879,2S,EE,HEPHY,Left,,,82.631
