batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,CACC_PFRD
46230,PSP,WW,Brown,Right,20.0,20.004,85.014
46230,PSP,EE,Brown,Right,20.0,20.005,84.665
46230,PSP,WW,Brown,Right,20.0,20.004,84.889
46230,PSP,EE,Brown,Right,20.0,20.004,84.2
46230,PSP,WW,Brown,Right,20.0,20.004,84.581
46230,PSP,EE,Brown,Right,20.0,20.008,84.953
46230,PSP,WW,Brown,Right,20.0,20.005,84.893
46230,PSP,EE,Brown,Right,20.0,20.005,84.274
46230,PSP,WW,Brown,Right,20.0,20.005,84.826
46230,PSP,EE,Brown,Right,20.0,20.011,84.544
46230,PSP,WW,Brown,Right,20.0,20.01,85.149
46230,PSP,EE,Brown,Right,20.0,20.029,85.174
46230,PSP,WW,Brown,Right,20.0,20.024,85.352
46230,PSP,EE,Brown,Right,20.0,20.031,84.963
46230,PSP,WW,Brown,Right,20.0,20.025,85.37
46231,PSP,EE,Demokritos,Left,22.9,22.9,85.558
46231,PSP,WW,Demokritos,Left,23.1,23.1,85.376
46231,PSP,EE,Demokritos,Left,23.2,23.2,86.131
46231,PSP,WW,Demokritos,Left,24.1,24.1,85.52
46231,PSP,EE,Demokritos,Left,24.0,24.0,86.53
46231,PSP,WW,Demokritos,Left,23.6,23.6,86.007
46231,PSP,EE,Demokritos,Left,22.8,22.8,86.932
46231,PSP,WW,Demokritos,Left,22.7,22.7,86.059
46231,PSP,EE,Demokritos,Left,25.7,25.7,85.761
46231,PSP,WW,Demokritos,Left,25.6,25.6,85.754
46231,PSP,EE,Demokritos,Left,25.3,25.3,86.604
46231,PSP,WW,Demokritos,Left,25.0,25.0,86.388
46231,PSP,EE,Demokritos,Left,24.7,24.7,86.463
46231,PSP,WW,Demokritos,Left,24.5,24.5,86.348
46231,PSP,EE,Demokritos,Left,23.1,23.1,86.591
46231,PSP,WW,Demokritos,Left,22.9,22.9,86.74
46805,2S,EE,Brown,Right,20.0,20.027,83.322
46805,2S,WW,Brown,Right,20.0,20.004,84.465
46805,2S,EE,Brown,Right,20.0,20.006,83.542
46805,2S,WW,Brown,Right,20.0,20.004,83.877
46805,2S,EE,Brown,Right,20.0,20.013,83.697
46805,2S,WW,Brown,Right,20.0,20.018,84.199
46805,2S,EE,Brown,Right,20.0,20.009,83.53
46805,2S,WW,Brown,Right,20.0,20.007,85.258
46805,2S,EE,Brown,Right,20.0,20.018,84.017
46805,2S,WW,Brown,Right,20.0,20.014,84.802
46805,2S,EE,Brown,Right,20.0,20.037,84.109
46805,2S,WW,Brown,Right,20.0,20.047,84.886
46805,2S,EE,Brown,Right,20.0,20.006,84.39
46805,2S,WW,Brown,Right,20.0,20.009,85.096
46806,2S,EE,Brown,Right,20.0,20.007,84.142
46806,2S,WW,Brown,Right,20.0,20.012,84.85
46806,2S,EE,Brown,Right,20.0,20.026,84.301
46806,2S,WW,Brown,Right,20.0,20.013,84.988
46806,2S,EE,Brown,Right,20.0,20.015,84.343
46806,2S,WW,Brown,Right,20.0,20.006,85.062
46806,2S,EE,Brown,Right,20.0,20.032,84.432
46806,2S,WW,Brown,Right,20.0,20.021,85.209
46806,2S,EE,Brown,Right,20.0,20.011,84.688
46806,2S,WW,Brown,Right,20.0,20.011,85.058
46806,2S,EE,Brown,Right,20.0,20.006,84.614
46806,2S,WW,Brown,Right,20.0,20.003,85.181
46806,2S,EE,Brown,Right,20.0,20.007,84.798
46806,2S,WW,Brown,Right,20.0,20.003,85.429
46806,2S,EE,Brown,Right,20.0,20.01,84.8
46806,2S,WW,Brown,Right,20.0,20.005,85.472
46807,2S,EE,Brown,Right,20.0,20.008,82.102
46807,2S,WW,Brown,Right,20.0,20.005,83.191
46807,2S,EE,Brown,Right,20.0,20.016,81.981
46807,2S,WW,Brown,Right,20.0,20.012,82.831
46807,2S,EE,Brown,Right,20.0,20.013,82.145
46807,2S,WW,Brown,Right,20.0,20.005,82.558
46807,2S,EE,Brown,Right,20.0,20.005,82.057
46807,2S,WW,Brown,Right,20.0,20.007,82.698
46807,2S,EE,Brown,Right,20.0,20.029,82.185
46807,2S,WW,Brown,Right,20.0,20.003,82.799
46807,2S,EE,Brown,Right,20.0,20.003,82.39
46807,2S,WW,Brown,Right,20.0,20.005,83.552
46807,2S,EE,Brown,Right,20.0,20.018,82.761
46807,2S,WW,Brown,Right,20.0,20.005,83.536
46807,2S,EE,Brown,Right,20.0,20.059,82.867
46807,2S,WW,Brown,Right,20.0,20.007,83.595
46808,2S,EE,Brown,Right,20.0,20.027,82.68
46808,2S,WW,Brown,Right,20.0,19.999,83.543
46808,2S,EE,Brown,Right,20.0,20.009,82.735
46808,2S,WW,Brown,Right,20.0,20.157,83.403
46808,2S,EE,Brown,Right,20.0,19.999,82.839
46808,2S,WW,Brown,Right,20.0,19.999,83.323
46808,2S,EE,Brown,Right,20.0,20.064,83.004
46808,2S,WW,Brown,Right,20.0,20.008,83.551
46808,2S,EE,Brown,Right,20.0,20.009,83.107
46808,2S,WW,Brown,Right,20.0,20.004,83.665
46808,2S,EE,Brown,Right,20.0,20.007,83.195
46808,2S,WW,Brown,Right,20.0,20.002,83.923
46808,2S,EE,Brown,Right,20.0,20.074,83.351
46808,2S,WW,Brown,Right,20.0,20.004,84.166
46808,2S,EE,Brown,Right,20.0,20.143,83.401
46808,2S,WW,Brown,Right,20.0,20.013,84.022
46809,2S,EE,HEPHY,Left,,,81.462
46809,2S,WW,HEPHY,Left,,,80.869
46809,2S,EE,HEPHY,Left,,,81.331
46809,2S,WW,HEPHY,Left,,,80.349
46809,2S,EE,HEPHY,Left,,,81.229
46809,2S,WW,HEPHY,Left,,,80.264
46809,2S,EE,HEPHY,Left,,,81.34
46809,2S,WW,HEPHY,Left,,,80.292
46809,2S,EE,HEPHY,Left,,,81.476
46809,2S,WW,HEPHY,Left,,,80.874
46809,2S,EE,HEPHY,Left,,,81.528
46809,2S,WW,HEPHY,Left,,,80.829
46809,2S,EE,HEPHY,Left,,,81.623
46809,2S,WW,HEPHY,Left,,,80.831
46809,2S,EE,HEPHY,Left,,,81.618
46809,2S,WW,HEPHY,Left,,,81.237
46810,2S,EE,HEPHY,Left,,,81.54
46810,2S,WW,HEPHY,Left,,,81.095
46810,2S,EE,HEPHY,Left,,,81.797
46810,2S,WW,HEPHY,Left,,,81.067
46810,2S,EE,HEPHY,Left,,,81.874
46810,2S,WW,HEPHY,Left,,,81.221
46810,2S,EE,HEPHY,Left,,,81.743
46810,2S,WW,HEPHY,Left,,,81.402
46810,2S,EE,HEPHY,Left,,,81.99
46810,2S,WW,HEPHY,Left,,,81.408
46810,2S,EE,HEPHY,Left,,,82.117
46810,2S,WW,HEPHY,Left,,,81.691
46810,2S,EE,HEPHY,Left,,,82.351
46810,2S,WW,HEPHY,Left,,,81.585
46810,2S,EE,HEPHY,Left,,,82.095
46810,2S,WW,HEPHY,Left,,,81.451
46967,2S,EE,HEPHY,Left,,,82.874
46967,2S,WW,HEPHY,Left,,,81.327
46967,2S,EE,HEPHY,Left,,,82.408
46967,2S,WW,HEPHY,Left,,,79.94
46967,2S,EE,HEPHY,Left,,,82.726
46967,2S,WW,HEPHY,Left,,,80.963
46967,2S,EE,HEPHY,Left,,,82.585
46967,2S,WW,HEPHY,Left,,,81.354
46967,2S,EE,HEPHY,Left,,,82.613
46967,2S,WW,HEPHY,Left,,,81.474
46967,2S,EE,HEPHY,Left,,,82.704
46967,2S,WW,HEPHY,Left,,,81.573
46967,2S,EE,HEPHY,Left,,,82.576
46967,2S,WW,HEPHY,Left,,,81.351
46967,2S,EE,HEPHY,Left,,,82.196
46967,2S,WW,HEPHY,Left,,,81.8
46968,2S,EE,HEPHY,Left,,,83.242
46968,2S,WW,HEPHY,Left,,,81.796
46968,2S,EE,HEPHY,Left,,,82.832
46968,2S,WW,HEPHY,Left,,,80.925
46968,2S,EE,HEPHY,Left,,,83.397
46968,2S,WW,HEPHY,Left,,,82.281
46968,2S,EE,HEPHY,Left,,,82.902
46968,2S,WW,HEPHY,Left,,,82.251
46968,2S,EE,HEPHY,Left,,,83.583
46968,2S,WW,HEPHY,Left,,,82.436
46968,2S,EE,HEPHY,Left,,,83.36
46968,2S,WW,HEPHY,Left,,,82.704
46968,2S,EE,HEPHY,Left,,,83.587
46968,2S,WW,HEPHY,Left,,,82.579
46968,2S,EE,HEPHY,Left,,,83.136
46968,2S,WW,HEPHY,Left,,,81.895
46969,2S,EE,Demokritos,Left,22.4,22.4,85.203
46969,2S,WW,Demokritos,Left,23.0,23.0,83.719
46969,2S,EE,Demokritos,Left,22.3,22.3,84.873
46969,2S,WW,Demokritos,Left,22.4,22.4,83.634
46969,2S,EE,Demokritos,Left,22.3,22.3,84.562
46969,2S,WW,Demokritos,Left,22.4,22.4,84.036
46969,2S,EE,Demokritos,Left,22.6,22.6,84.916
46969,2S,WW,Demokritos,Left,22.5,22.5,84.217
46969,2S,EE,Demokritos,Left,22.4,22.4,85.328
46969,2S,WW,Demokritos,Left,21.6,21.6,84.466
46969,2S,EE,Demokritos,Left,22.5,22.5,85.583
46969,2S,WW,Demokritos,Left,22.4,22.4,84.699
46969,2S,EE,Demokritos,Left,22.4,22.4,85.434
46969,2S,WW,Demokritos,Left,22.7,22.7,85.259
46970,2S,EE,Demokritos,Left,22.3,22.3,84.365
46970,2S,WW,Demokritos,Left,21.6,21.6,83.104
46970,2S,EE,Demokritos,Left,22.9,22.9,84.167
46970,2S,WW,Demokritos,Left,23.1,23.1,82.845
46970,2S,EE,Demokritos,Left,22.7,22.7,83.922
46970,2S,WW,Demokritos,Left,21.5,21.5,82.854
46970,2S,EE,Demokritos,Left,22.9,22.9,84.021
46970,2S,WW,Demokritos,Left,23.1,23.1,82.822
46970,2S,EE,Demokritos,Left,23.2,23.2,83.928
46970,2S,WW,Demokritos,Left,23.3,23.3,82.82
46970,2S,EE,Demokritos,Left,23.3,23.3,84.473
46970,2S,WW,Demokritos,Left,23.3,23.3,83.644
46970,2S,EE,Demokritos,Left,22.3,22.3,84.655
46970,2S,WW,Demokritos,Left,22.7,22.7,83.676
46971,2S,EE,Demokritos,Left,23.3,23.3,82.745
46971,2S,WW,Demokritos,Left,23.6,23.6,81.851
46971,2S,EE,Demokritos,Left,23.5,23.5,82.887
46971,2S,WW,Demokritos,Left,23.0,23.0,82.178
46971,2S,EE,Demokritos,Left,21.6,21.6,82.795
46971,2S,WW,Demokritos,Left,22.4,22.4,81.796
46971,2S,EE,Demokritos,Left,23.2,23.2,83.023
46971,2S,WW,Demokritos,Left,23.2,23.2,82.336
46971,2S,EE,Demokritos,Left,23.2,23.2,83.159
46971,2S,WW,Demokritos,Left,21.4,21.4,82.257
46971,2S,EE,Demokritos,Left,22.8,22.8,83.074
46971,2S,WW,Demokritos,Left,23.0,23.0,82.626
46971,2S,EE,Demokritos,Left,22.2,22.2,82.944
46971,2S,WW,Demokritos,Left,22.6,22.6,82.677
47345,PSS,EE,Brown,Right,20.0,20.005,82.288
47345,PSS,WW,Brown,Right,20.0,20.005,83.261
47345,PSS,EE,Brown,Right,20.0,20.156,82.478
47345,PSS,WW,Brown,Right,20.0,20.002,83.075
47345,PSS,EE,Brown,Right,20.0,20.003,82.243
47345,PSS,WW,Brown,Right,20.0,20.005,82.912
47345,PSS,EE,Brown,Right,20.0,20.02,82.729
47345,PSS,WW,Brown,Right,20.0,20.002,82.929
47345,PSS,EE,Brown,Right,20.0,20.003,82.633
47345,PSS,WW,Brown,Right,20.0,20.003,83.263
47345,PSS,EE,Brown,Right,20.0,20.006,82.534
47345,PSS,WW,Brown,Right,20.0,20.002,83.654
46232,PSP,EE,Brown,Right,20.0,20.002,84.812
46232,PSP,WW,Brown,Right,20.0,20.005,85.235
46232,PSP,EE,Brown,Right,20.0,20.014,84.868
46232,PSP,WW,Brown,Right,20.0,20.033,85.13
46232,PSP,EE,Brown,Right,20.0,20.026,85.041
46232,PSP,WW,Brown,Right,20.0,20.045,84.954
46232,PSP,EE,Brown,Right,20.0,20.012,85.003
46232,PSP,WW,Brown,Right,20.0,20.005,84.807
46232,PSP,EE,Brown,Right,20.0,20.002,85.493
46232,PSP,WW,Brown,Right,20.0,20.007,85.358
46232,PSP,EE,Brown,Right,20.0,20.055,85.309
46232,PSP,WW,Brown,Right,20.0,20.063,85.567
46232,PSP,EE,Brown,Right,20.0,20.056,85.81
46232,PSP,WW,Brown,Right,20.0,20.061,85.811
46232,PSP,EE,Brown,Right,20.0,20.071,85.685
46232,PSP,WW,Brown,Right,20.0,20.06,85.464
46811,PSP,EE,Brown,Right,20.0,20.019,82.87
46811,PSP,WW,Brown,Right,20.0,20.01,83.331
46811,PSP,EE,Brown,Right,20.0,20.004,83.09
46811,PSP,WW,Brown,Right,20.0,20.005,83.193
46811,PSP,EE,Brown,Right,20.0,20.008,82.45
46811,PSP,WW,Brown,Right,20.0,20.005,83.004
46811,PSP,EE,Brown,Right,20.0,20.003,82.194
46811,PSP,WW,Brown,Right,20.0,20.007,82.886
46811,PSP,EE,Brown,Right,20.0,20.016,82.484
46811,PSP,WW,Brown,Right,20.0,20.007,82.841
46811,PSP,EE,Brown,Right,20.0,20.082,82.483
46811,PSP,WW,Brown,Right,20.0,20.1,83.216
46811,PSP,EE,Brown,Right,20.0,20.075,83.731
46811,PSP,WW,Brown,Right,20.0,20.087,83.573
46811,PSP,EE,Brown,Right,20.0,20.144,83.759
46811,PSP,WW,Brown,Right,20.0,20.161,83.813
47350,2S,EE,HEPHY,Left,,,80.79
47350,2S,WW,HEPHY,Left,,,79.821
47345,PSS,EE,Brown,Right,20.0,20.005,82.799
47345,PSS,WW,Brown,Right,20.0,20.004,83.478
47345,PSS,EE,Brown,Right,20.0,20.112,82.913
47345,PSS,WW,Brown,Right,20.0,20.003,83.822
47346,PSS,EE,Brown,Right,20.0,20.007,81.344
47346,PSS,WW,Brown,Right,20.0,20.003,82.144
47346,PSS,EE,Brown,Right,20.0,20.004,81.454
47346,PSS,WW,Brown,Right,20.0,20.001,81.757
47346,PSS,EE,Brown,Right,20.0,20.007,81.158
47346,PSS,WW,Brown,Right,20.0,20.004,82.001
47346,PSS,EE,Brown,Right,20.0,20.004,81.31
47346,PSS,WW,Brown,Right,20.0,20.003,81.925
47346,PSS,EE,Brown,Right,20.0,20.021,81.551
47346,PSS,WW,Brown,Right,20.0,20.001,81.97
47346,PSS,EE,Brown,Right,20.0,20.004,81.105
47346,PSS,WW,Brown,Right,20.0,20.009,81.773
47346,PSS,EE,Brown,Right,20.0,20.008,81.976
47346,PSS,WW,Brown,Right,20.0,20.003,82.161
47346,PSS,EE,Brown,Right,20.0,20.007,81.891
47346,PSS,WW,Brown,Right,20.0,20.004,82.454
47347,PSS,EE,Brown,Right,20.0,20.005,80.99
47347,PSS,WW,Brown,Right,20.0,20.003,81.775
47347,PSS,EE,Brown,Right,20.0,20.006,81.492
47347,PSS,WW,Brown,Right,20.0,20.005,81.799
47347,PSS,EE,Brown,Right,20.0,20.004,81.09
47347,PSS,WW,Brown,Right,20.0,20.005,81.741
47347,PSS,EE,Brown,Right,20.0,20.007,81.205
47347,PSS,WW,Brown,Right,20.0,20.011,81.865
47347,PSS,EE,Brown,Right,20.0,20.009,81.375
47347,PSS,WW,Brown,Right,20.0,20.005,81.878
47347,PSS,EE,Brown,Right,20.0,20.006,81.766
47347,PSS,WW,Brown,Right,20.0,20.005,82.202
47347,PSS,EE,Brown,Right,20.0,20.009,81.865
47347,PSS,WW,Brown,Right,20.0,20.006,82.197
47347,PSS,EE,Brown,Right,20.0,20.01,81.753
47347,PSS,WW,Brown,Right,20.0,20.009,82.308
47350,2S,EE,HEPHY,Left,,,80.304
47350,2S,WW,HEPHY,Left,,,79.503
47350,2S,EE,HEPHY,Left,,,80.341
47350,2S,WW,HEPHY,Left,,,79.779
47350,2S,EE,HEPHY,Left,,,80.445
47350,2S,WW,HEPHY,Left,,,79.615
47350,2S,EE,HEPHY,Left,,,80.343
47350,2S,WW,HEPHY,Left,,,79.915
47350,2S,EE,HEPHY,Left,,,80.624
47350,2S,WW,HEPHY,Left,,,79.612
47350,2S,EE,HEPHY,Left,,,80.96
47350,2S,WW,HEPHY,Left,,,80.317
47350,2S,EE,HEPHY,Left,,,80.548
47350,2S,WW,HEPHY,Left,,,80.644
47351,2S,EE,HEPHY,Left,,,82.906
47351,2S,WW,HEPHY,Left,,,81.523
47351,2S,WW,HEPHY,Left,,,81.712
47351,2S,EE,HEPHY,Left,,,82.83
47351,2S,WW,HEPHY,Left,,,81.095
47351,2S,EE,HEPHY,Left,,,82.956
47351,2S,WW,HEPHY,Left,,,81.838
47351,2S,EE,HEPHY,Left,,,83.158
47351,2S,WW,HEPHY,Left,,,82.008
47351,2S,EE,HEPHY,Left,,,83.047
47351,2S,WW,HEPHY,Left,,,82.505
47351,2S,EE,HEPHY,Left,,,83.033
47351,2S,WW,HEPHY,Left,,,82.53
47351,2S,EE,HEPHY,Left,,,83.239
47351,2S,WW,HEPHY,Left,,,82.21
47352,2S,EE,HEPHY,Left,,,83.748
47352,2S,WW,HEPHY,Left,,,82.801
47352,2S,EE,HEPHY,Left,,,83.506
47352,2S,WW,HEPHY,Left,,,82.728
47352,2S,EE,HEPHY,Left,,,83.519
47352,2S,WW,HEPHY,Left,,,83.103
47352,2S,WW,HEPHY,Left,,,82.764
47352,2S,EE,HEPHY,Left,,,83.975
47352,2S,WW,HEPHY,Left,,,83.288
47352,2S,EE,HEPHY,Left,,,83.725
47352,2S,WW,HEPHY,Left,,,83.462
47352,2S,EE,HEPHY,Left,,,83.941
47352,2S,WW,HEPHY,Left,,,83.303
47352,2S,EE,HEPHY,Left,,,83.52
47352,2S,WW,HEPHY,Left,,,82.557
47353,2S,EE,HEPHY,Left,,,82.251
47353,2S,WW,HEPHY,Left,,,81.735
47353,2S,EE,HEPHY,Left,,,82.455
47353,2S,WW,HEPHY,Left,,,81.701
47353,2S,EE,HEPHY,Left,,,82.47
47353,2S,WW,HEPHY,Left,,,81.543
47353,2S,EE,HEPHY,Left,,,82.944
47353,2S,WW,HEPHY,Left,,,81.666
47353,2S,EE,HEPHY,Left,,,83.115
47353,2S,WW,HEPHY,Left,,,82.355
47353,2S,EE,HEPHY,Left,,,83.181
47353,2S,WW,HEPHY,Left,,,82.525
47353,2S,EE,HEPHY,Left,,,83.222
47353,2S,WW,HEPHY,Left,,,82.592
47353,2S,EE,HEPHY,Left,,,83.009
47353,2S,WW,HEPHY,Left,,,82.516
47354,2S,EE,HEPHY,Left,,,81.535
47354,2S,WW,HEPHY,Left,,,80.679
47354,2S,EE,HEPHY,Left,,,81.907
47354,2S,WW,HEPHY,Left,,,80.391
47354,2S,EE,HEPHY,Left,,,80.898
47354,2S,WW,HEPHY,Left,,,80.376
47354,2S,EE,HEPHY,Left,,,81.786
47354,2S,WW,HEPHY,Left,,,80.395
47354,2S,EE,HEPHY,Left,,,81.505
47354,2S,WW,HEPHY,Left,,,81.116
47354,2S,EE,HEPHY,Left,,,81.871
47354,2S,WW,HEPHY,Left,,,81.383
47354,2S,EE,HEPHY,Left,,,82.095
47354,2S,WW,HEPHY,Left,,,81.574
47354,2S,EE,HEPHY,Left,,,82.236
47354,2S,WW,HEPHY,Left,,,81.36
47355,2S,EE,HEPHY,Left,,,82.522
47355,2S,WW,HEPHY,Left,,,81.513
47355,2S,EE,HEPHY,Left,,,82.006
47355,2S,WW,HEPHY,Left,,,80.92
47355,2S,EE,HEPHY,Left,,,82.419
47355,2S,WW,HEPHY,Left,,,80.76
47355,2S,EE,HEPHY,Left,,,82.241
47355,2S,WW,HEPHY,Left,,,80.857
47355,2S,EE,HEPHY,Left,,,82.207
47355,2S,WW,HEPHY,Left,,,81.507
47355,2S,EE,HEPHY,Left,,,82.451
47355,2S,WW,HEPHY,Left,,,81.705
47355,2S,EE,HEPHY,Left,,,82.173
47355,2S,WW,HEPHY,Left,,,82.138
47355,2S,EE,HEPHY,Left,,,82.795
47355,2S,WW,HEPHY,Left,,,81.998
47356,2S,EE,Demokritos,Left,25.2,25.2,84.825
47356,2S,WW,Demokritos,Left,26.0,26.0,84.18
47356,2S,EE,Demokritos,Left,24.7,24.7,85.124
47356,2S,WW,Demokritos,Left,24.2,24.2,84.441
47356,2S,EE,Demokritos,Left,27.1,27.1,85.162
47356,2S,WW,Demokritos,Left,27.4,27.4,84.285
47356,2S,EE,Demokritos,Left,23.8,23.8,84.817
47356,2S,WW,Demokritos,Left,26.2,26.2,84.891
47356,2S,EE,Demokritos,Left,26.9,26.9,85.361
47356,2S,WW,Demokritos,Left,26.3,26.3,84.809
47356,2S,EE,Demokritos,Left,25.2,25.2,84.797
47356,2S,WW,Demokritos,Left,24.5,24.5,84.396
47357,2S,EE,Demokritos,Left,23.6,23.6,83.508
47357,2S,WW,Demokritos,Left,23.6,23.6,82.466
47357,2S,EE,Demokritos,Left,22.7,22.7,83.401
47357,2S,WW,Demokritos,Left,22.8,22.8,82.362
47357,2S,EE,Demokritos,Left,26.8,26.8,83.717
47357,2S,WW,Demokritos,Left,25.8,25.8,82.79
47357,2S,EE,Demokritos,Left,22.7,22.7,83.001
47357,2S,WW,Demokritos,Left,29.3,29.3,82.874
47357,2S,EE,Demokritos,Left,24.5,24.5,83.82
47357,2S,WW,Demokritos,Left,23.6,23.6,83.236
47357,2S,EE,Demokritos,Left,22.9,22.9,83.743
47357,2S,WW,Demokritos,Left,22.8,22.8,83.046
47358,2S,EE,Demokritos,Left,24.7,24.7,83.722
47358,2S,WW,Demokritos,Left,24.1,24.1,83.191
47358,2S,EE,Demokritos,Left,24.1,24.1,83.258
47358,2S,WW,Demokritos,Left,23.8,23.8,83.57
47358,2S,EE,Demokritos,Left,23.6,23.6,84.11
47358,2S,WW,Demokritos,Left,23.5,23.5,83.747
47358,2S,EE,Demokritos,Left,24.0,24.0,84.411
47358,2S,WW,Demokritos,Left,23.8,23.8,83.723
47358,2S,EE,Demokritos,Left,23.7,23.7,84.251
47358,2S,WW,Demokritos,Left,23.6,23.6,83.799
47358,2S,EE,Demokritos,Left,26.2,26.2,84.113
47358,2S,WW,Demokritos,Left,25.4,25.4,83.716
47359,2S,EE,Demokritos,Left,28.8,28.8,81.691
47359,2S,WW,Demokritos,Left,27.6,27.6,80.469
47359,2S,EE,Demokritos,Left,26.6,26.6,81.598
47359,2S,WW,Demokritos,Left,26.0,26.0,80.898
47359,2S,EE,Demokritos,Left,24.9,24.9,81.744
47359,2S,WW,Demokritos,Left,24.3,24.3,80.745
47359,2S,EE,Demokritos,Left,23.7,23.7,81.853
47359,2S,WW,Demokritos,Left,19.4,19.4,80.924
47359,2S,EE,Demokritos,Left,20.4,20.4,81.756
47359,2S,WW,Demokritos,Left,21.0,21.0,80.867
47359,2S,EE,Demokritos,Left,21.4,21.4,81.985
47359,2S,WW,Demokritos,Left,21.6,21.6,81.196
47360,2S,EE,Demokritos,Left,27.8,27.8,81.855
47360,2S,WW,Demokritos,Left,26.2,26.2,80.642
47360,2S,EE,Demokritos,Left,24.9,24.9,81.664
47360,2S,WW,Demokritos,Left,24.7,24.7,80.706
47360,2S,EE,Demokritos,Left,22.7,22.7,82.088
47360,2S,WW,Demokritos,Left,25.7,25.7,80.695
47360,2S,EE,Demokritos,Left,23.6,23.6,82.071
47360,2S,WW,Demokritos,Left,23.0,23.0,81.065
47360,2S,EE,Demokritos,Left,24.5,24.5,82.111
47360,2S,WW,Demokritos,Left,23.3,23.3,81.356
47360,2S,EE,Demokritos,Left,22.9,22.9,82.06
47360,2S,WW,Demokritos,Left,22.7,22.7,81.384
46812,PSP,EE,HEPHY,Left,,,84.096
46812,PSP,WW,HEPHY,Left,,,83.078
46812,PSP,EE,HEPHY,Left,,,83.659
46812,PSP,WW,HEPHY,Left,,,83.099
46812,PSP,EE,HEPHY,Left,,,83.346
46812,PSP,WW,HEPHY,Left,,,82.562
46812,PSP,EE,HEPHY,Left,,,83.563
46812,PSP,WW,HEPHY,Left,,,83.168
46812,PSP,EE,HEPHY,Left,,,84.23
46812,PSP,WW,HEPHY,Left,,,83.858
46812,PSP,EE,HEPHY,Left,,,83.97
46812,PSP,WW,HEPHY,Left,,,83.727
46812,PSP,EE,HEPHY,Left,,,83.485
46812,PSP,WW,HEPHY,Left,,,84.467
46812,PSP,EE,HEPHY,Left,,,84.292
46812,PSP,WW,HEPHY,Left,,,83.781
46813,PSP,EE,HEPHY,Left,,,83.232
46813,PSP,EE,HEPHY,Left,,,82.918
46813,PSP,WW,HEPHY,Left,,,83.301
46813,PSP,EE,HEPHY,Left,,,83.097
46813,PSP,EE,HEPHY,Left,,,83.084
46813,PSP,WW,HEPHY,Left,,,83.242
46813,PSP,EE,HEPHY,Left,,,83.601
46813,PSP,WW,HEPHY,Left,,,83.544
46813,PSP,EE,HEPHY,Left,,,83.322
46813,PSP,WW,HEPHY,Left,,,83.911
46813,PSP,EE,HEPHY,Left,,,83.437
46813,PSP,WW,HEPHY,Left,,,83.825
46813,PSP,EE,HEPHY,Left,,,83.592
47348,PSS,EE,Demokritos,Left,22.4,22.4,84.767
47348,PSS,WW,Demokritos,Left,22.1,22.1,83.592
47348,PSS,EE,Demokritos,Left,22.6,22.6,84.133
47348,PSS,WW,Demokritos,Left,22.2,22.2,83.146
47348,PSS,EE,Demokritos,Left,21.9,21.9,83.985
47348,PSS,WW,Demokritos,Left,21.7,21.7,83.003
47348,PSS,EE,Demokritos,Left,21.8,21.8,83.902
47348,PSS,WW,Demokritos,Left,21.5,21.5,83.163
47348,PSS,EE,Demokritos,Left,21.5,21.5,84.508
47348,PSS,WW,Demokritos,Left,22.9,22.9,83.535
47348,PSS,EE,Demokritos,Left,21.2,21.2,84.307
47348,PSS,WW,Demokritos,Left,21.1,21.1,83.739
47348,PSS,EE,Demokritos,Left,22.6,22.6,84.646
47348,PSS,WW,Demokritos,Left,22.2,22.2,84.189
47348,PSS,EE,Demokritos,Left,23.4,23.4,84.467
47348,PSS,WW,Demokritos,Left,23.2,23.2,83.76
47349,PSS,EE,Demokritos,Left,21.9,21.9,88.583
47349,PSS,WW,Demokritos,Left,22.0,22.0,87.55
47349,PSS,EE,Demokritos,Left,22.3,22.3,88.636
47349,PSS,WW,Demokritos,Left,22.0,22.0,87.616
47349,PSS,EE,Demokritos,Left,21.7,21.7,88.748
47349,PSS,WW,Demokritos,Left,21.4,21.4,87.789
47349,PSS,EE,Demokritos,Left,21.4,21.4,88.789
47349,PSS,WW,Demokritos,Left,22.7,22.7,88.67
47349,PSS,EE,Demokritos,Left,21.9,21.9,88.835
47349,PSS,WW,Demokritos,Left,21.7,21.7,88.594
47349,PSS,EE,Demokritos,Left,21.2,21.2,88.963
47349,PSS,WW,Demokritos,Left,21.0,21.0,88.64
47349,PSS,EE,Demokritos,Left,21.2,21.2,88.801
47349,PSS,WW,Demokritos,Left,21.0,21.0,88.559
47349,PSS,EE,Demokritos,Left,20.8,20.8,88.483
47349,PSS,WW,Demokritos,Left,22.5,22.5,88.027
47365,2S,EE,Brown,Right,20.0,20.088,82.789
47365,2S,WW,Brown,Right,20.0,20.137,82.962
47365,2S,EE,Brown,Right,20.0,20.076,82.896
47365,2S,WW,Brown,Right,20.0,20.096,82.664
47365,2S,EE,Brown,Right,20.0,20.175,82.362
47365,2S,WW,Brown,Right,20.0,20.192,83.115
47365,2S,EE,Brown,Right,20.0,20.13,82.415
47365,2S,WW,Brown,Right,20.0,20.148,83.039
47365,2S,EE,Brown,Right,20.0,20.073,83.174
47365,2S,WW,Brown,Right,20.0,20.105,83.104
47365,2S,EE,Brown,Right,20.0,20.139,83.278
47365,2S,WW,Brown,Right,20.0,20.186,83.095
47365,2S,EE,Brown,Right,20.0,20.137,82.782
