batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,VFB_V
36801,2S,WW,HEPHY,Left,,,-3.278
36801,2S,EE,HEPHY,Left,,,-3.216
36801,2S,WW,HEPHY,Left,,,-3.245
36802,2S,EE,HEPHY,Left,,,-2.956
36802,2S,WW,HEPHY,Left,,,-3.088
36802,2S,EE,HEPHY,Left,,,-2.949
36802,2S,WW,HEPHY,Left,,,-3.092
36802,2S,EE,HEPHY,Left,,,-2.968
36802,2S,WW,HEPHY,Left,,,-3.087
36802,2S,EE,HEPHY,Left,,,-2.982
36802,2S,WW,HEPHY,Left,,,-3.068
36802,2S,EE,HEPHY,Left,,,-3.005
36802,2S,WW,HEPHY,Left,,,-3.107
36802,2S,EE,HEPHY,Left,,,-2.985
36802,2S,WW,HEPHY,Left,,,-3.068
36802,2S,EE,HEPHY,Left,,,-2.781
36802,2S,WW,HEPHY,Left,,,-2.872
36802,2S,EE,HEPHY,Left,,,-2.803
36802,2S,WW,HEPHY,Left,,,-2.89
36802,2S,EE,HEPHY,Left,,,-2.884
36802,2S,WW,HEPHY,Left,,,-2.983
36802,2S,EE,HEPHY,Left,,,-2.883
36802,2S,WW,HEPHY,Left,,,-3.021
36803,2S,EE,HEPHY,Left,,,-2.769
36803,2S,WW,HEPHY,Left,,,-2.821
36803,2S,EE,HEPHY,Left,,,-2.763
36803,2S,WW,HEPHY,Left,,,-2.876
36803,2S,EE,HEPHY,Left,,,-2.737
36803,2S,WW,HEPHY,Left,,,-2.821
36803,2S,EE,HEPHY,Left,,,-2.702
36803,2S,WW,HEPHY,Left,,,-2.713
36803,2S,EE,HEPHY,Left,,,-2.722
36803,2S,WW,HEPHY,Left,,,-2.798
36803,2S,EE,HEPHY,Left,,,-2.663
36803,2S,WW,HEPHY,Left,,,-2.702
36803,2S,EE,HEPHY,Left,,,-2.645
36803,2S,WW,HEPHY,Left,,,-2.682
36803,2S,EE,HEPHY,Left,,,-2.582
36803,2S,WW,HEPHY,Left,,,-2.61
37079,2S,EE,HEPHY,Left,,,-2.922
37079,2S,WW,HEPHY,Left,,,-2.974
37079,2S,EE,HEPHY,Left,,,-2.969
37079,2S,WW,HEPHY,Left,,,-2.986
37079,2S,EE,HEPHY,Left,,,-2.968
37079,2S,WW,HEPHY,Left,,,-2.985
37079,2S,EE,HEPHY,Left,,,-2.965
37079,2S,WW,HEPHY,Left,,,-2.995
37079,2S,EE,HEPHY,Left,,,-2.856
37079,2S,WW,HEPHY,Left,,,-2.862
37079,2S,EE,HEPHY,Left,,,-2.841
37079,2S,WW,HEPHY,Left,,,-2.866
37079,2S,EE,HEPHY,Left,,,-2.842
37079,2S,WW,HEPHY,Left,,,-2.831
37079,2S,EE,HEPHY,Left,,,-2.944
37079,2S,WW,HEPHY,Left,,,-3.056
37081,2S,EE,HEPHY,Left,,,-2.984
37081,2S,WW,HEPHY,Left,,,-3.044
37081,2S,EE,HEPHY,Left,,,-2.986
37081,2S,WW,HEPHY,Left,,,-3.032
37081,2S,EE,HEPHY,Left,,,-3.0
37081,2S,WW,HEPHY,Left,,,-3.012
37081,2S,EE,HEPHY,Left,,,-2.955
37081,2S,WW,HEPHY,Left,,,-2.984
37081,2S,EE,HEPHY,Left,,,-2.938
37081,2S,WW,HEPHY,Left,,,-2.915
37081,2S,EE,HEPHY,Left,,,-2.962
37081,2S,WW,HEPHY,Left,,,-3.171
37081,2S,EE,HEPHY,Left,,,-2.869
37081,2S,WW,HEPHY,Left,,,-2.83
37081,2S,EE,HEPHY,Left,,,-2.893
37081,2S,WW,HEPHY,Left,,,-2.966
37081,2S,EE,HEPHY,Left,,,-2.874
37081,2S,WW,HEPHY,Left,,,-2.878
37081,2S,EE,HEPHY,Left,,,-2.897
37081,2S,WW,HEPHY,Left,,,-2.946
37083,2S,EE,Perugia,Left,20.0,20.0,-3.044
37083,2S,WW,Perugia,Left,20.0,20.0,-3.122
37083,2S,EE,Perugia,Left,20.0,20.0,-3.041
37083,2S,WW,Perugia,Left,20.0,20.0,-3.237
37083,2S,EE,Perugia,Left,20.0,20.0,-3.026
37083,2S,WW,Perugia,Left,20.0,20.0,-3.213
37083,2S,EE,Perugia,Left,20.0,20.0,-3.111
37083,2S,WW,Perugia,Left,20.0,20.0,-3.255
37083,2S,EE,Perugia,Left,20.0,20.0,-3.08
37083,2S,WW,Perugia,Left,20.0,20.0,-3.276
37083,2S,EE,Perugia,Left,20.0,20.0,-2.845
37083,2S,WW,Perugia,Left,20.0,20.0,-2.946
37083,2S,EE,Perugia,Left,20.0,20.0,-2.857
37083,2S,WW,Perugia,Left,20.0,20.0,-2.936
37083,2S,EE,Perugia,Left,20.0,20.0,-2.868
37083,2S,WW,Perugia,Left,20.0,20.0,-2.95
37083,2S,EE,Perugia,Left,20.0,20.0,-2.89
37083,2S,WW,Perugia,Left,20.0,20.0,-2.989
37084,2S,EE,Perugia,Left,20.0,20.0,-3.73
37084,2S,WW,Perugia,Left,20.0,20.0,-3.882
37084,2S,EE,Perugia,Left,20.0,20.0,-3.723
37084,2S,WW,Perugia,Left,20.0,20.0,-3.859
37084,2S,EE,Perugia,Left,20.0,20.0,-3.709
37084,2S,WW,Perugia,Left,20.0,20.0,-3.854
37084,2S,EE,Perugia,Left,20.0,20.0,-3.716
37084,2S,WW,Perugia,Left,20.0,20.0,-3.89
37084,2S,EE,Perugia,Left,20.0,20.0,-3.658
37084,2S,WW,Perugia,Left,20.0,20.0,-3.807
37084,2S,EE,Perugia,Left,20.0,20.0,-3.634
37084,2S,WW,Perugia,Left,20.0,20.0,-3.737
37084,2S,EE,Perugia,Left,20.0,20.0,-3.69
37084,2S,WW,Perugia,Left,20.0,20.0,-3.798
37084,2S,EE,Perugia,Left,20.0,20.0,-3.7
37084,2S,WW,Perugia,Left,20.0,20.0,-3.865
37084,2S,EE,Perugia,Left,20.0,20.0,-3.67
37084,2S,WW,Perugia,Left,20.0,20.0,-3.819
37085,2S,EE,Perugia,Left,20.0,20.0,-3.555
37085,2S,WW,Perugia,Left,20.0,20.0,-3.694
37085,2S,EE,Perugia,Left,20.0,20.0,-3.692
37085,2S,WW,Perugia,Left,20.0,20.0,-3.764
37085,2S,WW,Perugia,Left,20.0,20.0,-3.779
37085,2S,EE,Perugia,Left,20.0,20.0,-3.676
37085,2S,WW,Perugia,Left,20.0,20.0,-3.798
37085,2S,EE,Perugia,Left,20.0,20.0,-3.442
37085,2S,WW,Perugia,Left,20.0,20.0,-3.566
37085,2S,EE,Perugia,Left,20.0,20.0,-3.48
37085,2S,WW,Perugia,Left,20.0,20.0,-3.619
37085,2S,EE,Perugia,Left,20.0,20.0,-3.531
37085,2S,WW,Perugia,Left,20.0,20.0,-3.708
37085,2S,EE,Perugia,Left,20.0,20.0,-3.511
37085,2S,WW,Perugia,Left,20.0,20.0,-3.573
37085,2S,EE,Perugia,Left,20.0,20.0,-3.588
37085,2S,WW,Perugia,Left,20.0,20.0,-3.787
37086,2S,EE,Perugia,Left,20.0,20.0,-3.004
37086,2S,WW,Perugia,Left,20.0,20.0,-3.015
37086,2S,EE,Perugia,Left,20.0,20.0,-3.062
37086,2S,WW,Perugia,Left,20.0,20.0,-3.139
37086,2S,EE,Perugia,Left,20.0,20.0,-3.055
37086,2S,WW,Perugia,Left,20.0,20.0,-3.079
37086,2S,EE,Perugia,Left,20.0,20.0,-3.129
37086,2S,WW,Perugia,Left,20.0,20.0,-3.157
37086,2S,EE,Perugia,Left,20.0,20.0,-2.85
37086,2S,WW,Perugia,Left,20.0,20.0,-2.889
37086,2S,EE,Perugia,Left,20.0,20.0,-2.895
37086,2S,WW,Perugia,Left,20.0,20.0,-2.982
37086,2S,EE,Perugia,Left,20.0,20.0,-2.889
37086,2S,WW,Perugia,Left,20.0,20.0,-2.961
37086,2S,EE,Perugia,Left,20.0,20.0,-2.947
37086,2S,WW,Perugia,Left,20.0,20.0,-2.991
37087,2S,EE,Brown,Right,20.0,20.037,-2.813
37087,2S,WW,Brown,Right,20.0,20.028,-2.874
37087,2S,EE,Brown,Right,20.0,20.159,-2.782
37087,2S,WW,Brown,Right,20.0,20.188,-2.863
37087,2S,EE,Brown,Right,20.0,20.036,-2.864
37087,2S,WW,Brown,Right,20.0,20.125,-2.924
37087,2S,EE,Brown,Right,20.0,20.164,-2.866
37087,2S,WW,Brown,Right,20.0,20.116,-2.883
37087,2S,EE,Brown,Right,20.0,20.042,-2.675
37087,2S,WW,Brown,Right,20.0,20.015,-2.764
37087,2S,EE,Brown,Right,20.0,20.033,-2.671
37087,2S,WW,Brown,Right,20.0,20.112,-2.747
37087,2S,EE,Brown,Right,20.0,20.098,-2.742
37087,2S,WW,Brown,Right,20.0,20.079,-2.817
37087,2S,EE,Brown,Right,20.0,20.084,-2.75
37087,2S,WW,Brown,Right,20.0,20.154,-2.807
37088,2S,EE,Brown,Right,20.0,20.028,-2.551
37088,2S,WW,Brown,Right,20.0,20.042,-2.573
37088,2S,EE,Brown,Right,20.0,20.061,-2.484
37088,2S,WW,Brown,Right,20.0,20.031,-2.619
37088,2S,EE,Brown,Right,20.0,20.062,-2.655
37088,2S,WW,Brown,Right,20.0,20.07,-2.675
37088,2S,EE,Brown,Right,20.0,20.049,-2.668
37088,2S,WW,Brown,Right,20.0,20.052,-2.709
37088,2S,EE,Brown,Right,20.0,20.06,-2.668
37088,2S,WW,Brown,Right,20.0,20.074,-2.708
37088,2S,EE,Brown,Right,20.0,20.078,-2.435
37088,2S,WW,Brown,Right,20.0,20.065,-2.488
37088,2S,EE,Brown,Right,20.0,20.113,-2.463
37088,2S,WW,Brown,Right,20.0,20.095,-2.506
37088,2S,EE,Brown,Right,20.0,20.168,-2.401
37088,2S,WW,Brown,Right,20.0,20.084,-2.543
37077,PSS,WW,Demokritos,Left,22.6,22.6,-4.350709
37398,PSS,EE,Brown,Right,20.0,20.063,-2.857
37398,PSS,WW,Brown,Right,20.0,20.048,-2.922
37398,PSS,EE,Brown,Right,20.0,20.011,-2.893
37398,PSS,WW,Brown,Right,20.0,20.053,-2.947
37398,PSS,EE,Brown,Right,20.0,20.066,-2.915
37398,PSS,WW,Brown,Right,20.0,20.08,-2.961
37398,PSS,EE,Brown,Right,20.0,20.048,-2.935
37398,PSS,WW,Brown,Right,20.0,20.049,-2.967
37398,PSS,EE,Brown,Right,20.0,20.141,-2.937
37398,PSS,WW,Brown,Right,20.0,20.036,-2.956
37398,PSS,EE,Brown,Right,20.0,20.053,-2.901
37398,PSS,WW,Brown,Right,20.0,20.057,-2.949
37398,PSS,EE,Brown,Right,20.0,20.057,-2.773
37398,PSS,WW,Brown,Right,20.0,20.073,-2.851
37398,PSS,EE,Brown,Right,20.0,20.066,-2.831
37398,PSS,WW,Brown,Right,20.0,20.074,-2.905
37399,PSS,EE,Brown,Right,20.0,20.057,-2.678
37399,PSS,WW,Brown,Right,20.0,20.018,-2.766
37399,PSS,EE,Brown,Right,20.0,20.101,-2.648
37399,PSS,WW,Brown,Right,20.0,20.048,-2.737
37399,PSS,EE,Brown,Right,20.0,20.05,-2.648
37399,PSS,WW,Brown,Right,20.0,20.055,-2.745
37399,PSS,EE,Brown,Right,20.0,20.071,-2.687
37399,PSS,WW,Brown,Right,20.0,20.027,-2.768
37399,PSS,EE,Brown,Right,20.0,20.06,-2.707
37399,PSS,WW,Brown,Right,20.0,20.055,-2.811
37399,PSS,EE,Brown,Right,20.0,20.028,-2.705
37399,PSS,WW,Brown,Right,20.0,20.021,-2.775
37399,PSS,EE,Brown,Right,20.0,20.074,-2.547
37399,PSS,WW,Brown,Right,20.0,20.065,-2.634
37399,PSS,EE,Brown,Right,20.0,20.109,-2.571
37399,PSS,WW,Brown,Right,20.0,20.051,-2.663
37400,2S,EE,Demokritos,Left,22.1,22.1,-3.193036
37400,2S,EE,Demokritos,Left,22.1,22.1,-3.19
37400,2S,WW,Demokritos,Left,22.4,22.4,-3.394887
37400,2S,WW,Demokritos,Left,22.4,22.4,-3.39
37400,2S,EE,Demokritos,Left,21.6,21.6,-3.35
37400,2S,WW,Demokritos,Left,21.0,21.0,-3.41
37400,2S,EE,Demokritos,Left,22.6,22.6,-3.311047
37400,2S,EE,Demokritos,Left,22.6,22.6,-3.31
37400,2S,WW,Demokritos,Left,22.6,22.6,-3.420801
37400,2S,WW,Demokritos,Left,22.6,22.6,-3.42
37400,2S,EE,Demokritos,Left,22.3,22.3,-3.45
37400,2S,WW,Demokritos,Left,22.5,22.5,-3.84
37400,2S,EE,Demokritos,Left,22.7,22.7,-3.11863
37400,2S,EE,Demokritos,Left,22.7,22.7,-3.12
37400,2S,WW,Demokritos,Left,22.8,22.8,-3.383893
37400,2S,WW,Demokritos,Left,22.8,22.8,-3.38
37400,2S,EE,Demokritos,Left,21.2,21.2,-3.144007
37400,2S,EE,Demokritos,Left,21.2,21.2,-3.14
37400,2S,WW,Demokritos,Left,21.2,21.2,-3.212733
37400,2S,WW,Demokritos,Left,21.2,21.2,-3.21
37400,2S,EE,Demokritos,Left,22.6,22.6,-3.27
37400,2S,WW,Demokritos,Left,20.6,20.6,-3.36
37401,2S,EE,Demokritos,Left,21.1,21.1,-2.751
37401,2S,WW,Demokritos,Left,20.8,20.8,-2.913
37401,2S,EE,Demokritos,Left,20.9,20.9,-2.787
37401,2S,WW,Demokritos,Left,20.3,20.3,-2.95
37401,2S,EE,Demokritos,Left,20.7,20.7,-2.973
37401,2S,WW,Demokritos,Left,20.6,20.6,-2.919
37401,2S,EE,Demokritos,Left,19.9,19.9,-2.976
37401,2S,WW,Demokritos,Left,21.9,21.9,-2.968
37401,2S,EE,Demokritos,Left,21.3,21.3,-3.017
37401,2S,WW,Demokritos,Left,20.7,20.7,-2.836
37401,2S,EE,Demokritos,Left,22.2,22.2,-2.907
37401,2S,WW,Demokritos,Left,22.0,22.0,-2.987
37401,2S,EE,Demokritos,Left,22.4,22.4,-3.063
37401,2S,WW,Demokritos,Left,22.0,22.0,-3.134
37402,2S,EE,Perugia,Left,20.0,20.0,-2.983
37402,2S,EE,Perugia,Left,20.0,20.0,-3.041
37402,2S,WW,Perugia,Left,20.0,20.0,-3.042
37402,2S,WW,Perugia,Left,20.0,20.0,-3.108
37402,2S,EE,Perugia,Left,20.0,20.0,-3.055
37402,2S,WW,Perugia,Left,20.0,20.0,-3.126
37402,2S,EE,Perugia,Left,20.0,20.0,-3.076
37402,2S,WW,Perugia,Left,20.0,20.0,-3.155
37402,2S,EE,Perugia,Left,20.0,20.0,-3.111
37402,2S,WW,Perugia,Left,20.0,20.0,-3.17
37402,2S,EE,Perugia,Left,20.0,20.0,-2.847
37402,2S,WW,Perugia,Left,20.0,20.0,-2.913
37402,2S,EE,Perugia,Left,20.0,20.0,-2.942
37402,2S,WW,Perugia,Left,20.0,20.0,-2.975
37402,2S,EE,Perugia,Left,20.0,20.0,-2.913
37402,2S,WW,Perugia,Left,20.0,20.0,-2.996
37402,2S,EE,Perugia,Left,20.0,20.0,-3.022
37402,2S,WW,Perugia,Left,20.0,20.0,-3.024
37403,2S,EE,Perugia,Left,20.0,20.0,-3.114
37403,2S,WW,Perugia,Left,20.0,20.0,-3.153
37403,2S,EE,Perugia,Left,20.0,20.0,-3.079
37403,2S,WW,Perugia,Left,20.0,20.0,-3.17
37403,2S,EE,Perugia,Left,20.0,20.0,-3.136
37403,2S,WW,Perugia,Left,20.0,20.0,-3.238
37403,2S,EE,Perugia,Left,20.0,20.0,-3.188
37403,2S,WW,Perugia,Left,20.0,20.0,-3.12
37403,2S,EE,Perugia,Left,20.0,20.0,-3.175
37403,2S,WW,Perugia,Left,20.0,20.0,-3.22
37403,2S,EE,Perugia,Left,20.0,20.0,-2.921
37403,2S,WW,Perugia,Left,20.0,20.0,-2.972
37403,2S,EE,Perugia,Left,20.0,20.0,-2.961
37403,2S,WW,Perugia,Left,20.0,20.0,-2.993
37403,2S,EE,Perugia,Left,20.0,20.0,-3.009
37403,2S,WW,Perugia,Left,20.0,20.0,-3.071
37404,2S,EE,HEPHY,Left,,,-2.93
37404,2S,WW,HEPHY,Left,,,-2.916
37404,2S,EE,HEPHY,Left,,,-2.958
37404,2S,WW,HEPHY,Left,,,-2.925
37404,2S,EE,HEPHY,Left,,,-2.996
37404,2S,WW,HEPHY,Left,,,-2.936
37404,2S,EE,HEPHY,Left,,,-3.0
37404,2S,WW,HEPHY,Left,,,-2.992
37404,2S,EE,HEPHY,Left,,,-2.993
37404,2S,WW,HEPHY,Left,,,-2.986
37404,2S,EE,HEPHY,Left,,,-2.984
37404,2S,WW,HEPHY,Left,,,-2.964
37404,2S,EE,HEPHY,Left,,,-2.849
37404,2S,WW,HEPHY,Left,,,-2.816
37404,2S,EE,HEPHY,Left,,,-2.886
37404,2S,WW,HEPHY,Left,,,-2.842
37404,2S,EE,HEPHY,Left,,,-2.932
37404,2S,WW,HEPHY,Left,,,-2.923
37404,2S,EE,HEPHY,Left,,,-2.936
37404,2S,WW,HEPHY,Left,,,-2.894
37405,2S,EE,HEPHY,Left,,,-2.849
37405,2S,WW,HEPHY,Left,,,-2.924
37405,2S,EE,HEPHY,Left,,,-2.87
37405,2S,WW,HEPHY,Left,,,-2.934
37405,2S,EE,HEPHY,Left,,,-2.896
37405,2S,WW,HEPHY,Left,,,-2.965
37405,2S,EE,HEPHY,Left,,,-2.894
37405,2S,WW,HEPHY,Left,,,-3.006
37405,2S,EE,HEPHY,Left,,,-2.951
37405,2S,WW,HEPHY,Left,,,-3.003
37405,2S,EE,HEPHY,Left,,,-2.733
37405,2S,WW,HEPHY,Left,,,-2.742
37405,2S,EE,HEPHY,Left,,,-2.701
37405,2S,WW,HEPHY,Left,,,-2.744
37405,2S,EE,HEPHY,Left,,,-2.722
37405,2S,WW,HEPHY,Left,,,-2.778
37405,2S,EE,HEPHY,Left,,,-2.789
37405,2S,WW,HEPHY,Left,,,-2.859
37405,2S,EE,HEPHY,Left,,,-2.849
37405,2S,WW,HEPHY,Left,,,-2.928
37405,2S,EE,HEPHY,Left,,,-2.855
37405,2S,WW,HEPHY,Left,,,-2.932
37406,2S,EE,Brown,Right,20.0,20.027,-2.834
37406,2S,WW,Brown,Right,20.0,20.015,-2.894
37406,2S,EE,Brown,Right,20.0,20.137,-2.871
37406,2S,WW,Brown,Right,20.0,20.037,-2.913
37406,2S,EE,Brown,Right,20.0,20.033,-2.922
37406,2S,WW,Brown,Right,20.0,20.182,-2.94
37406,2S,EE,Brown,Right,20.0,20.054,-2.932
37406,2S,WW,Brown,Right,20.0,20.05,-2.953
37406,2S,EE,Brown,Right,20.0,20.067,-2.624
37406,2S,WW,Brown,Right,20.0,20.06,-2.785
37406,2S,EE,Brown,Right,20.0,20.051,-2.745
37406,2S,WW,Brown,Right,20.0,20.061,-2.798
37406,2S,EE,Brown,Right,20.0,20.061,-2.774
37406,2S,WW,Brown,Right,20.0,20.064,-2.817
37406,2S,EE,Brown,Right,20.0,20.056,-2.85
37406,2S,WW,Brown,Right,20.0,20.186,-2.904
37407,2S,EE,Brown,Right,20.0,20.025,-3.086
37407,2S,WW,Brown,Right,20.0,20.048,-3.062
37407,2S,EE,Brown,Right,20.0,20.063,-3.13
37407,2S,WW,Brown,Right,20.0,20.076,-3.112
37407,2S,EE,Brown,Right,20.0,20.055,-3.15
37407,2S,WW,Brown,Right,20.0,20.06,-3.124
37407,2S,EE,Brown,Right,20.0,20.086,-3.161
37407,2S,WW,Brown,Right,20.0,20.049,-3.151
37407,2S,EE,Brown,Right,20.0,20.063,-3.136
37407,2S,WW,Brown,Right,20.0,20.044,-3.108
37407,2S,EE,Brown,Right,20.0,20.061,-2.955
37407,2S,WW,Brown,Right,20.0,20.079,-2.941
37407,2S,EE,Brown,Right,20.0,20.066,-2.949
37407,2S,WW,Brown,Right,20.0,20.071,-3.0
37407,2S,EE,Brown,Right,20.0,20.045,-3.007
37407,2S,WW,Brown,Right,20.0,20.069,-3.005
37408,2S,EE,Demokritos,Left,16.5,16.5,-3.069
37408,2S,WW,Demokritos,Left,16.8,16.8,-3.264
37408,2S,EE,Demokritos,Left,20.4,20.4,-3.106
37408,2S,WW,Demokritos,Left,22.0,22.0,-3.327
37408,2S,EE,Demokritos,Left,17.7,17.7,-3.268
37408,2S,WW,Demokritos,Left,19.8,19.8,-3.354
37408,2S,EE,Demokritos,Left,22.2,22.2,-3.275
37408,2S,WW,Demokritos,Left,21.0,21.0,-3.403
37408,2S,EE,Demokritos,Left,19.3,19.3,-3.189
37408,2S,WW,Demokritos,Left,20.3,20.3,-3.219
37408,2S,EE,Demokritos,Left,20.6,20.6,-3.119
37408,2S,WW,Demokritos,Left,20.3,20.3,-3.414
37408,2S,EE,Demokritos,Left,20.6,20.6,-3.152
37408,2S,WW,Demokritos,Left,20.6,20.6,-3.457
37897,2S,EE,Demokritos,Left,19.9,19.9,-3.067
37895,PSS,EE,Brown,Right,20.0,20.057,-2.984
37895,PSS,WW,Brown,Right,20.0,20.055,-3.026
37895,PSS,EE,Brown,Right,20.0,20.008,-3.002
37895,PSS,WW,Brown,Right,20.0,20.021,-3.034
37895,PSS,EE,Brown,Right,20.0,20.072,-3.051
37895,PSS,WW,Brown,Right,20.0,20.072,-3.019
37895,PSS,EE,Brown,Right,20.0,20.039,-3.006
37895,PSS,WW,Brown,Right,20.0,20.045,-3.036
37895,PSS,EE,Brown,Right,20.0,20.075,-2.903
37895,PSS,WW,Brown,Right,20.0,20.066,-2.954
37895,PSS,EE,Brown,Right,20.0,20.047,-2.834
37895,PSS,WW,Brown,Right,20.0,20.067,-2.902
37895,PSS,EE,Brown,Right,20.0,20.089,-2.854
37895,PSS,WW,Brown,Right,20.0,20.072,-2.933
37895,PSS,EE,Brown,Right,20.0,20.098,-2.835
37895,PSS,WW,Brown,Right,20.0,20.079,-2.908
37897,2S,WW,Demokritos,Left,19.9,19.9,-3.225
37897,2S,EE,Demokritos,Left,19.1,19.1,-3.074
37897,2S,WW,Demokritos,Left,18.8,18.8,-3.188
37897,2S,EE,Demokritos,Left,19.1,19.1,-3.357
37897,2S,WW,Demokritos,Left,19.4,19.4,-3.272
37897,2S,EE,Demokritos,Left,19.1,19.1,-3.344
37897,2S,WW,Demokritos,Left,20.3,20.3,-3.268
37897,2S,EE,Demokritos,Left,19.4,19.4,-3.096
37897,2S,WW,Demokritos,Left,19.6,19.6,-3.169
37897,2S,EE,Demokritos,Left,19.9,19.9,-3.308
37897,2S,WW,Demokritos,Left,20.0,20.0,-3.167
37897,2S,EE,Demokritos,Left,21.0,21.0,-3.098
37897,2S,WW,Demokritos,Left,21.0,21.0,-3.403
37898,2S,EE,HEPHY,Left,,,-3.038
37898,2S,WW,HEPHY,Left,,,-3.173
37898,2S,EE,HEPHY,Left,,,-3.062
37898,2S,WW,HEPHY,Left,,,-3.193
37898,2S,EE,HEPHY,Left,,,-3.091
37898,2S,WW,HEPHY,Left,,,-3.234
37898,2S,EE,HEPHY,Left,,,-2.961
37898,2S,WW,HEPHY,Left,,,-3.101
37898,2S,EE,HEPHY,Left,,,-2.98
37898,2S,WW,HEPHY,Left,,,-3.114
37898,2S,EE,HEPHY,Left,,,-2.994
37898,2S,WW,HEPHY,Left,,,-3.118
37898,2S,EE,HEPHY,Left,,,-2.995
37898,2S,WW,HEPHY,Left,,,-3.089
37898,2S,EE,HEPHY,Left,,,-2.993
37898,2S,WW,HEPHY,Left,,,-3.084
37898,2S,EE,HEPHY,Left,,,-3.059
37898,2S,WW,HEPHY,Left,,,-3.153
37899,2S,EE,HEPHY,Left,,,-2.135
37899,2S,WW,HEPHY,Left,,,-2.232
37899,2S,EE,HEPHY,Left,,,-2.184
37899,2S,WW,HEPHY,Left,,,-2.282
37899,2S,EE,HEPHY,Left,,,-2.189
37899,2S,WW,HEPHY,Left,,,-2.322
37899,2S,EE,HEPHY,Left,,,-2.178
37899,2S,WW,HEPHY,Left,,,-2.323
37899,2S,EE,HEPHY,Left,,,-2.107
37899,2S,WW,HEPHY,Left,,,-2.17
37899,2S,EE,HEPHY,Left,,,-2.094
37899,2S,WW,HEPHY,Left,,,-2.174
37899,2S,EE,HEPHY,Left,,,-2.146
37899,2S,WW,HEPHY,Left,,,-2.223
37899,2S,EE,HEPHY,Left,,,-2.165
37899,2S,WW,HEPHY,Left,,,-2.239
37900,2S,EE,Perugia,Left,20.0,20.0,-3.139
37900,2S,WW,Perugia,Left,20.0,20.0,-3.072
37900,2S,EE,Perugia,Left,20.0,20.0,-3.065
37900,2S,WW,Perugia,Left,20.0,20.0,-3.139
37900,2S,EE,Perugia,Left,20.0,20.0,-3.068
37900,2S,WW,Perugia,Left,20.0,20.0,-3.228
37900,2S,EE,Perugia,Left,20.0,20.0,-3.148
37900,2S,WW,Perugia,Left,20.0,20.0,-3.051
37900,2S,EE,Perugia,Left,20.0,20.0,-2.932
37900,2S,EE,Perugia,Left,20.0,20.0,-2.943
37900,2S,WW,Perugia,Left,20.0,20.0,-2.897
37900,2S,EE,Perugia,Left,20.0,20.0,-2.946
37900,2S,WW,Perugia,Left,20.0,20.0,-2.939
37900,2S,EE,Perugia,Left,20.0,20.0,-2.991
37900,2S,WW,Perugia,Left,20.0,20.0,-2.949
37901,2S,EE,Perugia,Left,20.0,20.0,-2.298
37901,2S,WW,Perugia,Left,20.0,20.0,-2.318
37901,2S,EE,Perugia,Left,20.0,20.0,-2.254
37901,2S,WW,Perugia,Left,20.0,20.0,-2.303
37901,2S,EE,Perugia,Left,20.0,20.0,-2.364
37901,2S,WW,Perugia,Left,20.0,20.0,-2.44
37901,2S,EE,Perugia,Left,20.0,20.0,-2.386
37901,2S,WW,Perugia,Left,20.0,20.0,-2.486
37901,2S,EE,Perugia,Left,20.0,20.0,-2.093
37901,2S,WW,Perugia,Left,20.0,20.0,-2.265
37901,2S,EE,Perugia,Left,20.0,20.0,-2.165
37901,2S,WW,Perugia,Left,20.0,20.0,-2.321
37901,2S,EE,Perugia,Left,20.0,20.0,-2.2
37901,2S,WW,Perugia,Left,20.0,20.0,-2.316
37901,2S,EE,Perugia,Left,20.0,20.0,-2.263
37901,2S,WW,Perugia,Left,20.0,20.0,-2.354
37903,2S,EE,Brown,Right,20.0,20.019,-2.267
37903,2S,WW,Brown,Right,20.0,20.015,-2.193
37903,2S,EE,Brown,Right,20.0,20.066,-2.247
37903,2S,WW,Brown,Right,20.0,20.078,-2.158
37903,2S,EE,Brown,Right,20.0,20.027,-2.29
37903,2S,WW,Brown,Right,20.0,20.033,-2.185
37903,2S,EE,Brown,Right,20.0,20.057,-2.36
37903,2S,WW,Brown,Right,20.0,20.061,-2.259
37903,2S,EE,Brown,Right,20.0,20.043,-2.212
37903,2S,WW,Brown,Right,20.0,20.043,-2.068
37903,2S,EE,Brown,Right,20.0,20.055,-2.213
37903,2S,WW,Brown,Right,20.0,20.068,-2.084
37903,2S,EE,Brown,Right,20.0,20.047,-2.236
37903,2S,WW,Brown,Right,20.0,20.053,-2.133
37903,2S,EE,Brown,Right,20.0,20.07,-2.152
37903,2S,WW,Brown,Right,20.0,20.117,-2.063
37896,PSS,EE,Brown,Right,20.0,20.066,-2.652
37896,PSS,WW,Brown,Right,20.0,20.063,-2.703
37896,PSS,EE,Brown,Right,20.0,20.033,-2.628
37896,PSS,WW,Brown,Right,20.0,20.049,-2.718
37896,PSS,EE,Brown,Right,20.0,20.084,-2.659
37896,PSS,WW,Brown,Right,20.0,20.086,-2.737
37896,PSS,EE,Brown,Right,20.0,20.04,-2.677
37896,PSS,WW,Brown,Right,20.0,20.062,-2.768
37896,PSS,EE,Brown,Right,20.0,20.064,-2.751
37896,PSS,WW,Brown,Right,20.0,20.031,-2.76
37896,PSS,EE,Brown,Right,20.0,20.039,-2.767
